osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry
182696074,residential,False,True,32.637,,,,"LINESTRING (2.6062868 35.5444387, 2.6063864 35.5441566)"
537277457,primary,False,False,65.791,2,RN 40,80,"LINESTRING (2.6062868 35.5444387, 2.6055939 35.5442592)"
537277457,primary,False,True,32.822,2,RN 40,80,"LINESTRING (2.6062868 35.5444387, 2.606633 35.5445269)"
91995809,secondary,False,False,32.953,,CW 2,,"LINESTRING (2.6068571 35.5445801, 2.6065824 35.5447747)"
537277457,primary,False,False,21.121,2,RN 40,80,"LINESTRING (2.6068571 35.5445801, 2.606633 35.5445269)"
537277457,primary,False,True,2.074,2,RN 40,80,"LINESTRING (2.6068571 35.5445801, 2.606879 35.5445856)"
182696044,residential,False,False,56.792,,,,"LINESTRING (2.6057819 35.5437719, 2.6055939 35.5442592)"
182696064,residential,False,False,64.379,,,,"LINESTRING (2.6057819 35.5437719, 2.6064645 35.5439354)"
182696064,residential,False,True,74.04,,,,"LINESTRING (2.6057819 35.5437719, 2.6049969 35.5435838)"
182696052,residential,False,True,46.027,,,,"LINESTRING (2.6049413 35.5441015, 2.6047896 35.5444966)"
537277457,primary,False,False,12.176,2,RN 40,80,"LINESTRING (2.6049413 35.5441015, 2.6048123 35.5440703)"
537277457,primary,False,True,61.593,2,RN 40,80,"LINESTRING (2.6049413 35.5441015, 2.6055939 35.5442592)"
182696054,residential,False,False,66.408,,,,"LINESTRING (2.6056816 35.54242, 2.6054718 35.5429923)"
182696037,residential,False,False,32.660000000000004,,,,"LINESTRING (2.6056816 35.54242, 2.6057069 35.5424188, 2.6060415 35.5423974)"
182696037,residential,False,True,48.435,,,,"LINESTRING (2.6056816 35.54242, 2.6055138 35.5424276, 2.6053387 35.5424184, 2.6051544 35.5423752)"
182696055,unclassified,False,False,12.738,,,,"LINESTRING (2.603056 35.5391653, 2.6029381 35.5392279)"
182696055,unclassified,False,True,59.6,,,,"LINESTRING (2.603056 35.5391653, 2.6036176 35.5388852)"
182696096,residential,True,False,182.058,,,,"LINESTRING (2.603056 35.5391653, 2.6041529 35.5405379)"
182696047,residential,False,False,70.242,,,,"LINESTRING (2.6055027 35.5446716, 2.606246 35.544854)"
182696047,residential,False,True,67.389,,,,"LINESTRING (2.6055027 35.5446716, 2.6047896 35.5444966)"
182696057,residential,False,False,64.89,,,,"LINESTRING (2.6055027 35.5446716, 2.6048236 35.5448593)"
182696037,residential,False,False,23.006,,,,"LINESTRING (2.6044093 35.5432531, 2.604487 35.5430561)"
182696037,residential,False,True,20.271,,,,"LINESTRING (2.6044093 35.5432531, 2.6043409 35.5434267)"
182696067,residential,False,True,66.039,,,,"LINESTRING (2.6044093 35.5432531, 2.6037152 35.5430694)"
182696070,residential,False,True,56.616,,,,"LINESTRING (2.6048123 35.5440703, 2.6049969 35.5435838)"
537277457,primary,False,False,28.253,2,RN 40,80,"LINESTRING (2.6048123 35.5440703, 2.6045172 35.5439872)"
537277457,primary,False,True,12.176,2,RN 40,80,"LINESTRING (2.6048123 35.5440703, 2.6049413 35.5441015)"
182696045,residential,False,True,36.743,,,,"LINESTRING (2.6012209 35.5402047, 2.6009861 35.5399351)"
182696055,unclassified,False,False,34.409,,,,"LINESTRING (2.6012209 35.5402047, 2.6009087 35.5403814)"
182696055,unclassified,False,True,25.647,,,,"LINESTRING (2.6012209 35.5402047, 2.6014536 35.540073)"
