osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,ref,tunnel
10814205,False,,Napier Street,residential,,True,68.318,"LINESTRING (-79.8749196 43.2602509, -79.8748356 43.2602265, -79.8742681 43.2600621, -79.8742265 43.2600492, -79.8741364 43.2600225)",,,
509699127,True,3,Caroline Street North,tertiary,50,False,100.24399999999999,"LINESTRING (-79.8749196 43.2602509, -79.8752633 43.2594795, -79.8752742 43.2594551, -79.8753017 43.2593934)",,,
5174009,False,2,Market Street,residential,,False,142.54399999999998,"LINESTRING (-79.8753017 43.2593934, -79.8753763 43.2594154, -79.8754017 43.2594225, -79.8762528 43.2596599, -79.876314 43.259677, -79.8763221 43.2596793, -79.8764611 43.2597183, -79.876718 43.2597914, -79.8768345 43.2598232, -79.8768744 43.2598344, -79.8769444 43.259854)",,,
"[122209258, 374039597]",True,"['2', '3']",Caroline Street North,tertiary,50,False,102.187,"LINESTRING (-79.8753017 43.2593934, -79.8754418 43.2590684, -79.8754801 43.2589795, -79.875496 43.2589456, -79.8755398 43.2588582, -79.8756454 43.2586292, -79.875655 43.2586084, -79.8756921 43.2585196)",,,
509699126,False,2,Market Street,residential,,True,166.323,"LINESTRING (-79.8753017 43.2593934, -79.8752099 43.2593692, -79.8749272 43.2592888, -79.8746259 43.2592062, -79.8745874 43.2591955, -79.8744682 43.2591625, -79.8738157 43.2589821, -79.8735418 43.2589059, -79.8734438 43.2588797, -79.8733813 43.258863)",,,
10814205,False,,Napier Street,residential,,False,68.31800000000001,"LINESTRING (-79.8741364 43.2600225, -79.8742265 43.2600492, -79.8742681 43.2600621, -79.8748356 43.2602265, -79.8749196 43.2602509)",,,
11031192,False,2,Bold Street,residential,30,False,139.01,"LINESTRING (-79.875555 43.2537981, -79.8755088 43.2537673, -79.8754891 43.2537543, -79.8754017 43.2537319, -79.8752643 43.2536989, -79.8751351 43.2536679, -79.8743818 43.253487, -79.8740332 43.2534033, -79.8739443 43.2533819)",,,
"[11031565, 319661623]",True,"['1', '2']",Bay Street South,tertiary,40,False,108.53,"LINESTRING (-79.875555 43.2537981, -79.8755254 43.253864, -79.8754788 43.253975, -79.8753874 43.2541941, -79.8753674 43.2542418, -79.8753493 43.2542853, -79.8752878 43.254433, -79.875199 43.2546489, -79.8751863 43.254677, -79.8751767 43.2546982, -79.8751621 43.2547312)",,,
"[861241779, 11031175]",False,2,Bold Street,residential,"['40', '30']",True,172.97899999999998,"LINESTRING (-79.875555 43.2537981, -79.8755981 43.2538271, -79.8756382 43.2538534, -79.8756623 43.2538694, -79.8760171 43.2539554, -79.8761531 43.2539884, -79.8767929 43.2541455, -79.8774663 43.2543108, -79.8775493 43.2543312)",,,
11031192,False,2,Bold Street,residential,30,False,46.913,"LINESTRING (-79.8739443 43.2533819, -79.8738883 43.2533689, -79.8738752 43.2533658, -79.8733926 43.2532533)",,,
11031192,False,2,Bold Street,residential,30,True,139.01,"LINESTRING (-79.8739443 43.2533819, -79.8740332 43.2534033, -79.8743818 43.253487, -79.8751351 43.2536679, -79.8752643 43.2536989, -79.8754017 43.2537319, -79.8754891 43.2537543, -79.8755088 43.2537673, -79.875555 43.2537981)",,,
124915667,True,1,Park Street South,residential,40,False,111.11899999999999,"LINESTRING (-79.8739443 43.2533819, -79.8739655 43.2533328, -79.8740263 43.2531919, -79.8740778 43.2530722, -79.8741209 43.2529723, -79.8741701 43.2528636, -79.8742003 43.2527971, -79.8742205 43.2527526, -79.8743448 43.2524865, -79.8743721 43.2524325)",,,
"[147487248, 32971814]",False,4,James Street South,secondary,50,True,118.66899999999998,"LINESTRING (-79.8708497 43.2526211, -79.8708271 43.252675, -79.8708168 43.2526997, -79.8707486 43.2528351, -79.8706843 43.2529789, -79.8706651 43.2530218, -79.8706422 43.2530731, -79.8706088 43.2531488, -79.8704506 43.2535072, -79.8704293 43.2535599, -79.8704181 43.2535877, -79.8704055 43.2536375)",12,,
"[221052593, 465283619]",False,2,Bold Street,residential,"['40', '50']",True,128.389,"LINESTRING (-79.8708497 43.2526211, -79.8709558 43.2526445, -79.8709882 43.252652, -79.8714132 43.2527531, -79.8719017 43.2528738, -79.8719227 43.2528791, -79.8723533 43.2529868)",,,
1017290209,False,4,James Street South,secondary,50,False,49.729,"LINESTRING (-79.8708497 43.2526211, -79.8708742 43.2525626, -79.870883 43.2525417, -79.8710399 43.2521959)",12,,
5173986,False,2,Jackson Street West,tertiary,40,False,142.269,"LINESTRING (-79.8784179 43.2565011, -79.877857 43.2563737, -79.877595 43.2563142, -79.8775154 43.2562951, -79.8773084 43.2562454, -79.8770923 43.2561936, -79.8769728 43.2561649, -79.8767455 43.2561095)",,,
27197793,False,2,Hess Street South,residential,,False,105.58399999999999,"LINESTRING (-79.8784179 43.2565011, -79.8785557 43.2561893, -79.8786852 43.2558962, -79.8787952 43.2556473, -79.8788208 43.2555981)",,,
"[835138026, 23074019]",True,"['1', '2']",Hess Street South,unclassified,40,False,105.876,"LINESTRING (-79.8784179 43.2565011, -79.8783074 43.2567574, -79.8781674 43.2570509, -79.8780679 43.2572743, -79.8780574 43.257298, -79.8780286 43.2574091)",,,
"[311356180, 311356182]",True,"['2', '3']",Bay Street South,secondary,50,False,70.666,"LINESTRING (-79.8743964 43.256508, -79.874357 43.2566043, -79.8742768 43.2567515, -79.8742551 43.2567948, -79.8741161 43.2571095)",,,
1088032877,True,4,Main Street West,primary,50,False,155.29399999999998,"LINESTRING (-79.8743964 43.256508, -79.8743089 43.2564865, -79.873294 43.2562406, -79.8728961 43.2561447, -79.8727656 43.2561131, -79.8725776 43.2560655)",15,8,
5173986,False,2,Jackson Street West,tertiary,40,True,167.72699999999998,"LINESTRING (-79.8747792 43.2556357, -79.8748382 43.25565, -79.8748851 43.2556613, -79.8749163 43.2556689, -79.8757715 43.255876, -79.8761811 43.2559743, -79.8767455 43.2561095)",,,
"[319661705, 476878866, 476878867]",True,2,Bay Street South,tertiary,50,False,101.838,"LINESTRING (-79.8747792 43.2556357, -79.874674 43.2558682, -79.8745543 43.2561286, -79.8744921 43.2562744, -79.874444 43.2563918, -79.8744341 43.2564159, -79.8743964 43.256508)",,,
4873570,False,1,George Street,residential,,True,169.552,"LINESTRING (-79.8741161 43.2571095, -79.8741976 43.2571294, -79.8742774 43.2571426, -79.8754933 43.2574873, -79.8759742 43.2576157, -79.8760765 43.257643)",,,
"[311356181, 311356182]",True,3,Bay Street South,secondary,50,False,102.068,"LINESTRING (-79.8741161 43.2571095, -79.8740893 43.257173, -79.8739987 43.2573876, -79.8737873 43.2578763, -79.8737757 43.257903, -79.8737289 43.2579826)",,,
11031565,True,1,Bay Street South,tertiary,40,False,114.982,"LINESTRING (-79.8759761 43.2528106, -79.8758532 43.2530909, -79.8758023 43.2532086, -79.8757614 43.2533081, -79.875555 43.2537981)",,,
11033326,False,2,Duke Street,residential,40,False,171.40300000000002,"LINESTRING (-79.8759761 43.2528106, -79.8760261 43.2528172, -79.8760931 43.2528259, -79.8765045 43.2529218, -79.8765979 43.2529438, -79.8768996 43.2530089, -79.8774342 43.2531379, -79.8778878 43.2532474, -79.8779939 43.2532729)",,,
465283622,False,2,Duke Street,residential,40,True,136.64200000000002,"LINESTRING (-79.8759761 43.2528106, -79.8758894 43.2527993, -79.8753777 43.2526736, -79.8749776 43.2525825, -79.8745998 43.2524851, -79.8744497 43.2524464, -79.8743721 43.2524325)",,,
"[476878868, 342657070]",True,2,Bay Street South,tertiary,50,False,105.249,"LINESTRING (-79.8751621 43.2547312, -79.8751349 43.2547927, -79.8750522 43.2549888, -79.8749248 43.2552905, -79.8748841 43.2553871, -79.8747792 43.2556357)",,,
342657076,True,3,Hunter Street West,tertiary,40,False,169.81199999999998,"LINESTRING (-79.8751621 43.2547312, -79.8752215 43.2547457, -79.8752682 43.254757, -79.876182 43.2549713, -79.876707 43.2550945, -79.8770457 43.2551739, -79.8770701 43.2551797, -79.8771576 43.2552002)",,,
342657076,True,3,Hunter Street West,tertiary,40,False,141.803,"LINESTRING (-79.8771576 43.2552002, -79.8772355 43.2552178, -79.8774978 43.2552859, -79.8778774 43.2553844, -79.8787041 43.255571, -79.8787448 43.2555796, -79.8788208 43.2555981)",,,
374039599,False,2,Caroline Street South,residential,40,False,101.702,"LINESTRING (-79.8771576 43.2552002, -79.8771734 43.2551651, -79.8771822 43.2551455, -79.8775245 43.2543862, -79.8775493 43.2543312)",,,
374039599,False,2,Caroline Street South,residential,40,True,63.532000000000004,"LINESTRING (-79.8771576 43.2552002, -79.8771297 43.2552598, -79.8769045 43.255741)",,,
27197793,False,2,Hess Street South,residential,,True,105.584,"LINESTRING (-79.8788208 43.2555981, -79.8787952 43.2556473, -79.8786852 43.2558962, -79.8785557 43.2561893, -79.8784179 43.2565011)",,,
11033334,False,2,Duke Street,residential,40,True,136.88000000000002,"LINESTRING (-79.8743721 43.2524325, -79.8742961 43.2524134, -79.8736693 43.2522661, -79.8733575 43.2521873, -79.872855 43.2520637, -79.8727691 43.2520425)",,,
465283622,False,2,Duke Street,residential,40,False,136.64200000000002,"LINESTRING (-79.8743721 43.2524325, -79.8744497 43.2524464, -79.8745998 43.2524851, -79.8749776 43.2525825, -79.8753777 43.2526736, -79.8758894 43.2527993, -79.8759761 43.2528106)",,,
11033334,False,2,Duke Street,residential,40,False,128.776,"LINESTRING (-79.8712643 43.2516687, -79.8713812 43.2516965, -79.8714135 43.2517042, -79.8718318 43.2518085, -79.8720433 43.2518561, -79.872107 43.2518725, -79.8721961 43.2518953, -79.872625 43.2520055, -79.8726934 43.252023, -79.8727691 43.2520425)",,,
1017290210,False,4,James Street South,secondary,50,True,61.376000000000005,"LINESTRING (-79.8712643 43.2516687, -79.8711985 43.2518167, -79.8710399 43.2521959)",12,,
11033334,False,2,Duke Street,residential,40,False,136.88,"LINESTRING (-79.8727691 43.2520425, -79.872855 43.2520637, -79.8733575 43.2521873, -79.8736693 43.2522661, -79.8742961 43.2524134, -79.8743721 43.2524325)",,,
11033334,False,2,Duke Street,residential,40,True,128.77599999999998,"LINESTRING (-79.8727691 43.2520425, -79.8726934 43.252023, -79.872625 43.2520055, -79.8721961 43.2518953, -79.872107 43.2518725, -79.8720433 43.2518561, -79.8718318 43.2518085, -79.8714135 43.2517042, -79.8713812 43.2516965, -79.8712643 43.2516687)",,,
465283625,True,2,MacNab Street South,residential,40,False,110.269,"LINESTRING (-79.8727691 43.2520425, -79.872746 43.2520945, -79.8727206 43.2521519, -79.8725697 43.2524927, -79.8723533 43.2529868)",,,
11031565,True,1,Bay Street South,tertiary,40,False,108.721,"LINESTRING (-79.8763656 43.2518754, -79.8763443 43.2519536, -79.8762413 43.2521816, -79.8762116 43.2522473, -79.8760805 43.2525609, -79.8759761 43.2528106)",,,
"[465316807, 465318766, 4836103]",True,"['4', '5']",King Street West,primary,50,False,136.332,"LINESTRING (-79.8690697 43.2566904, -79.8691927 43.2567309, -79.8702021 43.2570112, -79.8702688 43.2570297, -79.8704109 43.2570707, -79.8705265 43.2571041, -79.8705756 43.2571183, -79.8706377 43.2571362)",17,8,
"[1037270377, 11302161, 1050023085, 147487249]",False,4,James Street South,secondary,50,False,154.565,"LINESTRING (-79.8690697 43.2566904, -79.8691063 43.2566051, -79.8691269 43.2565577, -79.8691888 43.2564154, -79.8692221 43.2563605, -79.8692495 43.2563015, -79.8693105 43.2561858, -79.8693234 43.2561515, -79.8694698 43.2558224, -79.8696139 43.2554839, -79.8696271 43.2554532, -79.8696629 43.2553698)","['14', '12']",,
"[465283617, 1050023086]",False,5,James Street North,secondary,50,True,106.912,"LINESTRING (-79.8690697 43.2566904, -79.8690225 43.2568002, -79.8690086 43.2568324, -79.8687435 43.2574455, -79.8687098 43.2575236, -79.8686925 43.2575637, -79.8686728 43.2576074)","['15', '13']",,
373848101,False,4,James Street North,secondary,50,True,86.48,"LINESTRING (-79.8682828 43.2584498, -79.8682533 43.2585163, -79.868243 43.25854, -79.8680335 43.2590236, -79.8680177 43.25906, -79.8679611 43.2591914)",,,
"[834053425, 1050023087]",False,4,James Street North,secondary,50,False,98.853,"LINESTRING (-79.8682828 43.2584498, -79.8683065 43.2583963, -79.868326 43.2583545, -79.8686232 43.2577165, -79.868636 43.257689, -79.8686728 43.2576074)","['16', '13']",,
11303241,True,1,King William Street,unclassified,40,False,114.22,"LINESTRING (-79.8686728 43.2576074, -79.8685451 43.2575718, -79.8681976 43.2574625, -79.8677568 43.2573129, -79.8677362 43.2573058, -79.867445 43.2572092, -79.8673838 43.257191)",7,,
"[465283617, 1050023086]",False,5,James Street North,secondary,50,False,106.912,"LINESTRING (-79.8686728 43.2576074, -79.8686925 43.2575637, -79.8687098 43.2575236, -79.8687435 43.2574455, -79.8690086 43.2568324, -79.8690225 43.2568002, -79.8690697 43.2566904)","['13', '15']",,
"[834053425, 1050023087]",False,4,James Street North,secondary,50,True,98.85300000000001,"LINESTRING (-79.8686728 43.2576074, -79.868636 43.257689, -79.8686232 43.2577165, -79.868326 43.2583545, -79.8683065 43.2583963, -79.8682828 43.2584498)","['16', '13']",,
"[26739569, 165929277, 476919375]",False,2,"['Haymarket Street', 'Hughson Street South']","['residential', 'unclassified']",40,False,190.86899999999997,"LINESTRING (-79.8697684 43.2518864, -79.869715 43.2519667, -79.8696522 43.2520778, -79.869547 43.2523086, -79.8695107 43.2523882, -79.86947 43.2524774, -79.8694474 43.2525061, -79.8694132 43.2525217, -79.8693588 43.2525247, -79.8692987 43.2525168, -79.8689983 43.2524462, -79.8684873 43.2523261, -79.8682143 43.252262, -79.8680712 43.2522284)",,,
465283612,False,2,Augusta Street,unclassified,,False,108.58100000000002,"LINESTRING (-79.8697684 43.2518864, -79.8703918 43.2520358, -79.8705427 43.2520733, -79.870747 43.2521237, -79.8709128 43.2521669, -79.8709393 43.2521729, -79.8710399 43.2521959)",,,
23097044,False,2,Park Street North,residential,,True,112.663,"LINESTRING (-79.8708591 43.2605273, -79.8713168 43.2595705)",,,
10066181,False,2,Vine Street,residential,40,False,136.218,"LINESTRING (-79.8708591 43.2605273, -79.8703301 43.2604037, -79.8698734 43.260297, -79.8694723 43.2602034, -79.8692572 43.2601534)",,,
26740273,True,1,Park Street South,residential,30,False,52.442,"LINESTRING (-79.873546 43.2544053, -79.8735677 43.2543394, -79.873576 43.2543191, -79.8737262 43.2539524)",,,
147487242,True,2,Hunter Street West,tertiary,40,False,136.027,"LINESTRING (-79.873546 43.2544053, -79.8737636 43.254425, -79.8743552 43.2545535, -79.8750715 43.2547091, -79.8751112 43.2547189, -79.8751621 43.2547312)",,,
11031192,False,2,Bold Street,residential,30,True,89.23400000000001,"LINESTRING (-79.8723533 43.2529868, -79.8726937 43.2530741, -79.8729366 43.2531364, -79.8731634 43.2531945, -79.8733926 43.2532533)",,,
"[221052593, 465283619]",False,2,Bold Street,residential,"['40', '50']",False,128.389,"LINESTRING (-79.8723533 43.2529868, -79.8719227 43.2528791, -79.8719017 43.2528738, -79.8714132 43.2527531, -79.8709882 43.252652, -79.8709558 43.2526445, -79.8708497 43.2526211)",,,
"[26740328, 465283620]",False,"['1', '2']","['Hurst Place', 'MacNab Street South']",residential,40,False,104.31099999999999,"LINESTRING (-79.8723533 43.2529868, -79.8721403 43.253455, -79.8720115 43.2537382, -79.8719896 43.2537918, -79.8719856 43.2538167, -79.871985 43.2538399, -79.8719934 43.2538603, -79.8720104 43.2538773)",,,
26740336,True,1,Charles Street,residential,,False,103.819,"LINESTRING (-79.8729924 43.2541403, -79.8733926 43.2532533)",,,
264768893,True,1,Hurst Place,residential,,False,80.067,"LINESTRING (-79.8729924 43.2541403, -79.873387 43.2542374, -79.87343 43.254245, -79.8734714 43.2542422, -79.8735007 43.2542241, -79.873521 43.2541962, -79.8735763 43.2540636, -79.8735944 43.254046, -79.8736256 43.2540238, -79.8737262 43.2539524)",,,
11031192,False,2,Bold Street,residential,30,False,89.234,"LINESTRING (-79.8733926 43.2532533, -79.8731634 43.2531945, -79.8729366 43.2531364, -79.8726937 43.2530741, -79.8723533 43.2529868)",,,
11031192,False,2,Bold Street,residential,30,True,46.913,"LINESTRING (-79.8733926 43.2532533, -79.8738752 43.2533658, -79.8738883 43.2533689, -79.8739443 43.2533819)",,,
26740273,True,1,Park Street South,residential,30,False,65.85,"LINESTRING (-79.8737262 43.2539524, -79.8739443 43.2533819)",,,
277052745,False,4,John Street South,secondary,50,True,22.086,"LINESTRING (-79.8680014 43.2524204, -79.8680434 43.2523048, -79.8680712 43.2522284)",12,,
"[765296427, 986337691, 317589077, 765296429]",True,2,John Street South,secondary,50,False,67.555,"LINESTRING (-79.8680014 43.2524204, -79.8679288 43.2524916, -79.8679098 43.2525466, -79.8677992 43.2528671, -79.8677884 43.2528983, -79.8677931 43.2529294, -79.8678033 43.2529972)",5,,yes
506147612,False,2,Jackson Street East,tertiary,40,True,57.519999999999996,"LINESTRING (-79.8667532 43.2536743, -79.8668323 43.2536948, -79.8673235 43.2538224, -79.8674222 43.253848)",,,
54778029,False,2,Jackson Street West,unclassified,40,True,127.87700000000001,"LINESTRING (-79.8731027 43.2551154, -79.8729794 43.2551107, -79.8727722 43.2551029, -79.8727015 43.2551002, -79.8725845 43.2550952, -79.872565 43.2550921, -79.8725466 43.2550889, -79.8725272 43.2550849, -79.8725088 43.2550803, -79.8723414 43.2550372, -79.8719254 43.25493, -79.8718655 43.2549146, -79.8716584 43.2548613, -79.8715835 43.2548416)",,,
465318766,True,5,King Street West,primary,50,False,113.447,"LINESTRING (-79.8706377 43.2571362, -79.8709908 43.2572351, -79.8714188 43.257355, -79.8717222 43.2574402, -79.8719452 43.2575025)",17,8,
"[26740328, 465283620]",False,"['1', '2']","['Hurst Place', 'MacNab Street South']",residential,40,True,104.311,"LINESTRING (-79.8720104 43.2538773, -79.8719934 43.2538603, -79.871985 43.2538399, -79.8719856 43.2538167, -79.8719896 43.2537918, -79.8720115 43.2537382, -79.8721403 43.253455, -79.8723533 43.2529868)",,,
732506279,True,1,Hurst Place,residential,,False,84.917,"LINESTRING (-79.8720104 43.2538773, -79.8720331 43.2538906, -79.8720586 43.2539018, -79.8720874 43.2539109, -79.8729924 43.2541403)",,,
1015690542,True,2,Hughson Street North,tertiary,40,False,4.484,"LINESTRING (-79.8673989 43.2571522, -79.8673838 43.257191)",,,
