osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref
40561035,2,12th Avenue,residential,False,True,8.265,,"LINESTRING (-125.24949 50.0268537, -125.2493743 50.0268534)",
918499880,2,Dogwood Street,secondary,True,False,71.021,50,"LINESTRING (-125.24949 50.0268537, -125.2495078 50.0262151)",
40561035,2,12th Avenue,residential,False,False,97.702,,"LINESTRING (-125.24949 50.0268537, -125.2499995 50.0268552, -125.2501573 50.0268556, -125.2508577 50.0268576)",
40569319,2,9th Avenue,residential,False,False,15.453,,"LINESTRING (-125.2413305 50.023187, -125.2415468 50.0231876)",
40560017,2,Fir Street,residential,False,False,93.387,,"LINESTRING (-125.2508848 50.0250426, -125.2508708 50.0258824)",
40560017,2,Fir Street,residential,False,True,207.535,,"LINESTRING (-125.2508848 50.0250426, -125.2509155 50.0231763)",
40559399,2,10th Avenue,residential,False,True,98.79599999999999,,"LINESTRING (-125.2508848 50.0250426, -125.2502522 50.0250363, -125.249502 50.0250287)",
40559278,2,St. Ann's Road,tertiary,False,True,11.964,50,"LINESTRING (-125.2428295 50.0241045, -125.2428591 50.0239986)",
40564371,2,Alder Street,residential,False,False,115.509,,"LINESTRING (-125.2428295 50.0241045, -125.2439404 50.0248593)",
40572963,2,St. Ann's Road,tertiary,False,False,91.46700000000001,50,"LINESTRING (-125.2428295 50.0241045, -125.2426071 50.024333, -125.2422879 50.0246611, -125.2421508 50.024802)",
40560935,2,Elm Street,residential,False,True,205.639,,"LINESTRING (-125.249502 50.0250287, -125.2495394 50.0231795)",
40559399,2,10th Avenue,residential,False,False,98.79599999999999,,"LINESTRING (-125.249502 50.0250287, -125.2502522 50.0250363, -125.2508848 50.0250426)",
40559399,2,10th Avenue,residential,False,True,50.281,,"LINESTRING (-125.249502 50.0250287, -125.2489857 50.0250251, -125.2488333 50.0249549)",
40564239,2,Beech Street,residential,False,True,242.202,,"LINESTRING (-125.2467717 50.0249677, -125.2466904 50.0248251, -125.2465761 50.024729, -125.2463241 50.0246104, -125.2454904 50.0243853, -125.2453203 50.0243752, -125.24513 50.0244089, -125.2439404 50.0248593)",
40564649,2,10th Avenue,residential,False,False,151.312,,"LINESTRING (-125.2467717 50.0249677, -125.245505 50.0251901, -125.2453394 50.0252465, -125.2448649 50.0255004)",
918499875,2,Cedar Street,residential,False,False,150.10999999999999,,"LINESTRING (-125.2467717 50.0249677, -125.2469069 50.0254065, -125.2469562 50.0263086)",
40560178,2,Alder Street,tertiary,False,True,48.35,50,"LINESTRING (-125.2419458 50.0211818, -125.2416397 50.020794)",
40560178,2,Alder Street,tertiary,False,False,142.758,50,"LINESTRING (-125.2419458 50.0211818, -125.2420026 50.0212553, -125.2428351 50.0223315)",
40560228,2,7th Avenue,residential,False,True,125.1,,"LINESTRING (-125.2419458 50.0211818, -125.242732 50.020922, -125.2435102 50.0206765)",
40559248,2,Cedar Street,residential,False,False,86.434,,"LINESTRING (-125.2467414 50.0231786, -125.2467339 50.0239559)",
40559792,2,9th Avenue,tertiary,False,False,90.729,,"LINESTRING (-125.2467414 50.0231786, -125.2480114 50.0231794)",
40559792,2,9th Avenue,tertiary,False,True,98.913,,"LINESTRING (-125.2467414 50.0231786, -125.2458856 50.0231973, -125.245648 50.0231819, -125.2453889 50.023099)",
40559687,2,Fir Street,residential,False,False,63.978,,"LINESTRING (-125.2508713 50.0262823, -125.2508577 50.0268576)",
40559687,2,Fir Street,residential,False,True,63.978,,"LINESTRING (-125.2508577 50.0268576, -125.2508713 50.0262823)",
40561035,2,12th Avenue,residential,False,True,97.702,,"LINESTRING (-125.2508577 50.0268576, -125.2501573 50.0268556, -125.2499995 50.0268552, -125.24949 50.0268537)",
40560228,2,7th Avenue,residential,False,False,105.69599999999998,,"LINESTRING (-125.2463302 50.0198508, -125.2462258 50.0198692, -125.2460363 50.0199027, -125.2457034 50.0199927, -125.2450951 50.0201723, -125.2450277 50.0201915, -125.2449636 50.02021)",
40560228,2,7th Avenue,residential,False,True,115.914,,"LINESTRING (-125.2463302 50.0198508, -125.2467133 50.0198513, -125.2468537 50.0198518, -125.2479526 50.0198553)",
40563995,2,Colwyn Street,residential,False,False,194.554,,"LINESTRING (-125.2437153 50.018655, -125.2449636 50.02021)",
40559904,2,6th Avenue,residential,False,False,117.084,50,"LINESTRING (-125.2437153 50.018655, -125.2429372 50.0187723, -125.2421139 50.0188778)",
40561863,2,Birch Street,residential,False,True,300.957,,"LINESTRING (-125.2453889 50.023099, -125.2435102 50.0206765)",
40559792,2,9th Avenue,tertiary,False,False,98.913,,"LINESTRING (-125.2453889 50.023099, -125.245648 50.0231819, -125.2458856 50.0231973, -125.2467414 50.0231786)",
40559792,2,9th Avenue,tertiary,False,True,173.575,,"LINESTRING (-125.2453889 50.023099, -125.2439525 50.0226714, -125.2431846 50.0224425)",
40559904,2,6th Avenue,residential,False,False,107.605,50,"LINESTRING (-125.2387779 50.0193447, -125.2373035 50.0195422)",
40559904,2,6th Avenue,residential,False,True,131.834,50,"LINESTRING (-125.2387779 50.0193447, -125.2405822 50.0190964)",
40562661,2,Thulin Street,residential,False,False,240.28,,"LINESTRING (-125.2387779 50.0193447, -125.2402905 50.0212747)",
40559904,2,6th Avenue,residential,False,True,107.605,50,"LINESTRING (-125.2373035 50.0195422, -125.2387779 50.0193447)",
"[1073201177, 240336738]","['1', '2']",Island Highway,primary,False,False,669.645,50,"LINESTRING (-125.2373035 50.0195422, -125.2374339 50.0198884, -125.2375564 50.0201642, -125.2376755 50.0203671, -125.2377611 50.0204785, -125.2378624 50.0205833, -125.2382072 50.0208473, -125.2383383 50.0209289, -125.2384747 50.0210131, -125.2388185 50.0213072, -125.2390269 50.0215297, -125.2390918 50.021601, -125.2392223 50.0217422, -125.2395333 50.0221774, -125.2396241 50.0223248, -125.2397948 50.0225997, -125.2399877 50.0230454, -125.2400709 50.023226, -125.240229 50.0235691, -125.2404302 50.0239543, -125.2405224 50.0241555, -125.240796 50.0244105, -125.2413902 50.0248592)",19A
40559793,2,Dogwood Street,secondary,False,False,117.70400000000001,50,"LINESTRING (-125.24784 50.0187993, -125.2479207 50.0194747, -125.2479526 50.0198553)",
40567754,2,Westmere Road,residential,False,False,232.533,,"LINESTRING (-125.24784 50.0187993, -125.2487414 50.0188043, -125.2510945 50.0188171)",
729735872,2,Alder Street,tertiary,False,False,14.909,50,"LINESTRING (-125.2428351 50.0223315, -125.2428242 50.0224654)",
40560178,2,Alder Street,tertiary,False,True,142.758,50,"LINESTRING (-125.2428351 50.0223315, -125.2420026 50.0212553, -125.2419458 50.0211818)",
40560017,2,Fir Street,residential,False,True,93.387,,"LINESTRING (-125.2508708 50.0258824, -125.2508848 50.0250426)",
40559399,2,10th Avenue,residential,False,False,50.281,,"LINESTRING (-125.2488333 50.0249549, -125.2489857 50.0250251, -125.249502 50.0250287)",
40559904,2,6th Avenue,residential,False,False,131.834,50,"LINESTRING (-125.2405822 50.0190964, -125.2387779 50.0193447)",
40559904,2,6th Avenue,residential,False,True,112.11099999999999,50,"LINESTRING (-125.2405822 50.0190964, -125.241281 50.0189903, -125.2421139 50.0188778)",
40560178,2,Alder Street,tertiary,False,False,206.09199999999998,50,"LINESTRING (-125.2405822 50.0190964, -125.2405983 50.0193888, -125.2407031 50.0196232, -125.2409978 50.0199534, -125.2416397 50.020794)",
40559792,2,9th Avenue,tertiary,False,True,90.729,,"LINESTRING (-125.2480114 50.0231794, -125.2467414 50.0231786)",
"[40559793, 40570258]","['2', '4']",Dogwood Street,secondary,False,False,299.467,50,"LINESTRING (-125.2480114 50.0231794, -125.2480757 50.024163, -125.2480872 50.0244249, -125.2481436 50.0245474, -125.2482814 50.024818, -125.2485078 50.025056, -125.2490191 50.025367, -125.2492548 50.0256294)",
