osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge
34736781,2,Pine Avenue East,residential,False,True,35.904,"LINESTRING (-79.6734198 47.5134564, -79.6729418 47.5134509)",,
34741123,2,Kendall Street,residential,False,False,126.056,"LINESTRING (-79.6734198 47.5134564, -79.6734046 47.51459)",,
34739051,2,Pine Avenue East,residential,False,True,62.730000000000004,"LINESTRING (-79.6734198 47.5134564, -79.6739777 47.5134538, -79.6742446 47.5134029)",,
34735605,2,Armstrong Street North,secondary,False,False,53.586,"LINESTRING (-79.6715063 47.5098176, -79.6715013 47.5102995)",,
34737259,2,Armstrong Street North,secondary,False,True,138.097,"LINESTRING (-79.6715063 47.5098176, -79.6714983 47.5086463, -79.671501 47.5085757)",30,
34741102,2,Church Street,residential,False,False,128.897,"LINESTRING (-79.6715063 47.5098176, -79.6716225 47.5098222, -79.6718638 47.5098571, -79.6719954 47.5099036, -79.6729388 47.5104094)",,
34735605,2,Armstrong Street North,secondary,False,True,53.586,"LINESTRING (-79.6715013 47.5102995, -79.6715063 47.5098176)",,
34736703,2,Sharpe Street,residential,False,True,139.963,"LINESTRING (-79.6715013 47.5102995, -79.6713795 47.5102406, -79.6702625 47.5096316, -79.6702234 47.5096041, -79.6701844 47.5095677, -79.670107 47.5094768)",,
34739028,2,Sharpe Street,residential,False,False,176.97600000000003,"LINESTRING (-79.6715013 47.5102995, -79.6716143 47.5103594, -79.6725038 47.5108093, -79.6727142 47.5108927, -79.6727938 47.5108937, -79.6729149 47.5108321, -79.6729388 47.5104094)",,
"[34735920, 34740300, 34740340]","['2', '4']",Armstrong Street North,secondary,False,False,185.41700000000003,"LINESTRING (-79.6715013 47.5102995, -79.6715063 47.5104221, -79.6715047 47.5111341, -79.6715663 47.5119659)",40,yes
34737602,2,Lane Street,residential,False,False,99.814,"LINESTRING (-79.6776731 47.5149182, -79.676937 47.5156656)",,
34738671,2,Pine Street West,residential,False,True,125.156,"LINESTRING (-79.6776731 47.5149182, -79.676308 47.5142726)",,
34738986,2,Pine Street West,residential,False,False,263.126,"LINESTRING (-79.6776731 47.5149182, -79.6805071 47.5163096)",,
34737971,2,Wellington Street,residential,False,True,39.02,"LINESTRING (-79.6729388 47.5104094, -79.6729344 47.5100585)",,
34739116,1,Church Street,residential,False,False,135.003,"LINESTRING (-79.6729388 47.5104094, -79.6743679 47.5111458)",,
34739028,2,Sharpe Street,residential,False,True,176.976,"LINESTRING (-79.6729388 47.5104094, -79.6729149 47.5108321, -79.6727938 47.5108937, -79.6727142 47.5108927, -79.6725038 47.5108093, -79.6716143 47.5103594, -79.6715013 47.5102995)",,
34741102,2,Church Street,residential,False,True,128.897,"LINESTRING (-79.6729388 47.5104094, -79.6719954 47.5099036, -79.6718638 47.5098571, -79.6716225 47.5098222, -79.6715063 47.5098176)",,
34741466,2,Beavis Terrace,residential,False,False,117.02,"LINESTRING (-79.6730124 47.5127588, -79.6742446 47.5134029)",,
34736446,2,Kendall Street,residential,False,False,78.521,"LINESTRING (-79.6730124 47.5127588, -79.6729582 47.5128032, -79.6729435 47.512857, -79.6729418 47.5134509)",,
34736602,2,Beavis Terrace,residential,False,True,140.047,"LINESTRING (-79.6730124 47.5127588, -79.6719906 47.5121981, -79.6716666 47.5120039, -79.6715663 47.5119659)",,
34737971,2,Wellington Street,residential,False,False,39.02,"LINESTRING (-79.6729344 47.5100585, -79.6729388 47.5104094)",,
34742052,2,Spruce Street,residential,False,False,107.713,"LINESTRING (-79.6729344 47.5100585, -79.6743683 47.5100751)",,
34736033,2,Wellington Street,residential,False,True,164.08100000000002,"LINESTRING (-79.6729344 47.5100585, -79.6729446 47.5086456, -79.6729451 47.5085829)",,
34736933,2,Spruce Street,residential,False,False,125.678,"LINESTRING (-79.6743683 47.5100751, -79.6760416 47.5100764)",,
34741514,2,Paget Street,residential,False,False,119.057,"LINESTRING (-79.6743683 47.5100751, -79.6743679 47.5111458)",,
34742052,2,Spruce Street,residential,False,True,107.713,"LINESTRING (-79.6743683 47.5100751, -79.6729344 47.5100585)",,
34741122,2,Paget Street,residential,False,True,166.08,"LINESTRING (-79.6743683 47.5100751, -79.6743914 47.5086543, -79.6743926 47.5085816)",,
34738680,2,Cherry Road,residential,False,False,58.581,"LINESTRING (-79.6816027 47.5142256, -79.6816354 47.5142996, -79.6816569 47.5143377, -79.6816864 47.5143649, -79.6817139 47.51438, -79.6817508 47.5143866, -79.681783 47.5143866, -79.6818166 47.5143787, -79.681842 47.514363, -79.6818571 47.5143455, -79.6818602 47.5143331, -79.6818557 47.5143153, -79.681842 47.5142906, -79.6818088 47.5142658, -79.6817682 47.5142525, -79.6817199 47.5142414, -79.6816027 47.5142256)",,
34738680,2,Cherry Road,residential,False,True,58.58099999999999,"LINESTRING (-79.6816027 47.5142256, -79.6817199 47.5142414, -79.6817682 47.5142525, -79.6818088 47.5142658, -79.681842 47.5142906, -79.6818557 47.5143153, -79.6818602 47.5143331, -79.6818571 47.5143455, -79.681842 47.514363, -79.6818166 47.5143787, -79.681783 47.5143866, -79.6817508 47.5143866, -79.6817139 47.51438, -79.6816864 47.5143649, -79.6816569 47.5143377, -79.6816354 47.5142996, -79.6816027 47.5142256)",,
34738680,2,Cherry Road,residential,False,True,112.22900000000001,"LINESTRING (-79.6816027 47.5142256, -79.6815041 47.5141525, -79.6809807 47.5138406, -79.6808378 47.5137129, -79.6807876 47.5135954, -79.6807791 47.5134389)",,
34739116,1,Church Street,residential,False,True,135.003,"LINESTRING (-79.6743679 47.5111458, -79.6729388 47.5104094)",,
34741514,2,Paget Street,residential,False,True,119.057,"LINESTRING (-79.6743679 47.5111458, -79.6743683 47.5100751)",,
"[34738979, 1164751703]",2,"['Dymond Avenue', 'Paget Street']",residential,False,False,155.856,"LINESTRING (-79.6743679 47.5111458, -79.6743883 47.511389, -79.6744531 47.5114528, -79.674572 47.5114811, -79.6754527 47.5114913, -79.6760457 47.5114981)",,
34736327,2,Haliburton Avenue West,residential,False,False,257.894,"LINESTRING (-79.676937 47.5156656, -79.6797051 47.5170382)",,
34737602,2,Lane Street,residential,False,True,99.814,"LINESTRING (-79.676937 47.5156656, -79.6776731 47.5149182)",,
34741301,2,Haliburton Avenue West,residential,False,True,125.981,"LINESTRING (-79.676937 47.5156656, -79.6755587 47.5150198)",,
