osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access
158987004,2,Hanson Street,residential,40,False,False,77.948,"LINESTRING (-135.0504851 60.7173784, -135.0503101 60.7174096, -135.050105 60.7174465, -135.0499538 60.7174753, -135.0491462 60.7176284)",
1107873192,4,Second Avenue,secondary,40,False,False,91.146,"LINESTRING (-135.0504851 60.7173784, -135.0505344 60.7174424, -135.0509927 60.7180362, -135.0510768 60.7181453)",yes
158986785,4,Fourth Avenue,secondary,40,False,False,91.503,"LINESTRING (-135.0550435 60.7174004, -135.0551137 60.7174964, -135.0553336 60.717785, -135.0556358 60.7181706)",
158987352,2,Lambert Street,tertiary,40,False,False,115.35600000000001,"LINESTRING (-135.0550435 60.7174004, -135.0548449 60.717437, -135.0532303 60.717735, -135.0530598 60.7177676)",
158987004,2,Hanson Street,residential,40,False,True,77.948,"LINESTRING (-135.0491462 60.7176284, -135.0499538 60.7174753, -135.050105 60.7174465, -135.0503101 60.7174096, -135.0504851 60.7173784)",
158987352,2,Lambert Street,tertiary,40,False,False,115.738,"LINESTRING (-135.0530598 60.7177676, -135.0528815 60.7178017, -135.0521693 60.7179377, -135.0518822 60.7179926, -135.0512948 60.7181049, -135.0510768 60.7181453)",
158987352,2,Lambert Street,tertiary,40,False,True,115.356,"LINESTRING (-135.0530598 60.7177676, -135.0532303 60.717735, -135.0548449 60.717437, -135.0550435 60.7174004)",
158988505,2,Third Avenue,residential,40,False,False,91.989,"LINESTRING (-135.0530598 60.7177676, -135.0531301 60.7178595, -135.0533561 60.7181516, -135.053589 60.7184484, -135.0536607 60.7185409)",
158987496,2,Main Street,tertiary,40,False,False,108.846,"LINESTRING (-135.0621068 60.7178878, -135.060418 60.7181991, -135.0602324 60.7182308)",
"[158987352, 158986749]",2,"['Lambert Street', 'Front Avenue']",tertiary,40,False,False,203.05100000000002,"LINESTRING (-135.0510768 60.7181453, -135.0509024 60.7181775, -135.0505824 60.7182361, -135.0498856 60.7183637, -135.0492854 60.7184737, -135.0491173 60.7185044, -135.0491859 60.7186027, -135.0493779 60.7188541, -135.049636 60.7191905, -135.0496873 60.719257)",
158987352,2,Lambert Street,tertiary,40,False,True,115.738,"LINESTRING (-135.0510768 60.7181453, -135.0512948 60.7181049, -135.0518822 60.7179926, -135.0521693 60.7179377, -135.0528815 60.7178017, -135.0530598 60.7177676)",
1107873192,4,Second Avenue,secondary,40,False,False,89.807,"LINESTRING (-135.0510768 60.7181453, -135.0511299 60.718214, -135.0513576 60.7185091, -135.0515984 60.7188211, -135.05166 60.7189009)",yes
1107873192,4,Second Avenue,secondary,40,False,True,91.146,"LINESTRING (-135.0510768 60.7181453, -135.0509927 60.7180362, -135.0505344 60.7174424, -135.0504851 60.7173784)",yes
158986630,2,Elliott Street,unclassified,40,False,False,115.041,"LINESTRING (-135.0556358 60.7181706, -135.0554416 60.7182056, -135.053845 60.7185075, -135.0536607 60.7185409)",
