osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry
33106159,True,2,Royal Avenue,primary,50,False,207.107,"LINESTRING (-122.9146074 49.2037186, -122.9144217 49.2037555, -122.9142883 49.203782, -122.9131984 49.2043894, -122.9125526 49.2047493, -122.9125052 49.204775, -122.912477 49.2047904, -122.9123732 49.2048493)"
263178010,False,4,Eighth Street,tertiary,,True,124.22399999999999,"LINESTRING (-122.9146074 49.2037186, -122.914453 49.2035946, -122.9144184 49.2035668, -122.9141345 49.2033404, -122.9139626 49.2032011, -122.913659 49.2029577, -122.913639 49.2029416, -122.9135276 49.2028524)"
486765737,False,4,Royal Avenue,primary,50,False,61.078,"LINESTRING (-122.9146074 49.2037186, -122.9147611 49.2036116, -122.914795 49.2035911, -122.9150865 49.2033955, -122.9151935 49.2033249)"
956675995,False,2,Eighth Street,tertiary,,False,204.49800000000002,"LINESTRING (-122.9146074 49.2037186, -122.914749 49.2038326, -122.9147825 49.2038589, -122.915178 49.2041759, -122.915769 49.2046443, -122.916331 49.2050976, -122.9163881 49.2051429)"
32590012,False,,Carnarvon Street,tertiary,30,False,98.363,"LINESTRING (-122.908927 49.2040908, -122.909029 49.2040383, -122.9096721 49.2036878, -122.9099687 49.2035258)"
1023251323,False,2,Sixth Street,tertiary,50,False,53.713,"LINESTRING (-122.908927 49.2040908, -122.909007 49.2041545, -122.9093968 49.2044638)"
1036205150,False,2,Sixth Street,tertiary,50,True,65.369,"LINESTRING (-122.908927 49.2040908, -122.908853 49.2040318, -122.9083567 49.2036361)"
1056535511,False,2,Carnarvon Street,unclassified,30,False,240.191,"LINESTRING (-122.908927 49.2040908, -122.908834 49.2041384, -122.9085633 49.2042844, -122.9083851 49.204381, -122.9076753 49.204773, -122.9070301 49.2051264, -122.90652 49.2053927, -122.9064817 49.2054135, -122.906381 49.2054686)"
23316481,False,2,Victoria Street,residential,,False,91.21699999999998,"LINESTRING (-122.9103766 49.2039509, -122.910073 49.2041082, -122.9095218 49.2043947, -122.909495 49.2044102, -122.9093968 49.2044638)"
74818573,False,,Fourth Avenue,residential,,False,107.372,"LINESTRING (-122.9166436 49.2102296, -122.9165548 49.2102762, -122.916516 49.2102967, -122.9160664 49.2105345, -122.915528 49.2108372, -122.915506 49.2108456)"
74818573,False,,Fourth Avenue,residential,,True,71.644,"LINESTRING (-122.9166436 49.2102296, -122.9167477 49.2101728, -122.9167829 49.2101542, -122.9168691 49.2101079, -122.9171016 49.209982, -122.9171654 49.2099477, -122.9174039 49.2098192)"
433817273,False,2,Sixth Street,tertiary,50,True,110.35,"LINESTRING (-122.9166436 49.2102296, -122.9165856 49.2101841, -122.9165514 49.2101566, -122.9163953 49.210032, -122.9158428 49.2095928, -122.91576 49.209528, -122.9156797 49.2094626)"
"[1258100878, 141891542]",False,"['2', '3']",Columbia Street,tertiary,30,True,56.260000000000005,"LINESTRING (-122.905275 49.2045937, -122.9052048 49.2046336, -122.9048732 49.2048106, -122.9046776 49.2049156)"
