osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,ref
130998360,2,Rue Galipeau,tertiary,False,True,216.322,,"LINESTRING (-75.243491 45.5968671, -75.2432467 45.5949292)",
35451194,,Rue Galipeau,tertiary,False,False,143.486,80,"LINESTRING (-75.243491 45.5968671, -75.2435412 45.5972777, -75.2435567 45.5974045, -75.2435981 45.5977423, -75.2436483 45.5981528)",
470501927,2,Rue Victoria,primary,False,True,194.455,,"LINESTRING (-75.243491 45.5968671, -75.2420962 45.5971236, -75.2413289 45.5972625, -75.2410684 45.5972949)",148
471813139,2,Rue Victoria,primary,False,False,163.927,90,"LINESTRING (-75.243491 45.5968671, -75.2442234 45.5966882, -75.2448408 45.5965374, -75.2451472 45.5964626, -75.2454802 45.5963812)",148
35451194,,Rue Galipeau,tertiary,False,True,113.477,80,"LINESTRING (-75.2438971 45.6001867, -75.2437727 45.5991699)",
35451194,,Rue Galipeau,tertiary,False,False,117.919,80,"LINESTRING (-75.2438971 45.6001867, -75.2439144 45.6003282, -75.2440264 45.6012433)",
"[190623040, 190623093]",2,"['Rue Fraser', 'Rue Lyons']","['unclassified', 'residential']",False,True,272.627,,"LINESTRING (-75.2438971 45.6001867, -75.2458302 45.5995852, -75.2458362 45.5995834, -75.2457175 45.59862)",
35451194,,Rue Galipeau,tertiary,False,False,46.415,80,"LINESTRING (-75.2437218 45.598754, -75.2437727 45.5991699)",
35451194,,Rue Galipeau,tertiary,False,True,67.095,80,"LINESTRING (-75.2437218 45.598754, -75.2436483 45.5981528)",
190623013,2,Rue Desaulnac,residential,False,False,155.981,,"LINESTRING (-75.2437218 45.598754, -75.2457175 45.59862)",
190482420,2,Rue Chartrand,residential,False,False,332.75800000000004,,"LINESTRING (-75.2506909 45.5950099, -75.2509128 45.5976364, -75.2514198 45.597567)",
471813139,2,Rue Victoria,primary,False,True,115.189,90,"LINESTRING (-75.2506909 45.5950099, -75.2499047 45.5951929, -75.2492966 45.5953573)",148
