osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access,junction
361284782,True,1,2,Ontario Street,primary,50,False,33.623999999999995,"LINESTRING (-76.4780841 44.2342498, -76.4782887 44.2342118, -76.4783698 44.2341862, -76.4784747 44.2341415)",,,
5049633,True,1,,Place d'Armes,unclassified,,False,66.84,"LINESTRING (-76.4784747 44.2341415, -76.4788077 44.2339951, -76.4789126 44.233949, -76.4791201 44.2338584, -76.479179 44.2338173)",,,
"[31025490, 26736030]",True,"['1', '2']",2,Ontario Street,primary,50,False,61.285,"LINESTRING (-76.4784747 44.2341415, -76.4785178 44.2341005, -76.4785783 44.2340289, -76.4786406 44.2339227, -76.4787282 44.2336284)",,,
26736031,False,2,2,Ontario Street,primary,50,False,65.212,"LINESTRING (-76.4787486 44.2334565, -76.4788979 44.2329353, -76.4789131 44.232882)",,,
986249939,True,1,2,Ontario Street,primary,50,False,106.878,"LINESTRING (-76.4787486 44.2334565, -76.4786332 44.2336475, -76.4785614 44.2338687, -76.4785282 44.2339419, -76.4784845 44.2339999, -76.4784036 44.234075, -76.4782948 44.2341405, -76.4780841 44.2342498)",,,
5006841,False,2,,Princess Street,residential,,False,61.09,"LINESTRING (-76.4794692 44.2311069, -76.4793599 44.2310884, -76.4787218 44.2309843)",,,
13728685,False,2,,Ontario Street,secondary,,True,101.695,"LINESTRING (-76.4794692 44.2311069, -76.4794928 44.2310405, -76.4796114 44.2306325, -76.4796694 44.2304421, -76.4797212 44.2303108, -76.4797804 44.2302225)",,,
1175505823,False,2,2,Ontario Street,primary,,True,100.167,"LINESTRING (-76.4794692 44.2311069, -76.4794455 44.2311845, -76.4792273 44.2319123, -76.4792043 44.2319875)",,,
"[999523805, 5045926]",False,2,,Johnson Street,residential,,True,65.923,"LINESTRING (-76.4814762 44.2283859, -76.4813829 44.228342, -76.4809581 44.2281433, -76.4807836 44.2280616)",,,
31025656,False,2,,Ontario Street,secondary,,False,102.89399999999999,"LINESTRING (-76.4814762 44.2283859, -76.4815299 44.2283289, -76.4818889 44.2279426, -76.4821148 44.2276995, -76.4821924 44.2276159)",,,
32919898,False,2,,Ontario Street,secondary,,True,102.70400000000001,"LINESTRING (-76.4814762 44.2283859, -76.4814125 44.2284509, -76.4811247 44.2287637, -76.4808129 44.2291025, -76.4807642 44.2291558)",,,
31025656,False,2,,Ontario Street,secondary,,False,101.16300000000001,"LINESTRING (-76.4821924 44.2276159, -76.4824072 44.2273811, -76.4825964 44.2271743, -76.4826721 44.2270915, -76.4828884 44.226855)",,,
31025656,False,2,,Ontario Street,secondary,,True,102.894,"LINESTRING (-76.4821924 44.2276159, -76.4821148 44.2276995, -76.4818889 44.2279426, -76.4815299 44.2283289, -76.4814762 44.2283859)",,,
995957652,False,2,,William Street,residential,,True,101.44500000000001,"LINESTRING (-76.4821924 44.2276159, -76.4822747 44.2276553, -76.4823141 44.2276738, -76.4831077 44.2280606, -76.4831522 44.2280809, -76.4832509 44.2281226)",,,
4755144,False,2,,Barrack Street,tertiary,,False,56.742,"LINESTRING (-76.4825603 44.2334729, -76.4819782 44.2333779, -76.4818981 44.2333645, -76.481866 44.2333592)",,,
4755144,False,2,,Barrack Street,tertiary,,True,99.0,"LINESTRING (-76.4825603 44.2334729, -76.4834189 44.2336143, -76.4834729 44.2336232, -76.483675 44.2336547, -76.4837005 44.2336593, -76.4837722 44.2336694)",,,
312859856,False,2,,Rideau Street,tertiary,,True,135.91899999999998,"LINESTRING (-76.4825603 44.2334729, -76.4825395 44.233551, -76.4825374 44.2335702, -76.4825286 44.2336492, -76.4825212 44.2337649, -76.4825412 44.2346933)",,,
4755144,False,2,,Barrack Street,tertiary,,False,99.0,"LINESTRING (-76.4837722 44.2336694, -76.4837005 44.2336593, -76.483675 44.2336547, -76.4834729 44.2336232, -76.4834189 44.2336143, -76.4825603 44.2334729)",,,
"[1075414944, 921082186]",False,"['2', '3']",,Bagot Street,tertiary,,False,106.243,"LINESTRING (-76.4837722 44.2336694, -76.4837713 44.2336408, -76.4837866 44.233349, -76.4837962 44.2332471, -76.4838157 44.2331439, -76.4839134 44.2328047, -76.4839361 44.2327241)",,,
1018927683,False,2,,Bagot Street,residential,,True,118.324,"LINESTRING (-76.4837722 44.2336694, -76.4837748 44.2337391, -76.4838075 44.2342207, -76.4838206 44.2346473, -76.4838268 44.2347327)",,,
4925406,False,2,2,Ontario Street,primary,,True,102.14300000000001,"LINESTRING (-76.4792043 44.2319875, -76.4791711 44.2320832, -76.479027 44.2325092, -76.4789312 44.2328184, -76.4789131 44.232882)",,,
1007904786,False,4,2,Queen Street,primary,,False,119.712,"LINESTRING (-76.4792043 44.2319875, -76.4793282 44.232006, -76.4796304 44.232051, -76.4796651 44.2320562, -76.4801329 44.2321258, -76.4805801 44.2321968, -76.4806737 44.2322122)",,,
1009371454,False,2,,Queen Street,tertiary,,False,18.533,"LINESTRING (-76.4792043 44.2319875, -76.479098 44.2319712, -76.4789767 44.2319531)",,,
1175505823,False,2,2,Ontario Street,primary,,False,100.167,"LINESTRING (-76.4792043 44.2319875, -76.4792273 44.2319123, -76.4794455 44.2311845, -76.4794692 44.2311069)",,,
4754782,False,2,,Earl Street,residential,,True,123.355,"LINESTRING (-76.4864915 44.2285558, -76.4864231 44.2285307, -76.4863747 44.2285077, -76.4852796 44.2279886, -76.485196 44.227949)",,,
26734846,False,2,,Bagot Street,tertiary,,False,104.086,"LINESTRING (-76.4864915 44.2285558, -76.4865426 44.2284982, -76.4865629 44.2284752, -76.4871918 44.2277656)",,,
26734846,False,2,,Bagot Street,tertiary,,True,98.888,"LINESTRING (-76.4864915 44.2285558, -76.4864397 44.2286142, -76.4864199 44.2286365, -76.4858712 44.2292557, -76.4858261 44.2293065)",,,
631867652,False,1,,Earl Street,residential,,True,7.961,"LINESTRING (-76.4828884 44.226855, -76.4828048 44.2268158)",,,
4754782,False,2,,Earl Street,residential,,False,101.62700000000001,"LINESTRING (-76.4828884 44.226855, -76.4829824 44.2268996, -76.4830129 44.226914, -76.4831565 44.2269821, -76.4835019 44.2271458, -76.4838035 44.2272888, -76.4838653 44.2273181, -76.4839521 44.2273593)",,,
31025656,False,2,,Ontario Street,secondary,,True,101.163,"LINESTRING (-76.4828884 44.226855, -76.4826721 44.2270915, -76.4825964 44.2271743, -76.4824072 44.2273811, -76.4821924 44.2276159)",,,
26734846,False,2,,Bagot Street,tertiary,,False,102.01700000000001,"LINESTRING (-76.4851765 44.2300971, -76.4852227 44.2300431, -76.4858261 44.2293065)",,,
31007546,True,2,,Johnson Street,secondary,,False,129.41,"LINESTRING (-76.4851765 44.2300971, -76.4851059 44.230061, -76.4842512 44.229669, -76.4838958 44.2295062, -76.483812 44.229466)",,,
1056260221,False,2,,Bagot Street,tertiary,,True,107.831,"LINESTRING (-76.4851765 44.2300971, -76.4851253 44.2301594, -76.4848754 44.2304635, -76.4848016 44.2305533, -76.4845689 44.2308292, -76.4844862 44.2309312)",,,
13728685,False,2,,Ontario Street,secondary,,False,101.695,"LINESTRING (-76.4797804 44.2302225, -76.4797212 44.2303108, -76.4796694 44.2304421, -76.4796114 44.2306325, -76.4794928 44.2310405, -76.4794692 44.2311069)",,,
32919898,False,2,,Ontario Street,secondary,,False,142.176,"LINESTRING (-76.4797804 44.2302225, -76.4801859 44.2297778, -76.4805171 44.2294242, -76.4807142 44.2292113, -76.4807642 44.2291558)",,,
"[38544224, 1037428377, 695880631]",False,2,,Brock Street,unclassified,,True,86.739,"LINESTRING (-76.4797804 44.2302225, -76.4796694 44.2302052, -76.4796222 44.2301978, -76.4791287 44.2301207, -76.4790027 44.2301585, -76.4787398 44.2302374)",,,
"[999525524, 4963559]",True,2,,Brock Street,secondary,,False,121.11500000000001,"LINESTRING (-76.4797804 44.2302225, -76.4798984 44.230245, -76.4799627 44.2302573, -76.4811527 44.2304387, -76.481265 44.2304558)",,,
5016692,False,2,,Ordnance Street,residential,,False,84.818,"LINESTRING (-76.4825412 44.2346933, -76.4824673 44.2346755, -76.4824396 44.2346688, -76.4816482 44.2344783, -76.4816312 44.2344742, -76.4815858 44.2344633, -76.481532 44.2344504)",,,
