osmid,oneway,name,highway,reversed,length,ref,maxspeed,lanes,geometry,bridge
37018635,False,Rue Bibeau,residential,True,60.149,,,,"LINESTRING (-72.9401864 45.6238721, -72.9396153 45.6242369)",
516212079,False,Avenue de la Concorde Nord,tertiary,True,64.325,,50,,"LINESTRING (-72.9401864 45.6238721, -72.9407511 45.6242948)",
37018652,True,Avenue Duclos,residential,False,77.513,,,,"LINESTRING (-72.9459265 45.6266287, -72.945262 45.6261091)",
688506035,False,Rue Girouard Ouest,residential,False,60.776,,,,"LINESTRING (-72.9459265 45.6266287, -72.9456849 45.6271485)",
688506035,False,Rue Girouard Ouest,residential,True,47.389,,,,"LINESTRING (-72.9459265 45.6266287, -72.9461149 45.6262234)",
43578526,False,Avenue Sainte-Marie,residential,False,40.69,,,2,"LINESTRING (-72.9456849 45.6271485, -72.9460288 45.6274243)",
688506030,False,Avenue Sainte-Marie,residential,True,106.317,,,,"LINESTRING (-72.9456849 45.6271485, -72.9447458 45.6264536)",
688506035,False,Rue Girouard Ouest,residential,True,60.776,,,,"LINESTRING (-72.9456849 45.6271485, -72.9459265 45.6266287)",
515946623,False,Avenue Mondor,residential,True,95.333,,,,"LINESTRING (-72.9441665 45.6244711, -72.9448316 45.624968, -72.9450043 45.625097)",
515946624,True,Rue Saint-Antoine,residential,False,63.202999999999996,,,,"LINESTRING (-72.9441665 45.6244711, -72.9439907 45.6245895, -72.9438321 45.6246962, -72.9436608 45.6248115, -72.943581 45.6248653)",
515946625,False,Avenue Mondor,residential,False,98.132,,,,"LINESTRING (-72.9441665 45.6244711, -72.9439602 45.624318, -72.9437256 45.6241439, -72.9436009 45.6240497, -72.9435327 45.623998, -72.9434559 45.6239407, -72.9433037 45.6238271)",
37018614,True,Avenue Brodeur,residential,False,64.854,,,,"LINESTRING (-72.9395843 45.6250423, -72.9390127 45.6246176)",
39444402,False,Rue Saint-Amand,residential,False,62.931,,,,"LINESTRING (-72.9395843 45.6250423, -72.940181 45.62466)",
"[516212081, 39444402]",False,"['Rue Saint-Amand', 'Avenue Vaudreuil']",residential,True,161.611,,,,"LINESTRING (-72.9395843 45.6250423, -72.9391182 45.6253411, -72.9390175 45.6254056, -72.939275 45.6256157, -72.9398887 45.6260891)",
37018597,True,Avenue Robert,residential,False,97.937,,,,"LINESTRING (-72.940181 45.62466, -72.9410318 45.6253094)",
39444402,False,Rue Saint-Amand,residential,False,60.121,,,,"LINESTRING (-72.940181 45.62466, -72.9407511 45.6242948)",
39444402,False,Rue Saint-Amand,residential,True,62.931,,,,"LINESTRING (-72.940181 45.62466, -72.9395843 45.6250423)",
39444402,False,Rue Saint-Amand,residential,False,56.618,,,,"LINESTRING (-72.9407511 45.6242948, -72.941288 45.6239509)",
39444402,False,Rue Saint-Amand,residential,True,60.121,,,,"LINESTRING (-72.9407511 45.6242948, -72.940181 45.62466)",
516212079,False,Avenue de la Concorde Nord,tertiary,False,64.325,,50,,"LINESTRING (-72.9407511 45.6242948, -72.9401864 45.6238721)",
516212079,False,Avenue de la Concorde Nord,tertiary,True,98.084,,50,,"LINESTRING (-72.9407511 45.6242948, -72.9416121 45.6249394)",
39444402,False,Rue Saint-Amand,residential,True,62.133,,,,"LINESTRING (-72.9424508 45.623216, -72.9418545 45.6235879)",
515946625,False,Avenue Mondor,residential,True,94.956,,,,"LINESTRING (-72.9424508 45.623216, -72.9433037 45.6238271)",
43579616,False,Rue Saint-Pierre Est,residential,False,75.813,,,2,"LINESTRING (-72.93542 45.6258019, -72.9347066 45.6262666)",
688664747,False,Rue Saint-Pierre Ouest,tertiary,False,105.661,,50,2,"LINESTRING (-72.93542 45.6258019, -72.935803 45.6248902)",
"[723871613, 688664751]",False,Avenue Saint-Louis,primary,True,215.348,137,50,"['2', '3']","LINESTRING (-72.93542 45.6258019, -72.9357943 45.6260943, -72.9372883 45.6272314)",
688664751,False,Avenue Saint-Louis,primary,False,123.238,137,50,2,"LINESTRING (-72.9381878 45.6281439, -72.9372883 45.6272314)",
43578682,True,Avenue Saint-Louis,primary,False,92.93100000000001,137,50,2,"LINESTRING (-72.9381878 45.6281439, -72.9382148 45.6282329, -72.9385664 45.6286006, -72.9385809 45.6286158, -72.9388068 45.628852)",
688664754,False,Rue Lemire,residential,False,70.486,,,2,"LINESTRING (-72.9381878 45.6281439, -72.9381326 45.6281751, -72.9374832 45.6285427)",
688664753,False,Avenue Mercure,residential,False,85.212,,,,"LINESTRING (-72.9353827 45.6295509, -72.9346142 45.6290046)",
688664754,False,Rue Lemire,residential,True,140.129,,,2,"LINESTRING (-72.9353827 45.6295509, -72.9368889 45.628859)",
37018614,True,Avenue Brodeur,residential,False,99.913,,,,"LINESTRING (-72.9413671 45.6263555, -72.9404824 45.6257039)",
515946624,True,Rue Saint-Antoine,residential,False,65.309,,,,"LINESTRING (-72.9413671 45.6263555, -72.940762 45.6267628)",
37018614,True,Avenue Brodeur,residential,False,101.438,,,,"LINESTRING (-72.9404824 45.6257039, -72.9395843 45.6250423)",
516212080,True,Rue Marguerite Bourgeois,residential,False,61.234,,50,,"LINESTRING (-72.9404824 45.6257039, -72.9410318 45.6253094)",
326060189,False,Rue des Cascades,primary,False,67.279,116;137,50,,"LINESTRING (-72.9415885 45.6273974, -72.9422095 45.6269761)",
688726573,True,Avenue Vaudreuil,primary,False,93.602,116;137,,,"LINESTRING (-72.9415885 45.6273974, -72.942421 45.6280054)",
"[248156472, 43592970, 43579397, 43592966]",False,"['Pont Bouchard', 'Boulevard Laurier Est', 'Rue des Cascades']",primary,"[False, True]",265.58000000000004,116;137,50,"['2', '3']","LINESTRING (-72.9415885 45.6273974, -72.9411027 45.6277271, -72.9406174 45.6280564, -72.9404827 45.6281478, -72.9402789 45.6282861, -72.9398459 45.6285603, -72.9392871 45.6289148, -72.9392405 45.6289439, -72.9391046 45.6290362)",yes
516212081,False,Avenue Vaudreuil,residential,False,101.112,,,,"LINESTRING (-72.940762 45.6267628, -72.9398887 45.6260891)",
123574516,True,Avenue Vaudreuil,residential,False,95.446,,,,"LINESTRING (-72.940762 45.6267628, -72.9414761 45.6273111, -72.9415885 45.6273974)",
516212083,True,Rue des Cascades,tertiary,False,62.176,,50,,"LINESTRING (-72.9427721 45.6265979, -72.9433484 45.6262103)",
37018597,True,Avenue Robert,residential,False,94.374,,,,"LINESTRING (-72.9427721 45.6265979, -72.942997 45.626766, -72.9436012 45.6272177)",
516212083,True,Rue des Cascades,tertiary,False,62.647,,50,,"LINESTRING (-72.9444236 45.6254875, -72.9450043 45.625097)",
37018652,True,Avenue Duclos,residential,False,95.28999999999999,,,,"LINESTRING (-72.9444236 45.6254875, -72.9443079 45.6254021, -72.944243 45.6253542, -72.9439837 45.6251627, -72.943581 45.6248653)",
516212082,False,Avenue Sainte-Marie,residential,False,94.814,,,,"LINESTRING (-72.9439017 45.6258383, -72.9447458 45.6264536)",
516212083,True,Rue des Cascades,tertiary,False,56.291,,50,,"LINESTRING (-72.9439017 45.6258383, -72.9444236 45.6254875)",
35957412,False,Avenue Laframboise,residential,True,92.983,,,,"LINESTRING (-72.9469405 45.6268283, -72.9461149 45.6262234)",
688506036,False,Rue Dessaulles,primary,True,97.056,,,,"LINESTRING (-72.9469405 45.6268283, -72.9464864 45.6271336, -72.9460288 45.6274243)",
516212083,True,Rue des Cascades,tertiary,False,62.886,,50,,"LINESTRING (-72.9450043 45.625097, -72.9455872 45.624705)",
515946623,False,Avenue Mondor,residential,False,95.333,,,,"LINESTRING (-72.9450043 45.625097, -72.9448316 45.624968, -72.9441665 45.6244711)",
"[688506033, 688669692]",False,Avenue Mondor,residential,True,95.241,,,,"LINESTRING (-72.9450043 45.625097, -72.9456525 45.6255806, -72.9458419 45.6257219)",
35957412,False,Avenue Laframboise,residential,False,92.983,,,,"LINESTRING (-72.9461149 45.6262234, -72.9469405 45.6268283)",
688506034,False,Rue Girouard Ouest,residential,True,18.404,,,,"LINESTRING (-72.9461149 45.6262234, -72.9461881 45.626066)",
688506035,False,Rue Girouard Ouest,residential,False,47.389,,,,"LINESTRING (-72.9461149 45.6262234, -72.9459265 45.6266287)",
688506031,False,Rue Calixa Lavallée,residential,False,55.486,,,,"LINESTRING (-72.945262 45.6261091, -72.9447458 45.6264536)",
37018652,True,Avenue Duclos,residential,False,95.016,,,,"LINESTRING (-72.945262 45.6261091, -72.9446227 45.6256351, -72.9444236 45.6254875)",
"[688669693, 688506031]",False,Rue Calixa Lavallée,residential,True,62.348,,,,"LINESTRING (-72.945262 45.6261091, -72.9455784 45.6258979, -72.9457555 45.6257796, -72.9458419 45.6257219)",
516212082,False,Avenue Sainte-Marie,residential,True,94.814,,,,"LINESTRING (-72.9447458 45.6264536, -72.9439017 45.6258383)",
688506030,False,Avenue Sainte-Marie,residential,False,106.317,,,,"LINESTRING (-72.9447458 45.6264536, -72.9456849 45.6271485)",
688506031,False,Rue Calixa Lavallée,residential,True,55.486,,,,"LINESTRING (-72.9447458 45.6264536, -72.945262 45.6261091)",
688734735,False,Rue Calixa Lavallée,residential,False,59.898,,,,"LINESTRING (-72.9447458 45.6264536, -72.9441887 45.6268256)",
35600279,False,Rue Calixa Lavallée,residential,False,63.151,,,,"LINESTRING (-72.9441887 45.6268256, -72.9436012 45.6272177)",
688734735,False,Rue Calixa Lavallée,residential,True,59.898,,,,"LINESTRING (-72.9441887 45.6268256, -72.9447458 45.6264536)",
35600397,False,Avenue de la Concorde Nord,tertiary,False,94.60900000000001,,50,,"LINESTRING (-72.9441887 45.6268256, -72.9435709 45.6263732, -72.9433484 45.6262103)",
"[688738443, 688734734]",False,Avenue de la Concorde Nord,tertiary,True,144.26000000000002,,50,,"LINESTRING (-72.9441887 45.6268256, -72.9453049 45.62768, -72.9453394 45.6277064, -72.94544 45.6277834)",
35600279,False,Rue Calixa Lavallée,residential,True,63.151,,,,"LINESTRING (-72.9436012 45.6272177, -72.9441887 45.6268256)",
35600279,False,Rue Calixa Lavallée,residential,False,59.986,,,,"LINESTRING (-72.9436012 45.6272177, -72.9431252 45.6275355, -72.9430432 45.6275902)",
37018597,True,Avenue Robert,residential,False,136.98399999999998,,,,"LINESTRING (-72.9436012 45.6272177, -72.9446569 45.6279849, -72.9447403 45.6281416)",
37018597,True,Avenue Robert,residential,False,101.891,,,,"LINESTRING (-72.9410318 45.6253094, -72.9419361 45.6259725)",
516212080,True,Rue Marguerite Bourgeois,residential,False,61.066,,50,,"LINESTRING (-72.9410318 45.6253094, -72.9416121 45.6249394)",
37018653,True,Avenue Sainte-Marie,residential,False,98.645,,,,"LINESTRING (-72.9421665 45.6245861, -72.9430479 45.6252241)",
414694902,False,Rue Marguerite Bourgeois,residential,False,58.327,,50,,"LINESTRING (-72.9421665 45.6245861, -72.9416121 45.6249394)",
414694902,False,Rue Marguerite Bourgeois,residential,True,58.643,,50,,"LINESTRING (-72.9421665 45.6245861, -72.942319 45.6244844, -72.942489 45.624371, -72.9426341 45.6242742, -72.9427122 45.6242221)",
516212080,True,Rue Marguerite Bourgeois,residential,False,62.977,,50,,"LINESTRING (-72.9398887 45.6260891, -72.9404824 45.6257039)",
516212081,False,Avenue Vaudreuil,residential,True,101.112,,,,"LINESTRING (-72.9398887 45.6260891, -72.940762 45.6267628)",
"[516212081, 39444402]",False,"['Rue Saint-Amand', 'Avenue Vaudreuil']",residential,False,161.611,,,,"LINESTRING (-72.9398887 45.6260891, -72.939275 45.6256157, -72.9390175 45.6254056, -72.9391182 45.6253411, -72.9395843 45.6250423)",
414694903,True,Avenue Duclos,residential,False,97.067,,,,"LINESTRING (-72.9427122 45.6242221, -72.9418545 45.6235879)",
414694902,False,Rue Marguerite Bourgeois,residential,False,58.643,,50,,"LINESTRING (-72.9427122 45.6242221, -72.9426341 45.6242742, -72.942489 45.624371, -72.942319 45.6244844, -72.9421665 45.6245861)",
515946621,False,Rue Marguerite Bourgeois,residential,True,63.6,,50,1,"LINESTRING (-72.9427122 45.6242221, -72.9428042 45.6241607, -72.9429774 45.624045, -72.9431291 45.6239437, -72.9433037 45.6238271)",
515946621,False,Rue Marguerite Bourgeois,residential,True,59.701,,50,1,"LINESTRING (-72.9433037 45.6238271, -72.9438675 45.6234627)",
515946625,False,Avenue Mondor,residential,False,94.956,,,,"LINESTRING (-72.9433037 45.6238271, -72.9424508 45.623216)",
515946621,False,Rue Marguerite Bourgeois,residential,False,63.599999999999994,,50,1,"LINESTRING (-72.9433037 45.6238271, -72.9431291 45.6239437, -72.9429774 45.624045, -72.9428042 45.6241607, -72.9427122 45.6242221)",
515946625,False,Avenue Mondor,residential,True,98.132,,,,"LINESTRING (-72.9433037 45.6238271, -72.9434559 45.6239407, -72.9435327 45.623998, -72.9436009 45.6240497, -72.9437256 45.6241439, -72.9439602 45.624318, -72.9441665 45.6244711)",
37018635,False,Rue Bibeau,residential,True,60.484,,,,"LINESTRING (-72.9412632 45.6231494, -72.940702 45.623526)",
"[37018653, 414694903]",True,"['Avenue Sainte-Marie', 'Avenue Duclos']",residential,False,210.214,,,,"LINESTRING (-72.9412632 45.6231494, -72.9406741 45.6227164, -72.9406067 45.6227221, -72.9404595 45.6227344, -72.9402135 45.622814, -72.9400733 45.6228901, -72.940026 45.6229625, -72.9400561 45.6230585, -72.940702 45.623526)",
37018653,True,Avenue Sainte-Marie,residential,False,98.265,,,,"LINESTRING (-72.941288 45.6239509, -72.9421665 45.6245861)",
39444402,False,Rue Saint-Amand,residential,False,59.75,,,,"LINESTRING (-72.941288 45.6239509, -72.9418545 45.6235879)",
39444402,False,Rue Saint-Amand,residential,True,56.618,,,,"LINESTRING (-72.941288 45.6239509, -72.9407511 45.6242948)",
39444402,False,Rue Saint-Amand,residential,False,62.133,,,,"LINESTRING (-72.9418545 45.6235879, -72.9424508 45.623216)",
39444402,False,Rue Saint-Amand,residential,True,59.75,,,,"LINESTRING (-72.9418545 45.6235879, -72.941288 45.6239509)",
414694903,True,Avenue Duclos,residential,False,67.022,,,,"LINESTRING (-72.9418545 45.6235879, -72.9412632 45.6231494)",
35600397,False,Avenue de la Concorde Nord,tertiary,False,100.236,,50,,"LINESTRING (-72.9425025 45.6255912, -72.9416121 45.6249394)",
515946624,True,Rue Saint-Antoine,residential,False,61.136,,,,"LINESTRING (-72.9425025 45.6255912, -72.9419361 45.6259725)",
35600397,False,Avenue de la Concorde Nord,tertiary,True,95.21600000000001,,50,,"LINESTRING (-72.9425025 45.6255912, -72.9431875 45.6260926, -72.9433484 45.6262103)",
515946624,True,Rue Saint-Antoine,residential,False,58.865,,,,"LINESTRING (-72.9430479 45.6252241, -72.9425025 45.6255912)",
37018653,True,Avenue Sainte-Marie,residential,False,95.25,,,,"LINESTRING (-72.9430479 45.6252241, -72.943737 45.6257198, -72.9439017 45.6258383)",
515946624,True,Rue Saint-Antoine,residential,False,57.535,,,,"LINESTRING (-72.943581 45.6248653, -72.9435057 45.624916, -72.9433416 45.6250264, -72.943192 45.6251271, -72.9430479 45.6252241)",
37018597,True,Avenue Robert,residential,False,95.196,,,,"LINESTRING (-72.9419361 45.6259725, -72.9427721 45.6265979)",
515946624,True,Rue Saint-Antoine,residential,False,61.413,,,,"LINESTRING (-72.9419361 45.6259725, -72.9413671 45.6263555)",
37018635,False,Rue Bibeau,residential,False,60.484,,,,"LINESTRING (-72.940702 45.623526, -72.9412632 45.6231494)",
37018635,False,Rue Bibeau,residential,True,55.577,,,,"LINESTRING (-72.940702 45.623526, -72.9401864 45.6238721)",
37018653,True,Avenue Sainte-Marie,residential,False,65.643,,,,"LINESTRING (-72.940702 45.623526, -72.941288 45.6239509)",
515946621,False,Rue Marguerite Bourgeois,residential,False,59.701,,50,1,"LINESTRING (-72.9438675 45.6234627, -72.9433037 45.6238271)",
515946621,False,Rue Marguerite Bourgeois,residential,True,54.002,,50,1,"LINESTRING (-72.9438675 45.6234627, -72.9443625 45.6231221)",
43578939,True,Avenue Saint-Simon,residential,False,97.144,,,1,"LINESTRING (-72.9438675 45.6234627, -72.9439963 45.6235642, -72.9441345 45.6236702, -72.9442689 45.6237723, -72.9446488 45.6240504, -72.944719 45.6241018)",
515946621,False,Rue Marguerite Bourgeois,residential,False,54.002,,50,1,"LINESTRING (-72.9443625 45.6231221, -72.9438675 45.6234627)",
515946624,True,Rue Saint-Antoine,residential,False,62.556,,,,"LINESTRING (-72.9463474 45.6230031, -72.9462727 45.6230534, -72.9457678 45.6233932)",
515946624,True,Rue Saint-Antoine,residential,False,60.802,,,,"LINESTRING (-72.9457678 45.6233932, -72.9452045 45.6237724)",
43579607,True,Avenue Sainte-Anne,residential,False,95.42099999999999,,,1,"LINESTRING (-72.9457678 45.6233932, -72.946084 45.623625, -72.9466151 45.6240139)",
516212083,True,Rue des Cascades,tertiary,False,24.732,,50,,"LINESTRING (-72.9457967 45.6245642, -72.9460259 45.62441)",
516212083,True,Rue des Cascades,tertiary,False,63.556,,50,,"LINESTRING (-72.9460259 45.62441, -72.9466151 45.6240139)",
43580055,True,Avenue Saint-François,residential,False,95.429,,,1,"LINESTRING (-72.9460259 45.62441, -72.945584 45.624067, -72.9452045 45.6237724)",
515946624,True,Rue Saint-Antoine,residential,False,52.603,,,,"LINESTRING (-72.9452045 45.6237724, -72.944719 45.6241018)",
43579236,True,Avenue Saint-François,residential,False,97.552,,,2,"LINESTRING (-72.9452045 45.6237724, -72.9450673 45.6236664, -72.9449758 45.6235958, -72.9443625 45.6231221)",
516212083,True,Rue des Cascades,tertiary,False,22.595,,50,,"LINESTRING (-72.9455872 45.624705, -72.9457967 45.6245642)",
43578795,True,Avenue Saint-Simon,residential,False,95.169,,,1,"LINESTRING (-72.944719 45.6241018, -72.9455872 45.624705)",
515946624,True,Rue Saint-Antoine,residential,False,59.433,,,,"LINESTRING (-72.944719 45.6241018, -72.9441665 45.6244711)",
43579219,False,Rue Bibeau,residential,True,28.822,,,2,"LINESTRING (-72.9387376 45.6247913, -72.9390127 45.6246176)",
688664747,False,Rue Saint-Pierre Ouest,tertiary,True,105.661,,50,2,"LINESTRING (-72.935803 45.6248902, -72.93542 45.6258019)",
43578526,False,Avenue Sainte-Marie,residential,True,40.69,,,2,"LINESTRING (-72.9460288 45.6274243, -72.9456849 45.6271485)",
688506029,False,Rue Dessaulles,primary,True,12.176,,,,"LINESTRING (-72.9460288 45.6274243, -72.9459189 45.6275023)",
688506036,False,Rue Dessaulles,primary,False,97.056,,,,"LINESTRING (-72.9460288 45.6274243, -72.9464864 45.6271336, -72.9469405 45.6268283)",
43579029,True,Rue Dessaulles,primary,False,37.836,116;137,,2,"LINESTRING (-72.9451611 45.628067, -72.9453682 45.6279335, -72.9455211 45.6278381)",
688738442,False,Rue Sicotte,primary,False,8.762,137 / 116,,,"LINESTRING (-72.9455211 45.6278381, -72.94544 45.6277834)",
43578481,True,Rue Dessaulles,primary,False,48.625,,,1,"LINESTRING (-72.9455211 45.6278381, -72.9458214 45.6276078, -72.9459189 45.6275023)",
688738442,False,Rue Sicotte,primary,True,8.762,137 / 116,,,"LINESTRING (-72.94544 45.6277834, -72.9455211 45.6278381)",
43579782,True,Rue Dessaulles,primary,False,67.686,116;137,50,2,"LINESTRING (-72.94544 45.6277834, -72.9451531 45.6279495, -72.9449953 45.6280405, -72.9448109 45.6281183, -72.9447403 45.6281416)",
"[688738443, 688734734]",False,Avenue de la Concorde Nord,tertiary,False,144.26,,50,,"LINESTRING (-72.94544 45.6277834, -72.9453394 45.6277064, -72.9453049 45.62768, -72.9441887 45.6268256)",
43579045,True,Rue Dessaulles,primary,False,34.047,116;137,,1,"LINESTRING (-72.944776 45.6282127, -72.9451611 45.628067)",
473793863,False,Rue Girouard Est,tertiary,True,8.379,,,,"LINESTRING (-72.944776 45.6282127, -72.9447403 45.6281416)",
473793861,False,Rue Girouard Est,tertiary,False,26.281999999999996,,,,"LINESTRING (-72.944776 45.6282127, -72.944791 45.6282814, -72.9448105 45.6284477)",
473793863,False,Rue Girouard Est,tertiary,False,8.379,,,,"LINESTRING (-72.9447403 45.6281416, -72.944776 45.6282127)",
"[43579504, 123574521, 499870176]",True,Rue Dessaulles,primary,False,61.74,"['116;R 137', '116;137']",50,1,"LINESTRING (-72.9447403 45.6281416, -72.9444513 45.6282274, -72.9441415 45.6282912, -72.9439848 45.6282838)",
43579401,False,Rue Calixa Lavallée,residential,True,32.912,,,2,"LINESTRING (-72.9421146 45.6282096, -72.942421 45.6280054)",
43579275,True,,primary_link,False,96.87,,50,1,"LINESTRING (-72.9388068 45.628852, -72.9388396 45.6290056, -72.9387946 45.6291848, -72.93833 45.6296085)",
43580016,True,Avenue Saint-Louis,primary,False,32.045,137,50,1,"LINESTRING (-72.9388068 45.628852, -72.9389481 45.6290332, -72.9390028 45.6291055)",
284340386,True,Avenue Nault,residential,False,50.622,,,,"LINESTRING (-72.9437031 45.6299761, -72.9431278 45.629763)",
474754542,False,Rue Girouard Ouest,tertiary,True,80.85499999999999,,,2,"LINESTRING (-72.9437031 45.6299761, -72.9438253 45.6298149, -72.9441903 45.6293337)",
895958910,False,Rue Girouard Ouest,tertiary,False,139.49699999999999,,,,"LINESTRING (-72.9437031 45.6299761, -72.9430648 45.6308279, -72.9429163 45.6310261, -72.9428704 45.6310873)",
43579675,True,Avenue Kéroack,residential,False,92.587,,,1,"LINESTRING (-72.9418182 45.6306975, -72.9428704 45.6310873)",
43579987,False,Rue des Samares,residential,False,27.727,,,1,"LINESTRING (-72.9418182 45.6306975, -72.9416561 45.6309196)",
43579987,False,Rue des Samares,residential,True,27.727,,,1,"LINESTRING (-72.9416561 45.6309196, -72.9418182 45.6306975)",
895958910,False,Rue Girouard Ouest,tertiary,False,99.738,,,,"LINESTRING (-72.9428704 45.6310873, -72.9428351 45.6311364, -72.942294 45.6318886)",
895958910,False,Rue Girouard Ouest,tertiary,True,139.497,,,,"LINESTRING (-72.9428704 45.6310873, -72.9429163 45.6310261, -72.9430648 45.6308279, -72.9437031 45.6299761)",
462320895,False,Boulevard Laurier Est,primary,True,11.047,116;137,50,,"LINESTRING (-72.9391046 45.6290362, -72.9390028 45.6291055)",
43579001,True,Avenue Saint-Louis,primary,False,122.904,137,50,2,"LINESTRING (-72.9391046 45.6290362, -72.9387877 45.6286716, -72.9382796 45.6281854, -72.9381878 45.6281439)",
"[248156472, 43592970, 43579397, 43592966]",False,"['Boulevard Laurier Est', 'Pont Bouchard', 'Rue des Cascades']",primary,"[False, True]",265.58,116;137,50,"['2', '3']","LINESTRING (-72.9391046 45.6290362, -72.9392405 45.6289439, -72.9392871 45.6289148, -72.9398459 45.6285603, -72.9402789 45.6282861, -72.9404827 45.6281478, -72.9406174 45.6280564, -72.9411027 45.6277271, -72.9415885 45.6273974)",yes
"[992585744, 43579742]",False,Avenue Saint-Louis,residential,False,74.46600000000001,,,2,"LINESTRING (-72.9391046 45.6290362, -72.9391735 45.6291369, -72.9392052 45.6291832, -72.9392157 45.6292464, -72.9391149 45.6294078, -72.9390833 45.6294877, -72.9391377 45.6296678)",
