osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction
44868759,2,45e Rue,residential,30,False,False,95.88499999999999,"LINESTRING (-73.9697101 45.4983453, -73.9697465 45.4983193, -73.9697625 45.4983079, -73.969838 45.4982532, -73.9698862 45.4982182, -73.9704554 45.4978058, -73.9705669 45.4977265)",
971002900,2,Montée de la Baie,tertiary,50,False,False,23.718,"LINESTRING (-73.9697101 45.4983453, -73.9698201 45.4984218, -73.9698334 45.4984311, -73.9699259 45.4984957)",
"[971002899, 1219918483, 971002900]",2,Montée de la Baie,tertiary,50,False,True,246.222,"LINESTRING (-73.9697101 45.4983453, -73.9696728 45.498319, -73.9696591 45.4983099, -73.9696083 45.4982753, -73.9695629 45.4982427, -73.9692658 45.4980291, -73.9692193 45.497996, -73.9689215 45.4977842, -73.9687588 45.4976684, -73.9681731 45.4972518, -73.9679106 45.4970653, -73.9676512 45.4968767, -73.9675924 45.496825, -73.967529 45.4967477)",
44868759,2,45e Rue,residential,30,False,False,116.487,"LINESTRING (-73.9705669 45.4977265, -73.9715803 45.4970301, -73.9716341 45.4969931)",
44868759,2,45e Rue,residential,30,False,True,95.885,"LINESTRING (-73.9705669 45.4977265, -73.9704554 45.4978058, -73.9698862 45.4982182, -73.969838 45.4982532, -73.9697625 45.4983079, -73.9697465 45.4983193, -73.9697101 45.4983453)",
44868768,2,41e Avenue,residential,30,False,True,58.229,"LINESTRING (-73.9705669 45.4977265, -73.9704808 45.4976755, -73.9700405 45.4973554)",
44868759,2,45e Rue,residential,30,False,True,116.487,"LINESTRING (-73.9716341 45.4969931, -73.9715803 45.4970301, -73.9705669 45.4977265)",
44868779,2,43e Avenue,residential,30,False,False,55.118,"LINESTRING (-73.9716341 45.4969931, -73.9720665 45.497297, -73.972133 45.4973444)",
44868779,2,43e Avenue,residential,30,False,True,57.294999999999995,"LINESTRING (-73.9716341 45.4969931, -73.9711627 45.4966655, -73.9711121 45.4966303)",
44868760,2,44e Rue,residential,30,False,False,212.83799999999997,"LINESTRING (-73.970174 45.4986776, -73.9702429 45.4986295, -73.9703036 45.4985872, -73.9703608 45.4985472, -73.9706818 45.4983234, -73.9714429 45.4978025, -73.9717561 45.4975864, -73.9720776 45.4973819, -73.972133 45.4973444)",
676848386,2,Montée de la Baie,tertiary,50,False,False,68.779,"LINESTRING (-73.970174 45.4986776, -73.9702778 45.4987517, -73.9703372 45.4987942, -73.9704838 45.4988988, -73.9705275 45.49893, -73.9707922 45.499119)",
676848386,2,Montée de la Baie,tertiary,50,False,True,27.983999999999998,"LINESTRING (-73.970174 45.4986776, -73.9701123 45.498633, -73.9700242 45.4985692, -73.9700105 45.498559, -73.9699259 45.4984957)",
44868779,2,43e Avenue,residential,30,False,False,69.221,"LINESTRING (-73.972133 45.4973444, -73.9727607 45.4977848)",
44868760,2,44e Rue,residential,30,False,True,212.838,"LINESTRING (-73.972133 45.4973444, -73.9720776 45.4973819, -73.9717561 45.4975864, -73.9714429 45.4978025, -73.9706818 45.4983234, -73.9703608 45.4985472, -73.9703036 45.4985872, -73.9702429 45.4986295, -73.970174 45.4986776)",
44868779,2,43e Avenue,residential,30,False,True,55.118,"LINESTRING (-73.972133 45.4973444, -73.9720665 45.497297, -73.9716341 45.4969931)",
44868761,2,43e Rue,residential,30,False,False,213.421,"LINESTRING (-73.9707922 45.499119, -73.9708603 45.4990729, -73.9709462 45.4990147, -73.972705 45.4978233, -73.9727607 45.4977848)",
676848386,2,Montée de la Baie,tertiary,50,False,False,60.997,"LINESTRING (-73.9707922 45.499119, -73.9710296 45.4992895, -73.9713388 45.4995116)",
676848386,2,Montée de la Baie,tertiary,50,False,True,68.779,"LINESTRING (-73.9707922 45.499119, -73.9705275 45.49893, -73.9704838 45.4988988, -73.9703372 45.4987942, -73.9702778 45.4987517, -73.970174 45.4986776)",
44868779,2,43e Avenue,residential,30,False,True,69.221,"LINESTRING (-73.9727607 45.4977848, -73.972133 45.4973444)",
44868761,2,43e Rue,residential,30,False,True,213.421,"LINESTRING (-73.9727607 45.4977848, -73.972705 45.4978233, -73.9709462 45.4990147, -73.9708603 45.4990729, -73.9707922 45.499119)",
676848386,2,Montée de la Baie,tertiary,50,False,False,61.318,"LINESTRING (-73.9713388 45.4995116, -73.9714106 45.4995629, -73.9715541 45.4996656, -73.9716589 45.4997406, -73.9717675 45.4998183, -73.9718894 45.4999055)",
676848386,2,Montée de la Baie,tertiary,50,False,True,60.997,"LINESTRING (-73.9713388 45.4995116, -73.9710296 45.4992895, -73.9707922 45.499119)",
