osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed
43006191,2,Creasey Avenue,residential,False,False,106.162,"LINESTRING (-124.0010353 54.0156812, -124.0009373 54.0166342)",,
43005527,2,East Stewart Street,tertiary,False,False,356.87899999999996,"LINESTRING (-124.0010353 54.0156812, -124.0017663 54.0157419, -124.0024973 54.0157837, -124.0052287 54.0158499, -124.0064817 54.0159003)",,
43005010,2,Bute Avenue,residential,False,True,106.182,"LINESTRING (-124.0062525 54.018671, -124.006347 54.0177177)",,
43005482,2,East Victoria Street,tertiary,False,False,129.343,"LINESTRING (-124.0062525 54.018671, -124.0082286 54.0187426)",,
43004291,2,East Victoria Street,tertiary,False,True,240.97500000000002,"LINESTRING (-124.0062525 54.018671, -124.0040396 54.0186062, -124.0025686 54.0185616)",,
43006072,2,West Louvain Street,residential,False,False,129.456,"LINESTRING (-124.0115093 54.0218542, -124.013491 54.0218608)",,
"[43004547, 43004900, 43005319]",2,West Louvain Street,residential,False,True,153.109,"LINESTRING (-124.0115093 54.0218542, -124.0108196 54.0218526, -124.0099414 54.0218518, -124.0091655 54.0218489)",,
"[43004648, 43005831]",2,Church Avenue,residential,False,True,102.182,"LINESTRING (-124.0115093 54.0218542, -124.0115035 54.0214014, -124.0114953 54.0209353)",,
43004275,2,West Columbia Street,residential,False,True,152.233,"LINESTRING (-124.0138069 54.017024, -124.0122737 54.016981, -124.0114794 54.0169588)",,
"[43005131, 43004813]",2,Lampitt Avenue,residential,False,True,101.465,"LINESTRING (-124.0138069 54.017024, -124.0138074 54.0165736, -124.0138078 54.0161115)",,
"[43004584, 43005450]",2,Lampitt Avenue,residential,False,False,209.503,"LINESTRING (-124.0138069 54.017024, -124.0138073 54.0174442, -124.0138086 54.0189081)",,
43004431,2,,residential,False,False,152.843,"LINESTRING (-124.0054035 54.0135663, -124.0051241 54.0137446, -124.0048914 54.0138089, -124.0045953 54.0138264, -124.0040525 54.0138165, -124.0032382 54.0137251)",,
43006359,2,East 2nd Street,unclassified,False,True,62.587,"LINESTRING (-124.0054035 54.0135663, -124.0056561 54.0134047, -124.0057816 54.0133796, -124.0058878 54.0133583, -124.0062272 54.0133666)",,
478839689,,East 1st Street,trunk,False,True,95.336,"LINESTRING (-124.0054035 54.0135663, -124.0060164 54.0137706, -124.0067506 54.0138727)",YH 16,50
918333460,,Yellowhead Highway,trunk,True,False,44.14,"LINESTRING (-124.0054035 54.0135663, -124.0053134 54.0134449, -124.0049969 54.0132568)",YH 16,50
43005164,2,West Louvain Street,residential,False,False,3.338,"LINESTRING (-124.0091655 54.0218489, -124.0091144 54.0218489)",,
43005698,4,Burrard Avenue,secondary,False,True,100.632,"LINESTRING (-124.0091655 54.0218489, -124.0091619 54.0209439)",,
"[43004547, 43004900, 43005319]",2,West Louvain Street,residential,False,False,153.109,"LINESTRING (-124.0091655 54.0218489, -124.0099414 54.0218518, -124.0108196 54.0218526, -124.0115093 54.0218542)",,
43004966,2,Church Avenue,residential,False,True,134.869,"LINESTRING (-124.0114814 54.0200441, -124.0114753 54.0188312)",,
43005001,2,Church Avenue,residential,False,False,99.101,"LINESTRING (-124.0114814 54.0200441, -124.0114953 54.0209353)",,
43004871,2,West Douglas Street,residential,False,False,152.646,"LINESTRING (-124.0114814 54.0200441, -124.0122293 54.0200469, -124.0131168 54.0200503, -124.013818 54.0200529)",,
"[43006296, 43005649, 43004841]",2,West Douglas Street,residential,False,True,151.31900000000002,"LINESTRING (-124.0114814 54.0200441, -124.0108056 54.0200532, -124.0099146 54.0200482, -124.0091655 54.0200381)",,
43007558,,West 1st Street,trunk,False,False,141.462,"LINESTRING (-124.0113459 54.0139359, -124.0091814 54.0139056)",YH 16,50
43007558,,West 1st Street,trunk,False,True,215.157,"LINESTRING (-124.0113459 54.0139359, -124.0146371 54.0140007)",YH 16,50
"[43005003, 43005924]",2,Fraser Avenue,residential,False,True,98.736,"LINESTRING (-124.0113459 54.0139359, -124.0113749 54.0135263, -124.0113915 54.0130484)",,
43004258,2,Nechako Avenue,tertiary,False,False,100.172,"LINESTRING (-124.014667 54.0131, -124.0146371 54.0140007)",,
43004429,2,Lampitt Avenue,residential,False,False,50.966,"LINESTRING (-124.0138144 54.0209268, -124.0138341 54.021385)",,
43004537,2,Lampitt Avenue,residential,False,True,97.174,"LINESTRING (-124.0138144 54.0209268, -124.013818 54.0200529)",,
43005295,2,West Omineca Street,residential,False,False,151.5,"LINESTRING (-124.0138144 54.0209268, -124.013138 54.0209293, -124.0122411 54.0209326, -124.0114953 54.0209353)",,
