osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,junction,width
210696331,False,2,Connaught Road,residential,True,311.32800000000003,,"LINESTRING (-120.3419607 50.6746579, -120.3421173 50.6746856, -120.3423303 50.6746967, -120.3425928 50.6747375, -120.3428051 50.6747814, -120.3429899 50.6747895, -120.3432534 50.6748312, -120.3439707 50.6749737, -120.3446512 50.6751256, -120.3452151 50.6752548, -120.3457577 50.6753671, -120.3459738 50.6754186, -120.3461768 50.675467)",,
210696331,False,2,Connaught Road,residential,False,311.32800000000003,,"LINESTRING (-120.3461768 50.675467, -120.3459738 50.6754186, -120.3457577 50.6753671, -120.3452151 50.6752548, -120.3446512 50.6751256, -120.3439707 50.6749737, -120.3432534 50.6748312, -120.3429899 50.6747895, -120.3428051 50.6747814, -120.3425928 50.6747375, -120.3423303 50.6746967, -120.3421173 50.6746856, -120.3419607 50.6746579)",,
27537182,False,2,St Paul Street West,residential,True,35.052,50,"LINESTRING (-120.3419627 50.6751252, -120.3424337 50.6752266)",,
27540765,False,2,Lee Road,residential,False,51.962,,"LINESTRING (-120.3419627 50.6751252, -120.3419607 50.6746579)",,
27537182,False,2,St Paul Street West,residential,False,225.37699999999998,50,"LINESTRING (-120.3419627 50.6751252, -120.339052 50.674515, -120.3389262 50.6744886)",,
26558485,True,3,1st Avenue,tertiary,False,98.847,,"LINESTRING (-120.3389262 50.6744886, -120.3389274 50.6744045, -120.3389331 50.6740738, -120.3389279 50.6738708, -120.3389395 50.6735998)",,
27537182,False,2,St Paul Street West,residential,True,225.37699999999998,50,"LINESTRING (-120.3389262 50.6744886, -120.339052 50.674515, -120.3419627 50.6751252)",,
27537356,False,2,St Paul Street,residential,False,164.61999999999998,50,"LINESTRING (-120.3389262 50.6744886, -120.338807 50.674468, -120.3366729 50.6740979)",,
150279144,True,,St Paul Street West,residential,False,263.188,50,"LINESTRING (-120.3389262 50.6744886, -120.3390545 50.674558, -120.3391585 50.6746138, -120.3414818 50.6750933, -120.3420118 50.6752096, -120.3422551 50.6752351, -120.3424337 50.6752266)",,
27537237,False,2,Nicola Street,residential,False,158.13,,"LINESTRING (-120.3366701 50.6723057, -120.3344263 50.6722911)",,
27537237,False,2,Nicola Street,residential,True,166.649,,"LINESTRING (-120.3366701 50.6723057, -120.3368142 50.6723193, -120.3389413 50.6727201)",,
88981925,False,,2nd Avenue,residential,False,95.15899999999999,,"LINESTRING (-120.3366701 50.6723057, -120.3366833 50.6718549, -120.3366877 50.67145)",,
88981925,False,,2nd Avenue,residential,True,98.43299999999999,,"LINESTRING (-120.3366701 50.6723057, -120.3366652 50.6727389, -120.3366591 50.6731909)",,
170289593,False,2,Lorne Street,tertiary,True,208.04399999999998,,"LINESTRING (-120.3391093 50.6768747, -120.3391022 50.6769228, -120.3390877 50.6769853, -120.3390659 50.6770494, -120.3390485 50.6770785, -120.339027 50.6771086, -120.3390075 50.6771352, -120.3389836 50.6771629, -120.3389518 50.6771918, -120.3389137 50.6772202, -120.3388714 50.6772476, -120.3388302 50.6772733, -120.3387511 50.6773136, -120.338641 50.6773635, -120.3385913 50.6773792, -120.3385518 50.6773889, -120.338504 50.6773994, -120.3384596 50.6774075, -120.3384199 50.6774131, -120.3383858 50.6774164, -120.3383479 50.6774189, -120.33831 50.6774204, -120.3382662 50.6774214, -120.3382186 50.6774196, -120.3381745 50.6774162, -120.3381264 50.6774119, -120.3380695 50.6774051, -120.3380103 50.6773976, -120.3379377 50.6773847, -120.3378644 50.6773737, -120.3378001 50.6773664, -120.3377371 50.677363, -120.3376816 50.6773611, -120.3376282 50.6773607, -120.3375712 50.6773627, -120.3375212 50.6773668, -120.3374317 50.6773779, -120.3373557 50.677393, -120.3373283 50.6773987, -120.3372687 50.6774133, -120.3372101 50.6774286, -120.3370523 50.6774739, -120.336848 50.6775382, -120.3367268 50.6775735)",,
483174716,True,2,Lorne Street,tertiary,False,26.722,,"LINESTRING (-120.3391093 50.6768747, -120.339157 50.6767311, -120.3391556 50.6767056, -120.3391368 50.6766386)",,
27539210,False,2,Lee Road,residential,False,81.084,,"LINESTRING (-120.3419513 50.6732858, -120.3419482 50.6725566)",,
27538970,False,2,Nicola Street West,residential,False,221.247,,"LINESTRING (-120.3419513 50.6732858, -120.341048 50.673115, -120.3407718 50.6730628, -120.3402107 50.6729567, -120.3392904 50.6727827, -120.3389413 50.6727201)",,
27538970,False,2,Nicola Street West,residential,True,154.91800000000003,,"LINESTRING (-120.3419513 50.6732858, -120.3422844 50.6733531, -120.3425175 50.6734002, -120.3428036 50.6734581, -120.3428499 50.6734599, -120.3430715 50.6734687, -120.3432436 50.6734711, -120.3433238 50.6734712, -120.343545 50.6734753, -120.3436103 50.6734804, -120.3437348 50.6734903, -120.3438568 50.6734999, -120.3440975 50.6735365)",,
42171054,False,2,Lee Road,residential,True,95.895,,"LINESTRING (-120.3419513 50.6732858, -120.3419502 50.6736755, -120.3419489 50.6741482)",,
27539210,False,2,Lee Road,residential,True,81.084,,"LINESTRING (-120.3419482 50.6725566, -120.3419513 50.6732858)",,
27539322,False,2,Clarke Street,residential,False,220.44,,"LINESTRING (-120.3419482 50.6725566, -120.3389555 50.6719796)",,
27539322,False,2,Clarke Street,residential,True,147.18900000000002,,"LINESTRING (-120.3419482 50.6725566, -120.3423648 50.6726295, -120.342528 50.6726581, -120.3426109 50.6726726, -120.3428475 50.6726911, -120.3429977 50.6727028, -120.3431292 50.6727063, -120.3431574 50.672707, -120.3435175 50.6727175, -120.3440081 50.6727319)",,
27539322,False,2,Clarke Street,residential,False,147.189,,"LINESTRING (-120.3440081 50.6727319, -120.3435175 50.6727175, -120.3431574 50.672707, -120.3431292 50.6727063, -120.3429977 50.6727028, -120.3428475 50.6726911, -120.3426109 50.6726726, -120.342528 50.6726581, -120.3423648 50.6726295, -120.3419482 50.6725566)",,
"[27539649, 27538509]",False,2,2nd Avenue,residential,False,97.56,,"LINESTRING (-120.3367268 50.6775735, -120.336679 50.6774879, -120.3366676 50.6774411, -120.3366627 50.6773763, -120.3366678 50.6773224, -120.3366688 50.6772396, -120.3366739 50.6771162, -120.3366732 50.6770729, -120.3366699 50.6770127, -120.3366677 50.6769727, -120.3366696 50.6769257, -120.3366678 50.6768757, -120.3366694 50.6767924, -120.3366694 50.6767022)",,
170289593,False,2,Lorne Street,tertiary,False,208.04400000000004,,"LINESTRING (-120.3367268 50.6775735, -120.336848 50.6775382, -120.3370523 50.6774739, -120.3372101 50.6774286, -120.3372687 50.6774133, -120.3373283 50.6773987, -120.3373557 50.677393, -120.3374317 50.6773779, -120.3375212 50.6773668, -120.3375712 50.6773627, -120.3376282 50.6773607, -120.3376816 50.6773611, -120.3377371 50.677363, -120.3378001 50.6773664, -120.3378644 50.6773737, -120.3379377 50.6773847, -120.3380103 50.6773976, -120.3380695 50.6774051, -120.3381264 50.6774119, -120.3381745 50.6774162, -120.3382186 50.6774196, -120.3382662 50.6774214, -120.33831 50.6774204, -120.3383479 50.6774189, -120.3383858 50.6774164, -120.3384199 50.6774131, -120.3384596 50.6774075, -120.338504 50.6773994, -120.3385518 50.6773889, -120.3385913 50.6773792, -120.338641 50.6773635, -120.3387511 50.6773136, -120.3388302 50.6772733, -120.3388714 50.6772476, -120.3389137 50.6772202, -120.3389518 50.6771918, -120.3389836 50.6771629, -120.3390075 50.6771352, -120.339027 50.6771086, -120.3390485 50.6770785, -120.3390659 50.6770494, -120.3390877 50.6769853, -120.3391022 50.6769228, -120.3391093 50.6768747)",,
173122691,False,2,Lorne Street,tertiary,True,105.24399999999999,50,"LINESTRING (-120.3367268 50.6775735, -120.3366136 50.6776079, -120.33613 50.6777557, -120.3356392 50.6779207, -120.335532 50.6779529, -120.3354733 50.6779709, -120.3353894 50.6779944)",,
27538970,False,2,Nicola Street West,residential,False,154.918,,"LINESTRING (-120.3440975 50.6735365, -120.3438568 50.6734999, -120.3437348 50.6734903, -120.3436103 50.6734804, -120.343545 50.6734753, -120.3433238 50.6734712, -120.3432436 50.6734711, -120.3430715 50.6734687, -120.3428499 50.6734599, -120.3428036 50.6734581, -120.3425175 50.6734002, -120.3422844 50.6733531, -120.3419513 50.6732858)",,
42100793,False,2,Loma Bella Street,residential,False,7.139,,"LINESTRING (-120.3385493 50.6713872, -120.3385507 50.6714514)",,
"[441248194, 999300654]",True,"['2', '3']",Columbia Street,secondary,False,212.529,60,"LINESTRING (-120.3385493 50.6713872, -120.3373274 50.6713643, -120.3366839 50.6713584, -120.3355341 50.6713594)",,
27537182,False,2,St Paul Street West,residential,False,221.30399999999997,50,"LINESTRING (-120.3456703 50.6759808, -120.3455737 50.6759057, -120.3446085 50.6756671, -120.3437039 50.675467, -120.3430533 50.6753342, -120.3427543 50.6752823)",,
27537182,False,2,St Paul Street West,residential,True,72.662,50,"LINESTRING (-120.3456703 50.6759808, -120.3459945 50.6764259, -120.3461025 50.6765741)",,
27537182,False,2,St Paul Street West,residential,False,72.662,50,"LINESTRING (-120.3461025 50.6765741, -120.3459945 50.6764259, -120.3456703 50.6759808)",,
27540346,False,2,Nicola Wagon Road,residential,False,204.664,,"LINESTRING (-120.3461025 50.6765741, -120.3455833 50.6762765, -120.3448725 50.6760791, -120.3447294 50.6760677, -120.3441329 50.6760653, -120.3439478 50.6760433, -120.3434712 50.675949)",,
68993344,True,1,1st Avenue,tertiary,False,13.007,,"LINESTRING (-120.3391368 50.6766386, -120.3391075 50.6765527, -120.3391 50.676524)",,
"[42165550, 611023194, 144287090]",True,2,Victoria Street West,secondary,False,218.641,,"LINESTRING (-120.3391368 50.6766386, -120.3392771 50.6766398, -120.3395849 50.6766308, -120.3398455 50.6766293, -120.3399996 50.6766313, -120.3401725 50.6766313, -120.3404261 50.6766468, -120.3406967 50.6766787, -120.3410115 50.6767296, -120.3412872 50.6767791, -120.3415746 50.6768333, -120.3419833 50.6769261, -120.3421639 50.6769661)",,
42100556,False,2,Sahali Terrace,residential,False,11.984,,"LINESTRING (-120.344635 50.6723138, -120.3445325 50.6723998)",,
27538819,False,2,Sahali Terrace,residential,False,24.061,,"LINESTRING (-120.344635 50.6723138, -120.3446914 50.6722634, -120.3448325 50.6721373)",,
"[999300648, 921102566]",True,2,Columbia Street West,secondary,False,422.597,60,"LINESTRING (-120.344635 50.6723138, -120.3442883 50.6721641, -120.3439356 50.6720258, -120.3435905 50.6719103, -120.3432328 50.6718023, -120.3425038 50.6716197, -120.3420421 50.6715371, -120.3415486 50.6714691, -120.3410212 50.6714198, -120.3406933 50.6713991, -120.3404481 50.6713893, -120.3401322 50.671391, -120.3391187 50.671391, -120.3389491 50.671391)",,
478233547,False,2,3rd Avenue,tertiary,False,10.889,,"LINESTRING (-120.3344345 50.6714585, -120.3344533 50.6713613)",,
26579971,True,,3rd Avenue,tertiary,False,92.616,,"LINESTRING (-120.3344345 50.6714585, -120.3344261 50.6715105, -120.3344247 50.6716259, -120.334431 50.6718789, -120.3344263 50.6722911)",,
125271331,True,2,Columbia Street,secondary,False,158.789,50,"LINESTRING (-120.3344345 50.6714585, -120.3345623 50.6714589, -120.3354969 50.6714548, -120.3366877 50.67145)",,
173122691,False,2,Lorne Street,tertiary,False,105.244,50,"LINESTRING (-120.3353894 50.6779944, -120.3354733 50.6779709, -120.335532 50.6779529, -120.3356392 50.6779207, -120.33613 50.6777557, -120.3366136 50.6776079, -120.3367268 50.6775735)",,
26558488,False,2,2nd Avenue,residential,True,95.443,,"LINESTRING (-120.3366729 50.6740979, -120.3366724 50.674257, -120.3366717 50.6745095, -120.3366629 50.6749562)",,
27537356,False,2,St Paul Street,residential,False,159.985,50,"LINESTRING (-120.3366729 50.6740979, -120.336521 50.6740723, -120.336342 50.6740708, -120.3360765 50.6740657, -120.3359088 50.674064, -120.3357519 50.6740632, -120.3351887 50.674064, -120.3351364 50.6740623, -120.3344081 50.6740648)",,
27537356,False,2,St Paul Street,residential,True,164.61999999999998,50,"LINESTRING (-120.3366729 50.6740979, -120.338807 50.674468, -120.3389262 50.6744886)",,
27537171,False,2,Battle Street,residential,False,157.961,,"LINESTRING (-120.3366591 50.6731909, -120.3365134 50.6731894, -120.3362223 50.6731891, -120.3359258 50.6731886, -120.334865 50.6731881, -120.3344176 50.673185)",,
27537171,False,2,Battle Street,residential,True,167.187,,"LINESTRING (-120.3366591 50.6731909, -120.336808 50.6732, -120.3389395 50.6735998)",,
88981925,False,,2nd Avenue,residential,False,98.43299999999999,,"LINESTRING (-120.3366591 50.6731909, -120.3366652 50.6727389, -120.3366701 50.6723057)",,
27537237,False,2,Nicola Street,residential,True,158.13,,"LINESTRING (-120.3344263 50.6722911, -120.3366701 50.6723057)",,
26579971,True,,3rd Avenue,tertiary,False,99.403,,"LINESTRING (-120.3344263 50.6722911, -120.334416 50.6727331, -120.3344176 50.673185)",,
27537171,False,2,Battle Street,residential,True,157.961,,"LINESTRING (-120.3344176 50.673185, -120.334865 50.6731881, -120.3359258 50.6731886, -120.3362223 50.6731891, -120.3365134 50.6731894, -120.3366591 50.6731909)",,
144281406,True,2,3rd Avenue,tertiary,False,97.832,,"LINESTRING (-120.3344176 50.673185, -120.3344164 50.6732398, -120.3344124 50.6736362, -120.3344081 50.6740648)",,
27537356,False,2,St Paul Street,residential,True,159.985,50,"LINESTRING (-120.3344081 50.6740648, -120.3351364 50.6740623, -120.3351887 50.674064, -120.3357519 50.6740632, -120.3359088 50.674064, -120.3360765 50.6740657, -120.336342 50.6740708, -120.336521 50.6740723, -120.3366729 50.6740979)",,
144281406,True,2,3rd Avenue,tertiary,False,97.72999999999999,,"LINESTRING (-120.3344081 50.6740648, -120.3344101 50.6745083, -120.3344066 50.6749437)",,
26558485,True,3,1st Avenue,tertiary,False,97.819,,"LINESTRING (-120.3389395 50.6735998, -120.3389416 50.673151, -120.3389413 50.6727201)",,
27537171,False,2,Battle Street,residential,False,167.187,,"LINESTRING (-120.3389395 50.6735998, -120.336808 50.6732, -120.3366591 50.6731909)",,
144281415,False,2,Battle Street West,residential,True,220.819,,"LINESTRING (-120.3389395 50.6735998, -120.3403035 50.673856, -120.3412544 50.6740494, -120.341625 50.6740935, -120.3419489 50.6741482)",,
27539322,False,2,Clarke Street,residential,True,220.44,,"LINESTRING (-120.3389555 50.6719796, -120.3419482 50.6725566)",,
441248192,True,3,1st Avenue,tertiary,False,58.802,,"LINESTRING (-120.3389555 50.6719796, -120.3389499 50.6715314, -120.338949 50.671505, -120.338949 50.6714508)",,
26558485,True,3,1st Avenue,tertiary,False,82.34700000000001,,"LINESTRING (-120.3389413 50.6727201, -120.3389481 50.6722612, -120.3389555 50.6719796)",,
27537237,False,2,Nicola Street,residential,False,166.649,,"LINESTRING (-120.3389413 50.6727201, -120.3368142 50.6723193, -120.3366701 50.6723057)",,
27538970,False,2,Nicola Street West,residential,True,221.247,,"LINESTRING (-120.3389413 50.6727201, -120.3392904 50.6727827, -120.3402107 50.6729567, -120.3407718 50.6730628, -120.341048 50.673115, -120.3419513 50.6732858)",,
42100793,False,2,Loma Bella Street,residential,True,7.139,,"LINESTRING (-120.3385507 50.6714514, -120.3385493 50.6713872)",,
"[1000345515, 999300647]",True,2,Columbia Street,secondary,False,28.072000000000003,60,"LINESTRING (-120.3385507 50.6714514, -120.3388085 50.6714497, -120.3388457 50.6714504, -120.338949 50.6714508)",,
42100556,False,2,Sahali Terrace,residential,True,11.984,,"LINESTRING (-120.3445325 50.6723998, -120.344635 50.6723138)",,
26579974,True,2,Columbia Street West,secondary,False,75.08,60,"LINESTRING (-120.3445325 50.6723998, -120.3448374 50.6725302, -120.345018 50.6726073, -120.3454037 50.6727882)",,
27538327,False,2,Bluff Place,residential,True,56.553,,"LINESTRING (-120.3454037 50.6727882, -120.3453709 50.6728348, -120.3452898 50.6729517, -120.3451981 50.6732764)",,
42101025,False,2,Bluff Place,residential,True,10.516,,"LINESTRING (-120.3454037 50.6727882, -120.3454196 50.6727651, -120.3454644 50.6727018)",,
"[441243930, 1000345516]",True,2,Columbia Street,secondary,False,28.178,60,"LINESTRING (-120.3389491 50.671391, -120.3388479 50.67139, -120.338808 50.6713896, -120.3385493 50.6713872)",,
42101025,False,2,Bluff Place,residential,False,10.516,,"LINESTRING (-120.3454644 50.6727018, -120.3454196 50.6727651, -120.3454037 50.6727882)",,
999300641,True,2,Columbia Street West,secondary,False,56.154,60,"LINESTRING (-120.3454644 50.6727018, -120.344932 50.6724471, -120.3448287 50.6723973)",,
26558492,True,2,Seymour Street West,secondary,False,156.436,,"LINESTRING (-120.3444565 50.6774667, -120.3442847 50.677389, -120.3439981 50.6773157, -120.3437624 50.677224, -120.3436023 50.6771512, -120.3434509 50.6770529, -120.3433534 50.6769806, -120.3432703 50.676911, -120.3431715 50.6768115, -120.3430795 50.6767206, -120.3428464 50.6765419)",,
611021576,True,3,Seymour Street West,secondary,False,88.264,,"LINESTRING (-120.3428464 50.6765419, -120.3427183 50.6764461, -120.3426048 50.6763675, -120.3423923 50.6762412, -120.34215 50.6761131, -120.34191 50.6760224)",,
92834169,True,1,,secondary_link,False,118.21,,"LINESTRING (-120.3421639 50.6769661, -120.3425494 50.6770304, -120.3427793 50.6770477, -120.3428573 50.6770491, -120.3429008 50.677047, -120.3429618 50.6770267, -120.3430264 50.676988, -120.3430659 50.6769379, -120.3430795 50.6768764, -120.3430685 50.6768194, -120.3430155 50.6767499, -120.3428464 50.6765419)",,
"[144287072, 998750108]",True,2,Victoria Street West,secondary,False,171.20600000000002,,"LINESTRING (-120.3421639 50.6769661, -120.3425487 50.6770627, -120.3427959 50.6771193, -120.3434898 50.6772721, -120.3436642 50.6773146, -120.3440678 50.6774067, -120.3442475 50.677449, -120.3444565 50.6774667)",,
173122693,True,1,,tertiary,False,5.752000000000001,,"LINESTRING (-120.3345137 50.6782029, -120.3345425 50.6781845, -120.3345643 50.6781627)",roundabout,
173122692,True,1,Riverside Park,unclassified,False,23.653,,"LINESTRING (-120.3344577 50.6784117, -120.3344651 50.6783385, -120.3344732 50.6783021, -120.334475 50.6782915, -120.3344813 50.6782763, -120.3344837 50.6782693, -120.3345137 50.6782029)",,3
181006492,False,2,Riverside Park,unclassified,False,80.329,,"LINESTRING (-120.3344577 50.6784117, -120.3344727 50.6784758, -120.3344869 50.6785181, -120.334499 50.6785436, -120.3345076 50.6785659, -120.334564 50.6786735, -120.3345738 50.678689, -120.3346161 50.6787822, -120.3346531 50.6788635, -120.3346636 50.6789005, -120.334676 50.6789575, -120.3346807 50.6789995, -120.3346818 50.6790189, -120.3346857 50.679089, -120.3346864 50.6791153)",,7
27537805,False,2,Lee Road,residential,True,44.659,,"LINESTRING (-120.3419395 50.6742565, -120.3419607 50.6746579)",,
"[997802736, 391785377]",False,3,1st Avenue,tertiary,False,84.89599999999999,,"LINESTRING (-120.3389749 50.6761464, -120.3389436 50.6759745, -120.3389335 50.6758531, -120.3389226 50.6754778, -120.3389202 50.6753843)",,
391785378,True,1,1st Avenue,tertiary,False,21.8,,"LINESTRING (-120.3389749 50.6761464, -120.3389354 50.676244, -120.3389581 50.6763382)",,
173122690,True,1,Lorne Street,tertiary,False,90.464,,"LINESTRING (-120.3329762 50.6780902, -120.3339934 50.678135, -120.334088 50.6781463, -120.334167 50.6781613, -120.3342465 50.6781812)",,
173122693,True,1,,tertiary,False,20.996,,"LINESTRING (-120.3345643 50.6781627, -120.3345804 50.6781312, -120.3345821 50.6780982, -120.3345693 50.6780661, -120.334543 50.6780376, -120.3345114 50.6780176, -120.3344732 50.678003)",roundabout,
"[173122689, 898211079]",True,1,Lorne Street,tertiary,False,61.20400000000001,,"LINESTRING (-120.3345643 50.6781627, -120.3346467 50.6781368, -120.3346987 50.6781232, -120.334711 50.6781208, -120.3347536 50.6781125, -120.3347954 50.6781061, -120.3348412 50.6780994, -120.3349341 50.6780857, -120.3353894 50.6779944)",,
"[124962656, 173122719]",True,,3rd Avenue,tertiary,False,146.873,,"LINESTRING (-120.3344732 50.678003, -120.3344643 50.6779696, -120.334462 50.677944, -120.3344619 50.6774992, -120.3344617 50.6773919, -120.3344618 50.6772781, -120.3344618 50.6772397, -120.3344621 50.6771356, -120.3344628 50.6770103, -120.3344616 50.6767578, -120.3343992 50.6766939)",,
173122693,True,1,,tertiary,False,11.503,,"LINESTRING (-120.3344732 50.678003, -120.3344208 50.6779936, -120.3343664 50.6779941, -120.3343146 50.6780046)",roundabout,
173122693,True,1,,tertiary,False,5.8580000000000005,,"LINESTRING (-120.3343146 50.6780046, -120.3342795 50.6780187, -120.3342502 50.6780374)",roundabout,
173122688,True,1,Lorne Street,tertiary,False,90.02799999999999,,"LINESTRING (-120.3342502 50.6780374, -120.3341687 50.678048, -120.3340895 50.6780537, -120.3329762 50.6780902)",,
173122693,True,1,,tertiary,False,17.146,,"LINESTRING (-120.3342502 50.6780374, -120.3342252 50.6780639, -120.3342118 50.6780935, -120.334211 50.6781243, -120.3342228 50.6781543, -120.3342465 50.6781812)",roundabout,
