osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,width,access
"[134811809, 111771059]","['2', '4']",138,Rue Sherbrooke Ouest,primary,False,True,169.496,50,"LINESTRING (-73.5734869 45.5049654, -73.5735124 45.5049396, -73.5735397 45.504912, -73.5735586 45.5048957, -73.5740776 45.5043638, -73.5745146 45.5039158, -73.5745813 45.5038474, -73.5746588 45.5037719, -73.5747217 45.5037107)",,
465413249,2,138,Rue Sherbrooke Ouest,primary,False,False,77.828,50,"LINESTRING (-73.5734869 45.5049654, -73.573431 45.5050203, -73.573411 45.5050409, -73.5732105 45.5052504, -73.5731138 45.505361, -73.5730203 45.5054758, -73.5729673 45.5055615)",,
465413236,2,138,Rue Sherbrooke Ouest,primary,False,True,14.6,50,"LINESTRING (-73.5725463 45.5062475, -73.572618 45.5061262)",,
13501273,,,Rue Aylmer,residential,True,False,264.089,30,"LINESTRING (-73.5725463 45.5062475, -73.5726766 45.5062983, -73.5736033 45.5067265, -73.5740038 45.5069249, -73.5749642 45.5073978, -73.5752811 45.5075536, -73.5753464 45.5075841)",8.7,
465585477,2,138,Rue Sherbrooke Ouest,primary,False,False,48.75,50,"LINESTRING (-73.5725463 45.5062475, -73.5725106 45.506305, -73.5724955 45.5063292, -73.572302 45.5066511)",,
356391517,2,,Rue De Bleury,tertiary,True,False,203.323,40,"LINESTRING (-73.5669427 45.5063013, -73.5668551 45.5062638, -73.5664454 45.5060751, -73.5649066 45.505339, -73.564875 45.5053249, -73.5647809 45.5052778)",,
329384213,2,,Rue Sainte-Catherine Ouest,tertiary,True,False,64.701,40,"LINESTRING (-73.5687475 45.5042528, -73.5683029 45.5047442)",,
19891896,,,Rue Aylmer,residential,True,False,118.64200000000001,,"LINESTRING (-73.5687475 45.5042528, -73.5687908 45.5042865, -73.5688432 45.5043274, -73.5692208 45.5045091, -73.5695252 45.5046556, -73.5697108 45.5047449, -73.5699802 45.5048746)",,
"[1249038969, 329384215]",2,,Boulevard Robert-Bourassa,secondary,True,False,170.949,50,"LINESTRING (-73.5697977 45.5031755, -73.5701678 45.5033537, -73.5707361 45.5036261, -73.5709833 45.5037446, -73.5714671 45.5039766, -73.5715096 45.503997, -73.5715618 45.504022, -73.5716077 45.504044)",,
329384216,2,,Rue Sainte-Catherine Ouest,tertiary,True,False,80.608,40,"LINESTRING (-73.5697977 45.5031755, -73.5697437 45.5032252, -73.569526 45.5034452, -73.5692942 45.5036845, -73.5692655 45.5037141, -73.5692099 45.5037719)",,
465416565,,,Avenue McGill College,residential,True,False,78.193,30,"LINESTRING (-73.5710887 45.5018711, -73.5703636 45.5015341, -73.5703346 45.5015213, -73.5702537 45.5014813)",,
"[300414148, 465418900]",2,,Rue Sainte-Catherine Ouest,tertiary,True,False,176.531,40,"LINESTRING (-73.5710887 45.5018711, -73.5710061 45.5019535, -73.5709372 45.5020292, -73.5709221 45.5020444, -73.5706898 45.5022792, -73.5705961 45.5023739, -73.5698871 45.5030858, -73.5697977 45.5031755)",,
19896824,,,Rue Saint-Alexandre,residential,True,False,206.066,30,"LINESTRING (-73.567736 45.5053818, -73.5676671 45.5053489, -73.5671808 45.5051071, -73.5661514 45.5046048, -73.5656745 45.5043721, -73.5656482 45.5043587, -73.56557 45.5043189)",,
1059975990,2,,Rue Sainte-Catherine Ouest,tertiary,True,False,119.485,40,"LINESTRING (-73.567736 45.5053818, -73.5676968 45.5054255, -73.5672884 45.5059058, -73.5670232 45.5062073, -73.5669976 45.5062364, -73.5669427 45.5063013)",,
329384209,2,,Rue De Bleury,tertiary,True,False,72.182,40,"LINESTRING (-73.5688745 45.5072226, -73.5688097 45.5071904, -73.5687609 45.5071662, -73.5681107 45.5068554)",,
884573684,2,,Boulevard De Maisonneuve Ouest,tertiary,True,False,201.926,30,"LINESTRING (-73.5688745 45.5072226, -73.5689235 45.5071592, -73.5694776 45.5065618, -73.5698086 45.5062097, -73.5702179 45.5057969, -73.5702408 45.5057738, -73.5702907 45.5057031)",,
41258633,2,,Rue De Bleury,tertiary,True,False,30.212,40,"LINESTRING (-73.564601 45.5051914, -73.5645044 45.5051437, -73.5642832 45.5050358)",,
456314148,3,,Boulevard René-Lévesque Ouest,secondary,True,False,65.35900000000001,50,"LINESTRING (-73.564601 45.5051914, -73.5645603 45.5052448, -73.5642057 45.5057098)",,
329384201,2,,Avenue du Président-Kennedy,tertiary,False,False,79.994,40,"LINESTRING (-73.5724798 45.5044716, -73.5725082 45.5044424, -73.5725223 45.5044285, -73.572549 45.504401, -73.5729081 45.5040307, -73.5730576 45.503877)",,
329384202,2,,Boulevard Robert-Bourassa,secondary,True,False,95.786,,"LINESTRING (-73.5724798 45.5044716, -73.5725393 45.5045008, -73.5730009 45.5047271, -73.5733527 45.5048996, -73.5733748 45.5049105, -73.5734869 45.5049654)",,
329384203,2,,Avenue du Président-Kennedy,tertiary,False,True,78.79499999999999,40,"LINESTRING (-73.5724798 45.5044716, -73.5724307 45.5045216, -73.5724098 45.504543, -73.5722052 45.5047522, -73.5719857 45.5049748, -73.5719696 45.5049911, -73.5719063 45.5050552)",,
465649271,2,,Rue Mansfield,residential,True,False,12.413,30,"LINESTRING (-73.5689702 45.5000715, -73.5691007 45.5001355)",,
"[455083969, 455083967]",3,,Boulevard René-Lévesque Ouest,secondary,True,False,229.49,50,"LINESTRING (-73.5689702 45.5000715, -73.5688995 45.5001437, -73.5685335 45.5005358, -73.5681519 45.5009827, -73.568105 45.5010334, -73.5674595 45.5017119, -73.5674387 45.5017318, -73.5673717 45.5018042)",,
453959372,3,,Boulevard René-Lévesque Ouest,secondary,True,False,17.729,50,"LINESTRING (-73.5673717 45.5018042, -73.5672404 45.5019344)",,
"[455083985, 1164019231]",4,,Boulevard Robert-Bourassa,secondary,True,False,115.15799999999999,50,"LINESTRING (-73.5673717 45.5018042, -73.5672771 45.5017325, -73.5664813 45.5012851, -73.5663451 45.5012162, -73.5663025 45.5011946, -73.5662234 45.5011546)",,
1080289799,4,,Boulevard Robert-Bourassa,secondary,True,False,12.963,40,"LINESTRING (-73.5672404 45.5019344, -73.567378 45.5019999)",,
453981160,3,,Boulevard René-Lévesque Ouest,secondary,True,False,72.234,50,"LINESTRING (-73.5672404 45.5019344, -73.5671787 45.5019988, -73.566794 45.5024147, -73.5667766 45.5024334, -73.5667304 45.5024767)",,
112834519,,,Rue Saint-Alexandre,residential,False,True,18.578,30,"LINESTRING (-73.5653736 45.5042242, -73.56557 45.5043189)",,
455083977,3,,Boulevard René-Lévesque Ouest,secondary,True,False,123.258,50,"LINESTRING (-73.5653736 45.5042242, -73.5653383 45.5042685, -73.5646773 45.505101, -73.5646582 45.5051236, -73.564601 45.5051914)",,
456314149,2,,Rue Jeanne-Mance,tertiary,True,False,15.107,30,"LINESTRING (-73.5638904 45.5061234, -73.5640661 45.5061808)",,
19892255,1,,Rue Stanley,residential,True,False,122.268,30,"LINESTRING (-73.5735995 45.4993253, -73.573521 45.4992878, -73.5731218 45.499095, -73.5726278 45.4988619, -73.5723014 45.4987079)",,
19895490,1,,Rue Mansfield,residential,True,False,86.434,40,"LINESTRING (-73.5716145 45.5013467, -73.5716836 45.5013804, -73.5725261 45.5017894)",,
1196171022,1,,Rue Sainte-Catherine Ouest,tertiary,True,False,71.27000000000001,40,"LINESTRING (-73.5716145 45.5013467, -73.5715604 45.5014006, -73.5711582 45.5018018, -73.5710887 45.5018711)",,
465424170,2,,Rue De Bleury,tertiary,True,False,16.996,40,"LINESTRING (-73.5647809 45.5052778, -73.564601 45.5051914)",,
455083974,3,,Boulevard René-Lévesque Ouest,secondary,True,False,123.092,50,"LINESTRING (-73.5647809 45.5052778, -73.564833 45.5052141, -73.5655126 45.5043839, -73.565532 45.5043619, -73.56557 45.5043189)",,
"[456314146, 456314147]",3,,Boulevard René-Lévesque Ouest,secondary,True,False,114.827,50,"LINESTRING (-73.5640661 45.5061808, -73.5641095 45.5061264, -73.5643657 45.5058051, -73.5647231 45.5053542, -73.5647413 45.5053302, -73.5647809 45.5052778)",,
112834519,,,Rue Saint-Alexandre,residential,False,False,18.578,30,"LINESTRING (-73.56557 45.5043189, -73.5653736 45.5042242)",,
"[455083978, 546096658]",3,,Boulevard René-Lévesque Ouest,secondary,True,False,156.199,50,"LINESTRING (-73.56557 45.5043189, -73.5656046 45.5042741, -73.5663601 45.5032964, -73.5664173 45.5031993, -73.5664351 45.503169, -73.5664932 45.5030732)",,
453981163,,,Côte du Beaver Hall,tertiary,False,False,12.628,40,"LINESTRING (-73.5664932 45.5030732, -73.5663404 45.5030354)",,
24221232,,,Place du Frère-André,residential,True,False,37.609,30,"LINESTRING (-73.5664932 45.5030732, -73.566581 45.5031513, -73.5667639 45.5032134, -73.5668994 45.5032297)",,
453981161,3,,Boulevard René-Lévesque Ouest,secondary,True,False,61.498,50,"LINESTRING (-73.5664932 45.5030732, -73.5665767 45.5029481, -73.566785 45.5026575, -73.5668025 45.502633, -73.5668462 45.5025787)",,
453963143,3,,Boulevard René-Lévesque Ouest,secondary,True,False,13.392,50,"LINESTRING (-73.567378 45.5019999, -73.5674744 45.5019002)",,
"[575535139, 300627772]","['2', '4']",,Boulevard Robert-Bourassa,secondary,True,False,152.37099999999998,40,"LINESTRING (-73.567378 45.5019999, -73.5674461 45.5020325, -73.568817 45.5027096, -73.5688833 45.5027375, -73.5689078 45.5027478, -73.5689852 45.5027795)",,
422636128,1,,Rue Mansfield,residential,True,False,159.647,40,"LINESTRING (-73.5691007 45.5001355, -73.5691797 45.5001781, -73.5691964 45.5001865, -73.5694502 45.5003119, -73.5707817 45.5009558)",,
"[1221894811, 455083972]",3,,Boulevard René-Lévesque Ouest,secondary,True,False,90.19900000000001,50,"LINESTRING (-73.5691007 45.5001355, -73.5691603 45.5000727, -73.5694226 45.4997909, -73.5696326 45.4995652, -73.5696544 45.4995425, -73.5697343 45.4994567)",,
184205746,2,138,Rue Sherbrooke Ouest,primary,False,True,41.402,50,"LINESTRING (-73.5720917 45.506993, -73.5721192 45.5069452, -73.5721295 45.5069287, -73.5722414 45.5067487, -73.572302 45.5066511)",,
19892255,1,,Rue Stanley,residential,True,False,176.59900000000002,30,"LINESTRING (-73.5754604 45.5002308, -73.5753957 45.5001936, -73.5753588 45.5001768, -73.5747797 45.4998934, -73.5746874 45.4998511, -73.5744171 45.499727, -73.5741872 45.4996165, -73.5741063 45.4995776, -73.5737101 45.4993822, -73.5736709 45.4993629, -73.5735995 45.4993253)",,
465416573,2,,Boulevard De Maisonneuve Ouest,tertiary,True,False,93.708,30,"LINESTRING (-73.5754604 45.5002308, -73.5755011 45.5001839, -73.5760847 45.4996187, -73.5761094 45.4995948, -73.5761575 45.4995444)",,designated
465416574,2,,Boulevard De Maisonneuve Ouest,tertiary,True,False,93.86500000000001,30,"LINESTRING (-73.5746996 45.500885, -73.5747668 45.5008332, -73.5750962 45.5005448, -73.5753859 45.500298, -73.5754113 45.5002764, -73.5754604 45.5002308)",,designated
329384211,2,,Boulevard De Maisonneuve Ouest,tertiary,True,False,80.06899999999999,30,"LINESTRING (-73.5710609 45.5046534, -73.5711146 45.504584, -73.5713349 45.5043428, -73.5715289 45.5041295, -73.5715471 45.5041095, -73.5716077 45.504044)",,
329384212,1,,Avenue Union,residential,True,False,174.41,,"LINESTRING (-73.5710609 45.5046534, -73.571005 45.5046247, -73.5709601 45.5046049, -73.5704064 45.5043399, -73.5702756 45.5042771, -73.5699066 45.5041001, -73.5696184 45.5039618, -73.569343 45.5038336, -73.5692873 45.5038076, -73.5692099 45.5037719)",,
19891896,,,Rue Aylmer,residential,True,False,70.606,,"LINESTRING (-73.5706624 45.5052021, -73.5707497 45.5052432, -73.5712992 45.5055032, -73.5713196 45.5055128, -73.5713497 45.5055271, -73.5714134 45.5055573)",,
465416569,2,,Boulevard De Maisonneuve Ouest,tertiary,True,False,68.489,30,"LINESTRING (-73.5706624 45.5052021, -73.570694 45.5051554, -73.5709965 45.5047529, -73.5710177 45.5047246, -73.5710609 45.5046534)",,
233054870,4,,Boulevard Robert-Bourassa,secondary,True,False,13.342,40,"LINESTRING (-73.5674744 45.5019002, -73.5673717 45.5018042)",,
"[385879098, 455083971]",3,,Boulevard René-Lévesque Ouest,secondary,True,False,233.739,50,"LINESTRING (-73.5674744 45.5019002, -73.5675253 45.501822, -73.5676386 45.5017015, -73.5681573 45.5011613, -73.5682243 45.5010908, -73.5683717 45.5009348, -73.5685715 45.5007193, -73.5686704 45.5006002, -73.5690182 45.5002223, -73.5690347 45.5002066, -73.5691007 45.5001355)",,
112863359,2,,Rue Belmont,unclassified,True,False,26.135,30,"LINESTRING (-73.5662234 45.5011546, -73.5660151 45.5013388)",,
455083986,4,,Boulevard Robert-Bourassa,secondary,True,False,86.08699999999999,50,"LINESTRING (-73.5662234 45.5011546, -73.5661344 45.5011067, -73.5654703 45.5007788, -73.5654235 45.5007567, -73.5653206 45.5007087)",,
455083988,2,,Rue de La Gauchetière Ouest,tertiary,False,False,22.279,40,"LINESTRING (-73.5653206 45.5007087, -73.565198 45.5008897)",,
"[687970467, 1167423316, 36606095]",2,,Rue de La Gauchetière Ouest,"['residential', 'tertiary']",False,True,219.89799999999997,40,"LINESTRING (-73.5653206 45.5007087, -73.5653683 45.5006385, -73.5653832 45.5006197, -73.565607 45.5003377, -73.5657839 45.5001157, -73.5662163 45.4995564, -73.5663418 45.499394, -73.5663711 45.4993561, -73.5665455 45.499143, -73.5666017 45.4990749, -73.5666304 45.4990401, -73.5666651 45.4989714)",,
456318008,4,,Boulevard Robert-Bourassa,secondary,True,False,77.805,50,"LINESTRING (-73.5653206 45.5007087, -73.5652136 45.5006594, -73.5651549 45.5006325, -73.5648427 45.5004629, -73.5646627 45.5003586, -73.5646205 45.5003342, -73.5645302 45.5002822)",,
455083988,2,,Rue de La Gauchetière Ouest,tertiary,False,True,22.279,40,"LINESTRING (-73.565198 45.5008897, -73.5653206 45.5007087)",,
479572754,4,,Boulevard Robert-Bourassa,secondary,True,False,80.96700000000001,50,"LINESTRING (-73.565198 45.5008897, -73.5652868 45.5009447, -73.5659079 45.5012869, -73.5659302 45.5012992, -73.5660151 45.5013388)",,
112863359,2,,Rue Belmont,unclassified,True,False,70.514,30,"LINESTRING (-73.5660151 45.5013388, -73.5659476 45.5014003, -73.5659378 45.5014097, -73.5655021 45.501861)",,
479572754,4,,Boulevard Robert-Bourassa,secondary,True,False,116.23400000000001,50,"LINESTRING (-73.5660151 45.5013388, -73.5660912 45.5013774, -73.5671053 45.5018757, -73.5671369 45.5018881, -73.5672404 45.5019344)",,
19895959,,,Rue Metcalfe,residential,True,False,179.24200000000002,30,"LINESTRING (-73.5759217 45.5024976, -73.5758106 45.5024571, -73.5747451 45.5019473, -73.5746713 45.5019115, -73.5745691 45.5018625, -73.5741379 45.501653, -73.5741109 45.5016399, -73.5740146 45.5015978)",,
"[465413240, 465413237]",4,138,Rue Sherbrooke Ouest,primary,False,False,86.16000000000001,50,"LINESTRING (-73.5759217 45.5024976, -73.5758539 45.5025678, -73.575834 45.5025883, -73.5757611 45.5026637, -73.5753585 45.503067, -73.575346 45.5030795, -73.5752885 45.5031327)",,
34287120,1,,Rue Milton,residential,True,False,66.1,30,"LINESTRING (-73.5753464 45.5075841, -73.5753855 45.5075337, -73.5756051 45.5073149, -73.5758189 45.5070908)",,
19891259,1,,Avenue Union,residential,True,False,100.035,30,"LINESTRING (-73.5729673 45.5055615, -73.5728528 45.5055044, -73.5724213 45.5053008, -73.5721046 45.5051513, -73.5720267 45.5051136, -73.5719941 45.5050978, -73.5719063 45.5050552)",,
465413246,2,138,Rue Sherbrooke Ouest,primary,False,False,68.443,50,"LINESTRING (-73.5729673 45.5055615, -73.5727468 45.5059141, -73.5726531 45.5060713, -73.5726433 45.5060854, -73.572618 45.5061262)",,
465413249,2,138,Rue Sherbrooke Ouest,primary,False,True,77.828,50,"LINESTRING (-73.5729673 45.5055615, -73.5730203 45.5054758, -73.5731138 45.505361, -73.5732105 45.5052504, -73.573411 45.5050409, -73.573431 45.5050203, -73.5734869 45.5049654)",,
329384203,2,,Avenue du Président-Kennedy,tertiary,False,False,78.795,40,"LINESTRING (-73.5719063 45.5050552, -73.5719696 45.5049911, -73.5719857 45.5049748, -73.5722052 45.5047522, -73.5724098 45.504543, -73.5724307 45.5045216, -73.5724798 45.5044716)",,
329384204,1,,Avenue Union,residential,True,False,79.615,,"LINESTRING (-73.5719063 45.5050552, -73.571845 45.505026, -73.5718147 45.5050108, -73.5712589 45.5047434, -73.5711576 45.5046947, -73.5710609 45.5046534)",,
465414050,2,,Avenue du Président-Kennedy,tertiary,False,True,67.77,40,"LINESTRING (-73.5719063 45.5050552, -73.5718408 45.5051219, -73.5718185 45.5051446, -73.5714657 45.5055041, -73.5714512 45.5055188, -73.5714134 45.5055573)",,
455083964,1,,Avenue Union,residential,True,False,14.494,,"LINESTRING (-73.5668462 45.5025787, -73.5667304 45.5024767)",,
