osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,maxspeed,access
26129972,False,115,Calle Central,secondary,True,101.144,,"LINESTRING (-84.0965159 9.9950622, -84.0964163 9.9959665)",,
24618926,False,115,Avenida 4,secondary,True,93.686,2,"LINESTRING (-84.0965159 9.9950622, -84.0966642 9.99505, -84.0968788 9.9950317, -84.0971153 9.9950018, -84.0973642 9.9949579)",,
26129969,False,,Avenida 4 Quintana Norte,residential,False,42.337,2,"LINESTRING (-84.0965159 9.9950622, -84.0963043 9.995045, -84.0961303 9.9950351)",,
24618887,False,,Calle Central,residential,False,96.113,,"LINESTRING (-84.0961303 9.9950351, -84.0959108 9.9941982)",,
26129969,False,,Avenida 4 Quintana Norte,residential,False,84.35,2,"LINESTRING (-84.0961303 9.9950351, -84.0959089 9.9950401, -84.0957214 9.9950584, -84.095527 9.9951, -84.09537 9.9951371)",,
26129969,False,,Avenida 4 Quintana Norte,residential,True,42.337,2,"LINESTRING (-84.0961303 9.9950351, -84.0963043 9.995045, -84.0965159 9.9950622)",,
24618887,False,,Calle Central,residential,True,96.113,,"LINESTRING (-84.0959108 9.9941982, -84.0961303 9.9950351)",,
915517859,False,,Avenida 6 Quintana Sur,residential,True,231.397,2,"LINESTRING (-84.0959108 9.9941982, -84.0961201 9.9941664, -84.0963989 9.9941082, -84.0965717 9.9940693, -84.0967707 9.9940499, -84.0973299 9.9940266, -84.098009 9.994008)",,
24618936,False,,Calle 1,residential,True,102.88,2,"LINESTRING (-84.09537 9.9951371, -84.0956228 9.9960282)",,
26129969,False,,Avenida 4 Quintana Norte,residential,True,84.35000000000001,2,"LINESTRING (-84.09537 9.9951371, -84.095527 9.9951, -84.0957214 9.9950584, -84.0959089 9.9950401, -84.0961303 9.9950351)",,
24618936,False,,Calle 1,residential,False,102.88,2,"LINESTRING (-84.0956228 9.9960282, -84.09537 9.9951371)",,
658863932,False,,Avenida 2,residential,True,88.572,,"LINESTRING (-84.0956228 9.9960282, -84.0957704 9.9960443, -84.0960123 9.9960642, -84.096203 9.9960364, -84.0964163 9.9959665)",,
26129972,False,115,Calle Central,secondary,False,101.144,,"LINESTRING (-84.0964163 9.9959665, -84.0965159 9.9950622)",,
658863932,False,,Avenida 2,residential,False,88.572,,"LINESTRING (-84.0964163 9.9959665, -84.096203 9.9960364, -84.0960123 9.9960642, -84.0957704 9.9960443, -84.0956228 9.9960282)",,
658863932,False,,Avenida 2,residential,True,93.176,,"LINESTRING (-84.0964163 9.9959665, -84.0964971 9.995936, -84.0972591 9.9959948)",,
24619010,False,115,Calle 4,secondary,True,76.498,2,"LINESTRING (-84.098009 9.994008, -84.0979939 9.9946958)",,
24619010,False,115,Calle 4,secondary,False,242.98300000000003,2,"LINESTRING (-84.098009 9.994008, -84.0980331 9.9929196, -84.0980457 9.9925425, -84.098055 9.9922752, -84.0980596 9.9921815, -84.0980901 9.9918248)",,
