osmid,highway,oneway,reversed,length,bridge,geometry,lanes,ref,name,maxspeed,width
"[682676202, 682676196, 682676198]",unclassified,False,False,468.415,yes,"LINESTRING (63.1357737 34.9865568, 63.1361076 34.986521, 63.1367725 34.9864187, 63.1369494 34.9869209, 63.1372404 34.9869615, 63.137451 34.9870072, 63.1380054 34.9870424, 63.1380765 34.9871543, 63.1380579 34.9873928, 63.1381322 34.9876109, 63.1383076 34.9878977, 63.1378927 34.9880702, 63.1376456 34.988403, 63.1379199 34.9886028)",,,,,
779944034,tertiary,False,False,6.827,,"LINESTRING (63.1357737 34.9865568, 63.1357563 34.9865864, 63.1357284 34.9866035)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
28524255,tertiary,True,False,121.131,,"LINESTRING (63.1330529 34.9869243, 63.1332259 34.9880044)",,,,,
682676184,tertiary,True,False,8.366,,"LINESTRING (63.1330529 34.9869243, 63.1329617 34.9869331)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
682676181,tertiary,False,False,2.565,,"LINESTRING (63.1291691 34.9872551, 63.1291417 34.9872498)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339949100,tertiary,True,False,138.511,,"LINESTRING (63.1291691 34.9872551, 63.1293662 34.9872166, 63.1306751 34.9870913)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339949100,tertiary,True,False,110.42,,"LINESTRING (63.1317411 34.98698, 63.1329435 34.9868548)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339949431,residential,False,True,9.496,,"LINESTRING (63.1317411 34.98698, 63.1317612 34.9870638)",,,,,
339949431,residential,False,False,218.383,,"LINESTRING (63.1317411 34.98698, 63.1315817 34.9858388, 63.1314771 34.985028)",,,,,
339949100,tertiary,True,False,97.898,,"LINESTRING (63.1306751 34.9870913, 63.1317411 34.98698)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339949432,residential,False,True,10.408,,"LINESTRING (63.1306751 34.9870913, 63.1306909 34.987184)",,,,,
339949432,residential,False,False,218.762,,"LINESTRING (63.1306751 34.9870913, 63.1305383 34.9861992, 63.1303908 34.9851378)",,,,,
28524255,tertiary,True,False,8.937,,"LINESTRING (63.1330355 34.9868452, 63.1330529 34.9869243)",,,,,
339949100,tertiary,True,False,140.671,,"LINESTRING (63.1330355 34.9868452, 63.1345685 34.9866936)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339949431,residential,False,False,9.496,,"LINESTRING (63.1317612 34.9870638, 63.1317411 34.98698)",,,,,
682676184,tertiary,True,False,98.416,,"LINESTRING (63.1317612 34.9870638, 63.1306909 34.987184)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339948938,tertiary,False,False,139.999,,"LINESTRING (63.1288673 34.9853026, 63.1303908 34.9851378)",,,,,
339949827,residential,False,False,134.587,,"LINESTRING (63.1288673 34.9853026, 63.1287136 34.9840988)",,,,,
339949827,residential,False,True,101.674,,"LINESTRING (63.1288673 34.9853026, 63.1290135 34.9862091)",,,,,
339948938,tertiary,False,False,99.715,,"LINESTRING (63.1303908 34.9851378, 63.1314771 34.985028)",,,,,
339948938,tertiary,False,True,139.999,,"LINESTRING (63.1303908 34.9851378, 63.1288673 34.9853026)",,,,,
339949432,residential,False,False,133.122,,"LINESTRING (63.1303908 34.9851378, 63.1302191 34.9839489)",,,,,
339949432,residential,False,True,218.762,,"LINESTRING (63.1303908 34.9851378, 63.1305383 34.9861992, 63.1306751 34.9870913)",,,,,
339948938,tertiary,False,False,10.489,,"LINESTRING (63.132613 34.9849092, 63.132727 34.984896)",,,,,
339948938,tertiary,False,True,104.323,,"LINESTRING (63.132613 34.9849092, 63.1314771 34.985028)",,,,,
339949778,tertiary,True,False,87.23899999999999,,"LINESTRING (63.132613 34.9849092, 63.1325097 34.9843379, 63.1325258 34.9841313)",,,,,
28524255,tertiary,True,False,17.727,,"LINESTRING (63.132727 34.984896, 63.132752 34.9850541)",,,,,
339948938,tertiary,False,True,10.489,,"LINESTRING (63.132727 34.984896, 63.132613 34.9849092)",,,,,
28524255,tertiary,True,False,30.336,,"LINESTRING (63.1325258 34.9841313, 63.1326278 34.9843159, 63.1326397 34.9843854)",,,,,
339948938,tertiary,False,False,104.323,,"LINESTRING (63.1314771 34.985028, 63.132613 34.9849092)",,,,,
339948938,tertiary,False,True,99.715,,"LINESTRING (63.1314771 34.985028, 63.1303908 34.9851378)",,,,,
339949431,residential,False,True,218.383,,"LINESTRING (63.1314771 34.985028, 63.1315817 34.9858388, 63.1317411 34.98698)",,,,,
339949432,residential,False,False,10.408,,"LINESTRING (63.1306909 34.987184, 63.1306751 34.9870913)",,,,,
682676184,tertiary,True,False,141.012,,"LINESTRING (63.1306909 34.987184, 63.1304203 34.9872144, 63.1294037 34.9873243, 63.1291691 34.9872551)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339949432,residential,False,True,133.122,,"LINESTRING (63.1302191 34.9839489, 63.1303908 34.9851378)",,,,,
440788695,tertiary,False,True,138.165,,"LINESTRING (63.1302191 34.9839489, 63.1287136 34.9840988)",,,,,
28524255,tertiary,True,False,116.568,,"LINESTRING (63.133373 34.9890154, 63.1335187 34.9900569)",,,,,
339949943,residential,False,False,139.149,,"LINESTRING (63.133373 34.9890154, 63.1348875 34.9888527)",,,,,
339949943,residential,False,True,8.007,,"LINESTRING (63.133373 34.9890154, 63.1332858 34.9890244)",,,,,
339949943,residential,False,True,139.149,,"LINESTRING (63.1348875 34.9888527, 63.133373 34.9890154)",,,,,
339949944,unclassified,False,False,118.878,,"LINESTRING (63.1348875 34.9888527, 63.1350458 34.9899139)",,,,,
339949944,unclassified,False,True,110.889,,"LINESTRING (63.1348875 34.9888527, 63.1347212 34.9878648)",,,,,
339949944,unclassified,False,False,8.469,,"LINESTRING (63.1345685 34.9866936, 63.1345787 34.9867693)",,,,,
339949100,tertiary,True,False,106.306,,"LINESTRING (63.1345685 34.9866936, 63.1355252 34.986599, 63.1357284 34.9866035)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
"[339949944, 740798642]","['unclassified', 'residential']",False,True,118.13099999999999,,"LINESTRING (63.1345685 34.9866936, 63.1344879 34.9861431, 63.1345171 34.9860524, 63.1344909 34.9858741, 63.1344561 34.9856413)",,,,,
339949944,unclassified,False,False,122.504,,"LINESTRING (63.1345787 34.9867693, 63.1347212 34.9878648)",,,,,
339949944,unclassified,False,True,8.469,,"LINESTRING (63.1345787 34.9867693, 63.1345685 34.9866936)",,,,,
682676184,tertiary,True,False,140.065,,"LINESTRING (63.1345787 34.9867693, 63.1330529 34.9869243)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
339949944,unclassified,False,False,110.889,,"LINESTRING (63.1347212 34.9878648, 63.1348875 34.9888527)",,,,,
339949944,unclassified,False,True,122.504,,"LINESTRING (63.1347212 34.9878648, 63.1345787 34.9867693)",,,,,
339950027,residential,False,False,137.102,,"LINESTRING (63.1347212 34.9878648, 63.1332259 34.9880044)",,,,,
339949944,unclassified,False,False,111.468,,"LINESTRING (63.1350458 34.9899139, 63.1351779 34.9909105)",,,,,
339949944,unclassified,False,True,118.878,,"LINESTRING (63.1350458 34.9899139, 63.1348875 34.9888527)",,,,,
339950025,residential,False,False,140.02,,"LINESTRING (63.1350458 34.9899139, 63.1335187 34.9900569)",,,,,
339949100,tertiary,True,False,8.449,,"LINESTRING (63.1329435 34.9868548, 63.1330355 34.9868452)",2,Sarak Waleswaly Qadis,Shmal Darya (Shahr Qala-e-Naw) to Ab Bakhsh,60,
