osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,tunnel
30476125,tertiary,False,False,48.983999999999995,"LINESTRING (19.1214839 43.157047, 19.1214305 43.1570609, 19.1209021 43.1571646)",,,,
374663789,tertiary,False,False,236.659,"LINESTRING (19.1214839 43.157047, 19.121458 43.1570082, 19.1214353 43.1569686, 19.1214156 43.1569276, 19.1213976 43.1568848, 19.1212649 43.1565551, 19.1210647 43.1560195, 19.1210079 43.1558547, 19.1209398 43.1556505, 19.1208952 43.1555179, 19.1208326 43.1553314, 19.1208161 43.1552823, 19.1207501 43.1550677, 19.1207273 43.1549934)",2,Narodnih heroja,50,
30476135,unclassified,False,False,53.682,"LINESTRING (19.1207273 43.1549934, 19.1206955 43.1549992, 19.1206281 43.1550126, 19.1200881 43.1551184)",2,Njegoševa,50,
374528069,tertiary,False,False,137.749,"LINESTRING (19.1207273 43.1549934, 19.1208791 43.1549656, 19.1211318 43.1549194, 19.1212275 43.1549033, 19.1213039 43.1548908, 19.1213752 43.1548792, 19.1214516 43.1548676, 19.121507 43.1548596, 19.12156 43.1548524, 19.1216243 43.1548442, 19.1216931 43.154836, 19.1220744 43.1547971, 19.1222102 43.1547819, 19.1223938 43.1547614)",2,Vuka Karadžića,50,
374663789,tertiary,False,True,236.659,"LINESTRING (19.1207273 43.1549934, 19.1207501 43.1550677, 19.1208161 43.1552823, 19.1208326 43.1553314, 19.1208952 43.1555179, 19.1209398 43.1556505, 19.1210079 43.1558547, 19.1210647 43.1560195, 19.1212649 43.1565551, 19.1213976 43.1568848, 19.1214156 43.1569276, 19.1214353 43.1569686, 19.121458 43.1570082, 19.1214839 43.157047)",2,Narodnih heroja,50,
166091350,residential,False,False,46.181,"LINESTRING (19.1242442 43.1545486, 19.1242295 43.1544891, 19.1241838 43.1543411, 19.1240403 43.154167)",,Tripka Džakovića,,
374528069,tertiary,False,False,202.27200000000005,"LINESTRING (19.1242442 43.1545486, 19.1250139 43.1544693, 19.125104 43.1544594, 19.1251765 43.1544504, 19.1252531 43.1544387, 19.1253195 43.1544267, 19.1253834 43.1544134, 19.1254454 43.1543989, 19.1255086 43.1543829, 19.1255682 43.1543658, 19.1256388 43.1543433, 19.1257036 43.1543205, 19.1257737 43.1542934, 19.125841 43.1542647, 19.1258935 43.1542404, 19.1259537 43.1542104, 19.1260107 43.1541797, 19.1260684 43.1541461, 19.1261161 43.1541163, 19.1261647 43.1540838, 19.1262081 43.1540529, 19.1262552 43.1540171, 19.1262954 43.1539843, 19.1263339 43.1539511, 19.1264422 43.1538471)",2,Vuka Karadžića,50,
374528069,tertiary,False,True,151.957,"LINESTRING (19.1242442 43.1545486, 19.1240483 43.1545685, 19.1225728 43.1547392, 19.1225373 43.1547436, 19.1223938 43.1547614)",2,Vuka Karadžića,50,
30476125,tertiary,False,True,48.983999999999995,"LINESTRING (19.1209021 43.1571646, 19.1214305 43.1570609, 19.1214839 43.157047)",,,,
62944377,residential,False,False,125.007,"LINESTRING (19.1209021 43.1571646, 19.1208015 43.1569552, 19.1206688 43.1567508, 19.1204676 43.1565414, 19.1203549 43.1563604, 19.1202879 43.1561442)",,,,
30476135,unclassified,False,False,280.17,"LINESTRING (19.1200881 43.1551184, 19.1198644 43.155159, 19.1197005 43.1551848, 19.1195315 43.1551922, 19.1193625 43.1551861, 19.1191615 43.1551651, 19.1188919 43.1551137, 19.1185287 43.1549967, 19.1175529 43.1546733, 19.1170477 43.1545155, 19.1169378 43.1544921, 19.1168398 43.1544699)",2,Njegoševa,50,
30476135,unclassified,False,True,53.682,"LINESTRING (19.1200881 43.1551184, 19.1206281 43.1550126, 19.1206955 43.1549992, 19.1207273 43.1549934)",2,Njegoševa,50,
"[62944377, 1199259851, 1178114359]",residential,False,True,116.54299999999999,"LINESTRING (19.1200881 43.1551184, 19.1201024 43.1551551, 19.1201582 43.1553107, 19.1202313 43.1555431, 19.1202438 43.1555978, 19.1202478 43.1556443, 19.1202436 43.1557084, 19.120215 43.155859, 19.1202127 43.155905, 19.1202173 43.1559486, 19.120227 43.1559877, 19.120241 43.1560386, 19.1202879 43.1561442)",,,,building_passage
30476135,unclassified,False,False,67.33,"LINESTRING (19.1168398 43.1544699, 19.1160308 43.1543345)",2,Njegoševa,50,
30476135,unclassified,False,True,280.17,"LINESTRING (19.1168398 43.1544699, 19.1169378 43.1544921, 19.1170477 43.1545155, 19.1175529 43.1546733, 19.1185287 43.1549967, 19.1188919 43.1551137, 19.1191615 43.1551651, 19.1193625 43.1551861, 19.1195315 43.1551922, 19.1197005 43.1551848, 19.1198644 43.155159, 19.1200881 43.1551184)",2,Njegoševa,50,
228129281,residential,False,False,153.362,"LINESTRING (19.1168398 43.1544699, 19.1168555 43.1545129, 19.1168725 43.1545455, 19.1169332 43.1545797, 19.1173106 43.1547335, 19.1180317 43.1550906, 19.1183606 43.1552583)",,Živojina Mišića,,
228129285,residential,False,True,45.829,"LINESTRING (19.1269044 43.1532651, 19.1268184 43.1532229, 19.1267995 43.1532137, 19.1264356 43.1530351)",,Božidara Žugića,,
374528069,tertiary,False,True,62.319,"LINESTRING (19.1269044 43.1532651, 19.1268465 43.1533409, 19.1268256 43.1533682, 19.1268159 43.1533809, 19.1266715 43.1535654, 19.1265252 43.1537525)",2,Vuka Karadžića,50,
91320884,residential,False,False,49.288000000000004,"LINESTRING (19.1222865 43.1543279, 19.1223484 43.1546856, 19.1223938 43.1547614)",,Žrtava Fašizma,,
91320884,residential,False,True,27.458,"LINESTRING (19.1222865 43.1543279, 19.1220984 43.1542922, 19.1219576 43.1542697)",,Žrtava Fašizma,,
228129268,residential,False,False,63.661,"LINESTRING (19.1222865 43.1543279, 19.1226549 43.1543089, 19.123059 43.1542385)",,Božidara Žugića,,
166091350,residential,False,False,142.22799999999998,"LINESTRING (19.1240403 43.154167, 19.1239813 43.1540437, 19.1239357 43.1539283, 19.1238204 43.1537991, 19.1235951 43.1536387, 19.1231592 43.1533207, 19.1229548 43.1531953)",,Tripka Džakovića,,
166091350,residential,False,True,46.181,"LINESTRING (19.1240403 43.154167, 19.1241838 43.1543411, 19.1242295 43.1544891, 19.1242442 43.1545486)",,Tripka Džakovića,,
228129285,residential,False,False,43.015,"LINESTRING (19.1240403 43.154167, 19.1243005 43.1541936, 19.1244687 43.154189, 19.1245663 43.154176)",,Božidara Žugića,,
641200647,residential,False,True,29.098,"LINESTRING (19.1240403 43.154167, 19.1237935 43.1541666, 19.1236816 43.1541656)",,Božidara Žugića,,
"[742319936, 199682404]",residential,False,"[False, True]",387.38700000000006,"LINESTRING (19.1178953 43.1516653, 19.1180142 43.1519922, 19.1180249 43.1522462, 19.1180345 43.152473, 19.1180142 43.1529488, 19.1179871 43.1531658, 19.1180378 43.1533186, 19.1181757 43.1534508, 19.118287 43.1535223, 19.1188288 43.1537737, 19.1193739 43.1541289, 19.1195677 43.15421, 19.1198252 43.1543343, 19.1199566 43.1543705, 19.1200206 43.154374)",,Žrtava Fašizma,,
488851642,residential,False,True,48.731,"LINESTRING (19.1270211 43.1513651, 19.1269723 43.1518019)",,Svetog Save,,
344896055,residential,False,True,51.769,"LINESTRING (19.1270211 43.1513651, 19.1268867 43.1513541, 19.1265426 43.1513753, 19.1263886 43.1513997)",,Drobnjačka,,
228129287,residential,False,True,62.403,"LINESTRING (19.1263886 43.1513997, 19.1263609 43.1518717, 19.1263484 43.15196)",,Vučedolska,,
344896055,residential,False,False,51.769000000000005,"LINESTRING (19.1263886 43.1513997, 19.1265426 43.1513753, 19.1268867 43.1513541, 19.1270211 43.1513651)",,Drobnjačka,,
"[344896027, 344896055]",residential,False,True,309.74600000000004,"LINESTRING (19.1263886 43.1513997, 19.1261597 43.1514221, 19.1258965 43.1514491, 19.1257158 43.1514565, 19.1254802 43.1514237, 19.1252527 43.1513767, 19.1249874 43.1512905, 19.1246141 43.1511232, 19.1241999 43.1510127, 19.1240832 43.1509872, 19.1240028 43.1509726, 19.1239022 43.1509628, 19.1238118 43.1509729, 19.1236876 43.1510186, 19.123579 43.1510694, 19.1234717 43.151133, 19.1234288 43.1511839, 19.123418 43.1512226, 19.1234381 43.1513365, 19.1234945 43.1514549, 19.1235467 43.1515297, 19.1235803 43.1515591, 19.1236252 43.1515858)",,Drobnjačka,40,
228129283,residential,False,False,62.87100000000001,"LINESTRING (19.1263484 43.15196, 19.1260717 43.1519605, 19.1258862 43.1519715, 19.1256169 43.1520033, 19.125578 43.1520079)",,Sinjajevinska,,
228129287,residential,False,False,62.403,"LINESTRING (19.1263484 43.15196, 19.1263609 43.1518717, 19.1263886 43.1513997)",,Vučedolska,,
228129287,residential,False,True,131.803,"LINESTRING (19.1263484 43.15196, 19.1263556 43.1521227, 19.1263609 43.1523937, 19.1263666 43.1524934, 19.1263982 43.1526042, 19.1264493 43.1526531, 19.1265451 43.152695, 19.1266047 43.1527416, 19.1266132 43.1527898, 19.1265962 43.152862, 19.1265206 43.1529614, 19.1264356 43.1530351)",,Vučedolska,,
228129283,residential,False,False,52.859,"LINESTRING (19.125578 43.1520079, 19.1249284 43.1520452)",,Sinjajevinska,,
228129283,residential,False,True,62.870999999999995,"LINESTRING (19.125578 43.1520079, 19.1256169 43.1520033, 19.1258862 43.1519715, 19.1260717 43.1519605, 19.1263484 43.15196)",,Sinjajevinska,,
364697702,residential,False,True,42.155,"LINESTRING (19.125578 43.1520079, 19.1255789 43.152196, 19.1255811 43.152387)",,Marka Miljanova,,
228129283,residential,False,True,52.859,"LINESTRING (19.1249284 43.1520452, 19.125578 43.1520079)",,Sinjajevinska,,
228129280,residential,False,True,41.402,"LINESTRING (19.1249284 43.1520452, 19.1249672 43.1522104, 19.1250061 43.1522856, 19.1250551 43.1523251, 19.1251362 43.1523645)",,,,
228129283,residential,False,False,32.242000000000004,"LINESTRING (19.1249284 43.1520452, 19.1247082 43.1519833, 19.1245739 43.1519179)",,Sinjajevinska,,
228129280,residential,False,True,64.637,"LINESTRING (19.1251362 43.1523645, 19.1251751 43.1529451)",,,,
228129271,residential,False,True,36.207,"LINESTRING (19.1251362 43.1523645, 19.1252756 43.1523655, 19.1255811 43.152387)",,,,
228129280,residential,False,False,41.402,"LINESTRING (19.1251362 43.1523645, 19.1250551 43.1523251, 19.1250061 43.1522856, 19.1249672 43.1522104, 19.1249284 43.1520452)",,,,
228129271,residential,False,False,36.207,"LINESTRING (19.1255811 43.152387, 19.1252756 43.1523655, 19.1251362 43.1523645)",,,,
364697702,residential,False,False,42.155,"LINESTRING (19.1255811 43.152387, 19.1255789 43.152196, 19.125578 43.1520079)",,Marka Miljanova,,
