osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,junction
444213412,,unclassified,,False,False,66.445,"LINESTRING (70.3282456 29.1061327, 70.3275887 29.106299)",
444071001,2,primary,60,False,False,25.346,"LINESTRING (70.3263094 29.1066145, 70.3264422 29.1068107)",
444071001,2,primary,60,False,True,98.011,"LINESTRING (70.3263094 29.1066145, 70.3258109 29.1058482)",
444213412,,unclassified,,False,True,71.982,"LINESTRING (70.3263094 29.1066145, 70.3270189 29.106428)",
444213412,,unclassified,,False,False,71.982,"LINESTRING (70.3270189 29.106428, 70.3263094 29.1066145)",
444213412,,unclassified,,False,True,57.186,"LINESTRING (70.3270189 29.106428, 70.3275887 29.106299)",
444213413,,unclassified,,False,False,40.046,"LINESTRING (70.3270189 29.106428, 70.3271725 29.1060938)",
444213413,,unclassified,,False,False,58.499,"LINESTRING (70.3271725 29.1060938, 70.3270375 29.1055811)",
444213413,,unclassified,,False,True,40.046,"LINESTRING (70.3271725 29.1060938, 70.3270189 29.106428)",
444213414,,unclassified,,False,False,46.429,"LINESTRING (70.3271725 29.1060938, 70.3275887 29.106299)",
444213413,,unclassified,,False,True,58.499,"LINESTRING (70.3270375 29.1055811, 70.3271725 29.1060938)",
810858153,,primary,,True,False,103.287,"LINESTRING (70.3270375 29.1055811, 70.3274065 29.1055007, 70.3280656 29.1053448)",
444213412,,unclassified,,False,False,57.186,"LINESTRING (70.3275887 29.106299, 70.3270189 29.106428)",
444213412,,unclassified,,False,True,66.445,"LINESTRING (70.3275887 29.106299, 70.3282456 29.1061327)",
444213414,,unclassified,,False,True,46.429,"LINESTRING (70.3275887 29.106299, 70.3271725 29.1060938)",
810858152,,primary,,True,False,9.593,"LINESTRING (70.3281259 29.1052259, 70.3281018 29.1052221, 70.3280774 29.1052253, 70.3280555 29.1052354, 70.3280385 29.1052512)",roundabout
810858151,2,primary,60,True,False,5.743,"LINESTRING (70.3280385 29.1052512, 70.3279841 29.1052714)",
810858152,,primary,,True,False,12.027,"LINESTRING (70.3280385 29.1052512, 70.3280285 29.105271, 70.3280263 29.1052925, 70.3280324 29.1053135, 70.328046 29.1053316, 70.3280656 29.1053448)",roundabout
810858152,,primary,,True,False,4.779999999999999,"LINESTRING (70.3280656 29.1053448, 70.3280891 29.1053517, 70.3281135 29.1053515)",roundabout
444071006,2,primary,60,True,False,324.976,"LINESTRING (70.3281751 29.1052929, 70.3299107 29.1049338, 70.3314331 29.104631)",
810858152,,primary,,True,False,9.484,"LINESTRING (70.3281751 29.1052929, 70.3281732 29.1052716, 70.3281636 29.105252, 70.3281472 29.1052362, 70.3281259 29.1052259)",roundabout
444213409,,secondary,,False,False,203.435,"LINESTRING (70.3314331 29.104631, 70.3317917 29.1064335)",
444213409,,secondary,,False,True,8.95,"LINESTRING (70.3314331 29.104631, 70.3314173 29.1045517)",
444071001,2,primary,60,False,False,98.011,"LINESTRING (70.3258109 29.1058482, 70.3263094 29.1066145)",
444071001,2,primary,60,False,True,14.067,"LINESTRING (70.3258109 29.1058482, 70.3256821 29.1057904)",
810858153,,primary,,True,False,122.814,"LINESTRING (70.3258109 29.1058482, 70.3270375 29.1055811)",
810858158,,residential,,False,True,99.714,"LINESTRING (70.3283888 29.1019959, 70.3273642 29.1020478)",
810858160,,residential,,False,False,212.293,"LINESTRING (70.3291297 29.1032976, 70.331272 29.1029217)",
444213409,,secondary,,False,False,181.797,"LINESTRING (70.331272 29.1029217, 70.3314173 29.1045517)",
810858160,,residential,,False,True,212.293,"LINESTRING (70.331272 29.1029217, 70.3291297 29.1032976)",
810860339,,residential,,False,False,143.038,"LINESTRING (70.3271565 29.1078174, 70.325719 29.1080955)",
444071001,2,primary,60,False,True,131.727,"LINESTRING (70.3271565 29.1078174, 70.3267386 29.1072486, 70.3264422 29.1068107)",
810860339,,residential,,False,True,143.038,"LINESTRING (70.325719 29.1080955, 70.3271565 29.1078174)",
"[1040936650, 810860339]",,"['residential', 'unclassified']",,False,"[False, True]",357.879,"LINESTRING (70.325719 29.1080955, 70.324915 29.108251, 70.3248382 29.1082145, 70.3248194 29.1079474, 70.3257421 29.1077622, 70.3258842 29.1077083, 70.3258896 29.1076005, 70.3258949 29.1075138, 70.3259137 29.1073732, 70.325911 29.1072561, 70.3258762 29.1071201, 70.325911 29.1070475, 70.3264422 29.1068107)",
"[810860338, 810860340]",,residential,,False,True,228.71699999999998,"LINESTRING (70.325719 29.1080955, 70.3258475 29.1084742, 70.3239496 29.1083632)",
1020667570,,residential,,False,True,188.227,"LINESTRING (70.3300309 29.1075841, 70.3319112 29.107176)",
444213409,,secondary,,False,False,96.063,"LINESTRING (70.3319112 29.107176, 70.3320489 29.1080315)",
444213409,,secondary,,False,True,83.375,"LINESTRING (70.3319112 29.107176, 70.3317917 29.1064335)",
1020667570,,residential,,False,False,188.227,"LINESTRING (70.3319112 29.107176, 70.3300309 29.1075841)",
444213406,,residential,,False,False,136.033,"LINESTRING (70.331539 29.1081794, 70.3301885 29.1085025)",
444213406,,residential,,False,True,52.196,"LINESTRING (70.331539 29.1081794, 70.3320489 29.1080315)",
444213406,,residential,,False,True,58.044,"LINESTRING (70.3296135 29.1086443, 70.3301885 29.1085025)",
444213406,,residential,,False,False,58.044,"LINESTRING (70.3301885 29.1085025, 70.3296135 29.1086443)",
444213406,,residential,,False,True,136.033,"LINESTRING (70.3301885 29.1085025, 70.331539 29.1081794)",
1040936760,,unclassified,,False,False,108.061,"LINESTRING (70.3288481 29.103708, 70.3277537 29.1038814)",
444213410,,tertiary,,False,False,164.482,"LINESTRING (70.3265774 29.1040176, 70.3261629 29.1025834)",
444213410,,tertiary,,False,True,101.408,"LINESTRING (70.3265774 29.1040176, 70.3265859 29.1040469, 70.3267 29.104923)",
1040936761,,unclassified,,False,True,115.314,"LINESTRING (70.3265774 29.1040176, 70.3272039 29.103933, 70.3277537 29.1038814)",
1040936760,,unclassified,,False,True,108.061,"LINESTRING (70.3277537 29.1038814, 70.3288481 29.103708)",
1040936761,,unclassified,,False,False,115.314,"LINESTRING (70.3277537 29.1038814, 70.3272039 29.103933, 70.3265774 29.1040176)",
1040936762,,unclassified,,False,True,156.195,"LINESTRING (70.3277537 29.1038814, 70.3279415 29.1050719, 70.3279841 29.1052714)",
810858151,2,primary,60,True,False,115.807,"LINESTRING (70.3279841 29.1052714, 70.3279199 29.1052953, 70.326836 29.1055493)",
1040936762,,unclassified,,False,False,156.195,"LINESTRING (70.3279841 29.1052714, 70.3279415 29.1050719, 70.3277537 29.1038814)",
444071001,2,primary,60,False,True,25.346,"LINESTRING (70.3264422 29.1068107, 70.3263094 29.1066145)",
444071001,2,primary,60,False,False,131.727,"LINESTRING (70.3264422 29.1068107, 70.3267386 29.1072486, 70.3271565 29.1078174)",
"[1040936650, 810860339]",,"['unclassified', 'residential']",,False,"[False, True]",357.879,"LINESTRING (70.3264422 29.1068107, 70.325911 29.1070475, 70.3258762 29.1071201, 70.325911 29.1072561, 70.3259137 29.1073732, 70.3258949 29.1075138, 70.3258896 29.1076005, 70.3258842 29.1077083, 70.3257421 29.1077622, 70.3248194 29.1079474, 70.3248382 29.1082145, 70.324915 29.108251, 70.325719 29.1080955)",
444213406,,residential,,False,False,55.659,"LINESTRING (70.3325958 29.1078824, 70.3320489 29.1080315)",
444213406,,residential,,False,True,33.505,"LINESTRING (70.3325958 29.1078824, 70.332925 29.1077926)",
444213406,,residential,,False,False,33.505,"LINESTRING (70.332925 29.1077926, 70.3325958 29.1078824)",
1208874331,,residential,,False,True,49.803999999999995,"LINESTRING (70.3296675 29.104224, 70.3295632 29.1042416, 70.3296494 29.1045886)",
1208874332,,residential,,False,True,32.524,"LINESTRING (70.3282907 29.1043155, 70.3279655 29.1043849)",
1208874333,,residential,,False,False,25.142,"LINESTRING (70.3282907 29.1043155, 70.3282305 29.1040956)",
1208874333,,residential,,False,True,82.048,"LINESTRING (70.3282907 29.1043155, 70.3284359 29.1048452, 70.328652 29.1048043)",
1208874332,,residential,,False,False,32.524,"LINESTRING (70.3279655 29.1043849, 70.3282907 29.1043155)",
1208874333,,residential,,False,True,25.142,"LINESTRING (70.3282305 29.1040956, 70.3282907 29.1043155)",
1208874334,,residential,,False,True,27.641,"LINESTRING (70.3297154 29.1048304, 70.3296494 29.1045886)",
1208874334,,residential,,False,False,27.641,"LINESTRING (70.3296494 29.1045886, 70.3297154 29.1048304)",
1208874334,,residential,,False,True,99.826,"LINESTRING (70.3296494 29.1045886, 70.328652 29.1048043)",
1208874331,,residential,,False,False,49.803999999999995,"LINESTRING (70.3296494 29.1045886, 70.3295632 29.1042416, 70.3296675 29.104224)",
1208874334,,residential,,False,False,99.826,"LINESTRING (70.328652 29.1048043, 70.3296494 29.1045886)",
1208874334,,residential,,False,True,33.979,"LINESTRING (70.328652 29.1048043, 70.3287279 29.1051026)",
1208874333,,residential,,False,False,82.048,"LINESTRING (70.328652 29.1048043, 70.3284359 29.1048452, 70.3282907 29.1043155)",
810858150,2,primary,60,True,False,60.072,"LINESTRING (70.3287279 29.1051026, 70.3281259 29.1052259)",
1208874334,,residential,,False,False,33.979,"LINESTRING (70.3287279 29.1051026, 70.328652 29.1048043)",
