osmid,oneway,highway,maxspeed,reversed,length,geometry,name,access,ref
198924493,True,trunk,60,False,220.225,"LINESTRING (72.8601528 32.9328021, 72.8625112 32.9328683)",تلا گنگ – چکوال سڑک‎,,N-130
320893703,False,tertiary,,False,8.882,"LINESTRING (72.8601528 32.9328021, 72.8601235 32.9327261)",,,
198926396,True,trunk,60,False,160.989,"LINESTRING (72.8601235 32.9327261, 72.8583988 32.9326991)",تلا گنگ – چکوال سڑک‎,,N-130
320893703,False,tertiary,,True,8.882,"LINESTRING (72.8601235 32.9327261, 72.8601528 32.9328021)",,,
320893703,False,tertiary,,False,153.219,"LINESTRING (72.8601235 32.9327261, 72.8602424 32.9317056, 72.8602749 32.9313541)",,,
320893703,False,tertiary,,True,73.198,"LINESTRING (72.8604937 32.9305733, 72.8603067 32.9312126)",,,
"[320893705, 512651774]",False,tertiary,,False,207.762,"LINESTRING (72.8604937 32.9305733, 72.8610352 32.930658, 72.8617385 32.9308218, 72.8620201 32.9308799, 72.8620926 32.9308765, 72.8621355 32.930854, 72.8624632 32.930502)",,,
730321599,False,residential,,False,77.678,"LINESTRING (72.8604937 32.9305733, 72.8605899 32.9301733, 72.8605966 32.9299719, 72.8606135 32.929884)",,,
512651767,False,residential,,True,12.466999999999999,"LINESTRING (72.8624632 32.930502, 72.8624406 32.9304209, 72.8624255 32.930395)",,,
512651773,False,tertiary,,False,152.86599999999999,"LINESTRING (72.8624632 32.930502, 72.8629114 32.9308948, 72.8635477 32.9315313)",,,
"[320893705, 512651774]",False,tertiary,,True,207.762,"LINESTRING (72.8624632 32.930502, 72.8621355 32.930854, 72.8620926 32.9308765, 72.8620201 32.9308799, 72.8617385 32.9308218, 72.8610352 32.930658, 72.8604937 32.9305733)",,,
75869447,False,trunk,80,False,14.103,"LINESTRING (72.8635477 32.9315313, 72.863593 32.9314103)",Choa-Chakwal Road,yes,
75869447,False,trunk,80,True,60.008,"LINESTRING (72.8635477 32.9315313, 72.8633492 32.9320446)",Choa-Chakwal Road,yes,
512651773,False,tertiary,,True,152.86599999999999,"LINESTRING (72.8635477 32.9315313, 72.8629114 32.9308948, 72.8624632 32.930502)",,,
320893703,False,tertiary,,False,73.198,"LINESTRING (72.8603067 32.9312126, 72.8604937 32.9305733)",,,
320893703,False,tertiary,,True,16.012,"LINESTRING (72.8603067 32.9312126, 72.8602749 32.9313541)",,,
320893707,False,residential,,False,224.873,"LINESTRING (72.8603067 32.9312126, 72.861819 32.9314037, 72.8619043 32.9313252, 72.8626443 32.9314446)",,,
320893707,False,residential,,True,224.873,"LINESTRING (72.8626443 32.9314446, 72.8619043 32.9313252, 72.861819 32.9314037, 72.8603067 32.9312126)",,,
320893708,False,residential,,False,253.317,"LINESTRING (72.8583988 32.9326991, 72.8585547 32.9311864, 72.8588511 32.9304685)",,,
320893708,False,residential,,True,253.317,"LINESTRING (72.8588511 32.9304685, 72.8585547 32.9311864, 72.8583988 32.9326991)",,,
198924493,True,trunk,60,False,163.763,"LINESTRING (72.8583984 32.9327739, 72.8601528 32.9328021)",تلا گنگ – چکوال سڑک‎,,N-130
320893712,False,residential,,True,114.296,"LINESTRING (72.8634236 32.9349638, 72.8622046 32.9348646)",,,
"[516481055, 489606999]",False,unclassified,,False,201.37800000000001,"LINESTRING (72.8634236 32.9349638, 72.8634205 32.9349953, 72.8634363 32.9355367, 72.8619667 32.9354318)",,,
489606999,False,unclassified,,True,97.116,"LINESTRING (72.8634236 32.9349638, 72.8634634 32.9345585, 72.8634738 32.9342085, 72.8634457 32.9340943)",,,
489606999,False,unclassified,,True,6.21,"LINESTRING (72.8634457 32.9340943, 72.8634323 32.9340396)",,,
320893714,False,residential,,True,88.34599999999999,"LINESTRING (72.8634457 32.9340943, 72.8631571 32.9341244, 72.8626651 32.9341511, 72.8625025 32.9341578)",,,
489606999,False,unclassified,,False,97.116,"LINESTRING (72.8634457 32.9340943, 72.8634738 32.9342085, 72.8634634 32.9345585, 72.8634236 32.9349638)",,,
320893716,False,residential,,False,91.226,"LINESTRING (72.8634323 32.9340396, 72.864399 32.933918)",,,
489606999,False,unclassified,,False,6.21,"LINESTRING (72.8634323 32.9340396, 72.8634457 32.9340943)",,,
489606999,False,unclassified,,True,54.218999999999994,"LINESTRING (72.8634323 32.9340396, 72.8633883 32.9338607, 72.8632836 32.9335687)",,,
320893727,False,residential,,True,163.927,"LINESTRING (72.8624255 32.930395, 72.8624604 32.9303798, 72.8641215 32.9300147)",,,
512651765,False,residential,,False,49.501000000000005,"LINESTRING (72.8624255 32.930395, 72.86222 32.9301347, 72.862132 32.9300242)",,,
512651767,False,residential,,False,12.466999999999999,"LINESTRING (72.8624255 32.930395, 72.8624406 32.9304209, 72.8624632 32.930502)",,,
320893736,False,residential,,True,65.788,"LINESTRING (72.8682919 32.9303059, 72.8675872 32.9303198)",,,
320896492,False,residential,,True,50.296,"LINESTRING (72.8682919 32.9303059, 72.8683087 32.930758)",,,
320893744,False,residential,,False,314.73699999999997,"LINESTRING (72.8677383 32.9283357, 72.8670518 32.9285435, 72.8665988 32.9286728, 72.8655808 32.9288963, 72.8650858 32.929057, 72.8645387 32.9292212)",,,
320893675,True,trunk,,False,64.27,"LINESTRING (72.8645387 32.9292212, 72.8647677 32.9286761)",,,
320893744,False,residential,,True,314.73699999999997,"LINESTRING (72.8645387 32.9292212, 72.8650858 32.929057, 72.8655808 32.9288963, 72.8665988 32.9286728, 72.8670518 32.9285435, 72.8677383 32.9283357)",,,
320896481,False,residential,,True,41.128,"LINESTRING (72.8638687 32.932491, 72.8636747 32.9328231)",,,
75869447,False,trunk,80,False,11.496,"LINESTRING (72.8633114 32.932143, 72.8633492 32.9320446)",Choa-Chakwal Road,yes,
75869447,False,trunk,80,True,46.313,"LINESTRING (72.8633114 32.932143, 72.8631447 32.9325353)",Choa-Chakwal Road,yes,
"[320896482, 512651772]",False,residential,,False,121.12800000000001,"LINESTRING (72.8633114 32.932143, 72.8637153 32.9323353, 72.8637882 32.9323515, 72.863882 32.9323402, 72.8644869 32.9321117)",,,
320896489,False,residential,,False,72.625,"LINESTRING (72.8653278 32.9321444, 72.8660323 32.931867)",,,
323352270,False,residential,,True,22.355,"LINESTRING (72.8653278 32.9321444, 72.8654065 32.932263, 72.8654282 32.9323257)",,,
"[512651768, 320896482]",False,residential,,True,97.50600000000001,"LINESTRING (72.8653278 32.9321444, 72.8651427 32.9319237, 72.8650819 32.9318986, 72.8650301 32.9318922, 72.8647082 32.9320296, 72.8644869 32.9321117)",,,
320896487,False,residential,,True,43.150000000000006,"LINESTRING (72.8654605 32.9325598, 72.8658087 32.9325443, 72.8659191 32.9325216)",,,
323352270,False,residential,,False,26.264999999999997,"LINESTRING (72.8654605 32.9325598, 72.8654393 32.9323578, 72.8654282 32.9323257)",,,
"[323352261, 323352270]",False,residential,,"[False, True]",225.201,"LINESTRING (72.8654605 32.9325598, 72.8654537 32.9327372, 72.8654388 32.9334008, 72.8653751 32.9336875, 72.8653413 32.9338549, 72.8652906 32.9338917, 72.8652467 32.9339003, 72.8652092 32.9338789, 72.8646444 32.9335268)",,,
320896489,False,residential,,True,37.299,"LINESTRING (72.8663941 32.9317245, 72.8660323 32.931867)",,,
323352233,False,residential,,False,66.07900000000001,"LINESTRING (72.8663941 32.9317245, 72.8666868 32.9320012, 72.8668856 32.932151)",,,
323352238,False,residential,,True,77.259,"LINESTRING (72.8663941 32.9317245, 72.8661811 32.9314644, 72.8660578 32.9313023, 72.8659882 32.9311248)",,,
320896487,False,residential,,True,3.347,"LINESTRING (72.8668856 32.932151, 72.8669138 32.9321324)",,,
320896487,False,residential,,False,57.461,"LINESTRING (72.8668856 32.932151, 72.866807 32.9322029, 72.8664927 32.9323658, 72.8663552 32.9324077)",,,
323352233,False,residential,,True,66.07900000000001,"LINESTRING (72.8668856 32.932151, 72.8666868 32.9320012, 72.8663941 32.9317245)",,,
320896492,False,residential,,False,50.296,"LINESTRING (72.8683087 32.930758, 72.8682919 32.9303059)",,,
320896504,False,residential,,False,165.372,"LINESTRING (72.8683087 32.930758, 72.8676464 32.9307758, 72.8672705 32.9307964, 72.8670487 32.9307732, 72.8665446 32.9308327)",,,
"[320893736, 320896486]",False,residential,,False,143.258,"LINESTRING (72.8665446 32.9308327, 72.8665428 32.9306383, 72.8665336 32.9304368, 72.8673752 32.9303344, 72.8675872 32.9303198)",,,
"[320896484, 320896486]",False,residential,,True,78.518,"LINESTRING (72.8665446 32.9308327, 72.8665455 32.9309422, 72.8665348 32.9310773, 72.8659882 32.9311248)",,,
320896504,False,residential,,True,165.37199999999999,"LINESTRING (72.8665446 32.9308327, 72.8670487 32.9307732, 72.8672705 32.9307964, 72.8676464 32.9307758, 72.8683087 32.930758)",,,
320893736,False,residential,,False,65.788,"LINESTRING (72.8675872 32.9303198, 72.8682919 32.9303059)",,,
320896506,False,residential,,False,93.177,"LINESTRING (72.8675872 32.9303198, 72.8673425 32.9295074)",,,
"[320893736, 320896486]",False,residential,,True,143.258,"LINESTRING (72.8675872 32.9303198, 72.8673752 32.9303344, 72.8665336 32.9304368, 72.8665428 32.9306383, 72.8665446 32.9308327)",,,
320896506,False,residential,,True,93.177,"LINESTRING (72.8673425 32.9295074, 72.8675872 32.9303198)",,,
200283967,False,tertiary,60,False,295.922,"LINESTRING (72.8673425 32.9295074, 72.8667698 32.9295933, 72.8653718 32.9298042, 72.8642245 32.9299903)",Chakral Road,,
320896513,False,residential,,False,58.062,"LINESTRING (72.86805 32.9357382, 72.8676162 32.9361125)",,,
320896516,False,residential,,True,81.658,"LINESTRING (72.86805 32.9357382, 72.86801 32.9355106, 72.8680223 32.9350064)",,,
320896513,False,residential,,True,58.062,"LINESTRING (72.8676162 32.9361125, 72.86805 32.9357382)",,,
199696684,False,secondary,60,False,42.768,"LINESTRING (72.8676162 32.9361125, 72.8677353 32.9361849, 72.8679672 32.9363591)",Pinwal Road,,
199696684,False,secondary,60,True,398.978,"LINESTRING (72.8676162 32.9361125, 72.8670466 32.9357662, 72.865507 32.9349648, 72.8646701 32.9345191, 72.8646177 32.9344564, 72.864399 32.933918)",Pinwal Road,,
320896516,False,residential,,True,23.343,"LINESTRING (72.8680223 32.9350064, 72.8680179 32.9347965)",,,
320896516,False,residential,,False,81.658,"LINESTRING (72.8680223 32.9350064, 72.86801 32.9355106, 72.86805 32.9357382)",,,
320896516,False,residential,,False,46.739,"LINESTRING (72.8680993 32.9336565, 72.8680354 32.9340734)",,,
320896516,False,residential,,True,58.11,"LINESTRING (72.8680993 32.9336565, 72.8681116 32.9331574, 72.8681223 32.9331358)",,,
323265619,False,residential,,True,70.781,"LINESTRING (72.8625267 32.9356994, 72.8624756 32.9363345)",,,
323265621,False,residential,,True,41.312,"LINESTRING (72.8618581 32.9367104, 72.861416 32.9366914)",,,
323271698,False,residential,,False,115.416,"LINESTRING (72.8624876 32.9371235, 72.8616639 32.9370761, 72.8612561 32.9370324)",,,
323352240,False,residential,,False,261.381,"LINESTRING (72.867168 32.9289796, 72.8661755 32.9291382, 72.8649303 32.9293883, 72.8645097 32.9294667, 72.8644315 32.9294764)",,,
"[320896484, 320896486]",False,residential,,False,78.518,"LINESTRING (72.8659882 32.9311248, 72.8665348 32.9310773, 72.8665455 32.9309422, 72.8665446 32.9308327)",,,
320896484,False,residential,,True,112.809,"LINESTRING (72.8659882 32.9311248, 72.8653171 32.9311831, 72.8647869 32.9312367)",,,
323352238,False,residential,,False,77.259,"LINESTRING (72.8659882 32.9311248, 72.8660578 32.9313023, 72.8661811 32.9314644, 72.8663941 32.9317245)",,,
320896489,False,residential,,False,37.299,"LINESTRING (72.8660323 32.931867, 72.8663941 32.9317245)",,,
320896489,False,residential,,True,72.625,"LINESTRING (72.8660323 32.931867, 72.8653278 32.9321444)",,,
323352221,False,residential,,True,67.253,"LINESTRING (72.8660323 32.931867, 72.8663552 32.9324077)",,,
323352230,False,residential,,False,45.541,"LINESTRING (72.8644869 32.9321117, 72.8645358 32.9325192)",,,
"[512651768, 320896482]",False,residential,,False,97.506,"LINESTRING (72.8644869 32.9321117, 72.8647082 32.9320296, 72.8650301 32.9318922, 72.8650819 32.9318986, 72.8651427 32.9319237, 72.8653278 32.9321444)",,,
"[320896482, 512651772]",False,residential,,True,121.12799999999999,"LINESTRING (72.8644869 32.9321117, 72.863882 32.9323402, 72.8637882 32.9323515, 72.8637153 32.9323353, 72.8633114 32.932143)",,,
320896487,False,residential,,False,3.347,"LINESTRING (72.8669138 32.9321324, 72.8668856 32.932151)",,,
323352219,False,residential,,True,41.491,"LINESTRING (72.8669138 32.9321324, 72.8671436 32.9323659, 72.8672145 32.9324033)",,,
323352242,False,residential,,True,28.494,"LINESTRING (72.8658914 32.9322664, 72.8659191 32.9325216)",,,
323352227,False,residential,,True,86.021,"LINESTRING (72.8654282 32.9323257, 72.8648373 32.9324527, 72.8645358 32.9325192)",,,
323352270,False,residential,,False,22.355,"LINESTRING (72.8654282 32.9323257, 72.8654065 32.932263, 72.8653278 32.9321444)",,,
323352270,False,residential,,True,26.264999999999997,"LINESTRING (72.8654282 32.9323257, 72.8654393 32.9323578, 72.8654605 32.9325598)",,,
323352250,False,residential,,True,21.919,"LINESTRING (72.8672145 32.9324033, 72.8670174 32.9325105)",,,
323352219,False,residential,,False,41.491,"LINESTRING (72.8672145 32.9324033, 72.8671436 32.9323659, 72.8669138 32.9321324)",,,
320896487,False,residential,,False,13.433,"LINESTRING (72.8663552 32.9324077, 72.8662199 32.9324489)",,,
323352221,False,residential,,False,67.253,"LINESTRING (72.8663552 32.9324077, 72.8660323 32.931867)",,,
320896487,False,residential,,True,57.461,"LINESTRING (72.8663552 32.9324077, 72.8664927 32.9323658, 72.866807 32.9322029, 72.8668856 32.932151)",,,
320896487,False,residential,,True,13.433,"LINESTRING (72.8662199 32.9324489, 72.8663552 32.9324077)",,,
323352225,False,residential,,False,56.308,"LINESTRING (72.8662199 32.9324489, 72.8662576 32.9329543)",,,
320896487,False,residential,,False,29.253,"LINESTRING (72.8662199 32.9324489, 72.8661106 32.9324822, 72.8659191 32.9325216)",,,
323352230,False,residential,,False,39.597,"LINESTRING (72.8645358 32.9325192, 72.8645784 32.9328735)",,,
323352230,False,residential,,True,45.541,"LINESTRING (72.8645358 32.9325192, 72.8644869 32.9321117)",,,
323352227,False,residential,,False,86.021,"LINESTRING (72.8645358 32.9325192, 72.8648373 32.9324527, 72.8654282 32.9323257)",,,
323352242,False,residential,,False,28.494,"LINESTRING (72.8659191 32.9325216, 72.8658914 32.9322664)",,,
323352242,False,residential,,True,47.128,"LINESTRING (72.8659191 32.9325216, 72.8659067 32.9329453)",,,
320896487,False,residential,,False,43.150000000000006,"LINESTRING (72.8659191 32.9325216, 72.8658087 32.9325443, 72.8654605 32.9325598)",,,
320896487,False,residential,,True,29.253,"LINESTRING (72.8659191 32.9325216, 72.8661106 32.9324822, 72.8662199 32.9324489)",,,
323352230,False,residential,,True,39.597,"LINESTRING (72.8645784 32.9328735, 72.8645358 32.9325192)",,,
323352234,False,residential,,True,81.98599999999999,"LINESTRING (72.8651434 32.93292, 72.8649523 32.9331477, 72.8646444 32.9335268)",,,
323352237,False,residential,,False,121.84100000000001,"LINESTRING (72.8676184 32.9329384, 72.8675504 32.9332624, 72.8675271 32.9334893, 72.8675242 32.9340283)",,,
"[323352266, 323352247]",False,residential,,"[False, True]",70.86800000000001,"LINESTRING (72.8676184 32.9329384, 72.8674488 32.9328694, 72.867092 32.9328314, 72.8670532 32.932837, 72.8670353 32.9328556, 72.8670208 32.9329753)",,,
323352266,False,residential,,True,51.898,"LINESTRING (72.8676184 32.9329384, 72.8677001 32.9329702, 72.8681223 32.9331358)",,,
323352218,False,residential,,False,32.764,"LINESTRING (72.8659067 32.9329453, 72.8662576 32.9329543)",,,
323352242,False,residential,,False,47.128,"LINESTRING (72.8659067 32.9329453, 72.8659191 32.9325216)",,,
"[323352242, 323352254]",False,residential,,True,87.705,"LINESTRING (72.8659067 32.9329453, 72.8658624 32.9333821, 72.8658743 32.9334237, 72.8659022 32.9334427, 72.8662309 32.933472)",,,
323352218,False,residential,,False,42.142,"LINESTRING (72.8662576 32.9329543, 72.8667089 32.9329671)",,,
323352218,False,residential,,True,32.764,"LINESTRING (72.8662576 32.9329543, 72.8659067 32.9329453)",,,
323352225,False,residential,,False,57.62,"LINESTRING (72.8662576 32.9329543, 72.8662309 32.933472)",,,
323352225,False,residential,,True,56.308,"LINESTRING (72.8662576 32.9329543, 72.8662199 32.9324489)",,,
323352218,False,residential,,False,29.123,"LINESTRING (72.8667089 32.9329671, 72.8670208 32.9329753)",,,
323352218,False,residential,,True,42.142,"LINESTRING (72.8667089 32.9329671, 72.8662576 32.9329543)",,,
323352239,False,residential,,True,59.617999999999995,"LINESTRING (72.8667089 32.9329671, 72.8666555 32.9333599, 72.8666327 32.9334994)",,,
717332875,False,residential,,True,54.79600000000001,"LINESTRING (72.8667089 32.9329671, 72.8667225 32.9328914, 72.8667268 32.9327682, 72.8666608 32.9324805)",,,
323352218,False,residential,,True,29.123,"LINESTRING (72.8670208 32.9329753, 72.8667089 32.9329671)",,,
"[323352266, 323352247]",False,residential,,"[False, True]",70.86800000000001,"LINESTRING (72.8670208 32.9329753, 72.8670353 32.9328556, 72.8670532 32.932837, 72.867092 32.9328314, 72.8674488 32.9328694, 72.8676184 32.9329384)",,,
323352247,False,residential,,True,60.666,"LINESTRING (72.8670208 32.9329753, 72.8669843 32.933177, 72.8669396 32.9335165)",,,
320896516,False,residential,,True,18.221,"LINESTRING (72.8681223 32.9331358, 72.8681723 32.9329774)",,,
320896516,False,residential,,False,58.11,"LINESTRING (72.8681223 32.9331358, 72.8681116 32.9331574, 72.8680993 32.9336565)",,,
323352266,False,residential,,False,51.898,"LINESTRING (72.8681223 32.9331358, 72.8677001 32.9329702, 72.8676184 32.9329384)",,,
199696684,False,secondary,60,False,29.752,"LINESTRING (72.8640731 32.9331679, 72.8641744 32.9334216)",Pinwal Road,,
323352261,False,residential,,True,66.599,"LINESTRING (72.8640731 32.9331679, 72.8646444 32.9335268)",,,
199696684,False,secondary,60,True,53.963,"LINESTRING (72.8640731 32.9331679, 72.8639817 32.9330431, 72.8636747 32.9328231)",Pinwal Road,,
323352261,False,residential,,False,66.599,"LINESTRING (72.8646444 32.9335268, 72.8640731 32.9331679)",,,
323352234,False,residential,,False,81.98599999999999,"LINESTRING (72.8646444 32.9335268, 72.8649523 32.9331477, 72.8651434 32.93292)",,,
"[323352261, 323352270]",False,residential,,"[False, True]",225.20100000000002,"LINESTRING (72.8646444 32.9335268, 72.8652092 32.9338789, 72.8652467 32.9339003, 72.8652906 32.9338917, 72.8653413 32.9338549, 72.8653751 32.9336875, 72.8654388 32.9334008, 72.8654537 32.9327372, 72.8654605 32.9325598)",,,
323352225,False,residential,,True,57.62,"LINESTRING (72.8662309 32.933472, 72.8662576 32.9329543)",,,
323352254,False,residential,,True,37.622,"LINESTRING (72.8662309 32.933472, 72.8666327 32.9334994)",,,
"[323352242, 323352254]",False,residential,,False,87.705,"LINESTRING (72.8662309 32.933472, 72.8659022 32.9334427, 72.8658743 32.9334237, 72.8658624 32.9333821, 72.8659067 32.9329453)",,,
323352239,False,residential,,True,38.157,"LINESTRING (72.8666327 32.9334994, 72.8665774 32.9338394)",,,
323352254,False,residential,,False,37.622,"LINESTRING (72.8666327 32.9334994, 72.8662309 32.933472)",,,
323352254,False,residential,,True,28.705,"LINESTRING (72.8666327 32.9334994, 72.8669396 32.9335165)",,,
323352239,False,residential,,False,59.617999999999995,"LINESTRING (72.8666327 32.9334994, 72.8666555 32.9333599, 72.8667089 32.9329671)",,,
323352247,False,residential,,True,22.307,"LINESTRING (72.8669396 32.9335165, 72.866899 32.9337142)",,,
323352254,False,residential,,False,28.705,"LINESTRING (72.8669396 32.9335165, 72.8666327 32.9334994)",,,
323352247,False,residential,,False,60.666,"LINESTRING (72.8669396 32.9335165, 72.8669843 32.933177, 72.8670208 32.9329753)",,,
323352247,False,residential,,False,22.307,"LINESTRING (72.866899 32.9337142, 72.8669396 32.9335165)",,,
323352239,False,residential,,False,38.157,"LINESTRING (72.8665774 32.9338394, 72.8666327 32.9334994)",,,
323352237,False,residential,,True,121.84100000000001,"LINESTRING (72.8675242 32.9340283, 72.8675271 32.9334893, 72.8675504 32.9332624, 72.8676184 32.9329384)",,,
320893675,True,trunk,,False,30.089,"LINESTRING (72.8644315 32.9294764, 72.8645387 32.9292212)",,,
323352240,False,residential,,True,261.38100000000003,"LINESTRING (72.8644315 32.9294764, 72.8645097 32.9294667, 72.8649303 32.9293883, 72.8661755 32.9291382, 72.867168 32.9289796)",,,
75869447,False,trunk,80,False,29.633,"LINESTRING (72.863038 32.9327863, 72.8631447 32.9325353)",Choa-Chakwal Road,yes,
75869447,False,trunk,80,True,11.402,"LINESTRING (72.863038 32.9327863, 72.8629935 32.9328818)",Choa-Chakwal Road,yes,
198926396,True,trunk,60,False,272.092,"LINESTRING (72.863038 32.9327863, 72.8604456 32.9327271, 72.8601235 32.9327261)",تلا گنگ – چکوال سڑک‎,,N-130
446476696,False,residential,,False,84.729,"LINESTRING (72.8632836 32.9335687, 72.8641744 32.9334216)",,,
489606999,False,unclassified,,False,54.218999999999994,"LINESTRING (72.8632836 32.9335687, 72.8633883 32.9338607, 72.8634323 32.9340396)",,,
