osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,name,access,bridge,ref
1031088555,4,primary,60,False,True,23.393,"LINESTRING (72.3577515 34.7766315, 72.3576995 34.7764255)",,,,
445351142,2,residential,30,False,False,43.331,"LINESTRING (72.3577515 34.7766315, 72.3579048 34.7764954, 72.3580013 34.776428, 72.3580945 34.7763633)",,,,
1022605235,,living_street,,False,False,91.018,"LINESTRING (72.3577515 34.7766315, 72.3575824 34.7766264, 72.3567661 34.776737)",,,,
27244938,2,primary,60,False,False,120.413,"LINESTRING (72.3570586 34.7731532, 72.3572443 34.7742253)",,,,
27244938,2,primary,60,False,True,8.462,"LINESTRING (72.3570586 34.7731532, 72.3570444 34.773078)",,,,
445351139,,living_street,,False,False,37.405,"LINESTRING (72.3570586 34.7731532, 72.3572983 34.7732368, 72.3574454 34.7732167)",,,,
27244938,2,primary,60,False,True,78.284,"LINESTRING (72.3575165 34.7757326, 72.3573907 34.7750362)",,,,
1031088555,4,primary,60,False,False,6.942,"LINESTRING (72.3575165 34.7757326, 72.3575395 34.7757921)",,,,
445434530,,living_street,,False,False,130.375,"LINESTRING (72.3575165 34.7757326, 72.3576954 34.7756741, 72.3578692 34.775563, 72.357971 34.7754249, 72.3581745 34.7750142, 72.3582841 34.7748041)",,,,
1025491792,4,secondary,30,False,False,34.115,"LINESTRING (72.363169 34.7717827, 72.363461 34.7715914)",حاجی بابا روڈ,permissive,,
497712435,,living_street,,False,True,148.689,"LINESTRING (72.363169 34.7717827, 72.3628898 34.7716533, 72.3627451 34.7714384, 72.3622428 34.7707202)",,,,
1025491792,4,secondary,30,False,True,68.617,"LINESTRING (72.363169 34.7717827, 72.3629222 34.7720229, 72.3626379 34.7722156)",حاجی بابا روڈ,permissive,,
512381272,,residential,,False,True,1.154,"LINESTRING (72.3598246 34.7684206, 72.3598371 34.7684221)",Press Club Road,,,
1023564917,,primary,,False,False,78.37,"LINESTRING (72.3598246 34.7684206, 72.3597925 34.7691249)",,,,
445350839,,residential,,False,False,20.27,"LINESTRING (72.3570069 34.7717302, 72.3571626 34.7716003)",,,,
445350839,,residential,,False,True,21.775,"LINESTRING (72.3570069 34.7717302, 72.3568581 34.7718832)",,,,
495363650,,living_street,,False,True,156.554,"LINESTRING (72.3570069 34.7717302, 72.3568298 34.7715228, 72.3565925 34.7713578, 72.3562469 34.7711811, 72.3559355 34.7710394, 72.3556283 34.7709368)",,,,
"[553623530, 553623531, 445350838]",2,secondary,40,False,False,244.947,"LINESTRING (72.3583755 34.7709886, 72.3583713 34.7708111, 72.3584035 34.7706677, 72.3584149 34.7706168, 72.3585351 34.770322, 72.3588009 34.7698549, 72.3589395 34.7697021, 72.3594375 34.7694005, 72.359768 34.7692672)",Mula Baba Road,,yes,
445350838,2,secondary,40,False,True,85.864,"LINESTRING (72.3583755 34.7709886, 72.3583776 34.771077, 72.3584025 34.7712968, 72.3584434 34.7717586)",Mula Baba Road,,,
445350839,,residential,,False,True,40.013000000000005,"LINESTRING (72.3583755 34.7709886, 72.3581483 34.7710703, 72.3579791 34.7711414)",,,,
445351139,,living_street,,False,False,30.268,"LINESTRING (72.3574454 34.7732167, 72.3576899 34.7732913, 72.3577594 34.7733013)",,,,
445351139,,living_street,,False,True,37.405,"LINESTRING (72.3574454 34.7732167, 72.3572983 34.7732368, 72.3570586 34.7731532)",,,,
457245048,,living_street,,False,False,73.533,"LINESTRING (72.3574454 34.7732167, 72.3573985 34.7730359, 72.3574339 34.7728993, 72.3574358 34.7727653, 72.3573314 34.7727196, 72.3572298 34.7726549)",,,,
457245048,,living_street,,False,True,34.254000000000005,"LINESTRING (72.3574454 34.7732167, 72.3574445 34.7733732, 72.3574587 34.7735243)",,,,
445351140,,living_street,,False,False,5.072,"LINESTRING (72.3586718 34.7744719, 72.3587251 34.7744591)",,,,
445351140,,living_street,,False,True,32.559,"LINESTRING (72.3586718 34.7744719, 72.3584116 34.7745119, 72.3583199 34.7745147)",,,,
445434528,,living_street,,False,True,126.856,"LINESTRING (72.3586718 34.7744719, 72.3586567 34.7740766, 72.3589045 34.7740693, 72.3589974 34.7740475, 72.3591877 34.7740148, 72.3595527 34.7739738)",,,,
445351142,2,residential,30,False,True,25.795,"LINESTRING (72.360475 34.7759987, 72.3601926 34.7759954)",,,,
847332396,2,residential,30,False,False,49.878,"LINESTRING (72.360475 34.7759987, 72.3607322 34.7763944)",,,,
445351302,2,residential,30,False,False,40.845,"LINESTRING (72.360475 34.7759987, 72.3603516 34.7757987, 72.3603225 34.7756576)",Main Bazar Road,,,
847332396,2,residential,30,False,True,49.878,"LINESTRING (72.3607322 34.7763944, 72.360475 34.7759987)",,,,
445351760,4,primary,30,False,False,82.42699999999999,"LINESTRING (72.3607322 34.7763944, 72.3607581 34.7763611, 72.3608193 34.7762805, 72.3608399 34.7762587, 72.3612003 34.7757609)",,,,
445351302,2,residential,30,False,True,35.563,"LINESTRING (72.3602976 34.7742269, 72.3602224 34.7745407)",Main Bazar Road,,,
445351140,,living_street,,False,True,177.54599999999996,"LINESTRING (72.3602976 34.7742269, 72.360161 34.7741889, 72.3600736 34.7741722, 72.359972 34.7741738, 72.3599801 34.774259, 72.3599781 34.7743976, 72.3599191 34.7744059, 72.3597809 34.7744159, 72.3595614 34.7743826, 72.3594597 34.7743909, 72.3593744 34.7743942, 72.3593683 34.7743592, 72.3591779 34.7744135, 72.3589849 34.7743717, 72.3588934 34.7744017, 72.3588283 34.7744151, 72.3587251 34.7744591)",,,,
445351302,2,residential,30,False,False,27.735999999999997,"LINESTRING (72.3602976 34.7742269, 72.3603563 34.7741304, 72.3604286 34.7740019)",Main Bazar Road,,,
445434528,,living_street,,False,False,20.035,"LINESTRING (72.3604286 34.7740019, 72.3602095 34.7739933)",,,,
445351302,2,residential,30,False,False,172.651,"LINESTRING (72.3604286 34.7740019, 72.3604759 34.7739167, 72.3605513 34.7737794, 72.3606083 34.7736279, 72.3606572 34.773472, 72.3609876 34.7725211)",Main Bazar Road,,,
445351302,2,residential,30,False,True,27.735999999999997,"LINESTRING (72.3604286 34.7740019, 72.3603563 34.7741304, 72.3602976 34.7742269)",Main Bazar Road,,,
445434528,,living_street,,False,True,60.777,"LINESTRING (72.3604286 34.7740019, 72.3604824 34.7740401, 72.3606079 34.7740366, 72.3607318 34.7739967, 72.3608424 34.7738695, 72.3609074 34.7737627)",,,,
445351302,2,residential,30,False,True,34.544,"LINESTRING (72.3611112 34.7722275, 72.3609876 34.7725211)",Main Bazar Road,,,
1025180226,4,primary,30,False,False,53.257999999999996,"LINESTRING (72.3611112 34.7722275, 72.3611814 34.7722527, 72.3616249 34.7724536)",Great Trade Road,,,
1025180226,4,primary,30,False,True,76.98,"LINESTRING (72.3611112 34.7722275, 72.3609961 34.7721769, 72.3608291 34.772092, 72.3606847 34.7720108, 72.3605113 34.7719247, 72.3603881 34.7718732)",Great Trade Road,,,
445351761,2,primary,30,False,False,80.14800000000001,"LINESTRING (72.3629802 34.7746606, 72.3629079 34.7746513, 72.3628256 34.7746552, 72.3626357 34.7746601, 72.3625726 34.7746594, 72.3623501 34.7746568, 72.3622248 34.7746816, 72.3621082 34.7746928)",پوسٹ آفس روڈ,,,
