osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,junction
179303427,tertiary,False,True,67.901,,,,"LINESTRING (72.6831986 31.1460016, 72.6826602 31.1464023)",
306044931,secondary,False,False,44.788,2,Quaid-e-Azam Road,,"LINESTRING (72.6831986 31.1460016, 72.6835129 31.1463014)",
306047605,unclassified,False,True,8.323,,,,"LINESTRING (72.6831986 31.1460016, 72.6831411 31.1459452)",
306044933,residential,False,False,76.074,,,,"LINESTRING (72.6862199 31.1460901, 72.6856389 31.14656)",
286616941,primary,False,False,81.833,,Gojra-Toba Tek Singh Road,80,"LINESTRING (72.6862199 31.1460901, 72.6864937 31.1458792, 72.6865331 31.1458776, 72.6865648 31.1458998, 72.6868493 31.1461538)",
306044916,primary,False,True,102.69,,Gojra-Toba Tek Singh Road,80,"LINESTRING (72.6862199 31.1460901, 72.6861669 31.146037, 72.6855185 31.1453883)",
306044931,secondary,False,True,35.153,2,Quaid-e-Azam Road,,"LINESTRING (72.6861097 31.1488465, 72.6858679 31.1486075)",
306044932,residential,False,False,72.714,,,,"LINESTRING (72.6861097 31.1488465, 72.6866875 31.1484186)",
780251687,residential,False,False,101.93,,Mehdi Shah Bazar,,"LINESTRING (72.6861097 31.1488465, 72.685294 31.1494406)",
286619829,residential,False,True,29.226,,Quaid e Azam Rod,,"LINESTRING (72.6861097 31.1488465, 72.6862052 31.14894, 72.6863118 31.1490444)",
286616941,primary,False,True,254.334,,Gojra-Toba Tek Singh Road,80,"LINESTRING (72.6898829 31.1490371, 72.6880852 31.1473446)",
306044917,primary,False,False,16.066,,Samundari-Gojra Road,80,"LINESTRING (72.6898829 31.1490371, 72.6900101 31.1489421)",
306044923,primary,True,False,154.741,,Samundari-Gojra Road,80,"LINESTRING (72.6898829 31.1490371, 72.6896593 31.1491798, 72.6886111 31.149904)",
286619829,residential,False,False,155.978,,Quaid e Azam Rod,,"LINESTRING (72.6876968 31.1503999, 72.6866179 31.1493439)",
306044924,primary,False,False,101.961,,Samundari-Gojra Road,80,"LINESTRING (72.6876968 31.1503999, 72.6885382 31.1498322)",
