osmid,highway,width,oneway,reversed,length,geometry,maxspeed,ref,name
292242481,trunk,6,False,True,166.799,"LINESTRING (67.9056413 27.8494633, 67.905911 27.8482078, 67.9059487 27.8479882)",,,
292242482,secondary,,False,False,147.969,"LINESTRING (67.9056413 27.8494633, 67.9045768 27.8492953, 67.9043762 27.8493229, 67.9041768 27.8494065)",80,,
397498802,trunk,,False,True,375.331,"LINESTRING (67.9056413 27.8494633, 67.9069378 27.849848, 67.9090891 27.8504652, 67.9092686 27.8505156)",80,,
397498802,trunk,,False,False,34.856,"LINESTRING (67.9096737 27.8506155, 67.9093317 27.8505329)",80,,
1147251517,secondary,,False,True,339.353,"LINESTRING (67.9096737 27.8506155, 67.9116612 27.8505458, 67.9129426 27.8505101, 67.9131217 27.8504897)",80,,
387414362,trunk,6,False,False,162.546,"LINESTRING (67.9099358 27.8435749, 67.9086113 27.8444497)",,N-455,Shahdadkot Road
192522763,residential,,False,True,214.86,"LINESTRING (67.9099358 27.8435749, 67.9090075 27.8451849, 67.9091034 27.8452769)",,,
192522774,residential,,False,True,254.23400000000004,"LINESTRING (67.9099358 27.8435749, 67.9098451 27.8434909, 67.9097939 27.8434446, 67.9097013 27.8433821, 67.9095941 27.8433035, 67.9094699 27.8432141, 67.9093395 27.8431247, 67.9092457 27.8430547, 67.9091239 27.8429394, 67.9090325 27.8428608, 67.9089497 27.8428091, 67.9088254 27.8427358, 67.9087365 27.8427067, 67.9086537 27.8426949, 67.908555 27.8426906, 67.9083589 27.8426906, 67.9082736 27.8426873, 67.9081298 27.8426658, 67.9078131 27.8426173, 67.9077194 27.8426059)",,,
192522776,residential,,False,False,136.416,"LINESTRING (67.9099358 27.8435749, 67.9100836 27.8438023, 67.9104179 27.8443812, 67.9105684 27.8446662)",,,
74065727,secondary,,False,False,77.845,"LINESTRING (67.9065352 27.8449817, 67.9061343 27.8455854)",,,
74065718,tertiary,,False,False,84.392,"LINESTRING (67.9065352 27.8449817, 67.906318 27.8446322, 67.9059924 27.8444158)",,,
74065727,secondary,,False,True,94.756,"LINESTRING (67.9065352 27.8449817, 67.9069574 27.844455, 67.9070786 27.8442784)",,,
74065727,secondary,,False,True,77.845,"LINESTRING (67.9061343 27.8455854, 67.9065352 27.8449817)",,,
292242481,trunk,6,False,False,24.436,"LINESTRING (67.9061343 27.8455854, 67.9060541 27.8457934)",,,
387414362,trunk,6,False,True,110.126,"LINESTRING (67.9061343 27.8455854, 67.9072056 27.8452963)",,N-455,Shahdadkot Road
387414362,trunk,6,False,False,110.126,"LINESTRING (67.9072056 27.8452963, 67.9061343 27.8455854)",,N-455,Shahdadkot Road
387414362,trunk,6,False,True,91.312,"LINESTRING (67.9072056 27.8452963, 67.9076135 27.8451526, 67.9080007 27.8448876)",,N-455,Shahdadkot Road
813891872,residential,,False,True,129.661,"LINESTRING (67.9072056 27.8452963, 67.9071364 27.8449052, 67.9071764 27.8441358)",,,
192522761,residential,,False,True,31.226,"LINESTRING (67.9035584 27.8424478, 67.9033922 27.8426871)",,,
192522792,residential,,False,False,124.94800000000001,"LINESTRING (67.9035584 27.8424478, 67.903789 27.8426035, 67.9041399 27.8428426, 67.9043177 27.8429525, 67.9044323 27.8430258, 67.9045647 27.8431327)",,,
192522774,residential,,False,False,10.125,"LINESTRING (67.9076174 27.8425934, 67.9077194 27.8426059)",,,
