osmid,highway,oneway,reversed,length,geometry,name,bridge,lanes,maxspeed
396162600,tertiary,False,False,27.888,"LINESTRING (73.1331784 31.0322082, 73.1329258 31.0320815)",,,,
396162600,tertiary,False,True,24.858,"LINESTRING (73.1331784 31.0322082, 73.1333898 31.0323392)",,,,
396191707,living_street,False,False,46.744,"LINESTRING (73.1331784 31.0322082, 73.132914 31.0325623)",,,,
396155518,tertiary,False,False,13.494,"LINESTRING (73.1311666 31.0306991, 73.1311489 31.0305787)",,,,
396155518,tertiary,False,True,69.084,"LINESTRING (73.1311666 31.0306991, 73.1312555 31.0313157)",,,,
396165819,living_street,False,False,28.018,"LINESTRING (73.1311666 31.0306991, 73.1314079 31.0308431)",,,,
396165819,living_street,False,True,144.329,"LINESTRING (73.132915 31.0317539, 73.1316732 31.0310106)",,,,
396165819,living_street,False,False,52.625,"LINESTRING (73.132915 31.0317539, 73.1331189 31.031901, 73.1329258 31.0320815)",,,,
396165900,living_street,False,True,42.355999999999995,"LINESTRING (73.132915 31.0317539, 73.1330357 31.0316174, 73.1331859 31.0314519)",,,,
396162600,tertiary,False,False,24.768,"LINESTRING (73.1329258 31.0320815, 73.1326973 31.0319753)",,,,
396162600,tertiary,False,True,27.888,"LINESTRING (73.1329258 31.0320815, 73.1331784 31.0322082)",,,,
396192392,living_street,False,False,143.688,"LINESTRING (73.1329258 31.0320815, 73.1320789 31.0331507)",,,,
396165819,living_street,False,True,52.625,"LINESTRING (73.1329258 31.0320815, 73.1331189 31.031901, 73.132915 31.0317539)",,,,
396094897,secondary,False,True,151.73,"LINESTRING (73.1299474 31.0323382, 73.1310621 31.0333127)",Tandlianwala lasharian road,,,
396094897,secondary,False,False,63.481,"LINESTRING (73.1299474 31.0323382, 73.1297951 31.0321888, 73.1294952 31.0319191)",Tandlianwala lasharian road,,,
396162600,tertiary,False,True,25.484,"LINESTRING (73.1299474 31.0323382, 73.1299619 31.0323277, 73.1301523 31.0321909)",,,,
396149464,residential,False,True,106.851,"LINESTRING (73.1376221 31.0327077, 73.1369702 31.0334896)",,,,
396158414,primary,True,False,67.007,"LINESTRING (73.1376221 31.0327077, 73.1381996 31.0330516)",Quaid-e-Azam Road,,,
396155518,tertiary,False,False,45.061,"LINESTRING (73.1313124 31.031718, 73.1312555 31.0313157)",,,,
396155518,tertiary,False,True,118.061,"LINESTRING (73.1313124 31.031718, 73.1314618 31.032772)",,,,
396162600,tertiary,False,False,42.655,"LINESTRING (73.1313124 31.031718, 73.1308736 31.031794)",,,,
396162600,tertiary,False,True,39.359,"LINESTRING (73.1313124 31.031718, 73.1317253 31.0317076)",,,,
396162600,tertiary,False,False,26.106,"LINESTRING (73.1303676 31.0320457, 73.1301523 31.0321909)",,,,
396193245,living_street,False,True,10.471,"LINESTRING (73.1303676 31.0320457, 73.1303841 31.0319526)",,,,
396162600,tertiary,False,True,55.937,"LINESTRING (73.1303676 31.0320457, 73.1306003 31.031906, 73.1308736 31.031794)",,,,
396162600,tertiary,False,False,71.776,"LINESTRING (73.1370275 31.0345425, 73.1364045 31.0341796)",,,,
1252311071,secondary,False,False,97.846,"LINESTRING (73.1370275 31.0345425, 73.1376122 31.0338191)",Quaid-e-Azam Road,,,
