osmid,highway,maxspeed,oneway,reversed,length,name,lanes,ref,access,geometry
658588099,residential,20,False,False,6.886,,,,,"LINESTRING (73.6529136 30.6709681, 73.6529305 30.6710283)"
801413942,trunk,80,True,False,66.111,Faisalabad okara Road,,,,"LINESTRING (73.6529136 30.6709681, 73.6523114 30.67126)"
324820913,trunk,80,False,False,106.575,Faisalabad okara Road,,,,"LINESTRING (73.6487066 30.6735364, 73.6491572 30.6726598)"
953834648,trunk,80,False,True,71.605,Pakpattan -Depalpur -Gulshan fareed Town Road,2,H W,yes,"LINESTRING (73.6487066 30.6735364, 73.6482701 30.6730132)"
288809990,secondary,60,False,True,94.213,,,,,"LINESTRING (73.6532685 30.6708285, 73.6541179 30.6703994)"
801413942,trunk,80,True,False,37.327,Faisalabad okara Road,,,,"LINESTRING (73.6532685 30.6708285, 73.6531138 30.670887, 73.6529136 30.6709681)"
324819618,residential,20,False,False,32.816,,,,,"LINESTRING (73.6491572 30.6726598, 73.6491473 30.6723648)"
324820913,trunk,80,False,True,106.575,Faisalabad okara Road,,,,"LINESTRING (73.6491572 30.6726598, 73.6487066 30.6735364)"
324820913,trunk,80,False,False,34.588,Faisalabad okara Road,,,,"LINESTRING (73.6491572 30.6726598, 73.6492669 30.6725638, 73.649423 30.6724493)"
953834648,trunk,80,False,False,177.69,Pakpattan -Depalpur -Gulshan fareed Town Road,2,H W,yes,"LINESTRING (73.6471965 30.671709, 73.6482701 30.6730132)"
576386176,residential,20,False,False,176.829,,,,,"LINESTRING (73.6471965 30.671709, 73.6472645 30.6715258, 73.6474397 30.670136)"
324820913,trunk,80,False,True,34.588,Faisalabad okara Road,,,,"LINESTRING (73.649423 30.6724493, 73.6492669 30.6725638, 73.6491572 30.6726598)"
801413943,trunk,,True,False,89.394,,,,,"LINESTRING (73.649423 30.6724493, 73.6495355 30.672435, 73.6498761 30.6722919, 73.6502825 30.6721426)"
288809990,secondary,60,False,False,94.213,,,,,"LINESTRING (73.6541179 30.6703994, 73.6532685 30.6708285)"
288809990,secondary,60,False,True,26.492,,,,,"LINESTRING (73.6541179 30.6703994, 73.6543586 30.6702815)"
953832808,secondary,60,False,False,169.636,Ghalla Mandi,,,,"LINESTRING (73.6541179 30.6703994, 73.6523534 30.6702444)"
288809990,secondary,60,False,False,56.869,,,,,"LINESTRING (73.6548678 30.6700174, 73.6543586 30.6702815)"
288809990,secondary,60,False,True,32.248,,,,,"LINESTRING (73.6548678 30.6700174, 73.6551577 30.6698693)"
324819617,tertiary,,False,False,27.786,,,,,"LINESTRING (73.6548678 30.6700174, 73.6548948 30.6702662)"
324819617,tertiary,,False,False,9.164,,,,,"LINESTRING (73.6550109 30.6713375, 73.6550125 30.6714199)"
324819617,tertiary,,False,True,119.64,,,,,"LINESTRING (73.6550109 30.6713375, 73.6548948 30.6702662)"
288810086,trunk,80,True,False,145.712,Hujra-Dipalpur Road,2,,,"LINESTRING (73.6550109 30.6713375, 73.6547147 30.6712401, 73.653578 30.6708924)"
324819618,residential,20,False,False,37.026,,,,,"LINESTRING (73.6496283 30.6703382, 73.6497176 30.6700142)"
324819618,residential,20,False,True,10.258,,,,,"LINESTRING (73.6496283 30.6703382, 73.6496069 30.6704286)"
576387545,residential,20,False,True,210.524,,,,,"LINESTRING (73.6496283 30.6703382, 73.6474397 30.670136)"
324819618,residential,20,False,True,37.026,,,,,"LINESTRING (73.6497176 30.6700142, 73.6496283 30.6703382)"
953832808,secondary,60,False,False,36.758,Ghalla Mandi,,,,"LINESTRING (73.6497176 30.6700142, 73.6493368 30.6699695)"
953832808,secondary,60,False,True,44.609,Ghalla Mandi,,,,"LINESTRING (73.6497176 30.6700142, 73.6501808 30.6700613)"
324819618,residential,20,False,False,36.745000000000005,,,,,"LINESTRING (73.6497176 30.6700142, 73.649751 30.6698541, 73.6497722 30.6696873)"
324819619,tertiary,,False,False,206.38299999999998,,,,,"LINESTRING (73.655754 30.668308, 73.6547483 30.6684637, 73.6536688 30.668768)"
"[324819619, 761790277]",tertiary,,False,True,367.97700000000003,,,,,"LINESTRING (73.655754 30.668308, 73.6563405 30.6681473, 73.6569721 30.6679631, 73.6570059 30.6679144, 73.6570025 30.6678563, 73.6569929 30.6676314, 73.6569185 30.6672129, 73.6566651 30.6664368, 73.6566009 30.6661839, 73.6564691 30.6658234)"
776833510,tertiary,,False,False,137.50799999999998,,,,,"LINESTRING (73.655754 30.668308, 73.6557629 30.6688213, 73.6557633 30.6688396, 73.6557757 30.6693523, 73.6557874 30.6695442)"
324819621,tertiary,,False,False,180.763,,,,,"LINESTRING (73.6536688 30.668768, 73.6543586 30.6702815)"
324819621,tertiary,,False,True,8.154,,,,,"LINESTRING (73.6536688 30.668768, 73.6536393 30.6686992)"
324819619,tertiary,,False,True,206.38299999999998,,,,,"LINESTRING (73.6536688 30.668768, 73.6547483 30.6684637, 73.655754 30.668308)"
324819621,tertiary,,False,False,8.154,,,,,"LINESTRING (73.6536393 30.6686992, 73.6536688 30.668768)"
324819621,tertiary,,False,True,30.09,,,,,"LINESTRING (73.6536393 30.6686992, 73.6535672 30.6684358)"
324819620,tertiary,,False,False,158.998,,,,,"LINESTRING (73.6536393 30.6686992, 73.6526022 30.6690411, 73.6521066 30.6692497)"
324819620,tertiary,,False,True,27.068,,,,,"LINESTRING (73.6501808 30.6700613, 73.6504349 30.6699541)"
953832808,secondary,60,False,False,44.609,Ghalla Mandi,,,,"LINESTRING (73.6501808 30.6700613, 73.6497176 30.6700142)"
953832808,secondary,60,False,True,53.371,Ghalla Mandi,,,,"LINESTRING (73.6501808 30.6700613, 73.6507362 30.6701079)"
324819621,tertiary,,False,False,131.62900000000002,,,,,"LINESTRING (73.6532306 30.6668963, 73.6534453 30.6679321, 73.653479 30.6680605)"
288809990,secondary,60,False,False,26.492,,,,,"LINESTRING (73.6543586 30.6702815, 73.6541179 30.6703994)"
288809990,secondary,60,False,True,56.869,,,,,"LINESTRING (73.6543586 30.6702815, 73.6548678 30.6700174)"
324819621,tertiary,,False,True,180.763,,,,,"LINESTRING (73.6543586 30.6702815, 73.6536688 30.668768)"
288809990,secondary,60,False,False,32.248,,,,,"LINESTRING (73.6551577 30.6698693, 73.6548678 30.6700174)"
288809990,secondary,60,False,True,70.242,,,,,"LINESTRING (73.6551577 30.6698693, 73.6557874 30.6695442)"
288809990,secondary,60,False,False,90.864,,,,,"LINESTRING (73.6566005 30.6691216, 73.6564742 30.6691843, 73.6557874 30.6695442)"
576386186,residential,20,False,False,36.14,,,,,"LINESTRING (73.6467679 30.6690923, 73.6467645 30.6694173)"
576386186,residential,20,False,True,32.092,,,,,"LINESTRING (73.6467679 30.6690923, 73.646771 30.6688037)"
"[576386176, 576386174]",residential,20,False,True,112.743,,,,,"LINESTRING (73.6467679 30.6690923, 73.6475685 30.6691119, 73.6475357 30.6694357)"
576386176,residential,20,False,False,38.513,,,,,"LINESTRING (73.6474898 30.6697798, 73.6475357 30.6694357)"
576386176,residential,20,False,True,39.896,,,,,"LINESTRING (73.6474898 30.6697798, 73.6474397 30.670136)"
953832808,secondary,60,False,False,70.149,Ghalla Mandi,,,,"LINESTRING (73.6474898 30.6697798, 73.6467615 30.6697051)"
953832808,secondary,60,False,True,118.485,Ghalla Mandi,,,,"LINESTRING (73.6474898 30.6697798, 73.6487199 30.6699062)"
576386176,residential,20,False,False,39.896,,,,,"LINESTRING (73.6474397 30.670136, 73.6474898 30.6697798)"
576387545,residential,20,False,False,210.524,,,,,"LINESTRING (73.6474397 30.670136, 73.6496283 30.6703382)"
576386176,residential,20,False,True,176.829,,,,,"LINESTRING (73.6474397 30.670136, 73.6472645 30.6715258, 73.6471965 30.671709)"
576386179,residential,20,False,True,83.36,,,,,"LINESTRING (73.6482701 30.6730132, 73.6473986 30.6730007)"
