osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,name,bridge
487539381,tertiary,False,True,132.877,,,"LINESTRING (72.694687 30.5346482, 72.6936517 30.5338527)",,
174507355,tertiary,False,True,141.493,2,60,"LINESTRING (72.694687 30.5346482, 72.6950407 30.5341258, 72.6953413 30.5335103)",,
246653774,tertiary,False,False,120.27100000000002,,,"LINESTRING (72.694687 30.5346482, 72.6951289 30.5349968, 72.6954097 30.5352183, 72.6956131 30.5353787)",,
174507355,tertiary,False,True,81.568,2,60,"LINESTRING (72.6960611 30.5315152, 72.6963655 30.5308301)",,
174507352,residential,False,False,82.625,,,"LINESTRING (72.6960611 30.5315152, 72.6958268 30.531454, 72.6952278 30.5313236)",,
174507355,tertiary,False,False,114.04599999999999,2,60,"LINESTRING (72.6960611 30.5315152, 72.6960564 30.5315277, 72.6957076 30.5324946)",,
448387875,secondary,False,False,62.017,,,"LINESTRING (72.6905429 30.5319548, 72.6903205 30.5324786)",Okan Wala Road,
448387875,secondary,False,True,149.38,,,"LINESTRING (72.6905429 30.5319548, 72.691048 30.5306838)",Okan Wala Road,
448387880,residential,False,False,51.194,,,"LINESTRING (72.6905429 30.5319548, 72.6900359 30.531809)",,
450246878,residential,False,True,51.367,,,"LINESTRING (72.6870994 30.5319288, 72.6868973 30.5323567)",,
1262086448,primary,True,False,302.389,2,70,"LINESTRING (72.6870994 30.5319288, 72.6889348 30.5324752, 72.6900885 30.5328042)",,
246653776,secondary,False,False,70.011,,,"LINESTRING (72.6915254 30.5294698, 72.691752 30.5288712)",Okan Wala Road,
448387875,secondary,False,False,32.522,,,"LINESTRING (72.6915254 30.5294698, 72.6914164 30.5297468)",Okan Wala Road,
1018557567,tertiary,False,True,269.56600000000003,2,60,"LINESTRING (72.6915254 30.5294698, 72.6916634 30.5295282, 72.6917944 30.5295524, 72.6919068 30.5295605, 72.692703 30.5295748, 72.6934266 30.5295873, 72.6943204 30.529588)",,
1262086448,primary,True,False,83.85,2,70,"LINESTRING (72.6862733 30.5316808, 72.6865335 30.531773, 72.6870994 30.5319288)",,
246653776,secondary,False,True,191.631,,,"LINESTRING (72.6924258 30.5272485, 72.691752 30.5288712)",Okan Wala Road,
448387882,residential,False,True,65.299,,,"LINESTRING (72.6879353 30.5277448, 72.6877246 30.5283033)",,
448388248,residential,False,False,75.814,,,"LINESTRING (72.6879353 30.5277448, 72.6871865 30.5275238)",,
448388248,residential,False,True,71.491,,,"LINESTRING (72.6879353 30.5277448, 72.6886414 30.5279532)",,
174507352,residential,False,True,51.2,,,"LINESTRING (72.691048 30.5306838, 72.6915615 30.5308118)",,
448387875,secondary,False,False,149.38,,,"LINESTRING (72.691048 30.5306838, 72.6905429 30.5319548)",Okan Wala Road,
448387875,secondary,False,True,21.044,,,"LINESTRING (72.691048 30.5306838, 72.6911183 30.5305045)",Okan Wala Road,
448387880,residential,False,False,49.007,,,"LINESTRING (72.6867006 30.5308029, 72.6862163 30.5306607)",,
448387880,residential,False,True,53.407,,,"LINESTRING (72.6867006 30.5308029, 72.6872327 30.5309465)",,
448387882,residential,False,False,171.43,,,"LINESTRING (72.6867006 30.5308029, 72.6872947 30.5293486)",,
448387882,residential,False,True,63.129,,,"LINESTRING (72.6867006 30.5308029, 72.6864894 30.5313407)",,
174507352,residential,False,False,51.2,,,"LINESTRING (72.6915615 30.5308118, 72.691048 30.5306838)",,
174507352,residential,False,True,194.05000000000004,,,"LINESTRING (72.6915615 30.5308118, 72.6917798 30.5307762, 72.6921999 30.5307633, 72.69327 30.5307911, 72.6933226 30.5307969, 72.6933774 30.5308164, 72.6934285 30.5308478, 72.693474 30.5308881, 72.6935322 30.5309254)",,
"[1038361981, 492836007]",residential,False,False,258.904,,,"LINESTRING (72.6915615 30.5308118, 72.6919362 30.5308956, 72.6919897 30.5309255, 72.6920111 30.530967, 72.691995 30.531073, 72.6913967 30.5327848)",,
448388248,residential,False,False,32.581,,,"LINESTRING (72.6897301 30.5282711, 72.6894071 30.5281792)",,
1261688038,residential,False,False,18.687,,,"LINESTRING (72.6897301 30.5282711, 72.6897219 30.528304, 72.6897263 30.5283374, 72.689743 30.5283678, 72.68977 30.528392, 72.6898046 30.5284075)",,
1261688038,residential,False,True,19.118000000000002,,,"LINESTRING (72.6897301 30.5282711, 72.68975 30.5282423, 72.6897807 30.5282199, 72.6898181 30.5282074, 72.6898583 30.5282063, 72.6898966 30.5282166)",,
246653776,secondary,False,False,191.631,,,"LINESTRING (72.691752 30.5288712, 72.6924258 30.5272485)",Okan Wala Road,
246653776,secondary,False,True,70.011,,,"LINESTRING (72.691752 30.5288712, 72.6915254 30.5294698)",Okan Wala Road,
1261688036,residential,False,False,42.826,,,"LINESTRING (72.691752 30.5288712, 72.691329 30.5287464)",,
448387882,residential,False,True,171.43,,,"LINESTRING (72.6872947 30.5293486, 72.6867006 30.5308029)",,
448388250,unclassified,False,False,51.178,,,"LINESTRING (72.6872947 30.5293486, 72.6867895 30.5291987)",,
448388250,unclassified,False,True,57.426,,,"LINESTRING (72.6872947 30.5293486, 72.687863 30.5295132)",,
448387882,residential,False,False,97.257,,,"LINESTRING (72.6872947 30.5293486, 72.6874673 30.5289163, 72.6876403 30.5285263)",,
448388247,residential,False,False,171.351,,,"LINESTRING (72.6892303 30.5299402, 72.6886377 30.5313942)",,
448388247,residential,False,True,179.086,,,"LINESTRING (72.6892303 30.5299402, 72.6898046 30.5284075)",,
448388250,unclassified,False,False,48.758,,,"LINESTRING (72.6892303 30.5299402, 72.6887504 30.5297939)",,
448388250,unclassified,False,True,49.638,,,"LINESTRING (72.6892303 30.5299402, 72.6897183 30.5300905)",,
448387875,secondary,False,False,21.044,,,"LINESTRING (72.6911183 30.5305045, 72.691048 30.5306838)",Okan Wala Road,
448387875,secondary,False,True,88.959,,,"LINESTRING (72.6911183 30.5305045, 72.6914164 30.5297468)",Okan Wala Road,
448388250,unclassified,False,False,96.513,,,"LINESTRING (72.6911183 30.5305045, 72.6901651 30.530223)",,
448387880,residential,False,False,47.861,,,"LINESTRING (72.6886377 30.5313942, 72.6881694 30.531244)",,
448388247,residential,False,True,171.351,,,"LINESTRING (72.6886377 30.5313942, 72.6892303 30.5299402)",,
448387880,residential,False,True,49.382999999999996,,,"LINESTRING (72.6886377 30.5313942, 72.6887586 30.5314264, 72.6891219 30.5315463)",,
448387882,residential,False,False,63.129,,,"LINESTRING (72.6864894 30.5313407, 72.6867006 30.5308029)",,
"[448387882, 704286838, 704286839]",residential,False,True,40.855999999999995,,,"LINESTRING (72.6864894 30.5313407, 72.6864684 30.5314016, 72.6864163 30.5315508, 72.6863599 30.5316907)",,yes
450246802,tertiary,False,False,382.96500000000003,,60,"LINESTRING (72.6864894 30.5313407, 72.6887858 30.5320401, 72.6902689 30.5324644)",,
1038361979,tertiary,False,True,47.315,,,"LINESTRING (72.6924262 30.5335005, 72.6922558 30.5338999)",,
1260572410,primary,True,False,189.9,2,70,"LINESTRING (72.6924262 30.5335005, 72.692536 30.5335348, 72.6926318 30.5335731, 72.6926976 30.5336023, 72.6927703 30.533641, 72.6928429 30.5336958, 72.6932288 30.533964, 72.6939768 30.5345466)",,
450246840,tertiary,False,False,67.564,,,"LINESTRING (72.689524 30.5341733, 72.6897718 30.5336044)",,
487501867,residential,False,False,50.59,,,"LINESTRING (72.689524 30.5341733, 72.6900217 30.5343257)",,
"[450246840, 1038361979, 450246880]",tertiary,False,"[False, True]",315.707,,,"LINESTRING (72.689524 30.5341733, 72.6894187 30.5344548, 72.6894139 30.5345172, 72.6894433 30.5345633, 72.6894808 30.5345979, 72.6915858 30.5351992, 72.6916687 30.5352061, 72.6917192 30.535178, 72.6918563 30.5348514)",,
487501867,residential,False,True,43.577,,,"LINESTRING (72.6918563 30.5348514, 72.6914243 30.5347284)",,
1038361979,tertiary,False,False,73.618,,,"LINESTRING (72.6918563 30.5348514, 72.6921177 30.5342288)",,
"[450246880, 1038361979, 450246840]",tertiary,False,"[False, True]",315.707,,,"LINESTRING (72.6918563 30.5348514, 72.6917192 30.535178, 72.6916687 30.5352061, 72.6915858 30.5351992, 72.6894808 30.5345979, 72.6894433 30.5345633, 72.6894139 30.5345172, 72.6894187 30.5344548, 72.689524 30.5341733)",,
450246840,tertiary,False,False,94.006,,,"LINESTRING (72.6897718 30.5336044, 72.6900885 30.5328042)",,
450246840,tertiary,False,True,67.564,,,"LINESTRING (72.6897718 30.5336044, 72.689524 30.5341733)",,
487501868,residential,False,False,49.255,,,"LINESTRING (72.6897718 30.5336044, 72.690264 30.5337328)",,
487501868,residential,False,True,44.764,,,"LINESTRING (72.6921177 30.5342288, 72.6916712 30.5341098)",,
1038361979,tertiary,False,False,38.89,,,"LINESTRING (72.6921177 30.5342288, 72.6922558 30.5338999)",,
1038361979,tertiary,False,True,73.618,,,"LINESTRING (72.6921177 30.5342288, 72.6918563 30.5348514)",,
487501869,residential,False,False,49.742,,,"LINESTRING (72.6905763 30.5329529, 72.6904097 30.5333766)",,
1262086448,primary,True,False,142.863,2,70,"LINESTRING (72.6905763 30.5329529, 72.691993 30.533355)",,
487501867,residential,False,False,141.6,,,"LINESTRING (72.6900217 30.5343257, 72.6914243 30.5347284)",,
487501867,residential,False,True,50.59,,,"LINESTRING (72.6900217 30.5343257, 72.689524 30.5341733)",,
487501869,residential,False,True,69.893,,,"LINESTRING (72.6900217 30.5343257, 72.690264 30.5337328)",,
487501868,residential,False,False,141.144,,,"LINESTRING (72.690264 30.5337328, 72.6916712 30.5341098)",,
487501868,residential,False,True,49.255,,,"LINESTRING (72.690264 30.5337328, 72.6897718 30.5336044)",,
487501869,residential,False,False,69.893,,,"LINESTRING (72.690264 30.5337328, 72.6900217 30.5343257)",,
487501869,residential,False,True,41.994,,,"LINESTRING (72.690264 30.5337328, 72.6904097 30.5333766)",,
