osmid,oneway,highway,reversed,length,name,maxspeed,geometry
23414158,True,tertiary,False,109.282,,,"LINESTRING (73.4210846 31.3335827, 73.4201217 31.3341207)"
597480269,True,primary,False,10.336,Khurlawalan Jaranwala Road,80,"LINESTRING (73.4210846 31.3335827, 73.4211079 31.3336735)"
23414158,True,tertiary,False,88.558,,,"LINESTRING (73.4192601 31.3345524, 73.418456 31.3349556)"
71232202,False,residential,True,88.955,,,"LINESTRING (73.4192601 31.3345524, 73.4187658 31.3338729)"
71271183,False,secondary,False,9.687,,,"LINESTRING (73.4192601 31.3345524, 73.4193053 31.3346305)"
682986107,False,residential,False,97.965,,,"LINESTRING (73.418456 31.3349556, 73.4179968 31.3341667)"
23414158,True,tertiary,False,86.11800000000001,,,"LINESTRING (73.418456 31.3349556, 73.4181687 31.3350819, 73.4179096 31.335158, 73.4177615 31.3352018, 73.4176094 31.3352151)"
23414158,True,tertiary,False,67.34,,,"LINESTRING (73.417073 31.3351717, 73.4166415 31.3351079, 73.41654 31.3350717, 73.4163944 31.3350128)"
597480272,True,tertiary,False,33.627,,,"LINESTRING (73.417073 31.3351717, 73.4170224 31.3351724, 73.4169747 31.3351868, 73.4169347 31.3352132, 73.4169064 31.335249, 73.4168928 31.3352906, 73.4168952 31.3353338, 73.4169133 31.3353741)"
23414158,True,tertiary,False,47.612,,,"LINESTRING (73.4163944 31.3350128, 73.4159509 31.3348132)"
682987441,False,residential,True,88.311,,,"LINESTRING (73.4163944 31.3350128, 73.4165501 31.3347394, 73.4169845 31.3344191)"
23414158,True,tertiary,False,12.594,,,"LINESTRING (73.4149785 31.3342657, 73.4148715 31.3341988)"
71232281,False,residential,False,65.752,,,"LINESTRING (73.4149785 31.3342657, 73.4153114 31.3338499, 73.4153693 31.3337776)"
71232278,False,residential,True,88.832,,,"LINESTRING (73.414358 31.3338912, 73.4141933 31.3331048)"
23414158,True,tertiary,False,126.39599999999999,,,"LINESTRING (73.414358 31.3338912, 73.4138549 31.3335935, 73.4132491 31.3332631)"
597480269,True,primary,False,94.273,Khurlawalan Jaranwala Road,80,"LINESTRING (73.4205915 31.3328469, 73.4210846 31.3335827)"
71232280,False,residential,False,107.852,,,"LINESTRING (73.4205915 31.3328469, 73.4201789 31.3330994, 73.4196842 31.3334298)"
71232282,False,residential,False,38.745,,,"LINESTRING (73.4181555 31.3292868, 73.4179264 31.3295751)"
597480269,True,primary,False,107.068,Khurlawalan Jaranwala Road,80,"LINESTRING (73.4181555 31.3292868, 73.4187354 31.3301125)"
71232293,False,residential,False,15.48,,,"LINESTRING (73.4178491 31.3287091, 73.4179841 31.3287871)"
597480269,True,primary,False,70.655,Khurlawalan Jaranwala Road,80,"LINESTRING (73.4178491 31.3287091, 73.4179812 31.3290054, 73.4181555 31.3292868)"
45475007,False,residential,True,15.8,,,"LINESTRING (73.4176094 31.3352151, 73.4177058 31.3353309)"
