osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,lanes,name
543476902,S-06,secondary,60,False,False,354.621,"LINESTRING (68.0006337 26.6679556, 68.000609 26.6647665)",,
543476902,S-06,secondary,60,False,False,13.136,"LINESTRING (68.000609 26.6647665, 68.0006153 26.6646485)",,
543476902,S-06,secondary,60,False,True,354.621,"LINESTRING (68.000609 26.6647665, 68.0006337 26.6679556)",,
450357572,,primary,60,False,False,254.00699999999998,"LINESTRING (68.000609 26.6647665, 68.0007094 26.6647708, 68.0008053 26.6648043, 68.0022597 26.6657559, 68.0023107 26.6657679, 68.0023582 26.6657678, 68.0027015 26.6655079)",,
450354622,,primary,70,False,False,51.919,"LINESTRING (68.0008294 26.663491, 68.0006744 26.6630451)",2,
450354623,,primary,70,False,False,291.397,"LINESTRING (68.0008294 26.663491, 68.0013694 26.6640912, 68.0027015 26.6655079)",2,
543476902,S-06,secondary,60,False,True,130.961,"LINESTRING (68.0008294 26.663491, 68.0007206 26.6638745, 68.0006611 26.6640924, 68.0006316 26.6643441, 68.0006153 26.6646485)",,
776067179,,tertiary,,False,True,172.206,"LINESTRING (67.9977399 26.6621594, 67.9981586 26.6606566)",,
948873552,,residential,,False,False,250.66400000000002,"LINESTRING (67.9977399 26.6621594, 67.9979829 26.662091, 67.9984067 26.6620023, 67.998561 26.6619412, 67.9986723 26.6618896, 67.9988466 26.6618525, 67.9991269 26.6617734, 67.999438 26.6617003, 67.9998095 26.6616176, 68.0000402 26.6615672, 68.0001581 26.6615354)",,
948873553,,tertiary,,False,False,115.876,"LINESTRING (67.9977399 26.6621594, 67.9977965 26.6624074, 67.998046 26.6625152, 67.9983142 26.6626998, 67.9984912 26.6628787)",,
450354622,,primary,70,False,True,46.52,"LINESTRING (68.0000235 26.6611347, 68.0001581 26.6615354)",2,
1046185871,S05-300,secondary,60,False,False,227.733,"LINESTRING (68.0000235 26.6611347, 68.0021723 26.6604228)",,Moro Bandhi Road
819266075,,tertiary,,False,False,41.18,"LINESTRING (68.0021723 26.6604228, 68.0019761 26.660749)",,
1046185871,S05-300,secondary,60,False,True,227.733,"LINESTRING (68.0021723 26.6604228, 68.0000235 26.6611347)",,Moro Bandhi Road
776067171,,residential,60,False,False,135.21,"LINESTRING (68.0027015 26.6655079, 68.0037397 26.6647219)",,
450354623,,primary,70,False,True,291.397,"LINESTRING (68.0027015 26.6655079, 68.0013694 26.6640912, 68.0008294 26.663491)",2,
450357572,,primary,60,False,True,254.00699999999998,"LINESTRING (68.0027015 26.6655079, 68.0023582 26.6657678, 68.0023107 26.6657679, 68.0022597 26.6657559, 68.0008053 26.6648043, 68.0007094 26.6647708, 68.000609 26.6647665)",,
450354622,,primary,70,False,False,84.812,"LINESTRING (68.0004036 26.6622659, 68.0001581 26.6615354)",2,
450354622,,primary,70,False,True,90.726,"LINESTRING (68.0004036 26.6622659, 68.0006744 26.6630451)",2,
819266075,,tertiary,,False,False,201.884,"LINESTRING (68.0004036 26.6622659, 67.9984912 26.6628787)",,
819266075,,tertiary,,False,True,82.702,"LINESTRING (68.0004036 26.6622659, 68.0011976 26.662043)",,
776067172,,unclassified,,False,False,147.772,"LINESTRING (68.0059183 26.6636586, 68.0058593 26.6623307)",,
776067171,,residential,60,False,True,172.885,"LINESTRING (68.0059183 26.6636586, 68.0051472 26.6636563, 68.0044081 26.6642159)",,
776067172,,unclassified,,False,False,135.048,"LINESTRING (68.0058593 26.6623307, 68.0057198 26.6611226)",,
776067172,,unclassified,,False,True,147.772,"LINESTRING (68.0058593 26.6623307, 68.0059183 26.6636586)",,
776067173,,residential,,False,True,289.165,"LINESTRING (68.0058593 26.6623307, 68.0038871 26.6624327, 68.0038567 26.6624274, 68.0038415 26.6624094, 68.0036293 26.6616478)",,
776067174,,residential,,False,True,7.883,"LINESTRING (68.0036293 26.6616478, 68.0035579 26.6616787)",,
776067173,,residential,,False,False,289.165,"LINESTRING (68.0036293 26.6616478, 68.0038415 26.6624094, 68.0038567 26.6624274, 68.0038871 26.6624327, 68.0058593 26.6623307)",,
776067174,,residential,,False,False,217.855,"LINESTRING (68.0036293 26.6616478, 68.0037242 26.6616068, 68.0044806 26.6615157, 68.004722 26.661415, 68.0049634 26.6612952, 68.005414 26.6611801, 68.0057198 26.6611226)",,
776067172,,unclassified,,False,True,135.048,"LINESTRING (68.0057198 26.6611226, 68.0058593 26.6623307)",,
776067174,,residential,,False,True,217.85500000000002,"LINESTRING (68.0057198 26.6611226, 68.005414 26.6611801, 68.0049634 26.6612952, 68.004722 26.661415, 68.0044806 26.6615157, 68.0037242 26.6616068, 68.0036293 26.6616478)",,
776067174,,residential,,False,False,7.883,"LINESTRING (68.0035579 26.6616787, 68.0036293 26.6616478)",,
776067174,,residential,,False,True,80.595,"LINESTRING (68.0035579 26.6616787, 68.0033916 26.6619232, 68.0030055 26.6621941)",,
983678965,,residential,,False,True,182.795,"LINESTRING (68.0035579 26.6616787, 68.0033822 26.6616631, 68.0030242 26.6617218, 68.0029893 26.661717, 68.0029683 26.6616961, 68.0024528 26.6606959)",,
450354622,,primary,70,False,False,90.726,"LINESTRING (68.0006744 26.6630451, 68.0004036 26.6622659)",2,
450354622,,primary,70,False,True,51.919,"LINESTRING (68.0006744 26.6630451, 68.0008294 26.663491)",2,
776067174,,residential,,False,False,82.779,"LINESTRING (68.0006744 26.6630451, 68.0014763 26.6628435)",,
776067176,,tertiary,,False,False,221.57000000000002,"LINESTRING (67.9987411 26.6636117, 67.999033 26.6636993, 67.9994032 26.6639127, 67.9999289 26.664289, 68.0002534 26.6645191, 68.0004358 26.6646102, 68.0006153 26.6646485)",,
948873553,,tertiary,,False,True,91.074,"LINESTRING (67.9987411 26.6636117, 67.9987729 26.6632535, 67.9987085 26.6630929, 67.9985395 26.6629275, 67.9984912 26.6628787)",,
543476902,S-06,secondary,60,False,True,13.136,"LINESTRING (68.0006153 26.6646485, 68.000609 26.6647665)",,
543476902,S-06,secondary,60,False,False,130.961,"LINESTRING (68.0006153 26.6646485, 68.0006316 26.6643441, 68.0006611 26.6640924, 68.0007206 26.6638745, 68.0008294 26.663491)",,
776067176,,tertiary,,False,True,221.57,"LINESTRING (68.0006153 26.6646485, 68.0004358 26.6646102, 68.0002534 26.6645191, 67.9999289 26.664289, 67.9994032 26.6639127, 67.999033 26.6636993, 67.9987411 26.6636117)",,
450354622,,primary,70,False,False,46.52,"LINESTRING (68.0001581 26.6615354, 68.0000235 26.6611347)",2,
450354622,,primary,70,False,True,84.812,"LINESTRING (68.0001581 26.6615354, 68.0004036 26.6622659)",2,
948873552,,residential,,False,True,250.66400000000004,"LINESTRING (68.0001581 26.6615354, 68.0000402 26.6615672, 67.9998095 26.6616176, 67.999438 26.6617003, 67.9991269 26.6617734, 67.9988466 26.6618525, 67.9986723 26.6618896, 67.998561 26.6619412, 67.9984067 26.6620023, 67.9979829 26.662091, 67.9977399 26.6621594)",,
819266075,,tertiary,,False,True,201.884,"LINESTRING (67.9984912 26.6628787, 68.0004036 26.6622659)",,
948873553,,tertiary,,False,False,91.074,"LINESTRING (67.9984912 26.6628787, 67.9985395 26.6629275, 67.9987085 26.6630929, 67.9987729 26.6632535, 67.9987411 26.6636117)",,
948873553,,tertiary,,False,True,115.876,"LINESTRING (67.9984912 26.6628787, 67.9983142 26.6626998, 67.998046 26.6625152, 67.9977965 26.6624074, 67.9977399 26.6621594)",,
776067174,,residential,,False,True,82.779,"LINESTRING (68.0014763 26.6628435, 68.0006744 26.6630451)",,
819266074,,residential,,False,True,93.221,"LINESTRING (68.0014763 26.6628435, 68.0011976 26.662043)",,
776067174,,residential,,False,False,89.114,"LINESTRING (68.0014763 26.6628435, 68.0018949 26.6627382, 68.0023122 26.6625612)",,
819266074,,residential,,False,False,93.221,"LINESTRING (68.0011976 26.662043, 68.0014763 26.6628435)",,
819266075,,tertiary,,False,False,82.702,"LINESTRING (68.0011976 26.662043, 68.0004036 26.6622659)",,
819266075,,tertiary,,False,True,119.24,"LINESTRING (68.0011976 26.662043, 68.0017658 26.6610985)",,
819266075,,tertiary,,False,False,119.24,"LINESTRING (68.0017658 26.6610985, 68.0011976 26.662043)",,
819266075,,tertiary,,False,True,44.125,"LINESTRING (68.0017658 26.6610985, 68.0019761 26.660749)",,
983678964,,residential,,False,True,252.537,"LINESTRING (68.0017658 26.6610985, 68.0021604 26.661834, 68.0021912 26.6618549, 68.0022349 26.6618559, 68.0024797 26.661794, 68.0024999 26.6617608, 68.0024936 26.6617204, 68.0019761 26.660749)",,
819266075,,tertiary,,False,False,44.125,"LINESTRING (68.0019761 26.660749, 68.0017658 26.6610985)",,
983678964,,residential,,False,False,252.53699999999998,"LINESTRING (68.0019761 26.660749, 68.0024936 26.6617204, 68.0024999 26.6617608, 68.0024797 26.661794, 68.0022349 26.6618559, 68.0021912 26.6618549, 68.0021604 26.661834, 68.0017658 26.6610985)",,
819266075,,tertiary,,False,True,41.18,"LINESTRING (68.0019761 26.660749, 68.0021723 26.6604228)",,
983678971,,residential,,False,False,66.386,"LINESTRING (68.0020773 26.6620023, 68.0023122 26.6625612)",,
983678965,,residential,,False,False,182.79499999999996,"LINESTRING (68.0024528 26.6606959, 68.0029683 26.6616961, 68.0029893 26.661717, 68.0030242 26.6617218, 68.0033822 26.6616631, 68.0035579 26.6616787)",,
776067171,,residential,60,False,True,37.675,"LINESTRING (68.0044081 26.6642159, 68.0041188 26.6644349)",,
983678966,,residential,,False,True,176.347,"LINESTRING (68.0044081 26.6642159, 68.0032924 26.6629826)",,
776067171,,residential,60,False,False,172.885,"LINESTRING (68.0044081 26.6642159, 68.0051472 26.6636563, 68.0059183 26.6636586)",,
983678966,,residential,,False,False,176.347,"LINESTRING (68.0032924 26.6629826, 68.0044081 26.6642159)",,
776067171,,residential,60,False,False,37.675,"LINESTRING (68.0041188 26.6644349, 68.0044081 26.6642159)",,
776067171,,residential,60,False,True,49.371,"LINESTRING (68.0041188 26.6644349, 68.0037397 26.6647219)",,
983678967,,residential,,False,True,112.254,"LINESTRING (68.0041188 26.6644349, 68.0034131 26.6636466)",,
983678967,,residential,,False,False,112.254,"LINESTRING (68.0034131 26.6636466, 68.0041188 26.6644349)",,
776067171,,residential,60,False,False,49.371,"LINESTRING (68.0037397 26.6647219, 68.0041188 26.6644349)",,
776067171,,residential,60,False,True,135.21,"LINESTRING (68.0037397 26.6647219, 68.0027015 26.6655079)",,
983678968,,residential,,False,True,200.943,"LINESTRING (68.0037397 26.6647219, 68.002418 26.6633542)",,
983678968,,residential,,False,False,200.943,"LINESTRING (68.002418 26.6633542, 68.0037397 26.6647219)",,
983678969,,residential,,False,True,42.979,"LINESTRING (68.003574 26.6622875, 68.0032065 26.6624913)",,
983678970,,residential,,False,True,91.313,"LINESTRING (68.0039683 26.6629323, 68.0036303 26.6628053, 68.003405 26.6626638, 68.0032065 26.6624913)",,
983678969,,residential,,False,False,42.979,"LINESTRING (68.0032065 26.6624913, 68.003574 26.6622875)",,
983678970,,residential,,False,True,38.614,"LINESTRING (68.0032065 26.6624913, 68.0030055 26.6621941)",,
983678970,,residential,,False,False,91.313,"LINESTRING (68.0032065 26.6624913, 68.003405 26.6626638, 68.0036303 26.6628053, 68.0039683 26.6629323)",,
