osmid,oneway,ref,name,highway,junction,reversed,length,geometry,maxspeed
175938345,True,96,میدان شهرداری,primary,roundabout,False,10.47,"LINESTRING (51.0692562 29.3648074, 51.0693554 29.3647701)",
175938345,True,96,میدان شهرداری,primary,roundabout,False,42.544,"LINESTRING (51.0693554 29.3647701, 51.0694354 29.3647622, 51.069515 29.3647719, 51.0695895 29.3647985, 51.0696539 29.3648404, 51.0697045 29.364895, 51.0697198 29.3649241)",
175938351,True,,بلوار انقلاب,primary,,False,117.084,"LINESTRING (51.0693554 29.3647701, 51.0695288 29.3646127, 51.0696907 29.3644195, 51.0700063 29.3638913)",60
175938358,True,,شهدا,tertiary,,False,30.515,"LINESTRING (51.0726582 29.359822, 51.0729643 29.3598863)",
393559831,True,,بلوار انقلاب,primary,,False,6.443,"LINESTRING (51.0726582 29.359822, 51.0726275 29.3598734)",60
555799279,False,,شهیدان رستگار,residential,,True,340.661,"LINESTRING (51.0726582 29.359822, 51.0761156 29.3592691)",30
393559831,True,,بلوار انقلاب,primary,,False,387.38100000000003,"LINESTRING (51.0726275 29.3598734, 51.0716158 29.3615642, 51.0712708 29.3621409, 51.0707792 29.3629624)",60
434897043,False,,رسالت,residential,,True,93.924,"LINESTRING (51.0762827 29.360695, 51.0761842 29.3598547)",30
393559836,True,,شهدا,tertiary,,False,28.289,"LINESTRING (51.075746 29.3605478, 51.0755283 29.3604894, 51.0754658 29.3604769)",
435724207,False,,پدرام,residential,,True,230.92900000000003,"LINESTRING (51.075746 29.3605478, 51.0756537 29.3606982, 51.0753773 29.3611246, 51.0753258 29.361262, 51.0751692 29.3614864, 51.0749095 29.3617501, 51.0746852 29.3618987, 51.0742475 29.3620652)",
878481733,True,,بلوار وحدت,tertiary,,False,71.845,"LINESTRING (51.0679762 29.3613271, 51.0672385 29.3613911)",
434897043,False,,رسالت,residential,,False,106.124,"LINESTRING (51.0760943 29.3570998, 51.0760352 29.3580528)",30
544137885,False,,ارشاد,residential,,False,159.137,"LINESTRING (51.0760943 29.3570998, 51.0756222 29.3569549, 51.0750589 29.3568894, 51.0745411 29.3566751)",30
393559831,True,,بلوار انقلاب,primary,,False,125.695,"LINESTRING (51.0745411 29.3566751, 51.0739414 29.3576774)",60
544137885,False,,ارشاد,residential,,True,159.137,"LINESTRING (51.0745411 29.3566751, 51.0750589 29.3568894, 51.0756222 29.3569549, 51.0760943 29.3570998)",30
393559844,False,,کارگر,tertiary,,True,15.127,"LINESTRING (51.068225 29.3644322, 51.0681829 29.3645632)",
555806963,False,,,residential,,False,135.921,"LINESTRING (51.068225 29.3644322, 51.0687749 29.3633077)",30
393559843,True,,بلوارشهرداری,tertiary,,False,110.543,"LINESTRING (51.068225 29.3644322, 51.0691099 29.3648249, 51.0692562 29.3648074)",
393559846,False,,دانش آموز,residential,,False,24.005,"LINESTRING (51.0681885 29.3561345, 51.0684292 29.3561854)",30
393559846,False,,دانش آموز,residential,,True,58.384,"LINESTRING (51.0681885 29.3561345, 51.0675931 29.3560546)",30
393559846,False,,دانش آموز,residential,,False,21.419,"LINESTRING (51.0708908 29.3567115, 51.0710947 29.3567858)",30
393559846,False,,دانش آموز,residential,,True,42.551,"LINESTRING (51.0708908 29.3567115, 51.0704657 29.3566158)",30
798823494,False,,رزمندگان,residential,,False,33.481,"LINESTRING (51.0708908 29.3567115, 51.0710224 29.3564331)",
393559846,False,,دانش آموز,residential,,False,47.02,"LINESTRING (51.0726596 29.3573513, 51.0730957 29.3575366)",30
393559846,False,,دانش آموز,residential,,True,66.938,"LINESTRING (51.0726596 29.3573513, 51.0720216 29.3571207)",30
555799265,False,,بزم,residential,,True,187.432,"LINESTRING (51.0726596 29.3573513, 51.0717722 29.358849)",30
175938351,True,,بلوار انقلاب,primary,,False,37.028,"LINESTRING (51.0736599 29.3577763, 51.0738391 29.3574822)",60
393559846,False,,دانش آموز,residential,,True,60.83,"LINESTRING (51.0736599 29.3577763, 51.0730957 29.3575366)",30
393559848,False,,شهید روا,residential,,False,72.39,"LINESTRING (51.0667523 29.3606709, 51.0674885 29.3605608)",30
884255281,False,,ناصر خسرو,residential,,False,62.831,"LINESTRING (51.0667523 29.3606709, 51.0666658 29.3601109)",30
884255281,False,,ناصر خسرو,residential,,True,71.587,"LINESTRING (51.0667523 29.3606709, 51.0668432 29.3613098)",30
393559848,False,,شهید روا,residential,,False,25.295,"LINESTRING (51.069714 29.360204, 51.0699688 29.3601547)",30
393559848,False,,شهید روا,residential,,True,42.705,"LINESTRING (51.069714 29.360204, 51.0692816 29.360278)",30
555799282,False,,ادب,residential,,True,116.748,"LINESTRING (51.069714 29.360204, 51.0695589 29.3591628)",30
175938351,True,,بلوار انقلاب,primary,,False,82.567,"LINESTRING (51.0724386 29.3598203, 51.0728321 29.3591617)",60
393559848,False,,شهید روا,residential,,True,110.98,"LINESTRING (51.0724386 29.3598203, 51.0712996 29.3599236)",30
434896863,False,,حافظ,residential,,False,366.735,"LINESTRING (51.0703664 29.3647622, 51.0735448 29.3629721)",30
434896864,False,,زرین,residential,,False,307.42,"LINESTRING (51.0703664 29.3647622, 51.0716024 29.3643943, 51.0732992 29.3637173)",
434896863,False,,حافظ,residential,,False,61.884,"LINESTRING (51.0738821 29.3627821, 51.0743796 29.3624332)",30
434896863,False,,حافظ,residential,,True,38.921,"LINESTRING (51.0738821 29.3627821, 51.0735448 29.3629721)",30
434896874,False,,صنوبر,residential,,False,161.326,"LINESTRING (51.0738821 29.3627821, 51.0752005 29.3625802, 51.075519 29.3625192)",30
434896863,False,,حافظ,residential,,False,143.168,"LINESTRING (51.0744162 29.3624075, 51.0755885 29.361624)",30
434896863,False,,حافظ,residential,,True,4.555,"LINESTRING (51.0744162 29.3624075, 51.0743796 29.3624332)",30
434896864,False,,زرین,residential,,True,246.789,"LINESTRING (51.0756147 29.3627935, 51.0732992 29.3637173)",
434896873,False,,,residential,,False,39.204,"LINESTRING (51.0756147 29.3627935, 51.0757894 29.3631115)",
688076352,False,,,residential,,False,31.88,"LINESTRING (51.0756147 29.3627935, 51.075519 29.3625192)",
434896865,False,,,residential,,False,33.834,"LINESTRING (51.0735564 29.3643148, 51.0734338 29.3640299)",
434896867,False,,,residential,,False,68.472,"LINESTRING (51.0735564 29.3643148, 51.0737979 29.3648935)",
434896864,False,,زرین,residential,,False,246.789,"LINESTRING (51.0732992 29.3637173, 51.0756147 29.3627935)",
434896865,False,,,residential,,True,37.126,"LINESTRING (51.0732992 29.3637173, 51.0734338 29.3640299)",
434896864,False,,زرین,residential,,True,307.42,"LINESTRING (51.0732992 29.3637173, 51.0716024 29.3643943, 51.0703664 29.3647622)",
434896866,False,,بهار,residential,,False,70.811,"LINESTRING (51.0737979 29.3648935, 51.074464 29.3646317)",30
434896867,False,,,residential,,True,68.472,"LINESTRING (51.0737979 29.3648935, 51.0735564 29.3643148)",
434896871,False,,,residential,,False,54.839,"LINESTRING (51.0757189 29.3646781, 51.0755246 29.3642149)",
434896866,False,,بهار,residential,,False,76.16,"LINESTRING (51.0755246 29.3642149, 51.076241 29.3639333)",30
434896866,False,,بهار,residential,,True,112.747,"LINESTRING (51.0755246 29.3642149, 51.074464 29.3646317)",30
434896871,False,,,residential,,True,54.839,"LINESTRING (51.0755246 29.3642149, 51.0757189 29.3646781)",
434896865,False,,,residential,,False,37.126,"LINESTRING (51.0734338 29.3640299, 51.0732992 29.3637173)",
434896865,False,,,residential,,True,33.834,"LINESTRING (51.0734338 29.3640299, 51.0735564 29.3643148)",
434896872,False,,,residential,,False,64.742,"LINESTRING (51.0734338 29.3640299, 51.0740419 29.3637888)",
434896872,False,,,residential,,True,185.341,"LINESTRING (51.0757894 29.3631115, 51.0740419 29.3637888)",
434896873,False,,,residential,,False,49.083,"LINESTRING (51.0757894 29.3631115, 51.0760082 29.3635096)",
434896873,False,,,residential,,True,39.204,"LINESTRING (51.0757894 29.3631115, 51.0756147 29.3627935)",
434896866,False,,بهار,residential,,True,76.16,"LINESTRING (51.076241 29.3639333, 51.0755246 29.3642149)",30
