osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,junction,lanes
629907157,False,به فرانبار ۴ - مام صاحبی,residential,False,36.146,"LINESTRING (46.2111526 36.5242001, 46.2110865 36.5238794)",30,,,
629907157,False,به فرانبار ۴ - مام صاحبی,residential,True,36.833,"LINESTRING (46.2111526 36.5242001, 46.2112199 36.5245269)",30,,,
374103113,False,,residential,True,220.72199999999998,"LINESTRING (46.2111526 36.5242001, 46.2115633 36.5240992, 46.2128379 36.5238146, 46.2135246 36.5236468)",30,,,
374103104,False,,residential,True,127.427,"LINESTRING (46.2110865 36.5238794, 46.212447 36.523536)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,False,37.649,"LINESTRING (46.2110865 36.5238794, 46.2110409 36.5235428)",30,,,
629905514,False,پوشپه ر ۱۲,residential,False,70.261,"LINESTRING (46.2110865 36.5238794, 46.2103344 36.5240637)",30,,,
629907157,False,به فرانبار ۴ - مام صاحبی,residential,True,36.146,"LINESTRING (46.2110865 36.5238794, 46.2111526 36.5242001)",30,,,
374103053,False,,residential,False,126.445,"LINESTRING (46.2109987 36.5232308, 46.2123903 36.5230247)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,False,18.601,"LINESTRING (46.2109987 36.5232308, 46.2109762 36.5230645)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,True,34.897,"LINESTRING (46.2109987 36.5232308, 46.2110409 36.5235428)",30,,,
582075246,False,,residential,True,89.10999999999999,"LINESTRING (46.2109987 36.5232308, 46.2101862 36.5234494, 46.2100536 36.5234865)",,,,
374103056,False,,residential,False,84.797,"LINESTRING (46.210967 36.5229961, 46.2119027 36.5228691)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,False,8.77,"LINESTRING (46.210967 36.5229961, 46.2109563 36.5229177)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,True,7.65,"LINESTRING (46.210967 36.5229961, 46.2109762 36.5230645)",30,,,
374103046,False,,residential,False,80.75,"LINESTRING (46.2109255 36.5226896, 46.2118103 36.522542)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,False,34.036,"LINESTRING (46.2109255 36.5226896, 46.2108843 36.5223853)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,True,10.144,"LINESTRING (46.2109255 36.5226896, 46.2109377 36.5227803)",30,,,
374103059,False,,residential,False,76.458,"LINESTRING (46.2108782 36.5223404, 46.2117241 36.522237)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,False,15.849,"LINESTRING (46.2108782 36.5223404, 46.210859 36.5221987)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,True,5.022,"LINESTRING (46.2108782 36.5223404, 46.2108843 36.5223853)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,False,3.3,"LINESTRING (46.2108034 36.5217876, 46.2107994 36.5217581)",30,,,
629905513,False,به فرانبار ۴  - مام صاحبی,residential,True,24.83,"LINESTRING (46.2108034 36.5217876, 46.2108334 36.5220096)",30,,,
846822017,False,پوشپه ر ۷,residential,False,48.368,"LINESTRING (46.2108034 36.5217876, 46.2102735 36.5218763)",30,,,
374103072,False,ره زبه ر ۹,residential,False,64.03,"LINESTRING (46.2130545 36.5212679, 46.2131837 36.5218343)",30,,,
760105326,True,سید قطب,residential,False,31.57,"LINESTRING (46.2130545 36.5212679, 46.2127297 36.5211562)",30,,,
301283777,True,بلوار جمهوری اسلامی - کمربندی,primary,False,30.472,"LINESTRING (46.2154771 36.5218263, 46.2155611 36.5220919)",,21,,
772827466,False,,primary_link,False,8.496,"LINESTRING (46.2154771 36.5218263, 46.2153827 36.5218354)",,,,
356383086,False,بابان ۲,residential,True,23.059,"LINESTRING (46.2158681 36.5222407, 46.2159686 36.5220497)",30,,,
966550894,True,بلوار شهدا,secondary,False,19.613,"LINESTRING (46.2158681 36.5222407, 46.2160576 36.5223297)",,,,
301283777,True,بلوار جمهوری اسلامی - کمربندی,primary,False,182.804,"LINESTRING (46.2156516 36.5226588, 46.2156849 36.5229055, 46.2157457 36.5236714, 46.2157417 36.5240756, 46.2157341 36.5242997)",,21,,
380376908,True,انقلاب,secondary,False,14.624,"LINESTRING (46.2069465 36.5228493, 46.2069492 36.5227178)",,21,,
380377833,True,میدان اسکندری,secondary,False,31.377,"LINESTRING (46.2069465 36.5228493, 46.206996 36.5228558, 46.2070402 36.5228748, 46.2070743 36.5229044, 46.2070946 36.5229412, 46.2070989 36.5229814, 46.2070867 36.5230205, 46.2070593 36.5230543)",,,roundabout,
304200441,True,۲۲ بهمن,secondary,False,41.257999999999996,"LINESTRING (46.2070593 36.5230543, 46.2072102 36.5231579, 46.2074137 36.5232921)",,,,
380377833,True,میدان اسکندری,secondary,False,13.557,"LINESTRING (46.2070593 36.5230543, 46.2070194 36.5230792, 46.2069715 36.5230923, 46.2069209 36.523092)",,,roundabout,
380377833,True,میدان اسکندری,secondary,False,40.143,"LINESTRING (46.2069209 36.523092, 46.2068783 36.5230806, 46.2068417 36.5230597, 46.2068143 36.5230311, 46.2067984 36.5229973, 46.2067956 36.5229613, 46.2068059 36.5229262, 46.2068286 36.522895, 46.2068616 36.5228705, 46.2069021 36.5228548, 46.2069465 36.5228493)",,,roundabout,
301283777,True,بلوار جمهوری اسلامی - کمربندی,primary,False,12.87,"LINESTRING (46.2155823 36.5253674, 46.2155523 36.5254806)",,21,,
372919415,True,بلوار عدالت,tertiary,False,23.312,"LINESTRING (46.2155823 36.5253674, 46.215841 36.5253945)",,,,
777913900,False,,tertiary,True,10.169,"LINESTRING (46.2155823 36.5253674, 46.2154733 36.5253411)",,,,
380377836,True,انقلاب,secondary,False,30.202,"LINESTRING (46.2071515 36.519393, 46.2071649 36.5191216)",,,,
304199187,True,قه لای سردار,tertiary,False,179.95,"LINESTRING (46.2071515 36.519393, 46.2072126 36.5193941, 46.2077031 36.5194026, 46.2080921 36.5194, 46.2083936 36.5193827, 46.2091597 36.5193151)",30,,,1
380377835,True,نجاری,tertiary,False,62.856,"LINESTRING (46.2069492 36.5227178, 46.2063721 36.5223946)",,,,
380377836,True,انقلاب,secondary,False,49.195,"LINESTRING (46.2069492 36.5227178, 46.2069666 36.5222756)",,,,
571385938,False,حوضخانه,residential,True,87.778,"LINESTRING (46.2069492 36.5227178, 46.2059674 36.5227433)",30,,,
304200441,True,۲۲ بهمن,secondary,False,7.313,"LINESTRING (46.2083868 36.5238739, 46.2084526 36.523913)",,,,
685261645,True,شهید بهشتی,secondary,False,15.335,"LINESTRING (46.2083868 36.5238739, 46.208416 36.523738)",,,,
629205524,False,بهرامی,tertiary,False,38.866,"LINESTRING (46.2072545 36.5177778, 46.2071769 36.5177904, 46.2068282 36.517847)",,,,
629205525,True,انقلاب,secondary,False,77.632,"LINESTRING (46.2072545 36.5177778, 46.2072714 36.5174904, 46.207295 36.5170804)",,,,
301283777,True,بلوار جمهوری اسلامی - کمربندی,primary,False,64.251,"LINESTRING (46.2151838 36.5203823, 46.2152979 36.5209528)",,21,,
356373429,False,بعثت- کلهر آباد,secondary,False,33.45,"LINESTRING (46.2151838 36.5203823, 46.2155414 36.5202934)",,,,
784738016,False,چهار راه کمربندی,secondary,True,10.806,"LINESTRING (46.2151838 36.5203823, 46.2150657 36.5204032)",,,,
356378109,False,فاروق اعظم,residential,False,8.31,"LINESTRING (46.2166669 36.5189876, 46.2165987 36.5189368)",30,,,
356378105,False,,residential,True,31.449,"LINESTRING (46.2153928 36.5196683, 46.2154569 36.5199464)",30,,,
787517798,False,,residential,False,43.546,"LINESTRING (46.2153928 36.5196683, 46.2153223 36.5192808)",30,,,
356374606,False,,residential,False,17.128,"LINESTRING (46.2165723 36.518316, 46.2164323 36.5182108)",30,,,
356374606,False,,residential,False,29.26,"LINESTRING (46.2164323 36.5182108, 46.2161806 36.5180425)",30,,,
356374606,False,,residential,True,17.128,"LINESTRING (46.2164323 36.5182108, 46.2165723 36.518316)",30,,,
356374606,False,,residential,True,29.26,"LINESTRING (46.2161806 36.5180425, 46.2164323 36.5182108)",30,,,
356374615,False,آرام ۲,residential,False,56.109,"LINESTRING (46.2161806 36.5180425, 46.2162201 36.5175389)",30,,,
356374615,False,آرام ۲,residential,True,38.996,"LINESTRING (46.2161806 36.5180425, 46.2161302 36.5182663, 46.2160614 36.518313, 46.2160111 36.5183439)",30,,,
356378109,False,فاروق اعظم,residential,False,24.288,"LINESTRING (46.2164768 36.5188208, 46.2162872 36.5186643)",30,,,
356378109,False,فاروق اعظم,residential,True,16.883,"LINESTRING (46.2164768 36.5188208, 46.2165987 36.5189368)",30,,,
356374611,False,,residential,False,28.188,"LINESTRING (46.215915 36.5170752, 46.2161701 36.5172243)",30,,,
356378103,False,موکریان,residential,True,7.537,"LINESTRING (46.215915 36.5170752, 46.2158316 36.5170853)",,,,
356374611,False,,residential,True,27.196,"LINESTRING (46.2164217 36.5173619, 46.2161701 36.5172243)",30,,,
356378109,False,فاروق اعظم,residential,True,43.336,"LINESTRING (46.2160111 36.5183439, 46.2162872 36.5186643)",30,,,
356374615,False,آرام ۲,residential,False,38.995999999999995,"LINESTRING (46.2160111 36.5183439, 46.2160614 36.518313, 46.2161302 36.5182663, 46.2161806 36.5180425)",30,,,
356378111,False,,residential,False,55.576,"LINESTRING (46.2160111 36.5183439, 46.2159547 36.5182113, 46.2158901 36.5179623, 46.2158321 36.5179418, 46.2157664 36.5179549)",30,,,
356374611,False,,residential,False,27.196,"LINESTRING (46.2161701 36.5172243, 46.2164217 36.5173619)",30,,,
356374611,False,,residential,True,28.188,"LINESTRING (46.2161701 36.5172243, 46.215915 36.5170752)",30,,,
356374615,False,آرام ۲,residential,True,11.544,"LINESTRING (46.2161701 36.5172243, 46.2162061 36.517324)",30,,,
356374615,False,آرام ۲,residential,False,23.929,"LINESTRING (46.2162201 36.5175389, 46.2162061 36.517324)",30,,,
356374615,False,آرام ۲,residential,True,56.109,"LINESTRING (46.2162201 36.5175389, 46.2161806 36.5180425)",30,,,
356374616,False,,residential,False,58.064,"LINESTRING (46.2162201 36.5175389, 46.2155736 36.517591)",30,,,
356374616,False,,residential,True,58.064,"LINESTRING (46.2155736 36.517591, 46.2162201 36.5175389)",30,,,
356378112,False,,residential,False,19.17,"LINESTRING (46.2155736 36.517591, 46.2154757 36.5174376)",30,,,
356378112,False,,residential,True,43.979,"LINESTRING (46.2155736 36.517591, 46.2157664 36.5179549)",30,,,
356378104,False,خه رمانان ۳,residential,False,39.173,"LINESTRING (46.2162872 36.5186643, 46.2158688 36.5187694)",30,,,
356378109,False,فاروق اعظم,residential,False,43.336,"LINESTRING (46.2162872 36.5186643, 46.2160111 36.5183439)",30,,,
356378109,False,فاروق اعظم,residential,True,24.288,"LINESTRING (46.2162872 36.5186643, 46.2164768 36.5188208)",30,,,
356373429,False,بعثت- کلهر آباد,secondary,False,21.669,"LINESTRING (46.2155414 36.5202934, 46.2157778 36.52025)",,,,
356373429,False,بعثت- کلهر آباد,secondary,True,33.45,"LINESTRING (46.2155414 36.5202934, 46.2151838 36.5203823)",,,,
356378105,False,,residential,False,39.317,"LINESTRING (46.2155414 36.5202934, 46.2154569 36.5199464)",30,,,
379830220,False,بابان ۱,residential,True,72.184,"LINESTRING (46.2155414 36.5202934, 46.2156619 36.5209353)",30,,,
356378104,False,خه رمانان ۳,residential,False,32.955,"LINESTRING (46.2152354 36.5189038, 46.2148767 36.5189726)",30,,,
356378104,False,خه رمانان ۳,residential,True,21.357,"LINESTRING (46.2152354 36.5189038, 46.2154642 36.5188483)",30,,,
787517798,False,,residential,False,85.449,"LINESTRING (46.2152354 36.5189038, 46.2150931 36.5181439)",30,,,
787517798,False,,residential,True,42.634,"LINESTRING (46.2152354 36.5189038, 46.2153223 36.5192808)",30,,,
771004881,False,خه رمانان۲,residential,False,36.462,"LINESTRING (46.2150931 36.5181439, 46.2146946 36.5182143)",30,,,
771004881,False,خه رمانان۲,residential,True,20.23,"LINESTRING (46.2150931 36.5181439, 46.2153136 36.5181027)",30,,,
787517798,False,,residential,False,97.521,"LINESTRING (46.2150931 36.5181439, 46.2148447 36.5172899)",30,,,
787517798,False,,residential,True,85.449,"LINESTRING (46.2150931 36.5181439, 46.2152354 36.5189038)",30,,,
356378103,False,موکریان,residential,False,26.834,"LINESTRING (46.2148447 36.5172899, 46.2151357 36.5172304)",,,,
356378103,False,موکریان,residential,True,12.012,"LINESTRING (46.2148447 36.5172899, 46.2147135 36.5173134)",,,,
787517798,False,,residential,True,97.521,"LINESTRING (46.2148447 36.5172899, 46.2150931 36.5181439)",30,,,
356378103,False,موکریان,residential,False,7.337,"LINESTRING (46.2151357 36.5172304, 46.2152137 36.5172098)",,,,
356378103,False,موکریان,residential,True,26.834,"LINESTRING (46.2151357 36.5172304, 46.2148447 36.5172899)",,,,
356378106,False,,residential,False,98.29,"LINESTRING (46.2151357 36.5172304, 46.2153136 36.5181027)",30,,,
356378106,False,,residential,False,83.992,"LINESTRING (46.2153136 36.5181027, 46.2154642 36.5188483)",30,,,
356378106,False,,residential,True,98.29,"LINESTRING (46.2153136 36.5181027, 46.2151357 36.5172304)",30,,,
771004881,False,خه رمانان۲,residential,False,20.23,"LINESTRING (46.2153136 36.5181027, 46.2150931 36.5181439)",30,,,
771004881,False,خه رمانان۲,residential,True,38.283,"LINESTRING (46.2153136 36.5181027, 46.2157273 36.5180133)",30,,,
356378104,False,خه رمانان ۳,residential,False,21.357,"LINESTRING (46.2154642 36.5188483, 46.2152354 36.5189038)",30,,,
356378104,False,خه رمانان ۳,residential,True,37.206,"LINESTRING (46.2154642 36.5188483, 46.2158688 36.5187694)",30,,,
356378106,False,,residential,True,83.992,"LINESTRING (46.2154642 36.5188483, 46.2153136 36.5181027)",30,,,
356378107,False,آکام ۲,residential,False,120.306,"LINESTRING (46.2165987 36.5189368, 46.2153223 36.5192808)",30,,,
356378109,False,فاروق اعظم,residential,False,16.883,"LINESTRING (46.2165987 36.5189368, 46.2164768 36.5188208)",30,,,
356378109,False,فاروق اعظم,residential,True,8.31,"LINESTRING (46.2165987 36.5189368, 46.2166669 36.5189876)",30,,,
356378107,False,آکام ۲,residential,True,120.306,"LINESTRING (46.2153223 36.5192808, 46.2165987 36.5189368)",30,,,
787517798,False,,residential,False,42.634,"LINESTRING (46.2153223 36.5192808, 46.2152354 36.5189038)",30,,,
787517798,False,,residential,True,43.546,"LINESTRING (46.2153223 36.5192808, 46.2153928 36.5196683)",30,,,
356378105,False,,residential,False,31.449,"LINESTRING (46.2154569 36.5199464, 46.2153928 36.5196683)",30,,,
356378105,False,,residential,True,39.317,"LINESTRING (46.2154569 36.5199464, 46.2155414 36.5202934)",30,,,
301283777,True,بلوار جمهوری اسلامی - کمربندی,primary,False,85.875,"LINESTRING (46.2146946 36.5182143, 46.2148767 36.5189726)",,21,,
771004881,False,خه رمانان۲,residential,True,36.462,"LINESTRING (46.2146946 36.5182143, 46.2150931 36.5181439)",30,,,
356378111,False,,residential,False,7.374,"LINESTRING (46.2157664 36.5179549, 46.2157273 36.5180133)",30,,,
356378112,False,,residential,False,43.979,"LINESTRING (46.2157664 36.5179549, 46.2155736 36.517591)",30,,,
356378111,False,,residential,True,55.576,"LINESTRING (46.2157664 36.5179549, 46.2158321 36.5179418, 46.2158901 36.5179623, 46.2159547 36.5182113, 46.2160111 36.5183439)",30,,,
356378103,False,موکریان,residential,True,12.508,"LINESTRING (46.2153505 36.517186, 46.2152137 36.5172098)",,,,
356378112,False,,residential,True,30.131,"LINESTRING (46.2153505 36.517186, 46.2154757 36.5174376)",30,,,
356378103,False,موکریان,residential,False,44.428,"LINESTRING (46.2153505 36.517186, 46.2155334 36.5171477, 46.2158316 36.5170853)",,,,
356378112,False,,residential,False,30.131,"LINESTRING (46.2154757 36.5174376, 46.2153505 36.517186)",30,,,
356378112,False,,residential,True,19.17,"LINESTRING (46.2154757 36.5174376, 46.2155736 36.517591)",30,,,
356378113,False,آرام ۱,residential,False,66.483,"LINESTRING (46.2154757 36.5174376, 46.2162061 36.517324)",30,,,
356374615,False,آرام ۲,residential,False,11.544,"LINESTRING (46.2162061 36.517324, 46.2161701 36.5172243)",30,,,
356374615,False,آرام ۲,residential,True,23.929,"LINESTRING (46.2162061 36.517324, 46.2162201 36.5175389)",30,,,
356378113,False,آرام ۱,residential,True,66.483,"LINESTRING (46.2162061 36.517324, 46.2154757 36.5174376)",30,,,
356378104,False,خه رمانان ۳,residential,False,37.206,"LINESTRING (46.2158688 36.5187694, 46.2154642 36.5188483)",30,,,
356378104,False,خه رمانان ۳,residential,True,39.173,"LINESTRING (46.2158688 36.5187694, 46.2162872 36.5186643)",30,,,
356378114,False,,residential,False,85.02,"LINESTRING (46.2158688 36.5187694, 46.2157273 36.5180133)",30,,,
356378103,False,موکریان,residential,False,12.508,"LINESTRING (46.2152137 36.5172098, 46.2153505 36.517186)",,,,
356378103,False,موکریان,residential,True,7.337,"LINESTRING (46.2152137 36.5172098, 46.2151357 36.5172304)",,,,
356378103,False,موکریان,residential,False,7.537,"LINESTRING (46.2158316 36.5170853, 46.215915 36.5170752)",,,,
356378103,False,موکریان,residential,True,44.428,"LINESTRING (46.2158316 36.5170853, 46.2155334 36.5171477, 46.2153505 36.517186)",,,,
356383083,False,بابان ۱۱,residential,False,30.141,"LINESTRING (46.2159839 36.5212245, 46.215919 36.5209585)",30,,,
379830225,False,خه رمانان ۶,residential,False,22.849,"LINESTRING (46.2159839 36.5212245, 46.2157333 36.5212653)",30,,,
708764309,False,,residential,False,21.799,"LINESTRING (46.2159839 36.5212245, 46.2162263 36.5212025)",,,,
356383083,False,بابان ۱۱,residential,False,74.221,"LINESTRING (46.215909 36.5209091, 46.2157778 36.52025)",30,,,
356383083,False,بابان ۱۱,residential,True,5.565,"LINESTRING (46.215909 36.5209091, 46.215919 36.5209585)",30,,,
379830223,False,خه رمانان ۵,residential,False,22.272,"LINESTRING (46.215909 36.5209091, 46.2156619 36.5209353)",30,,,
356373429,False,بعثت- کلهر آباد,secondary,False,40.785,"LINESTRING (46.2157778 36.52025, 46.216219 36.5201561)",,,,
356373429,False,بعثت- کلهر آباد,secondary,True,21.669,"LINESTRING (46.2157778 36.52025, 46.2155414 36.5202934)",,,,
356383083,False,بابان ۱۱,residential,True,74.221,"LINESTRING (46.2157778 36.52025, 46.215909 36.5209091)",30,,,
356383083,False,بابان ۱۱,residential,False,5.565,"LINESTRING (46.215919 36.5209585, 46.215909 36.5209091)",30,,,
356383083,False,بابان ۱۱,residential,True,30.141,"LINESTRING (46.215919 36.5209585, 46.2159839 36.5212245)",30,,,
356383084,False,خه رمانان ۱۱,residential,False,40.428,"LINESTRING (46.215919 36.5209585, 46.2163564 36.5208656)",30,,,
356383084,False,خه رمانان ۱۱,residential,False,11.172,"LINESTRING (46.2163564 36.5208656, 46.2164794 36.5208476)",30,,,
356383084,False,خه رمانان ۱۱,residential,True,40.428,"LINESTRING (46.2163564 36.5208656, 46.215919 36.5209585)",30,,,
356383085,False,بابان ۱۲,residential,False,79.843,"LINESTRING (46.2163564 36.5208656, 46.216219 36.5201561)",30,,,
356373429,False,بعثت- کلهر آباد,secondary,False,32.221,"LINESTRING (46.216219 36.5201561, 46.2165687 36.5200855)",,,,
356373429,False,بعثت- کلهر آباد,secondary,True,40.785,"LINESTRING (46.216219 36.5201561, 46.2157778 36.52025)",,,,
356383085,False,بابان ۱۲,residential,True,79.843,"LINESTRING (46.216219 36.5201561, 46.2163564 36.5208656)",30,,,
356383084,False,خه رمانان ۱۱,residential,False,24.979,"LINESTRING (46.2164794 36.5208476, 46.2167507 36.5207935)",30,,,
356383084,False,خه رمانان ۱۱,residential,True,11.172,"LINESTRING (46.2164794 36.5208476, 46.2163564 36.5208656)",30,,,
356383086,False,بابان ۲,residential,False,147.718,"LINESTRING (46.2164794 36.5208476, 46.2165755 36.5210323, 46.2159686 36.5220497)",30,,,
966550894,True,بلوار شهدا,secondary,False,34.809,"LINESTRING (46.2161693 36.522365, 46.2165273 36.5224884)",,,,
372919414,False,حضرت عمر,residential,False,57.246,"LINESTRING (46.2157341 36.5242997, 46.2163612 36.524405)",30,,,
301283777,True,بلوار جمهوری اسلامی - کمربندی,primary,False,119.565,"LINESTRING (46.2157341 36.5242997, 46.2156985 36.5247064, 46.2155823 36.5253674)",,21,,
373291122,False,,residential,False,18.159,"LINESTRING (46.213416 36.5178782, 46.2135027 36.5180259)",30,,,
708062490,False,خاکه لیوه ۴,residential,False,93.83500000000001,"LINESTRING (46.213416 36.5178782, 46.2125499 36.5181605, 46.2124437 36.5181968)",30,,,
708062490,False,خاکه لیوه ۴,residential,True,74.3,"LINESTRING (46.213416 36.5178782, 46.2134202 36.5177051, 46.2133074 36.5176024, 46.2131806 36.5175156, 46.213144 36.5174899, 46.2131081 36.5174631, 46.2130524 36.5174261, 46.2130307 36.5174138, 46.2129745 36.5173652)",30,,,
373291120,False,,residential,False,22.484,"LINESTRING (46.2116759 36.5187241, 46.2118438 36.5188747)",30,,,
708062490,False,خاکه لیوه ۴,residential,False,22.515,"LINESTRING (46.2116759 36.5187241, 46.2114651 36.518835)",30,,,
708062490,False,خاکه لیوه ۴,residential,True,36.150999999999996,"LINESTRING (46.2116759 36.5187241, 46.2118596 36.5185975, 46.2119573 36.5184931)",30,,,
373291119,False,,residential,False,27.466,"LINESTRING (46.2114651 36.518835, 46.2116373 36.5190396)",30,,,
708062490,False,خاکه لیوه ۴,residential,True,22.515,"LINESTRING (46.2114651 36.518835, 46.2116759 36.5187241)",30,,,
708062490,False,خاکه لیوه ۴,residential,False,34.238,"LINESTRING (46.2114651 36.518835, 46.2112118 36.5189086, 46.2111025 36.518934)",30,,,
708062490,False,خاکه لیوه ۴,residential,False,22.922,"LINESTRING (46.2106746 36.5190006, 46.2104181 36.5190011)",30,,,
764358262,False,سیروان,residential,False,45.976,"LINESTRING (46.2106746 36.5190006, 46.2106559 36.5194138)",30,,,
