osmid,oneway,name,highway,junction,reversed,length,lanes,geometry
245239887,True,میدان امام حسین,tertiary,roundabout,False,7.484,,"LINESTRING (59.4464528 27.4822782, 59.4465284 27.4822726)"
604920082,True,جاده چگرد - گل مورتی,tertiary,,False,49.904,,"LINESTRING (59.4439555 27.481967, 59.4444569 27.4820266)"
998995113,False,جاده چلگرد - گل مورتی,tertiary,,True,48.69,2,"LINESTRING (59.4439555 27.481967, 59.443899 27.482402)"
245239887,True,میدان امام حسین,tertiary,roundabout,False,37.443999999999996,,"LINESTRING (59.4465284 27.4822726, 59.4466031 27.4822846, 59.4466718 27.4823133, 59.4467297 27.4823568, 59.446773 27.4824121, 59.4467987 27.4824755)"
604920042,False,خیابان جهاد جنوبی,residential,,False,49.617000000000004,2,"LINESTRING (59.4465284 27.4822726, 59.4465806 27.4821195, 59.446613 27.4820003, 59.4466448 27.4818391)"
245239887,True,میدان امام حسین,tertiary,roundabout,False,22.463,,"LINESTRING (59.4467987 27.4824755, 59.446805 27.4825426, 59.4467915 27.4826089, 59.4467592 27.4826698)"
245240030,True,بلوار امام حسين,tertiary,,False,257.455,,"LINESTRING (59.4467987 27.4824755, 59.4469591 27.482566, 59.4493598 27.482835)"
245239887,True,میدان امام حسین,tertiary,roundabout,False,29.956000000000003,,"LINESTRING (59.4467592 27.4826698, 59.4467102 27.4827212, 59.4466478 27.4827596, 59.4465764 27.4827824, 59.4465007 27.482788)"
245239887,True,میدان امام حسین,tertiary,roundabout,False,25.866,,"LINESTRING (59.4465007 27.482788, 59.446426 27.482776, 59.4463573 27.4827473, 59.4462994 27.4827038, 59.4462797 27.4826787)"
908631806,False,,residential,,False,130.324,,"LINESTRING (59.4465007 27.482788, 59.446288 27.4839168, 59.4462859 27.4839443)"
604920051,False,,residential,,False,72.771,,"LINESTRING (59.4523264 27.4832061, 59.4523535 27.4825521)"
604920051,False,,residential,,True,10.575,,"LINESTRING (59.4523264 27.4832061, 59.4523273 27.4833012)"
998995121,False,,residential,,False,10.588,,"LINESTRING (59.4520722 27.4832982, 59.4520742 27.483203)"
245240028,True,بلوار امام حسين,tertiary,,False,116.923,,"LINESTRING (59.4520722 27.4832982, 59.4516082 27.4832361, 59.4509002 27.4831413)"
604920022,False,,residential,,False,165.30599999999998,,"LINESTRING (59.4520722 27.4832982, 59.4520125 27.4838167, 59.451937 27.4847798)"
604920051,False,,residential,,True,11.491,,"LINESTRING (59.4524013 27.4815562, 59.4523933 27.4816593)"
604920051,False,,residential,,False,126.728,,"LINESTRING (59.4524013 27.4815562, 59.4524123 27.4808949, 59.4523945 27.4807081, 59.4522769 27.4804366)"
604920063,False,,residential,,False,117.314,,"LINESTRING (59.4444569 27.4820266, 59.4445785 27.4809771)"
604920082,True,جاده چگرد - گل مورتی,tertiary,,False,198.868,,"LINESTRING (59.4444569 27.4820266, 59.4464528 27.4822782)"
604920025,True,بلوار مولوی,tertiary,,False,262.818,,"LINESTRING (59.4522769 27.4804366, 59.4514312 27.4805621, 59.4501829 27.4807366, 59.4499572 27.4807161, 59.4496428 27.4806865)"
604920051,False,,residential,,True,126.728,,"LINESTRING (59.4522769 27.4804366, 59.4523945 27.4807081, 59.4524123 27.4808949, 59.4524013 27.4815562)"
908631802,False,,residential,,False,9.064,,"LINESTRING (59.4496428 27.4806865, 59.4496541 27.4806056)"
604920025,True,بلوار مولوی,tertiary,,False,76.05799999999999,,"LINESTRING (59.4496428 27.4806865, 59.4492904 27.4806495, 59.4488772 27.4806057)"
908631802,False,,residential,,True,148.713,,"LINESTRING (59.4496428 27.4806865, 59.4495998 27.4811286, 59.4494665 27.4820144)"
908631812,False,,residential,,False,40.266999999999996,,"LINESTRING (59.4444868 27.4784687, 59.4445231 27.4782259, 59.4445222 27.4781087)"
908631812,False,,residential,,True,175.872,,"LINESTRING (59.4444868 27.4784687, 59.4444797 27.4785157, 59.4444057 27.47881, 59.4443368 27.47917, 59.4443292 27.4795933, 59.4443551 27.4800369)"
604920022,False,,residential,,False,37.757,,"LINESTRING (59.451937 27.4847798, 59.4518866 27.4851164)"
604920072,False,,residential,,True,82.506,,"LINESTRING (59.451937 27.4847798, 59.4527701 27.4848456)"
604920022,False,,residential,,True,165.30599999999998,,"LINESTRING (59.451937 27.4847798, 59.4520125 27.4838167, 59.4520722 27.4832982)"
998995113,False,جاده چلگرد - گل مورتی,tertiary,,False,48.69,2,"LINESTRING (59.443899 27.482402, 59.4439555 27.481967)"
998995113,False,جاده چلگرد - گل مورتی,tertiary,,True,228.504,2,"LINESTRING (59.443899 27.482402, 59.443781 27.4828565, 59.4437684 27.4830219, 59.4437893 27.483181, 59.4438897 27.4839877, 59.4439625 27.4844005, 59.4439654 27.4844336)"
604920105,True,,residential,,False,9.162,,"LINESTRING (59.4531159 27.4803126, 59.4530995 27.4802315)"
"[604920025, 908631794]",True,بلوار مولوی,tertiary,,False,83.918,,"LINESTRING (59.4531159 27.4803126, 59.4530041 27.4803273, 59.452869 27.4803516, 59.4522769 27.4804366)"
604920042,False,خیابان جهاد جنوبی,residential,,True,55.727,2,"LINESTRING (59.4469525 27.4798095, 59.446879 27.4803064)"
604920042,False,خیابان جهاد جنوبی,residential,,False,309.942,2,"LINESTRING (59.4469525 27.4798095, 59.4471498 27.4784956, 59.4472478 27.4780217, 59.4474065 27.4774454, 59.4475401 27.4770772)"
908631811,False,,residential,,False,305.493,,"LINESTRING (59.4469525 27.4798095, 59.4448741 27.4783918, 59.4445222 27.4781087)"
604920063,False,,residential,,True,91.177,,"LINESTRING (59.4446517 27.4801597, 59.4445785 27.4809771)"
604920025,True,بلوار مولوی,tertiary,,False,130.10399999999998,,"LINESTRING (59.4446517 27.4801597, 59.4434753 27.4800516, 59.4433399 27.4800389)"
245240030,True,بلوار امام حسين,tertiary,,False,83.463,,"LINESTRING (59.4493598 27.482835, 59.4501958 27.4829505)"
908631802,False,,residential,,False,91.852,,"LINESTRING (59.4493598 27.482835, 59.4494665 27.4820144)"
908631804,False,,residential,,True,11.046,,"LINESTRING (59.4493598 27.482835, 59.4493538 27.4829342)"
604920042,False,خیابان جهاد جنوبی,residential,,False,162.611,2,"LINESTRING (59.4466448 27.4818391, 59.4467289 27.4812913, 59.4468533 27.4804799, 59.4468666 27.48039)"
604920042,False,خیابان جهاد جنوبی,residential,,True,49.617000000000004,2,"LINESTRING (59.4466448 27.4818391, 59.446613 27.4820003, 59.4465806 27.4821195, 59.4465284 27.4822726)"
