osmid,oneway,name,highway,maxspeed,reversed,length,geometry,junction,lanes,bridge,tunnel
52088575,True,میدان طالقانی,primary,,False,37.223,"LINESTRING (52.8578194 36.4633983, 52.8579215 36.463382, 52.8580246 36.4633934, 52.8581174 36.4634311, 52.85819 36.4634911)",roundabout,,,
52088575,True,میدان طالقانی,primary,,False,34.372,"LINESTRING (52.85819 36.4634911, 52.8582319 36.4635606, 52.8582459 36.4636371, 52.8582305 36.4637134, 52.8581873 36.4637824)",roundabout,,,
83365466,True,شهید مدرس,primary,,False,11.551,"LINESTRING (52.85819 36.4634911, 52.8582311 36.4634683, 52.8582964 36.4634322)",,,,
243245824,True,فرهنگ,secondary,,False,63.987,"LINESTRING (52.8595371 36.4641475, 52.8589087 36.4644227)",,,,
250552896,True,هنر,primary,,False,114.42,"LINESTRING (52.8595371 36.4641475, 52.8583241 36.4638201)",,,,
243246051,True,یاس ۲ یوسف رضا,secondary,30,False,128.795,"LINESTRING (52.8595371 36.4641475, 52.8588751 36.4632247, 52.8588147 36.4631455)",,,,
250552896,True,هنر,primary,,False,15.938,"LINESTRING (52.8610676 36.4645703, 52.8608961 36.4645313)",,,,
122822003,False,بلوار شریعتی,primary,,True,61.51500000000001,"LINESTRING (52.8611302 36.4648426, 52.8610116 36.4649952, 52.860806 36.4652242, 52.8607442 36.4653002)",,,,
243246160,True,بلوار شریعتی,primary,,False,31.194000000000003,"LINESTRING (52.8611302 36.4648426, 52.8611357 36.4647567, 52.8611161 36.4646935, 52.861092 36.4646218, 52.8610676 36.4645703)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,False,103.879,"LINESTRING (52.8577849 36.4649825, 52.8568065 36.4654861)",,,,
243244185,False,شهدای کوچکسرا جنوبی,secondary,,False,127.596,"LINESTRING (52.8577849 36.4649825, 52.858045 36.4653471, 52.8583543 36.465733, 52.8585333 36.4659591)",,,,
243245829,True,تلار ۲,secondary,30,False,56.476,"LINESTRING (52.8577849 36.4649825, 52.85752 36.4646186, 52.8574658 36.4645442)",,,,
243244185,False,شهدای کوچکسرا جنوبی,secondary,,False,16.576,"LINESTRING (52.8587719 36.4663008, 52.8588359 36.4664407)",,,,
243244185,False,شهدای کوچکسرا جنوبی,secondary,,True,31.061,"LINESTRING (52.8587719 36.4663008, 52.8586017 36.4660573)",,,,
646776774,True,خزر۳ شهیدنواب صفوی   شقایق ۴,residential,30,False,41.842,"LINESTRING (52.8587719 36.4663008, 52.8590772 36.4661812, 52.8591963 36.4661428)",,,,
122822003,False,بلوار شریعتی,primary,,False,89.575,"LINESTRING (52.8601478 36.4659463, 52.8602222 36.4658676, 52.8605371 36.4655549, 52.8607442 36.4653002)",,,,
122822003,False,بلوار شریعتی,primary,,True,125.553,"LINESTRING (52.8601478 36.4659463, 52.8601258 36.4660955, 52.8601145 36.4663268, 52.86011 36.4664199, 52.8602365 36.466687, 52.8604282 36.4670216)",,,,
243243865,True,خزر ۱  سیدجمال اسدآبادی,residential,30,False,202.465,"LINESTRING (52.8601478 36.4659463, 52.8595084 36.4651881, 52.8589087 36.4644227)",,,,
243245824,True,فرهنگ,secondary,,False,118.213,"LINESTRING (52.8589087 36.4644227, 52.8577849 36.4649825)",,,,
243244290,True,میدان شهید بهشتی,secondary,20,False,15.594,"LINESTRING (52.8617818 36.4601627, 52.8617978 36.4601953, 52.8617994 36.4602304, 52.8617863 36.4602638, 52.8617601 36.4602918)",roundabout,,,
243358635,False,بهار آزادی,residential,30,False,83.59,"LINESTRING (52.8617818 36.4601627, 52.8620532 36.4599901, 52.8620934 36.4599646, 52.8626099 36.459845)",,,,
243244290,True,میدان شهید بهشتی,secondary,20,False,7.161,"LINESTRING (52.8617601 36.4602918, 52.8617271 36.46031, 52.8616887 36.4603192)",roundabout,,,
243244613,False,خیابان سید نظام الدین,secondary,,False,70.669,"LINESTRING (52.8617601 36.4602918, 52.8620105 36.4604933, 52.8622698 36.4607752)",,,,
243244290,True,میدان شهید بهشتی,secondary,20,False,17.109,"LINESTRING (52.8616887 36.4603192, 52.8616505 36.4603186, 52.8616141 36.4603091, 52.8615828 36.4602914, 52.8615594 36.460267, 52.8615459 36.4602382)",roundabout,,,
243244324,True,,secondary,,False,50.27,"LINESTRING (52.8616887 36.4603192, 52.8613075 36.4604961, 52.8612018 36.4605451)",,,,
243244324,True,,secondary,,False,45.952,"LINESTRING (52.8612018 36.4605451, 52.8615459 36.4602382)",,,,
1179672616,False,,secondary,,True,20.213,"LINESTRING (52.8612018 36.4605451, 52.8610464 36.4606771)",,,,
243244962,True,,secondary,30,False,41.443,"LINESTRING (52.8612018 36.4605451, 52.8612484 36.4606314, 52.8612353 36.4606915, 52.861049 36.4608493)",,,,
243244613,False,خیابان سید نظام الدین,secondary,,False,37.283,"LINESTRING (52.8622698 36.4607752, 52.8626107 36.4609682)",,,,
243244613,False,خیابان سید نظام الدین,secondary,,True,70.669,"LINESTRING (52.8622698 36.4607752, 52.8620105 36.4604933, 52.8617601 36.4602918)",,,,
243244613,False,خیابان سید نظام الدین,secondary,,False,10.077,"LINESTRING (52.8626107 36.4609682, 52.8627231 36.4609746)",,,,
243244613,False,خیابان سید نظام الدین,secondary,,True,37.283,"LINESTRING (52.8626107 36.4609682, 52.8622698 36.4607752)",,,,
243244963,True,,residential,30,False,47.085,"LINESTRING (52.8626107 36.4609682, 52.8620867 36.460927)",,,,
741618083,True,شهید مطهری شمالی,residential,,False,9.664,"LINESTRING (52.8610464 36.4606771, 52.8610317 36.460591)",,,,
1179672616,False,,secondary,,False,20.213,"LINESTRING (52.8610464 36.4606771, 52.8612018 36.4605451)",,,,
"[1179672616, 122821957]",False,پل هوایی,secondary,,True,199.24699999999999,"LINESTRING (52.8610464 36.4606771, 52.8610256 36.4606964, 52.8609836 36.4607352, 52.8601896 36.4613826, 52.8600196 36.4615162, 52.8598575 36.4616402, 52.8596558 36.4617579, 52.8594077 36.4618802)",,,yes,
441120768,False,آزادی,secondary,,True,38.901,"LINESTRING (52.8575514 36.459579, 52.8579076 36.4597798)",,,,
479568530,False,راهبند قایم محله,secondary,,True,31.084000000000003,"LINESTRING (52.8575514 36.459579, 52.8574506 36.4597459, 52.8573865 36.4598245)",,,,
665879765,False,آزادی,secondary,,False,70.187,"LINESTRING (52.8575514 36.459579, 52.8570644 36.4593099, 52.8569086 36.459217)",,,,
243599971,False,,secondary,30,False,20.727,"LINESTRING (52.8606158 36.461181, 52.8604573 36.461045)",,,,yes
243244613,False,خیابان سید نظام الدین,secondary,,False,14.04,"LINESTRING (52.8627231 36.4609746, 52.8628797 36.4609835)",,,,
243244613,False,خیابان سید نظام الدین,secondary,,True,10.077,"LINESTRING (52.8627231 36.4609746, 52.8626107 36.4609682)",,,,
243359551,False,گلستان ۲ - بهار آزادی,residential,30,False,64.529,"LINESTRING (52.8627231 36.4609746, 52.8627992 36.4607866, 52.8627482 36.4604062)",,,,
770819084,False,,residential,30,True,93.203,"LINESTRING (52.861049 36.4608493, 52.8620867 36.460927)",,,,
243244962,True,,secondary,30,False,45.868,"LINESTRING (52.861049 36.4608493, 52.8610033 36.4608884, 52.860678 36.461134)",,,,
243245049,False,آزادی,secondary,,False,237.154,"LINESTRING (52.861049 36.4608493, 52.8614579 36.4611024, 52.8619166 36.4612741, 52.8623991 36.4616112, 52.8629603 36.4620366, 52.8631058 36.4621689)",,,,
243245026,True,,residential,30,False,23.517,"LINESTRING (52.8620867 36.460927, 52.8622698 36.4607752)",,,,
770819084,False,,residential,30,False,93.203,"LINESTRING (52.8620867 36.460927, 52.861049 36.4608493)",,,,
243244856,True,البرز۳,secondary,,False,98.681,"LINESTRING (52.8559578 36.4611861, 52.8569203 36.4607521)",,,,
120060014,False,خیابان صالحی مازندرانی,primary,60,False,57.141,"LINESTRING (52.8559578 36.4611861, 52.8559094 36.4611124, 52.8556594 36.4607317)",,2,,
1021391887,True,خیابان صالحی مازندرانی,primary,,False,231.647,"LINESTRING (52.8559578 36.4611861, 52.8560145 36.4612062, 52.8572214 36.4628837, 52.8572808 36.4629662)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,False,84.443,"LINESTRING (52.8568065 36.4654861, 52.8560077 36.4658911)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,True,103.879,"LINESTRING (52.8568065 36.4654861, 52.8577849 36.4649825)",,,,
1181955053,False,لاله ۲,residential,30,False,52.598,"LINESTRING (52.8568065 36.4654861, 52.8570494 36.4658093, 52.8571343 36.4658759)",,,,
244718480,True,خیابان شهید بهشتی,secondary,30,False,47.616,"LINESTRING (52.8565292 36.4633183, 52.8562378 36.4629599)",,,,
243245938,True,یاس ۴ -رازی,residential,30,False,82.194,"LINESTRING (52.8608961 36.4645313, 52.8603964 36.4639109)",,,,
250552896,True,هنر,primary,,False,128.872,"LINESTRING (52.8608961 36.4645313, 52.860306 36.4643778, 52.8597248 36.4641942, 52.8595371 36.4641475)",,,,
244714306,True,ابن سینا,secondary,,False,47.721,"LINESTRING (52.8582945 36.4624445, 52.8587462 36.462216)",,,,
243245964,True,خیابان یوسف رضا جنوبی,secondary,,False,224.106,"LINESTRING (52.8570162 36.460711, 52.8582945 36.4624445)",,,,
479568530,False,راهبند قایم محله,secondary,,False,13.472,"LINESTRING (52.8570162 36.460711, 52.8571492 36.4606541)",,,,
590818520,False,شهید مبینی,secondary,,True,9.718,"LINESTRING (52.8570162 36.460711, 52.8569203 36.4607521)",,,,
243246046,True,خیابان یوسف رضا,secondary,,False,90.774,"LINESTRING (52.8588147 36.4631455, 52.8582945 36.4624445)",,,,
83365466,True,شهید مدرس,primary,,False,71.108,"LINESTRING (52.8588147 36.4631455, 52.8589636 36.4630631, 52.8591968 36.462947, 52.8594996 36.4628224)",,,,
619397647,True,شهید مدرس,primary,,False,55.65,"LINESTRING (52.8624444 36.4632416, 52.8625877 36.463263, 52.8630602 36.4633128)",,,,
250552896,True,هنر,primary,,False,48.42,"LINESTRING (52.8621992 36.4648715, 52.8616857 36.4647334)",,,,
243246151,True,مدرس(یاس۸),primary,,False,49.254,"LINESTRING (52.862632 36.4646577, 52.862567 36.4647368, 52.8625265 36.4647889, 52.8624486 36.4648375, 52.8623888 36.4648636, 52.8621992 36.4648715)",,,,
619397653,True,مدرس(یاس۸),secondary,,False,69.966,"LINESTRING (52.862632 36.4646577, 52.8626161 36.4647644, 52.8626214 36.4648598, 52.862655 36.4649352, 52.8627415 36.4649995, 52.8629547 36.4650793, 52.8630083 36.4651243)",,,,
1026951871,True,هنر,secondary,,False,60.157,"LINESTRING (52.8630083 36.4651243, 52.8629346 36.465123, 52.8623781 36.4649448)",,,,
250552896,True,هنر,primary,,False,41.738,"LINESTRING (52.8615076 36.4646953, 52.8612641 36.4646224, 52.8610676 36.4645703)",,,,
981306087,True,بلوار شریعتی,primary,,False,38.367999999999995,"LINESTRING (52.8615076 36.4646953, 52.8613796 36.4647085, 52.8611302 36.4648426)",,,,
243357876,True,خیابان شهید بهشتی,secondary,,False,50.477999999999994,"LINESTRING (52.8553881 36.4623028, 52.8551275 36.4622592, 52.8548561 36.4621597)",,,,
705320819,False,خیابان شهید بهشتی,secondary,,True,25.852,"LINESTRING (52.8553881 36.4623028, 52.8555235 36.4622977, 52.8556707 36.4622626)",,,,
243357876,True,خیابان شهید بهشتی,secondary,,False,60.844,"LINESTRING (52.8543328 36.4619711, 52.8537283 36.46172)",,,,
483071173,False,عدالت ۲ بامداد,residential,30,True,34.379,"LINESTRING (52.8543328 36.4619711, 52.8542582 36.4622744)",,,,
243357876,True,خیابان شهید بهشتی,secondary,,False,73.63,"LINESTRING (52.8537283 36.46172, 52.8530543 36.4613397)",,,,
607829924,False,عدالت ۴,residential,,False,28.943,"LINESTRING (52.8537283 36.46172, 52.8535715 36.4619477)",,,,
243357876,True,خیابان شهید بهشتی,secondary,,False,43.222,"LINESTRING (52.8530543 36.4613397, 52.852772 36.4610242)",,,,
589085778,False,عدالت ۶ کوچه اسلام,residential,,True,78.016,"LINESTRING (52.8530543 36.4613397, 52.8523761 36.461781)",,,,
243358035,False,شهیدغزالی(صفاری۱),residential,30,True,86.014,"LINESTRING (52.8621015 36.4656492, 52.8630138 36.4658943)",,,,
608051392,False,خزر ۲,residential,,True,127.429,"LINESTRING (52.8621015 36.4656492, 52.8607442 36.4653002)",,,,
637101495,False,یاس ۵,residential,30,False,82.139,"LINESTRING (52.8621015 36.4656492, 52.8623781 36.4649448)",,,,
250552896,True,هنر,primary,,False,17.955,"LINESTRING (52.8623781 36.4649448, 52.8621992 36.4648715)",,,,
637101495,False,یاس ۵,residential,30,True,82.139,"LINESTRING (52.8623781 36.4649448, 52.8621015 36.4656492)",,,,
243358035,False,شهیدغزالی(صفاری۱),residential,30,False,86.014,"LINESTRING (52.8630138 36.4658943, 52.8621015 36.4656492)",,,,
243358051,False,شهید آصفی,residential,30,False,68.71,"LINESTRING (52.8630138 36.4658943, 52.8627481 36.4664741)",,,,
243358051,False,شهید آصفی,residential,30,False,32.906,"LINESTRING (52.8622896 36.4675134, 52.862133 36.4677812)",,,,
243358051,False,شهید آصفی,residential,30,True,17.418,"LINESTRING (52.8622896 36.4675134, 52.8623436 36.4673629)",,,,
609858303,False,سیدالشهدا,residential,,False,23.835,"LINESTRING (52.8622896 36.4675134, 52.862345 36.4675377, 52.8623625 36.4677007)",,,,
243358051,False,شهید آصفی,residential,30,False,85.74,"LINESTRING (52.8627481 36.4664741, 52.8624165 36.4671976)",,,,
243358051,False,شهید آصفی,residential,30,True,68.71,"LINESTRING (52.8627481 36.4664741, 52.8630138 36.4658943)",,,,
243358058,False,شهیدموسوی(صفاری۳),residential,30,True,70.468,"LINESTRING (52.8627481 36.4664741, 52.8633512 36.466882)",,,,
243358051,False,شهید آصفی,residential,30,False,17.418,"LINESTRING (52.8623436 36.4673629, 52.8622896 36.4675134)",,,,
243358051,False,شهید آصفی,residential,30,True,19.509999999999998,"LINESTRING (52.8623436 36.4673629, 52.8623541 36.4673337, 52.8624165 36.4671976)",,,,
243358095,False,خزر ۶ - شهید روشن بخش,residential,30,False,223.66000000000003,"LINESTRING (52.8623436 36.4673629, 52.8616321 36.4671333, 52.8615505 36.4671955, 52.8615161 36.4672922, 52.8616536 36.4677208, 52.8616235 36.4679005, 52.8615548 36.4680456, 52.8610274 36.4680672)",,,,
122822003,False,بلوار شریعتی,primary,,False,16.355,"LINESTRING (52.8610274 36.4680672, 52.8609509 36.4679336)",,,,
243358095,False,خزر ۶ - شهید روشن بخش,residential,30,True,223.66,"LINESTRING (52.8610274 36.4680672, 52.8615548 36.4680456, 52.8616235 36.4679005, 52.8616536 36.4677208, 52.8615161 36.4672922, 52.8615505 36.4671955, 52.8616321 36.4671333, 52.8623436 36.4673629)",,,,
243244290,True,میدان شهید بهشتی,secondary,20,False,18.906999999999996,"LINESTRING (52.8615965 36.4601325, 52.8616344 36.4601174, 52.8616763 36.460113, 52.8617177 36.4601197, 52.8617542 36.4601369, 52.8617818 36.4601627)",roundabout,,,
243244833,False,شهید مطهری شمالی,residential,,False,46.925,"LINESTRING (52.8611596 36.460041, 52.8613017 36.4597359, 52.8613241 36.4596414)",,,,
243358617,True,شهید مطهری,residential,30,False,40.375,"LINESTRING (52.8611596 36.460041, 52.8613392 36.4600786, 52.8615965 36.4601325)",,,,
617763607,False,اندیشه ۲,residential,30,False,44.275999999999996,"LINESTRING (52.8611596 36.460041, 52.8610527 36.459976, 52.8607414 36.4600312, 52.8606991 36.4600313)",,,,
243359551,False,گلستان ۲ - بهار آزادی,residential,30,True,9.284,"LINESTRING (52.8626099 36.459845, 52.8626605 36.4599179)",,,,
243358635,False,بهار آزادی,residential,30,False,59.226,"LINESTRING (52.8626099 36.459845, 52.8625917 36.4594065, 52.8626337 36.4593189)",,,,
243358635,False,بهار آزادی,residential,30,True,83.59,"LINESTRING (52.8626099 36.459845, 52.8620934 36.4599646, 52.8620532 36.4599901, 52.8617818 36.4601627)",,,,
243359551,False,گلستان ۲ - بهار آزادی,residential,30,False,6.56,"LINESTRING (52.8627482 36.4604062, 52.862744 36.4603473)",,,,
627493342,False,بهار آزادی ۲,residential,,False,28.468,"LINESTRING (52.8627482 36.4604062, 52.8624301 36.4604158)",,,,
243359551,False,گلستان ۲ - بهار آزادی,residential,30,True,64.529,"LINESTRING (52.8627482 36.4604062, 52.8627992 36.4607866, 52.8627231 36.4609746)",,,,
612151160,False,,residential,,False,25.524,"LINESTRING (52.8601595 36.4592768, 52.8598866 36.459344)",,,,
665879760,False,شهید عبدی,residential,30,False,6.39,"LINESTRING (52.8601595 36.4592768, 52.8601846 36.4593306)",,,,
612151163,False,,residential,,False,25.402,"LINESTRING (52.8606991 36.4600313, 52.8607299 36.4598042)",,,,
617763607,False,اندیشه ۲,residential,30,False,27.867,"LINESTRING (52.8606991 36.4600313, 52.8603875 36.4600321)",,,,
617763607,False,اندیشه ۲,residential,30,True,44.275999999999996,"LINESTRING (52.8606991 36.4600313, 52.8607414 36.4600312, 52.8610527 36.459976, 52.8611596 36.460041)",,,,
741618083,True,شهید مطهری شمالی,residential,,False,62.218,"LINESTRING (52.8610317 36.460591, 52.8611596 36.460041)",,,,
243599942,True,,secondary,,False,17.114,"LINESTRING (52.8610317 36.460591, 52.8610879 36.4605482, 52.8612018 36.4605451)",,,,
243599942,True,,secondary,,False,7.067,"LINESTRING (52.8604573 36.461045, 52.8605148 36.4610014)",,,,
243599971,False,,secondary,30,True,20.727,"LINESTRING (52.8604573 36.461045, 52.8606158 36.461181)",,,,yes
"[733165162, 243245102]",True,کوچه سرهنگ فروتن,secondary,,False,123.323,"LINESTRING (52.8604573 36.461045, 52.8603345 36.46114, 52.8602116 36.4611087, 52.8593365 36.4606001)",,,,
243600003,True,آزادی ۶۴,secondary,,False,23.285,"LINESTRING (52.8593365 36.4606001, 52.8595207 36.4604521)",,,,
441120768,False,آزادی,secondary,,False,59.823,"LINESTRING (52.8593365 36.4606001, 52.8592991 36.4605804, 52.8587923 36.4602873)",,,,
612151150,False,,residential,,False,61.223,"LINESTRING (52.8595207 36.4604521, 52.8594151 36.4599081)",,,,
243600003,True,آزادی ۶۴,secondary,,False,106.623,"LINESTRING (52.8595207 36.4604521, 52.8596548 36.4605271, 52.8604573 36.461045)",,,,
617763608,True,آزادی ۶۴,residential,,False,79.666,"LINESTRING (52.8595207 36.4604521, 52.8596706 36.4603749, 52.8598721 36.4602548, 52.8603341 36.4602529)",,,,
243600099,True,محمدیه,residential,30,False,117.193,"LINESTRING (52.8569203 36.4607521, 52.8562514 36.4598458)",,,,
590818520,False,شهید مبینی,secondary,,False,9.718,"LINESTRING (52.8569203 36.4607521, 52.8570162 36.460711)",,,,
572767321,True,البرز ۵ - محمدیه,residential,30,False,92.179,"LINESTRING (52.8562067 36.4597852, 52.8552969 36.4601748)",,,,
625754940,False,,residential,,False,37.547,"LINESTRING (52.8562067 36.4597852, 52.8560784 36.4596803, 52.8558417 36.4596727)",,,,
120060014,False,خیابان صالحی مازندرانی,primary,60,False,49.38,"LINESTRING (52.8552969 36.4601748, 52.8550436 36.4597802)",,2,,
120060014,False,خیابان صالحی مازندرانی,primary,60,True,40.301,"LINESTRING (52.8552969 36.4601748, 52.8555066 36.4604956)",,2,,
120060014,False,خیابان صالحی مازندرانی,primary,60,False,40.301,"LINESTRING (52.8555066 36.4604956, 52.8552969 36.4601748)",,2,,
120060014,False,خیابان صالحی مازندرانی,primary,60,True,29.597,"LINESTRING (52.8555066 36.4604956, 52.8556594 36.4607317)",,2,,
"[717764872, 243600137]",True,البرز ۱۲,residential,30,False,104.294,"LINESTRING (52.8555066 36.4604956, 52.8551067 36.4605665, 52.8549434 36.460611, 52.8545705 36.4606202, 52.8543629 36.4606515)",,,,
705318693,False,عدالت ۳,residential,30,True,18.346,"LINESTRING (52.8543629 36.4606515, 52.8544163 36.4608108)",,,,
705318694,False,البرز ۱۴,residential,30,False,20.239,"LINESTRING (52.8543629 36.4606515, 52.8542168 36.4605125)",,,,
705318694,False,البرز ۱۴,residential,30,True,20.239,"LINESTRING (52.8542168 36.4605125, 52.8543629 36.4606515)",,,,
243600149,True,البرز ۱۴,residential,30,False,67.23299999999999,"LINESTRING (52.8542168 36.4605125, 52.8541592 36.4602615, 52.8541928 36.4601186, 52.8542889 36.4599641, 52.8543042 36.4599354)",,,,
607837909,False,البرز ۱۴,residential,,False,27.233,"LINESTRING (52.8542168 36.4605125, 52.8540376 36.4605405, 52.8539275 36.4604983)",,,,
243600149,True,البرز ۱۴,residential,30,False,62.91,"LINESTRING (52.8543465 36.459856, 52.8550436 36.4597802)",,,,
607831008,False,,residential,,False,4.396,"LINESTRING (52.8543465 36.459856, 52.8543325 36.4598181)",,,,
120060014,False,خیابان صالحی مازندرانی,primary,60,True,49.38,"LINESTRING (52.8550436 36.4597802, 52.8552969 36.4601748)",,2,,
625754936,False,البرز ۷,residential,,False,76.943,"LINESTRING (52.8550436 36.4597802, 52.8557818 36.4594248)",,,,
647347173,False,خیابان شهید بهشتی,secondary,,False,19.404,"LINESTRING (52.852772 36.4610242, 52.8526405 36.4608854)",,,,
243600150,True,عدالت ۷ شهید سیدی موسوی,residential,30,False,119.72,"LINESTRING (52.852772 36.4610242, 52.852908 36.4610333, 52.8534102 36.4610569, 52.8537991 36.4610454, 52.8540968 36.4609758)",,,,
243600151,True,عدالت ۵,residential,30,False,89.074,"LINESTRING (52.8540968 36.4609758, 52.8539519 36.4612613, 52.8537283 36.46172)",,,,
705318695,False,عدالت ۷ شهید سیدی موسوی,residential,30,False,34.202,"LINESTRING (52.8540968 36.4609758, 52.8543686 36.4608523, 52.8544163 36.4608108)",,,,
665879765,False,آزادی,secondary,,True,70.187,"LINESTRING (52.8569086 36.459217, 52.8570644 36.4593099, 52.8575514 36.459579)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,False,37.22,"LINESTRING (52.8559481 36.4659213, 52.855596 36.4660998)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,True,6.299,"LINESTRING (52.8559481 36.4659213, 52.8560077 36.4658911)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,False,23.892,"LINESTRING (52.8545207 36.4666451, 52.8542947 36.4667597)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,True,49.306,"LINESTRING (52.8545207 36.4666451, 52.8549871 36.4664086)",,,,
333550157,True,لاله ۹,residential,30,False,27.023,"LINESTRING (52.8545207 36.4666451, 52.8543844 36.4664282)",,,,
244109380,False,شهید محسن ساداتی,residential,30,False,84.84100000000001,"LINESTRING (52.8545207 36.4666451, 52.8548472 36.4670794, 52.8549949 36.4673056)",,,,
244109380,False,شهید محسن ساداتی,residential,30,False,18.532,"LINESTRING (52.8551298 36.4674949, 52.8551718 36.4676581)",,,,
244109380,False,شهید محسن ساداتی,residential,30,True,24.261,"LINESTRING (52.8551298 36.4674949, 52.8549949 36.4673056)",,,,
624345498,False,لاله ۸ (ساداتی۲),residential,,True,145.316,"LINESTRING (52.8551298 36.4674949, 52.8554115 36.4674213, 52.8549871 36.4664086)",,,,
244109380,False,شهید محسن ساداتی,residential,30,True,18.532,"LINESTRING (52.8551718 36.4676581, 52.8551298 36.4674949)",,,,
624345499,False,شهیدساداتی۴,residential,,False,76.414,"LINESTRING (52.8551718 36.4676581, 52.8558253 36.467579, 52.8558516 36.4677333)",,,,
624345500,False,شهیدساداتی۳,residential,,False,79.285,"LINESTRING (52.8551718 36.4676581, 52.8545049 36.4677454, 52.8544936 36.4679148)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,False,6.299,"LINESTRING (52.8560077 36.4658911, 52.8559481 36.4659213)",,,,
243245785,False,شهید مسعود دهقان شرقی,secondary,,True,84.443,"LINESTRING (52.8560077 36.4658911, 52.8568065 36.4654861)",,,,
244109701,False,لاله ۴,residential,30,False,131.378,"LINESTRING (52.8560077 36.4658911, 52.8562664 36.4662673, 52.8564404 36.4666298, 52.8564208 36.4669925)",,,,
244109701,False,لاله ۴,residential,30,True,4.544,"LINESTRING (52.8562822 36.4677746, 52.8562913 36.4677344)",,,,
244109701,False,لاله ۴,residential,30,False,4.634,"LINESTRING (52.8563006 36.4676934, 52.8562913 36.4677344)",,,,
244109701,False,لاله ۴,residential,30,True,24.705,"LINESTRING (52.8563006 36.4676934, 52.85635 36.4674748)",,,,
244109815,False,اقاقیا ۵-بازرگانی۱۲,residential,30,False,25.563,"LINESTRING (52.8563006 36.4676934, 52.8565828 36.4677301)",,,,
