osmid,oneway,lanes,name,highway,maxspeed,reversed,length,width,geometry
202590172,True,2,بلوار امام خمینی,secondary,60,False,14.86,,"LINESTRING (50.1758214 37.1515692, 50.1757889 37.1517003)"
202590170,False,2,شهید مدرس,residential,30,False,99.18100000000001,8,"LINESTRING (50.1758214 37.1515692, 50.1758715 37.151566, 50.1761932 37.1514163, 50.1763683 37.1513116, 50.1764609 37.1512193, 50.1765537 37.1509676)"
202590170,False,2,شهید مدرس,residential,30,False,37.510999999999996,8,"LINESTRING (50.1769037 37.1498262, 50.1768934 37.1496621, 50.1768485 37.1494928)"
202590170,False,2,شهید مدرس,residential,30,True,130.85500000000002,8,"LINESTRING (50.1769037 37.1498262, 50.1768496 37.1501073, 50.1767389 37.1504766, 50.1766076 37.1508213, 50.1765537 37.1509676)"
261739873,False,,,residential,,False,43.657,,"LINESTRING (50.1769037 37.1498262, 50.1773096 37.1497487, 50.177378 37.1497238)"
202590171,True,2,بلوار امام خمینی,secondary,60,False,130.008,,"LINESTRING (50.1758105 37.1528336, 50.1757441 37.1526687, 50.1757004 37.1524479, 50.1756815 37.1521711, 50.1756834 37.15192, 50.1756953 37.1517804, 50.1757042 37.1516764)"
404928237,False,1,,tertiary,30,False,83.372,,"LINESTRING (50.1758105 37.1528336, 50.1755075 37.1525623, 50.1751669 37.1522871)"
404928238,False,,,secondary_link,,False,7.963,,"LINESTRING (50.1757042 37.1516764, 50.1757889 37.1517003)"
202590171,True,2,بلوار امام خمینی,secondary,60,False,198.242,,"LINESTRING (50.1757042 37.1516764, 50.1757612 37.1514283, 50.1758788 37.1510698, 50.1759908 37.1506448, 50.176025 37.1504829, 50.1760496 37.1502999, 50.1760402 37.1501214, 50.1760117 37.1499238)"
272005478,False,,,tertiary,,False,87.328,,"LINESTRING (50.1757042 37.1516764, 50.1754136 37.1518271, 50.1752714 37.1520004, 50.1752016 37.1521121, 50.1751669 37.1522871)"
404928238,False,,,secondary_link,,True,7.963,,"LINESTRING (50.1757889 37.1517003, 50.1757042 37.1516764)"
202590172,True,2,بلوار امام خمینی,secondary,60,False,226.0,,"LINESTRING (50.1757889 37.1517003, 50.1757689 37.1519349, 50.1757761 37.1521858, 50.1758066 37.1524472, 50.1758505 37.152654, 50.1758791 37.1527634, 50.1759592 37.1528775, 50.1761232 37.1530644, 50.1764943 37.1534943, 50.1765524 37.1535616)"
261739868,False,,سردار جنگل,tertiary,,False,43.863,,"LINESTRING (50.1765524 37.1535616, 50.1770322 37.1534648)"
202590172,True,2,بلوار امام خمینی,secondary,60,False,198.539,,"LINESTRING (50.1765524 37.1535616, 50.1767332 37.1537866, 50.1768308 37.1539112, 50.1770578 37.1542365, 50.1772104 37.1545041, 50.1775468 37.1551564)"
261739868,False,,سردار جنگل,tertiary,,False,9.566,,"LINESTRING (50.1778437 37.1533925, 50.1779484 37.1534134)"
261739868,False,,سردار جنگل,tertiary,,True,11.926,,"LINESTRING (50.1778437 37.1533925, 50.1777228 37.1534396)"
900955679,False,,,residential,,True,70.019,,"LINESTRING (50.1778437 37.1533925, 50.1776344 37.1539997)"
900955679,False,,,residential,,False,113.345,,"LINESTRING (50.1778437 37.1533925, 50.1778232 37.153295, 50.1778317 37.1532272, 50.1778913 37.1531661, 50.1781601 37.1529479, 50.1782942 37.1528368, 50.1783998 37.1527655, 50.1786406 37.1526944)"
261739868,False,,سردار جنگل,tertiary,,True,43.863,,"LINESTRING (50.1770322 37.1534648, 50.1765524 37.1535616)"
261739868,False,,سردار جنگل,tertiary,,False,62.41,,"LINESTRING (50.1770322 37.1534648, 50.1771863 37.153472, 50.1774175 37.1534973, 50.1776488 37.1534684, 50.1777228 37.1534396)"
272007123,False,1,کوچه شهید حسینی,living_street,30,True,100.53,,"LINESTRING (50.1770322 37.1534648, 50.1770315 37.1532526, 50.1770131 37.1531012, 50.1770074 37.1529192, 50.1770194 37.1527797, 50.1770771 37.1526309, 50.1770864 37.1525692)"
202590171,True,2,بلوار امام خمینی,secondary,60,False,103.569,,"LINESTRING (50.1759296 37.149446, 50.1757877 37.1486405, 50.1757703 37.1485233)"
272005480,False,2,خیابان دکتر عبدالکریمی,residential,,False,154.811,,"LINESTRING (50.1759296 37.149446, 50.1753255 37.1494623, 50.1749533 37.1494857, 50.1745058 37.1495823, 50.1742089 37.149639)"
272005480,False,2,خیابان دکتر عبدالکریمی,residential,,False,29.054,,"LINESTRING (50.1742089 37.149639, 50.1739062 37.1495387)"
272005480,False,2,خیابان دکتر عبدالکریمی,residential,,True,154.811,,"LINESTRING (50.1742089 37.149639, 50.1745058 37.1495823, 50.1749533 37.1494857, 50.1753255 37.1494623, 50.1759296 37.149446)"
276733678,False,,,residential,,True,156.341,,"LINESTRING (50.1742089 37.149639, 50.1741764 37.1498378, 50.1741152 37.1500579, 50.1739985 37.150366, 50.1739619 37.1505021, 50.1739457 37.150716, 50.1739827 37.1508299, 50.1739904 37.1509363, 50.1739727 37.1510156)"
272005478,False,,,tertiary,,False,76.969,,"LINESTRING (50.1751669 37.1522871, 50.1749536 37.1524404, 50.1745688 37.1526804, 50.1744869 37.1527149)"
272005478,False,,,tertiary,,True,87.328,,"LINESTRING (50.1751669 37.1522871, 50.1752016 37.1521121, 50.1752714 37.1520004, 50.1754136 37.1518271, 50.1757042 37.1516764)"
272006385,False,,,tertiary,,False,148.625,,"LINESTRING (50.1751669 37.1522871, 50.1745955 37.1518762, 50.1743404 37.1516528, 50.1740999 37.1512778)"
