osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed,ref
286306299,میدان سپاه,secondary,roundabout,True,False,23.11,"LINESTRING (47.5972527 34.7790189, 47.5971269 34.7790298, 47.5970039 34.7790054)",,
286306302,طالقانی,secondary,,False,True,424.61899999999997,"LINESTRING (47.5972527 34.7790189, 47.5977523 34.7806942, 47.5979466 34.7813456, 47.5981603 34.7820623, 47.598217 34.7822525, 47.5983432 34.7827309)",,
286306299,میدان سپاه,secondary,roundabout,True,False,34.689,"LINESTRING (47.5970039 34.7790054, 47.596898 34.7789484, 47.5968216 34.7788655, 47.5967836 34.7787663)",,
330888967,بازار میثم,tertiary,,False,False,202.231,"LINESTRING (47.5970039 34.7790054, 47.5970321 34.7799152, 47.5969684 34.7808223)",,
293595025,خیابان آیت اله مطهری,secondary,,False,True,69.014,"LINESTRING (47.5967836 34.7787663, 47.5960614 34.7789489)",,
286306301,میدان معلم,secondary,roundabout,True,False,30.823,"LINESTRING (47.5984469 34.783078, 47.5983912 34.7830813, 47.5983364 34.7830728, 47.5982859 34.7830532, 47.5982426 34.7830232, 47.5982102 34.7829849, 47.5981909 34.7829412)",,
293560660,آیت الله خامنه ای,secondary,,False,False,115.927,"LINESTRING (47.5984469 34.783078, 47.598476 34.7831711, 47.5984945 34.7832302, 47.5986796 34.7838223, 47.5987626 34.7840878)",,
286306301,میدان معلم,secondary,roundabout,True,False,33.835,"LINESTRING (47.5983432 34.7827309, 47.5984169 34.7827243, 47.598489 34.7827383, 47.5985512 34.7827713, 47.5985963 34.7828196, 47.5986191 34.7828775)",,
286306302,طالقانی,secondary,,False,False,424.619,"LINESTRING (47.5983432 34.7827309, 47.598217 34.7822525, 47.5981603 34.7820623, 47.5979466 34.7813456, 47.5977523 34.7806942, 47.5972527 34.7790189)",,
286306301,میدان معلم,secondary,roundabout,True,False,14.945,"LINESTRING (47.5981909 34.7829412, 47.5981859 34.7828966, 47.5981946 34.7828523, 47.5982164 34.7828113)",,
293595032,امام خمینی,secondary,,False,False,52.86,"LINESTRING (47.5981909 34.7829412, 47.5976916 34.7830502, 47.5976313 34.7830626)",,
286306301,میدان معلم,secondary,roundabout,True,False,14.941,"LINESTRING (47.5982164 34.7828113, 47.59825 34.782776, 47.5982931 34.7827486, 47.5983432 34.7827309)",,
379522084,,residential,,False,False,43.93,"LINESTRING (47.5982164 34.7828113, 47.5979342 34.7827864, 47.5977705 34.7826961)",30,
293595020,شهید بهشتی,secondary,,True,False,78.547,"LINESTRING (47.5986191 34.7828775, 47.5994521 34.7827017)",,
286306301,میدان معلم,secondary,roundabout,True,False,29.945,"LINESTRING (47.5986191 34.7828775, 47.5986184 34.7829313, 47.5985983 34.7829826, 47.5985605 34.7830266, 47.5985085 34.7830594, 47.5984469 34.783078)",,
293560661,سید جمال الدین اسدآبادی,secondary,,False,True,38.842,"LINESTRING (47.6029281 34.7820049, 47.6033425 34.7819263)",,356
447908422,خیابان آیت اله غفاری,secondary,,True,False,67.823,"LINESTRING (47.6029281 34.7820049, 47.6030843 34.7826012)",,
857435240,,secondary,,False,False,9.355,"LINESTRING (47.6029281 34.7820049, 47.6028292 34.7820268)",,
378852591,خیابان مجیدی,tertiary,,False,False,7.988,"LINESTRING (47.6034132 34.783754, 47.6033281 34.7837706)",,
293595021,معلم,tertiary,,False,True,65.691,"LINESTRING (47.6034132 34.783754, 47.6036843 34.7837123, 47.6041211 34.7836493)",,
