osmid,highway,maxspeed,oneway,reversed,length,lanes,junction,geometry,name
154723807,secondary,60,False,False,37.714,,,"LINESTRING (61.2095637 28.2182916, 61.2092721 28.2180702)",
154723864,secondary,30,True,False,14.546999999999999,2,roundabout,"LINESTRING (61.2095637 28.2182916, 61.209594 28.2182726, 61.209629 28.2182618, 61.209666 28.21826, 61.2097022 28.2182673)",
842546431,secondary,,True,False,10.848,,roundabout,"LINESTRING (61.212442 28.220739, 61.2124582 28.2207192, 61.2124801 28.2207043, 61.2125059 28.2206953, 61.2125334 28.2206932)",
47297958,secondary,60,True,False,92.028,,,"LINESTRING (61.2141417 28.2222129, 61.2148143 28.2227906)",خیابان مراد ریگی
154724009,tertiary,40,False,False,63.108,,,"LINESTRING (61.2141417 28.2222129, 61.2146121 28.2218252)",خیابان طالقانی
154724009,tertiary,40,False,True,133.374,,,"LINESTRING (61.2141417 28.2222129, 61.2130087 28.2228778)",خیابان طالقانی
154723783,secondary,50,True,False,64.817,,,"LINESTRING (61.2157718 28.2160424, 61.2162368 28.216457)",خیابان رودکی
1085953662,secondary,50,False,True,8.495,,,"LINESTRING (61.2157718 28.2160424, 61.2157121 28.2160978)",خیابان امام خمینی
154723892,residential,30,False,True,144.91,,,"LINESTRING (61.2137042 28.2160684, 61.214779 28.2169636)",امام خمینی ۴۲
154723991,residential,30,False,True,61.554,,,"LINESTRING (61.2137042 28.2160684, 61.2132353 28.2164368)",رودکی ۱۳
1085953662,secondary,50,False,False,8.495,,,"LINESTRING (61.2157121 28.2160978, 61.2157718 28.2160424)",خیابان امام خمینی
154723783,secondary,50,True,False,77.491,,,"LINESTRING (61.2162368 28.216457, 61.2166761 28.2168488, 61.2167927 28.2169527)",خیابان رودکی
154724018,tertiary,40,False,False,26.171,,,"LINESTRING (61.2087542 28.2164953, 61.208769 28.2167303)",
154723991,residential,30,False,False,70.088,,,"LINESTRING (61.2127108 28.2168654, 61.2132353 28.2164368)",رودکی ۱۳
154723991,residential,30,False,True,134.421,,,"LINESTRING (61.2127108 28.2168654, 61.2116419 28.2176232)",رودکی ۱۳
592551724,residential,,False,False,75.114,,,"LINESTRING (61.2127108 28.2168654, 61.2131659 28.217409)",انقلاب ۲۱
592551724,residential,,False,True,69.032,,,"LINESTRING (61.2127108 28.2168654, 61.2122776 28.2163758)",انقلاب ۲۱
154723783,secondary,50,True,False,8.488,,,"LINESTRING (61.2167927 28.2169527, 61.2168537 28.2170069)",خیابان رودکی
154723990,tertiary,40,True,False,104.52,,,"LINESTRING (61.2167927 28.2169527, 61.2175425 28.2162841)",خیابان بهشتی
154723892,residential,30,False,False,144.91,,,"LINESTRING (61.214779 28.2169636, 61.2137042 28.2160684)",امام خمینی ۴۲
154723970,secondary,50,True,False,132.768,,,"LINESTRING (61.214779 28.2169636, 61.2157121 28.2160978)",خیابان امام خمینی
867276357,residential,,False,False,57.405,,,"LINESTRING (61.214779 28.2169636, 61.2152132 28.2173102)",
