osmid,highway,oneway,reversed,length,geometry,bridge,junction,lanes,ref,name,maxspeed
198063843,tertiary,False,False,62.79899999999999,"LINESTRING (60.4946628 32.2857313, 60.4951601 32.2857152, 60.4953303 32.2857219)",,,,,,
"[198063843, 198063876, 198063854]",tertiary,False,True,226.91400000000002,"LINESTRING (60.4946628 32.2857313, 60.4943456 32.2858535, 60.4940429 32.2860263, 60.4937433 32.2862143, 60.4935576 32.2863308, 60.4931459 32.2865891, 60.4926777 32.2868828)",yes,,,,,
599414002,residential,False,False,116.41999999999999,"LINESTRING (60.4946628 32.2857313, 60.4946691 32.286304, 60.494691 32.2867779)",,,,,,
198063844,tertiary,False,False,13.771,"LINESTRING (60.4926777 32.2868828, 60.4926606 32.2867598)",,,,,,
"[198063843, 198063876, 198063854]",tertiary,False,False,226.914,"LINESTRING (60.4926777 32.2868828, 60.4931459 32.2865891, 60.4935576 32.2863308, 60.4937433 32.2862143, 60.4940429 32.2860263, 60.4943456 32.2858535, 60.4946628 32.2857313)",yes,,,,,
198063893,tertiary,True,False,132.784,"LINESTRING (60.4926777 32.2868828, 60.4926251 32.2869751, 60.4916668 32.2875857, 60.4916169 32.2876504)",,,,,,
709106906,residential,False,True,105.035,"LINESTRING (60.4914773 32.2875419, 60.4912441 32.2866181)",,,,,,
198063882,tertiary,True,False,18.975,"LINESTRING (60.4914773 32.2875419, 60.4915259 32.2875534, 60.4915679 32.287577, 60.4915993 32.2876104, 60.4916169 32.2876504)",,roundabout,,,,
198063891,tertiary,True,False,136.199,"LINESTRING (60.4914773 32.2875419, 60.4916028 32.287514, 60.4925611 32.2869034, 60.4926777 32.2868828)",,,,,,
198063882,tertiary,True,False,28.445,"LINESTRING (60.4916169 32.2876504, 60.491619 32.287693, 60.4916054 32.287734, 60.4915775 32.2877696, 60.491538 32.287796, 60.4914907 32.2878109, 60.4914403 32.2878127)",,roundabout,,,,
198063882,tertiary,True,False,23.709,"LINESTRING (60.4912987 32.2876617, 60.4913122 32.2876206, 60.4913401 32.2875851, 60.4913796 32.2875586, 60.4914269 32.2875437, 60.4914773 32.2875419)",,roundabout,,,,
198063888,tertiary,True,False,31.703,"LINESTRING (60.4913184 32.2877443, 60.4909862 32.2877935)",,,,,,
198063882,tertiary,True,False,9.487,"LINESTRING (60.4913184 32.2877443, 60.4913008 32.2877043, 60.4912987 32.2876617)",,roundabout,,,,
709146829,tertiary,True,False,61.176,"LINESTRING (60.4906577 32.2877568, 60.4912987 32.2876617)",,,,,,
709146828,residential,False,False,129.72899999999998,"LINESTRING (60.4906577 32.2877568, 60.4906671 32.2876823, 60.4904548 32.2866054)",,,,,,
709106907,residential,False,False,235.909,"LINESTRING (60.4914403 32.2878127, 60.4918922 32.2898996)",,,,,,
198063882,tertiary,True,False,14.219999999999999,"LINESTRING (60.4914403 32.2878127, 60.4913917 32.2878013, 60.4913497 32.2877777, 60.4913184 32.2877443)",,roundabout,,,,
198063885,tertiary,False,False,75.692,"LINESTRING (60.4904717 32.2878713, 60.4906266 32.2885393)",,,,,,
709146830,tertiary,False,False,9.747,"LINESTRING (60.4904717 32.2878713, 60.4904535 32.287785)",,,,,,
599413992,tertiary,True,False,127.90100000000001,"LINESTRING (60.4904717 32.2878713, 60.4900007 32.2879357, 60.4891289 32.2880569)",,,,,,
198063842,trunk,True,False,574.7410000000001,"LINESTRING (60.4866314 32.2910623, 60.4873226 32.2909675, 60.4881258 32.2910307, 60.4887423 32.2911254, 60.4896576 32.2914255, 60.4901433 32.2916781, 60.4910772 32.2924203, 60.4914695 32.2929414, 60.4916263 32.2932675)",,,2,68,سربیشه - ماهیرود,110
709106530,tertiary,False,False,435.5450000000001,"LINESTRING (60.4866314 32.2910623, 60.4876729 32.290668, 60.4879817 32.2906051, 60.4882935 32.2905834, 60.4885632 32.2905858, 60.488691 32.290587, 60.4891829 32.290622, 60.489681 32.2907008, 60.4911315 32.2908681)",,,,,,
198063885,tertiary,False,False,221.866,"LINESTRING (60.4911315 32.2908681, 60.4915881 32.2928257)",,,,,,
198063885,tertiary,False,True,97.163,"LINESTRING (60.4911315 32.2908681, 60.4909665 32.2900055)",,,,,,
709106530,tertiary,False,True,435.5450000000001,"LINESTRING (60.4911315 32.2908681, 60.489681 32.2907008, 60.4891829 32.290622, 60.488691 32.290587, 60.4885632 32.2905858, 60.4882935 32.2905834, 60.4879817 32.2906051, 60.4876729 32.290668, 60.4866314 32.2910623)",,,,,,
599413993,residential,False,True,77.948,"LINESTRING (60.4891289 32.2880569, 60.4892804 32.2887461)",,,,,,
709146823,tertiary,True,False,76.885,"LINESTRING (60.4891289 32.2880569, 60.4887723 32.2881045, 60.4884065 32.2881532, 60.488321 32.2881648)",,,,,,
599413995,residential,False,False,211.485,"LINESTRING (60.4884053 32.2846911, 60.4861885 32.2850153)",,,,,,
599413995,residential,False,True,6.994,"LINESTRING (60.4884053 32.2846911, 60.4884786 32.2846803)",,,,,,
709146837,residential,False,False,74.083,"LINESTRING (60.4848229 32.2886581, 60.4849696 32.2893127)",,,,,,
709146837,residential,False,True,78.88,"LINESTRING (60.4852579 32.2906382, 60.4851062 32.2899405)",,,,,,
1241310149,residential,False,True,132.385,"LINESTRING (60.4852579 32.2906382, 60.4866417 32.2904168)",,,,,,
599413995,residential,False,True,57.707,"LINESTRING (60.4855836 32.2851037, 60.4861885 32.2850153)",,,,,,
599413997,residential,False,False,79.178,"LINESTRING (60.4855836 32.2851037, 60.4857084 32.2858079)",,,,,,
709107023,residential,False,False,74.246,"LINESTRING (60.4855836 32.2851037, 60.4854357 32.2844478)",,,,,,
599413997,residential,False,False,74.127,"LINESTRING (60.4862279 32.2884613, 60.4863771 32.2891159)",,,,,,
599413997,residential,False,True,10.037,"LINESTRING (60.4862279 32.2884613, 60.4862108 32.2883722)",,,,,,
709146832,tertiary,True,False,133.872,"LINESTRING (60.4862279 32.2884613, 60.4848229 32.2886581)",,,,,,
599413997,residential,False,True,76.307,"LINESTRING (60.4866417 32.2904168, 60.4865047 32.2897404)",,,,,,
1241310149,residential,False,False,132.385,"LINESTRING (60.4866417 32.2904168, 60.4852579 32.2906382)",,,,,,
1241310149,residential,False,True,139.629,"LINESTRING (60.4866417 32.2904168, 60.4881012 32.2901832)",,,,,,
599413998,residential,False,True,75.248,"LINESTRING (60.4876887 32.2882543, 60.4878293 32.2889205)",,,,,,
709146832,tertiary,True,False,139.232,"LINESTRING (60.4876887 32.2882543, 60.4862279 32.2884613)",,,,,,
599413997,residential,False,False,71.784,"LINESTRING (60.4858574 32.2864393, 60.4859785 32.2870767)",,,,,,
599413997,residential,False,True,71.592,"LINESTRING (60.4858574 32.2864393, 60.4857084 32.2858079)",,,,,,
599413999,residential,False,False,132.968,"LINESTRING (60.4858574 32.2864393, 60.4872516 32.2862374)",,,,,,
599413999,residential,False,True,66.359,"LINESTRING (60.4886894 32.2860295, 60.4879936 32.2861302)",,,,,,
709146825,residential,True,False,31.903,"LINESTRING (60.4886894 32.2860295, 60.4886527 32.2858565, 60.4886295 32.2857471)",,,,,,
599414000,residential,False,True,67.199,"LINESTRING (60.4902554 32.2855937, 60.4895537 32.2857091)",,,,,,
709146828,residential,False,False,51.647,"LINESTRING (60.4902554 32.2855937, 60.4901599 32.2851363)",,,,,,
709146828,residential,False,True,114.047,"LINESTRING (60.4902554 32.2855937, 60.4904548 32.2866054)",,,,,,
599414000,residential,False,False,67.199,"LINESTRING (60.4895537 32.2857091, 60.4902554 32.2855937)",,,,,,
599414000,residential,False,True,79.82,"LINESTRING (60.4895537 32.2857091, 60.4887217 32.2858525)",,,,,,
709146826,residential,False,True,112.808,"LINESTRING (60.4895537 32.2857091, 60.4897545 32.2867093)",,,,,,
198063885,tertiary,False,True,49.257,"LINESTRING (60.4916263 32.2932675, 60.4915881 32.2928257)",,,,,,
599413999,residential,False,False,70.762,"LINESTRING (60.4872516 32.2862374, 60.4879936 32.2861302)",,,,,,
599413999,residential,False,True,132.968,"LINESTRING (60.4872516 32.2862374, 60.4858574 32.2864393)",,,,,,
709146834,residential,False,False,74.233,"LINESTRING (60.4872516 32.2862374, 60.4871102 32.2855806)",,,,,,
709146834,residential,False,True,70.267,"LINESTRING (60.4872516 32.2862374, 60.4873855 32.2868591)",,,,,,
709106895,residential,False,False,73.655,"LINESTRING (60.4871102 32.2855806, 60.4863407 32.2857054)",,,,,,
709107025,residential,False,False,137.311,"LINESTRING (60.4871102 32.2855806, 60.4885505 32.285375)",,,,,,
709146834,residential,False,True,74.233,"LINESTRING (60.4871102 32.2855806, 60.4872516 32.2862374)",,,,,,
709107025,residential,False,True,137.311,"LINESTRING (60.4885505 32.285375, 60.4871102 32.2855806)",,,,,,
709146825,residential,True,False,77.262,"LINESTRING (60.4885505 32.285375, 60.4884053 32.2846911)",,,,,,
709146828,residential,False,True,51.647,"LINESTRING (60.4901599 32.2851363, 60.4902554 32.2855937)",,,,,,
1210109916,residential,False,True,147.623,"LINESTRING (60.4901599 32.2851363, 60.4886137 32.2853684)",,,,,,
"[599413995, 709146828]",residential,False,False,223.921,"LINESTRING (60.4901599 32.2851363, 60.4900174 32.2844536, 60.4884786 32.2846803)",,,,,,
599413997,residential,False,False,71.592,"LINESTRING (60.4857084 32.2858079, 60.4858574 32.2864393)",,,,,,
599413997,residential,False,True,79.178,"LINESTRING (60.4857084 32.2858079, 60.4855836 32.2851037)",,,,,,
709106895,residential,False,True,60.521,"LINESTRING (60.4857084 32.2858079, 60.4863407 32.2857054)",,,,,,
709106896,residential,False,False,67.123,"LINESTRING (60.4888184 32.2866374, 60.488116 32.286746)",,,,,,
709106896,residential,False,True,7.208,"LINESTRING (60.4888184 32.2866374, 60.4888941 32.2866271)",,,,,,
709146825,residential,True,False,68.675,"LINESTRING (60.4888184 32.2866374, 60.4886894 32.2860295)",,,,,,
709106896,residential,False,False,134.456,"LINESTRING (60.4873855 32.2868591, 60.4859785 32.2870767)",,,,,,
709106896,residential,False,True,69.811,"LINESTRING (60.4873855 32.2868591, 60.488116 32.286746)",,,,,,
709146834,residential,False,False,70.267,"LINESTRING (60.4873855 32.2868591, 60.4872516 32.2862374)",,,,,,
709146834,residential,False,True,77.262,"LINESTRING (60.4873855 32.2868591, 60.4875327 32.2875427)",,,,,,
599413997,residential,False,False,75.175,"LINESTRING (60.4859785 32.2870767, 60.4861061 32.2877441)",,,,,,
599413997,residential,False,True,71.784,"LINESTRING (60.4859785 32.2870767, 60.4858574 32.2864393)",,,,,,
