osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,access
162009595,False,مصلی,tertiary,False,10.018,"LINESTRING (54.9625903 36.4164646, 54.9625617 36.4163775)",,,,
256823026,True,شهید قدوسی,secondary,False,209.195,"LINESTRING (54.9625903 36.4164646, 54.9620935 36.4167251, 54.9616376 36.4169641, 54.9606589 36.417524)",,,,
256942544,False,خیابان تهران,secondary,False,26.598,"LINESTRING (54.9606589 36.417524, 54.960834 36.4177173)",2,,,
256942544,False,خیابان تهران,secondary,True,9.483,"LINESTRING (54.9606589 36.417524, 54.9605973 36.4174546)",2,,,
256942545,True,شهید مدنی,secondary,False,121.957,"LINESTRING (54.9606589 36.417524, 54.9595655 36.4181788)",,,,
256823051,False,مفتح,residential,False,12.656,"LINESTRING (54.9680959 36.4171986, 54.9679786 36.4172622)",,30,,
256816054,True,معلم,secondary,False,72.89,"LINESTRING (54.9680959 36.4171986, 54.9678858 36.4169688, 54.9676113 36.4166717)",,,,
256816054,True,معلم,secondary,False,17.66,"LINESTRING (54.9691272 36.4182527, 54.9690199 36.4181194)",,,,
256941677,True,شهدا,tertiary,False,8.549,"LINESTRING (54.9691272 36.4182527, 54.9691978 36.4182009)",,30,,
256941677,True,شهدا,tertiary,False,118.803,"LINESTRING (54.9660585 36.4201792, 54.9668337 36.4196945, 54.9671064 36.4195231)",,30,,
162010076,False,مفتح,residential,False,28.407,"LINESTRING (54.9680935 36.416983, 54.9681843 36.4167382)",,,,
483648829,True,معلم,secondary,False,56.762,"LINESTRING (54.9680935 36.416983, 54.9684714 36.417393)",,,,
256941677,True,شهدا,tertiary,False,59.347,"LINESTRING (54.9691978 36.4182009, 54.9697377 36.4178909)",,30,,
256816052,True,فروغی بسطامی,secondary,False,65.934,"LINESTRING (54.9691978 36.4182009, 54.9693502 36.4184241, 54.9695526 36.4187206)",,,,
70082030,True,شبدری,residential,False,120.883,"LINESTRING (54.9619846 36.4226946, 54.9618695 36.4224781, 54.9615551 36.4216649)",,30,,
879539090,True,شهید صدوقی(خیابان مزار),tertiary,False,141.886,"LINESTRING (54.9619846 36.4226946, 54.9620129 36.4226771, 54.962886 36.4221396, 54.963244 36.4219192)",,,,
162010076,False,مفتح,residential,True,103.836,"LINESTRING (54.9695759 36.4151024, 54.9685596 36.4155531)",,,,
483226072,False,,residential,True,41.237,"LINESTRING (54.9695759 36.4151024, 54.9698826 36.4153792)",,30,,
1022460890,False,,secondary,False,18.282,"LINESTRING (54.9663167 36.4152788, 54.9665155 36.4152409)",,,,
