osmid,oneway,name,highway,reversed,length,bridge,lanes,geometry,junction,maxspeed
"[189056960, 375603326, 375603327]",True,خیابان بهشتی,secondary,False,296.804,yes,2,"LINESTRING (46.1255574 37.9176979, 46.125644 37.9178451, 46.1257953 37.9181021, 46.1258803 37.9182466, 46.1260197 37.9184963, 46.1264838 37.9192369, 46.1270417 37.920096)",,
321778714,True,میدان شهید شفیع زاده,secondary,False,14.297,,,"LINESTRING (46.1255574 37.9176979, 46.125549 37.9177179, 46.1255336 37.9177351, 46.1255124 37.9177479, 46.1254865 37.9177554, 46.1254589 37.9177564, 46.1254322 37.9177507)",roundabout,
189056947,True,سبزه میدان,secondary,False,33.887,,,"LINESTRING (46.1222168 37.9121729, 46.1222614 37.9121584, 46.1223096 37.9121557, 46.1223564 37.912165, 46.1223973 37.9121853, 46.122428 37.9122147, 46.1224456 37.9122501, 46.1224482 37.9122882, 46.1224357 37.912325)",roundabout,
189056947,True,سبزه میدان,secondary,False,4.091,,,"LINESTRING (46.1221817 37.9121969, 46.1221854 37.9121929, 46.1222168 37.9121729)",roundabout,
189056947,True,سبزه میدان,secondary,False,12.208,,,"LINESTRING (46.1221466 37.9122993, 46.1221437 37.9122738, 46.1221476 37.9122485, 46.1221618 37.9122187, 46.1221817 37.9121969)",roundabout,
189056961,True,خیابان شریعتی,secondary,False,184.493,,2,"LINESTRING (46.1221466 37.9122993, 46.1220607 37.9123025, 46.121946 37.9123427, 46.1213193 37.9127064, 46.1210349 37.912862, 46.1204516 37.9131836, 46.120406 37.913209)",,
189056947,True,سبزه میدان,secondary,False,15.533,,,"LINESTRING (46.1224357 37.912325, 46.1224119 37.9123545, 46.1223785 37.9123773, 46.1223381 37.9123916, 46.1222942 37.9123962)",roundabout,
362118096,False,خیابان شهید رجائی,residential,False,168.88200000000003,,,"LINESTRING (46.1224357 37.912325, 46.1227022 37.9124078, 46.1235015 37.9126215, 46.1237322 37.9126533, 46.1240394 37.9126633, 46.1242499 37.9126702, 46.1242919 37.9126746)",,30
189056947,True,سبزه میدان,secondary,False,18.125,,,"LINESTRING (46.1222942 37.9123962, 46.1222434 37.9123887, 46.1221987 37.9123683, 46.1221651 37.9123373, 46.1221466 37.9122993)",roundabout,
545015799,False,فخرالدین۲,residential,True,25.147,,,"LINESTRING (46.1190796 37.9146649, 46.1191011 37.9146755, 46.1192459 37.9147083, 46.1193559 37.9147178)",,30
189056941,False,,residential,True,112.114,,,"LINESTRING (46.1193559 37.9147178, 46.1194959 37.9147897, 46.1194959 37.9148483, 46.1192137 37.9152468, 46.1189348 37.9155335)",,30
373589901,False,فخرالدین,residential,False,187.31099999999998,,,"LINESTRING (46.1193559 37.9147178, 46.1196206 37.9145166, 46.1196661 37.914482, 46.1199772 37.914209, 46.1202106 37.9140016, 46.1204413 37.9138302, 46.1207282 37.9136218, 46.120854 37.9135195)",,30
545015799,False,فخرالدین۲,residential,False,25.147000000000002,,,"LINESTRING (46.1193559 37.9147178, 46.1192459 37.9147083, 46.1191011 37.9146755, 46.1190796 37.9146649)",,30
189057009,False,شهید قاضی طباطبایی,residential,True,65.464,,,"LINESTRING (46.1218261 37.9154216, 46.1225491 37.9155674)",,30
189057009,False,شهید قاضی طباطبایی,residential,False,190.067,,,"LINESTRING (46.1218261 37.9154216, 46.1216398 37.9154214, 46.1212133 37.9155018, 46.1197305 37.9158352)",,30
367849090,False,کوچه فرعی ۶,residential,True,160.45299999999997,,,"LINESTRING (46.1218261 37.9154216, 46.1218771 37.9150743, 46.1219339 37.9150514, 46.1219864 37.9150399, 46.1220156 37.9146823, 46.1220199 37.9145638, 46.1220462 37.9144339, 46.1220651 37.9143672, 46.1221351 37.914289, 46.1221992 37.9142246, 46.1222487 37.9141488, 46.1222721 37.9140913)",,30
189056941,False,,residential,False,112.114,,,"LINESTRING (46.1189348 37.9155335, 46.1192137 37.9152468, 46.1194959 37.9148483, 46.1194959 37.9147897, 46.1193559 37.9147178)",,30
"[189056985, 373589902]",False,,residential,"[False, True]",106.102,,,"LINESTRING (46.1189348 37.9155335, 46.1189978 37.91556, 46.1193063 37.9155018, 46.1196067 37.9154436, 46.1197305 37.9158352)",,30
189057009,False,شهید قاضی طباطبایی,residential,False,65.464,,,"LINESTRING (46.1225491 37.9155674, 46.1218261 37.9154216)",,30
189057009,False,شهید قاضی طباطبایی,residential,True,15.183,,,"LINESTRING (46.1225491 37.9155674, 46.1226167 37.9156931)",,30
375586071,False,,residential,False,46.656,,,"LINESTRING (46.1225491 37.9155674, 46.1226013 37.9154809, 46.1226566 37.9152196, 46.1226941 37.9151687)",,30
373589902,False,,residential,True,47.451,,,"LINESTRING (46.1197305 37.9158352, 46.1198642 37.9162487)",,30
189057009,False,شهید قاضی طباطبایی,residential,True,190.06699999999998,,,"LINESTRING (46.1197305 37.9158352, 46.1212133 37.9155018, 46.1216398 37.9154214, 46.1218261 37.9154216)",,30
"[189056985, 373589902]",False,,residential,"[False, True]",106.102,,,"LINESTRING (46.1197305 37.9158352, 46.1196067 37.9154436, 46.1193063 37.9155018, 46.1189978 37.91556, 46.1189348 37.9155335)",,30
189056939,True,فلکه امام,secondary,False,11.942,,,"LINESTRING (46.1244509 37.9160313, 46.1244849 37.9160308, 46.1245173 37.9160391, 46.1245444 37.9160554, 46.1245631 37.9160778)",roundabout,
189056984,True,خیابان طالقانی,tertiary,False,227.959,,2,"LINESTRING (46.1244509 37.9160313, 46.1243712 37.9158803, 46.1238759 37.9151011, 46.1238364 37.9150389, 46.1232994 37.9141939)",,
189056939,True,فلکه امام,secondary,False,12.203,,,"LINESTRING (46.1245631 37.9160778, 46.1245714 37.9161045, 46.1245679 37.9161318, 46.1245529 37.9161565, 46.1245282 37.9161758)",roundabout,
189056999,False,خیابان امام,tertiary,False,83.88900000000001,,,"LINESTRING (46.1245631 37.9160778, 46.1253854 37.9158701, 46.1254737 37.9158474)",,
189056938,False,خیابان امام,secondary,True,117.872,,2,"LINESTRING (46.1243708 37.9161272, 46.1231241 37.9164183, 46.1230825 37.9164284)",,
189056939,True,فلکه امام,secondary,False,14.177999999999999,,,"LINESTRING (46.1243708 37.9161272, 46.124369 37.9161017, 46.1243774 37.9160771, 46.1243952 37.9160558, 46.1244205 37.91604, 46.1244509 37.9160313)",roundabout,
373589902,False,,residential,False,47.451,,,"LINESTRING (46.1198642 37.9162487, 46.1197305 37.9158352)",,30
