osmid,highway,oneway,reversed,length,ref,name,maxspeed,geometry,junction
445428631,tertiary,False,False,60.522,,,,"LINESTRING (48.67463 32.2080256, 48.6749194 32.2085117)",
482979704,trunk,True,False,255.808,39,شوشتر - دزفول,95,"LINESTRING (48.67463 32.2080256, 48.6742492 32.2080967, 48.6730134 32.2083262, 48.6719803 32.2085407)",
686914775,tertiary,False,False,61.484,,,,"LINESTRING (48.6723115 32.2094884, 48.6726058 32.2099821)",
445428632,tertiary,True,False,17.306,,,,"LINESTRING (48.6723115 32.2094884, 48.6722763 32.2094976, 48.6722396 32.2094971, 48.6722048 32.2094868, 48.6721757 32.2094679, 48.672155 32.2094421)",roundabout
445428632,tertiary,True,False,13.025,,,,"LINESTRING (48.6722542 32.2093028, 48.6722932 32.2093068, 48.6723284 32.2093217, 48.6723557 32.2093456, 48.6723642 32.2093614)",roundabout
445428638,tertiary,False,True,237.851,,,,"LINESTRING (48.672155 32.2094421, 48.6699325 32.2104616)",
445428632,tertiary,True,False,8.961,,,,"LINESTRING (48.672155 32.2094421, 48.6721449 32.2094122, 48.6721465 32.2093811, 48.6721541 32.2093639)",roundabout
482979704,trunk,True,False,44.396,39,شوشتر - دزفول,95,"LINESTRING (48.6719803 32.2085407, 48.671522 32.2086358)",
445428633,tertiary,True,False,91.798,,,,"LINESTRING (48.6719803 32.2085407, 48.6719529 32.2085969, 48.6719383 32.2086754, 48.6719562 32.2087705, 48.6722542 32.2093028)",
445428632,tertiary,True,False,12.279,,,,"LINESTRING (48.6721541 32.2093639, 48.6721594 32.209352, 48.6721826 32.2093277, 48.6722159 32.20931, 48.6722542 32.2093028)",roundabout
445428634,tertiary,True,False,105.166,,,,"LINESTRING (48.6721541 32.2093639, 48.6720962 32.2092266, 48.6719546 32.2089813, 48.6718227 32.2087843, 48.6717657 32.2087333, 48.6716859 32.2086865, 48.6716191 32.2086589, 48.671522 32.2086358)",
482979704,trunk,True,False,116.61800000000001,39,شوشتر - دزفول,95,"LINESTRING (48.671522 32.2086358, 48.6714431 32.2086522, 48.6703746 32.2090305)",
445428636,tertiary,False,False,159.933,,,,"LINESTRING (48.6703746 32.2090305, 48.6698467 32.2103977)",
482979704,trunk,True,False,412.562,39,شوشتر - دزفول,95,"LINESTRING (48.6703746 32.2090305, 48.6695367 32.2093971, 48.6683659 32.2102445, 48.6671846 32.2115048)",
445428636,tertiary,False,True,159.933,,,,"LINESTRING (48.6698467 32.2103977, 48.6703746 32.2090305)",
445428637,tertiary,True,False,10.898,,,,"LINESTRING (48.6698467 32.2103977, 48.6698958 32.2104237, 48.6699325 32.2104616)",roundabout
445428637,tertiary,True,False,44.18,,,,"LINESTRING (48.6696419 32.2106324, 48.6696122 32.2105891, 48.6696011 32.2105399, 48.6696096 32.2104904, 48.6696368 32.210446, 48.6696799 32.2104116, 48.6697326 32.2103914, 48.6697903 32.2103866, 48.6698467 32.2103977)",roundabout
445428641,tertiary,False,True,252.80099999999996,,,,"LINESTRING (48.6696419 32.2106324, 48.669225 32.2108166, 48.6683723 32.2112614, 48.6677494 32.2117063, 48.6674246 32.2119036)",
445428638,tertiary,False,False,237.851,,,,"LINESTRING (48.6699325 32.2104616, 48.672155 32.2094421)",
445428637,tertiary,True,False,27.249999999999993,,,,"LINESTRING (48.6699325 32.2104616, 48.6699528 32.2105075, 48.6699545 32.2105565, 48.6699375 32.2106034, 48.6699036 32.2106431, 48.6698564 32.2106715)",roundabout
686914751,tertiary,False,False,49.252,,امام خمینی,,"LINESTRING (48.6698564 32.2106715, 48.6700942 32.2110661)",
445428637,tertiary,True,False,22.15,,,,"LINESTRING (48.6698564 32.2106715, 48.6698009 32.2106855, 48.6697418 32.2106834, 48.6696867 32.2106651, 48.6696419 32.2106324)",roundabout
445428639,tertiary,False,False,258.302,,,,"LINESTRING (48.6723642 32.2093614, 48.6749194 32.2085117)",
445428632,tertiary,True,False,16.565,,,,"LINESTRING (48.6723642 32.2093614, 48.672372 32.2093759, 48.6723753 32.209409, 48.6723653 32.2094412, 48.6723432 32.2094687, 48.6723115 32.2094884)",roundabout
445428631,tertiary,False,False,48.596,,,,"LINESTRING (48.6749194 32.2085117, 48.6751518 32.208902)",
445428631,tertiary,False,True,60.522,,,,"LINESTRING (48.6749194 32.2085117, 48.67463 32.2080256)",
445428639,tertiary,False,True,258.302,,,,"LINESTRING (48.6749194 32.2085117, 48.6723642 32.2093614)",
445428650,tertiary,False,False,246.973,,,,"LINESTRING (48.6749194 32.2085117, 48.67542 32.2083298, 48.6774334 32.2078873)",
445428640,tertiary,False,False,49.762,,خیابان بسیج,,"LINESTRING (48.6671846 32.2115048, 48.6674246 32.2119036)",
445428640,tertiary,False,False,68.721,,خیابان بسیج,,"LINESTRING (48.6689611 32.2144566, 48.6692889 32.2150089)",
445428640,tertiary,False,True,71.823,,خیابان بسیج,,"LINESTRING (48.6689611 32.2144566, 48.6686147 32.213881)",
687289509,residential,False,False,266.208,,شهید موسوی پور ابراهیمی,,"LINESTRING (48.6689611 32.2144566, 48.6714734 32.213355)",
445428640,tertiary,False,False,34.866,,خیابان بسیج,,"LINESTRING (48.6674246 32.2119036, 48.6675928 32.212183)",
445428640,tertiary,False,True,49.762,,خیابان بسیج,,"LINESTRING (48.6674246 32.2119036, 48.6671846 32.2115048)",
445428641,tertiary,False,False,252.801,,,,"LINESTRING (48.6674246 32.2119036, 48.6677494 32.2117063, 48.6683723 32.2112614, 48.669225 32.2108166, 48.6696419 32.2106324)",
445428644,tertiary,True,False,267.769,,بلوار گلستان,,"LINESTRING (48.6746874 32.2134743, 48.6772097 32.2123586)",
445428646,tertiary,False,False,263.438,,شهید علی محمد کرمی گماری,,"LINESTRING (48.6746874 32.2134743, 48.6721608 32.2144957)",
686914775,tertiary,False,False,20.82,,,,"LINESTRING (48.6746874 32.2134743, 48.674787 32.2136415)",
686914775,tertiary,False,True,74.512,,,,"LINESTRING (48.6746874 32.2134743, 48.6743307 32.212876)",
445428631,tertiary,False,False,25.089,,,,"LINESTRING (48.6772097 32.2123586, 48.6773297 32.2125601)",
445428644,tertiary,True,False,285.64699999999993,,بلوار گلستان,,"LINESTRING (48.6772097 32.2123586, 48.6780784 32.2119886, 48.6783841 32.2118774, 48.6784458 32.2118547, 48.6785209 32.2118684, 48.6785585 32.2119024, 48.6785746 32.2119251, 48.6785786 32.2119603, 48.6785732 32.2119909, 48.6785357 32.2120374, 48.6784713 32.2120737, 48.6773297 32.2125601)",
445428631,tertiary,False,True,73.647,,,,"LINESTRING (48.6772097 32.2123586, 48.6768575 32.2117671)",
445428631,tertiary,False,True,25.089,,,,"LINESTRING (48.6773297 32.2125601, 48.6772097 32.2123586)",
445428645,tertiary,True,False,267.736,,بلوار گلستان,,"LINESTRING (48.6773297 32.2125601, 48.674787 32.2136415)",
"[686914774, 445428631]","['residential', 'tertiary']",False,"[False, True]",338.831,,,,"LINESTRING (48.6773297 32.2125601, 48.6776713 32.2131339, 48.6751382 32.2142245)",
686914775,tertiary,False,False,72.761,,,,"LINESTRING (48.674787 32.2136415, 48.6751382 32.2142245)",
686914775,tertiary,False,True,20.82,,,,"LINESTRING (48.674787 32.2136415, 48.6746874 32.2134743)",
445428646,tertiary,False,True,263.438,,شهید علی محمد کرمی گماری,,"LINESTRING (48.6721608 32.2144957, 48.6746874 32.2134743)",
686914751,tertiary,False,False,95.868,,امام خمینی,,"LINESTRING (48.6721608 32.2144957, 48.6726248 32.2152633)",
686914751,tertiary,False,True,72.544,,امام خمینی,,"LINESTRING (48.6721608 32.2144957, 48.6718105 32.2139145)",
687289506,tertiary,False,False,267.06,,شهید میرزاعلی محمدپور,,"LINESTRING (48.6721608 32.2144957, 48.6696336 32.2155896)",
445428640,tertiary,False,False,97.367,,خیابان بسیج,,"LINESTRING (48.6696336 32.2155896, 48.6700981 32.2163721)",
445428640,tertiary,False,True,72.257,,خیابان بسیج,,"LINESTRING (48.6696336 32.2155896, 48.6692889 32.2150089)",
687289506,tertiary,False,True,267.06,,شهید میرزاعلی محمدپور,,"LINESTRING (48.6696336 32.2155896, 48.6721608 32.2144957)",
686914751,tertiary,False,True,73.79,,امام خمینی,,"LINESTRING (48.672982 32.2158541, 48.6726248 32.2152633)",
"[687289505, 686914775]","['residential', 'tertiary']",False,"[False, True]",334.45000000000005,,,,"LINESTRING (48.672982 32.2158541, 48.675483 32.2147968, 48.6751382 32.2142245)",
445428640,tertiary,False,True,97.367,,خیابان بسیج,,"LINESTRING (48.6700981 32.2163721, 48.6696336 32.2155896)",
687289504,residential,False,False,267.775,,شهید مندنی دادور,,"LINESTRING (48.6700981 32.2163721, 48.6726248 32.2152633)",
686914751,tertiary,False,False,73.79,,امام خمینی,,"LINESTRING (48.6726248 32.2152633, 48.672982 32.2158541)",
686914751,tertiary,False,True,95.868,,امام خمینی,,"LINESTRING (48.6726248 32.2152633, 48.6721608 32.2144957)",
687289504,residential,False,False,263.159,,شهید مندنی دادور,,"LINESTRING (48.6726248 32.2152633, 48.6751382 32.2142245)",
687289504,residential,False,True,267.775,,شهید مندنی دادور,,"LINESTRING (48.6726248 32.2152633, 48.6700981 32.2163721)",
686914775,tertiary,False,True,72.761,,,,"LINESTRING (48.6751382 32.2142245, 48.674787 32.2136415)",
687289504,residential,False,True,263.159,,شهید مندنی دادور,,"LINESTRING (48.6751382 32.2142245, 48.6726248 32.2152633)",
"[686914774, 445428631]","['residential', 'tertiary']",False,"[False, True]",338.831,,,,"LINESTRING (48.6751382 32.2142245, 48.6776713 32.2131339, 48.6773297 32.2125601)",
"[687289505, 686914775]","['residential', 'tertiary']",False,"[False, True]",334.45000000000005,,,,"LINESTRING (48.6751382 32.2142245, 48.675483 32.2147968, 48.672982 32.2158541)",
445428631,tertiary,False,False,73.647,,,,"LINESTRING (48.6768575 32.2117671, 48.6772097 32.2123586)",
445428631,tertiary,False,True,75.024,,,,"LINESTRING (48.6768575 32.2117671, 48.6764988 32.2111645)",
445428652,residential,False,False,267.797,,,,"LINESTRING (48.6768575 32.2117671, 48.6743307 32.212876)",
