osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,junction
465942636,True,محور جاجرم - گرمه - میامی,secondary,False,132.157,"LINESTRING (56.2639287 36.9670941, 56.2625914 36.9665736)",,,
465942620,False,دانش آموز,residential,True,194.69,"LINESTRING (56.2639287 36.9670941, 56.2631496 36.9680831, 56.2625888 36.968455)",,,
465942630,False,,residential,True,134.255,"LINESTRING (56.2555435 36.9654745, 56.2567726 36.9661769)",,,
465942574,False,محور جاجرم - گرمه - میامی,secondary,True,150.365,"LINESTRING (56.2555435 36.9654745, 56.256847 36.9654081, 56.2572333 36.9654081)",90,,
465942574,False,محور جاجرم - گرمه - میامی,secondary,True,93.737,"LINESTRING (56.2584698 36.9655709, 56.2595117 36.9657037)",90,,
465942574,False,محور جاجرم - گرمه - میامی,secondary,False,111.411,"LINESTRING (56.2584698 36.9655709, 56.2575873 36.9654381, 56.2572333 36.9654081)",90,,
465942629,False,,residential,True,74.321,"LINESTRING (56.2584698 36.9655709, 56.2580332 36.9660397, 56.2579501 36.9660912)",,,
465942637,False,محور جاجرم - گرمه - میامی,secondary,False,20.793,"LINESTRING (56.2625914 36.9665736, 56.262381 36.9664917)",,yes,
465942637,False,محور جاجرم - گرمه - میامی,secondary,True,20.793,"LINESTRING (56.262381 36.9664917, 56.2625914 36.9665736)",,yes,
860791763,True,محور جاجرم - گرمه - میامی,secondary,False,157.005,"LINESTRING (56.262381 36.9664917, 56.2613595 36.9661122, 56.261005 36.9659818, 56.2607634 36.9659292)",,,
465942574,False,محور جاجرم - گرمه - میامی,secondary,False,150.365,"LINESTRING (56.2572333 36.9654081, 56.256847 36.9654081, 56.2555435 36.9654745)",90,,
465942574,False,محور جاجرم - گرمه - میامی,secondary,True,111.411,"LINESTRING (56.2572333 36.9654081, 56.2575873 36.9654381, 56.2584698 36.9655709)",90,,
465942475,False,,unclassified,True,64.639,"LINESTRING (56.2558778 36.967462, 56.2553393 36.9670711)",,,
584738805,False,,residential,True,249.904,"LINESTRING (56.2558778 36.967462, 56.2537877 36.9689661)",,,
584738805,False,,residential,False,170.303,"LINESTRING (56.2558778 36.967462, 56.2564749 36.9669484, 56.2565822 36.9663698, 56.2567726 36.9661769)",,,
465942475,False,,unclassified,False,43.879,"LINESTRING (56.2549738 36.9668057, 56.2553393 36.9670711)",,,
"[465942473, 465942474]",False,,"['unclassified', 'residential']","[False, True]",176.62300000000002,"LINESTRING (56.2549738 36.9668057, 56.2562868 36.9664226, 56.2564598 36.9663926, 56.2567726 36.9661769)",,,
465942480,False,,residential,True,158.543,"LINESTRING (56.2537749 36.9721749, 56.2549851 36.971127)",,,
465942480,False,,residential,False,158.543,"LINESTRING (56.2549851 36.971127, 56.2537749 36.9721749)",,,
465942481,False,,residential,True,51.009,"LINESTRING (56.2549851 36.971127, 56.2545299 36.9708474)",,,
465942481,False,,residential,False,46.721000000000004,"LINESTRING (56.2549851 36.971127, 56.2552287 36.9712749, 56.2554449 36.9713072)",,,
465942481,False,,residential,False,51.009,"LINESTRING (56.2545299 36.9708474, 56.2549851 36.971127)",,,
465942598,False,,residential,True,56.127,"LINESTRING (56.2571312 36.9694818, 56.2574354 36.9699242)",,,
465942631,False,,residential,False,275.042,"LINESTRING (56.2571312 36.9694818, 56.2573198 36.9693271, 56.258202 36.9671824)",,,
465942631,False,,residential,True,259.372,"LINESTRING (56.2571312 36.9694818, 56.2570829 36.9695214, 56.2566566 36.969871, 56.2560692 36.9703528, 56.2557024 36.9706536, 56.2555012 36.9710051, 56.2554369 36.9711679, 56.2554449 36.9713072)",,,
465942598,False,,residential,False,56.127,"LINESTRING (56.2574354 36.9699242, 56.2571312 36.9694818)",,,
465942598,False,,residential,True,138.037,"LINESTRING (56.2574354 36.9699242, 56.2575615 36.9700378, 56.2579209 36.9702564, 56.2580658 36.9704107, 56.2581891 36.9706271, 56.2582133 36.9708018, 56.258276 36.9709133)",,,
584738813,False,,residential,True,367.091,"LINESTRING (56.2574354 36.9699242, 56.2581401 36.9686934, 56.2583875 36.9685146, 56.2584517 36.9680411, 56.25829 36.9679878, 56.2584232 36.96744, 56.2587816 36.9670213)",,,
465942634,False,,residential,False,17.705,"LINESTRING (56.258276 36.9709133, 56.2582304 36.9710683)",,,
465942598,False,,residential,False,138.037,"LINESTRING (56.258276 36.9709133, 56.2582133 36.9708018, 56.2581891 36.9706271, 56.2580658 36.9704107, 56.2579209 36.9702564, 56.2575615 36.9700378, 56.2574354 36.9699242)",,,
465942634,False,,residential,True,414.165,"LINESTRING (56.258276 36.9709133, 56.2586381 36.9696839, 56.2587212 36.9694246, 56.2587641 36.9691782, 56.2588607 36.9683703, 56.2589143 36.9677895, 56.2589465 36.9672388)",,,
465942600,False,,residential,False,62.532,"LINESTRING (56.2572138 36.9738133, 56.2571535 36.973253)",,,
801733897,False,,residential,True,46.542,"LINESTRING (56.2572138 36.9738133, 56.2575941 36.9741012)",,,
465942602,False,,residential,False,152.653,"LINESTRING (56.2555629 36.973208, 56.2566304 36.9721322)",,,
465942608,False,,residential,False,123.905,"LINESTRING (56.2569101 36.9709563, 56.2566331 36.9713394, 56.2561879 36.9719094)",,,
465942610,False,,residential,False,210.814,"LINESTRING (56.25471 36.9733901, 56.2552142 36.9729508, 56.2561879 36.9719094)",,,
465942612,False,,residential,False,223.542,"LINESTRING (56.2538168 36.9729187, 56.2544176 36.9723915, 56.2555924 36.9714958)",,,
465942613,False,,residential,True,127.3,"LINESTRING (56.2548387 36.9697407, 56.2539844 36.9691525, 56.2537877 36.9689661)",,,
465942641,False,دانش,residential,False,157.189,"LINESTRING (56.2616834 36.9714866, 56.2626867 36.9703222)",,,
465942641,False,دانش,residential,True,162.878,"LINESTRING (56.2616834 36.9714866, 56.2606437 36.9726931)",,,
584738816,False,,residential,True,52.537,"LINESTRING (56.2616834 36.9714866, 56.2621156 36.9718091)",,,
"[465942625, 465942627, 465942628]",False,,residential,False,316.427,"LINESTRING (56.2616834 36.9714866, 56.2611406 36.9712976, 56.2600918 36.9710747, 56.2599443 36.9710554, 56.2595393 36.9710083, 56.2589143 36.9709761, 56.2584155 36.9710104, 56.2582304 36.9710683)",,yes,
465942629,False,,residential,False,74.321,"LINESTRING (56.2579501 36.9660912, 56.2580332 36.9660397, 56.2584698 36.9655709)",,,
