osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,junction,bridge
815359854,residential,False,False,167.711,,,30,"LINESTRING (46.0573576 37.1838683, 46.0575273 37.1845576, 46.0569483 37.1846908, 46.0565624 37.1847983)",,
815359864,residential,False,True,63.271,1,چای کنار جنوبی,30,"LINESTRING (46.0603921 37.1793567, 46.0608637 37.179784)",,
967016954,residential,False,True,23.803,,شهید کبیری,30,"LINESTRING (46.0603921 37.1793567, 46.06018 37.1794881)",,
815359851,residential,False,False,82.314,,,,"LINESTRING (46.0597756 37.1797387, 46.0592436 37.1791318)",,
967016954,residential,False,False,45.388,,شهید کبیری,30,"LINESTRING (46.0597756 37.1797387, 46.06018 37.1794881)",,
967016954,residential,False,True,163.29399999999998,,شهید کبیری,30,"LINESTRING (46.0597756 37.1797387, 46.0591858 37.180054, 46.0586367 37.1802776, 46.0581556 37.1804268)",,
815359862,residential,False,False,61.99,,,,"LINESTRING (46.0528037 37.1807846, 46.0524366 37.1812592)",,
815359862,residential,False,True,43.241,,,,"LINESTRING (46.0528037 37.1807846, 46.0531336 37.180498)",,
815359843,residential,False,False,74.848,,چای کنار شمالی,,"LINESTRING (46.0627604 37.1825737, 46.0628565 37.1826642, 46.0628954 37.1826952, 46.0633393 37.1830637)",,
815359843,residential,False,True,74.584,,چای کنار شمالی,,"LINESTRING (46.0627604 37.1825737, 46.0625325 37.1822951, 46.0624583 37.1821204, 46.0624432 37.1819671)",,
"[967012400, 815359812, 967012399]",residential,False,True,304.891,,,,"LINESTRING (46.0627604 37.1825737, 46.0619768 37.1828401, 46.0618825 37.1828685, 46.0612125 37.1830763, 46.0601145 37.1833922, 46.0597023 37.1834797, 46.0595341 37.1835206)",,yes
963762244,tertiary,False,False,25.266,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0584763 37.1814405, 46.0585563 37.1816586)",,
815359849,residential,False,True,301.246,,,,"LINESTRING (46.0584763 37.1814405, 46.0593967 37.1813541, 46.0615045 37.1803227)",,
963762243,tertiary,False,True,21.654,,خیابان ولیعصر شمالی,50,"LINESTRING (46.0584763 37.1814405, 46.0584319 37.1813178, 46.0584085 37.1812534)",,
815359846,residential,False,False,75.608,,,40,"LINESTRING (46.0574297 37.179919, 46.0579101 37.180481)",,
815359846,residential,False,True,7.433,,,40,"LINESTRING (46.0574297 37.179919, 46.0573951 37.1798581)",,
815359808,residential,False,True,228.96300000000002,,,40,"LINESTRING (46.0574297 37.179919, 46.0567269 37.1800797, 46.0562547 37.1801379, 46.0559931 37.1801567, 46.0557395 37.1802076, 46.055649 37.1802335, 46.0553435 37.1803208, 46.0549851 37.1805109)",,
967016926,tertiary,False,True,13.35,,دوربرگردان,,"LINESTRING (46.0626663 37.1806788, 46.0625618 37.1807653)",,
815359840,tertiary,True,False,71.688,2,بلوار چهارده معصوم,60,"LINESTRING (46.0626663 37.1806788, 46.0628037 37.1808011, 46.0632086 37.1811573)",,
815359859,residential,False,True,324.407,,,,"LINESTRING (46.0622335 37.1810271, 46.0597079 37.1820747, 46.0589566 37.1823252)",,
"[815359843, 967012403, 967012404]",residential,False,False,106.605,,چای کنار شمالی,,"LINESTRING (46.0622335 37.1810271, 46.0622632 37.181081, 46.0622917 37.1811396, 46.0623756 37.1815612, 46.0624329 37.1818186, 46.0624432 37.1819671)",,
967012403,residential,False,True,101.82300000000001,,چای کنار شمالی,,"LINESTRING (46.0622335 37.1810271, 46.0621832 37.1809494, 46.06204 37.1807983, 46.0618727 37.1806451, 46.0615045 37.1803227)",,
815359862,residential,False,False,43.241,,,,"LINESTRING (46.0531336 37.180498, 46.0528037 37.1807846)",,
967012381,tertiary,False,True,56.013000000000005,,,40,"LINESTRING (46.0531336 37.180498, 46.0536433 37.1806079, 46.0537433 37.1806313)",,
967016952,living_street,False,False,110.583,,,,"LINESTRING (46.0531336 37.180498, 46.0530266 37.180048, 46.053091 37.1798129, 46.0530213 37.1795223)",,
815359843,residential,False,True,74.848,,چای کنار شمالی,,"LINESTRING (46.0633393 37.1830637, 46.0628954 37.1826952, 46.0628565 37.1826642, 46.0627604 37.1825737)",,
"[967012401, 967012402, 815359853]",residential,False,False,337.376,,,,"LINESTRING (46.0633393 37.1830637, 46.0618874 37.1834579, 46.0617938 37.1834775, 46.0609702 37.1836741, 46.0604915 37.1837955, 46.0602411 37.1838498, 46.0599434 37.1839182, 46.0597098 37.18398)",,yes
815359804,tertiary,False,False,13.389,2,خیابان استاد شهریار,50,"LINESTRING (46.0558167 37.1828589, 46.0557204 37.1827661)",,
815359804,tertiary,False,True,77.924,2,خیابان استاد شهریار,50,"LINESTRING (46.0558167 37.1828589, 46.0562894 37.1833452, 46.0563394 37.1834211)",,
815359837,residential,False,False,168.49399999999997,,آبرسان,30,"LINESTRING (46.0558167 37.1828589, 46.0557305 37.1829182, 46.0554983 37.1830355, 46.0552553 37.1831357, 46.0550151 37.1831567, 46.0548902 37.1832205, 46.0547919 37.1835365, 46.054758 37.1838867)",,
963766695,tertiary,True,False,59.539,2,بلوار چهارده معصوم,60,"LINESTRING (46.060724 37.1789675, 46.0611799 37.1793609)",,
815359834,residential,False,False,117.376,,,,"LINESTRING (46.055848 37.1794772, 46.0554366 37.1796863, 46.0550486 37.1797908, 46.0546659 37.1799423)",,
815359834,residential,False,True,107.589,,,,"LINESTRING (46.055848 37.1794772, 46.0561717 37.1794001, 46.0569655 37.1791039)",,
815359833,tertiary,False,False,5.336,4,خیابان ولیعصر ۱,50,"LINESTRING (46.0579101 37.180481, 46.0579679 37.1804675)",,
815359846,residential,False,True,75.608,,,40,"LINESTRING (46.0579101 37.180481, 46.0574297 37.179919)",,
"[815359833, 1063994798]",tertiary,False,True,223.80199999999996,4,خیابان ولیعصر ۱,50,"LINESTRING (46.0579101 37.180481, 46.056663 37.1807722, 46.0564993 37.1808102, 46.0563355 37.1808313, 46.0559406 37.1808416, 46.0557322 37.1808798, 46.0554776 37.180975)",,
973503428,residential,False,False,69.262,2,,40,"LINESTRING (46.0546659 37.1799423, 46.0549851 37.1805109)",,
1020483766,residential,False,True,16.136,,,,"LINESTRING (46.0546659 37.1799423, 46.0544838 37.179945)",,
815359834,residential,False,True,117.376,,,,"LINESTRING (46.0546659 37.1799423, 46.0550486 37.1797908, 46.0554366 37.1796863, 46.055848 37.1794772)",,
967012378,residential,False,False,26.649,,,,"LINESTRING (46.0543997 37.1811783, 46.0545845 37.1809892)",,
967012378,residential,False,True,69.985,,,,"LINESTRING (46.0543997 37.1811783, 46.0545569 37.1817951)",,
815359820,residential,False,False,188.821,,,,"LINESTRING (46.0543997 37.1811783, 46.053981 37.1813339, 46.0535515 37.181434, 46.0532541 37.1813977, 46.0531323 37.1814693, 46.0529836 37.1814896, 46.0524366 37.1812592)",,
963762244,tertiary,False,False,32.288,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0593389 37.1829739, 46.0594386 37.1832532)",,
963762244,tertiary,False,True,5.841,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0593389 37.1829739, 46.0593226 37.182923)",,
815359826,residential,False,False,153.23999999999998,,,30,"LINESTRING (46.0593389 37.1829739, 46.0588902 37.1831531, 46.0586138 37.1831025, 46.0579785 37.1826619, 46.0578907 37.1827032)",,
815359834,residential,False,False,59.566,,,,"LINESTRING (46.0575525 37.1788427, 46.0569655 37.1791039)",,
815359855,tertiary,False,False,43.195,2,خیابان ولیعصر جنوبی,50,"LINESTRING (46.0575525 37.1788427, 46.0577159 37.1792087)",,
815359804,tertiary,False,False,62.885,2,خیابان استاد شهریار,50,"LINESTRING (46.0550041 37.1816516, 46.0549331 37.1813176, 46.0548856 37.181094)",,
815359804,tertiary,False,True,107.119,2,خیابان استاد شهریار,50,"LINESTRING (46.0550041 37.1816516, 46.055088 37.1819115, 46.0552791 37.1821971, 46.0555241 37.182513)",,
815359805,residential,False,False,43.393,,,30,"LINESTRING (46.0550041 37.1816516, 46.0546978 37.1817144, 46.0545569 37.1817951)",,
815359805,residential,False,True,65.21300000000001,,,30,"LINESTRING (46.0550041 37.1816516, 46.0551492 37.1816245, 46.0553705 37.1814977, 46.0556713 37.1814246)",,
815359859,residential,False,False,324.407,,,,"LINESTRING (46.0589566 37.1823252, 46.0597079 37.1820747, 46.0622335 37.1810271)",,
963762244,tertiary,False,False,73.959,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0589566 37.1823252, 46.0590821 37.1825303, 46.0593226 37.182923)",,
963762244,tertiary,False,True,82.274,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0589566 37.1823252, 46.0588037 37.1821111, 46.0586565 37.1818446, 46.0585563 37.1816586)",,
815359804,tertiary,False,True,47.932,2,خیابان استاد شهریار,50,"LINESTRING (46.0563394 37.1834211, 46.0565379 37.1838221)",,
815359804,tertiary,False,False,77.924,2,خیابان استاد شهریار,50,"LINESTRING (46.0563394 37.1834211, 46.0562894 37.1833452, 46.0558167 37.1828589)",,
815359826,residential,False,True,160.022,,,30,"LINESTRING (46.0563394 37.1834211, 46.0570612 37.1830851, 46.0575068 37.1829508, 46.0578907 37.1827032)",,
815359840,tertiary,True,False,44.706,2,بلوار چهارده معصوم,60,"LINESTRING (46.0617465 37.17986, 46.0620309 37.1801132, 46.062082 37.1801603)",,
815359804,tertiary,False,False,33.083,2,خیابان استاد شهریار,50,"LINESTRING (46.0557204 37.1827661, 46.0555241 37.182513)",,
815359804,tertiary,False,True,13.389,2,خیابان استاد شهریار,50,"LINESTRING (46.0557204 37.1827661, 46.0558167 37.1828589)",,
815359819,residential,False,False,56.461999999999996,,,30,"LINESTRING (46.0557204 37.1827661, 46.0562106 37.1826384, 46.0563283 37.1826141)",,
1065683838,residential,False,False,35.689,2,خیابان استاد شهریار,50,"LINESTRING (46.0565624 37.1847983, 46.0564653 37.1844868)",,
1065683838,residential,False,True,41.942,2,خیابان استاد شهریار,50,"LINESTRING (46.0565624 37.1847983, 46.0566512 37.1851688)",,
815359854,residential,False,True,167.711,,,30,"LINESTRING (46.0565624 37.1847983, 46.0569483 37.1846908, 46.0575273 37.1845576, 46.0573576 37.1838683)",,
815359804,tertiary,False,False,47.932,2,خیابان استاد شهریار,50,"LINESTRING (46.0565379 37.1838221, 46.0563394 37.1834211)",,
815359850,tertiary,False,True,72.798,,,30,"LINESTRING (46.0565379 37.1838221, 46.0573576 37.1838683)",,
1065683838,residential,False,True,74.191,2,خیابان استاد شهریار,50,"LINESTRING (46.0565379 37.1838221, 46.0564653 37.1844868)",,
815359810,residential,False,False,109.82499999999999,,,30,"LINESTRING (46.0544616 37.1826265, 46.054588 37.1825798, 46.0547787 37.1824348, 46.0546383 37.1823252, 46.0546244 37.1821978, 46.0545542 37.1821003, 46.0544852 37.1818362)",,
815359851,residential,False,True,82.314,,,,"LINESTRING (46.0592436 37.1791318, 46.0597756 37.1797387)",,
815359834,residential,False,True,59.566,,,,"LINESTRING (46.0569655 37.1791039, 46.0575525 37.1788427)",,
815359846,residential,False,False,92.096,,,40,"LINESTRING (46.0569655 37.1791039, 46.0573951 37.1798581)",,
815359834,residential,False,False,107.589,,,,"LINESTRING (46.0569655 37.1791039, 46.0561717 37.1794001, 46.055848 37.1794772)",,
815359837,residential,False,True,60.766,,آبرسان,30,"LINESTRING (46.0548164 37.1844312, 46.054758 37.1838867)",,
815359825,residential,False,True,150.171,,,30,"LINESTRING (46.0548164 37.1844312, 46.0551404 37.1843629, 46.0554859 37.1843587, 46.0556352 37.1844423, 46.0564653 37.1844868)",,
815359837,residential,False,False,79.494,,آبرسان,30,"LINESTRING (46.0548164 37.1844312, 46.0547117 37.184557, 46.054564 37.1846786, 46.0544687 37.1848568, 46.0542688 37.1849795)",,
815359862,residential,False,True,61.99,,,,"LINESTRING (46.0524366 37.1812592, 46.0528037 37.1807846)",,
815359820,residential,False,True,188.821,,,,"LINESTRING (46.0524366 37.1812592, 46.0529836 37.1814896, 46.0531323 37.1814693, 46.0532541 37.1813977, 46.0535515 37.181434, 46.053981 37.1813339, 46.0543997 37.1811783)",,
963762244,tertiary,False,True,25.266,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0585563 37.1816586, 46.0584763 37.1814405)",,
815359819,residential,False,True,116.74,,,30,"LINESTRING (46.0585563 37.1816586, 46.0580735 37.1819193, 46.0577731 37.1819897, 46.0576998 37.1823203)",,
963762244,tertiary,False,False,82.274,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0585563 37.1816586, 46.0586565 37.1818446, 46.0588037 37.1821111, 46.0589566 37.1823252)",,
963762244,tertiary,False,True,32.288,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0594386 37.1832532, 46.0593389 37.1829739)",,
815359850,tertiary,False,False,128.914,,,30,"LINESTRING (46.0594386 37.1832532, 46.0584298 37.1837498, 46.0581676 37.1837989)",,
1065683839,residential,False,False,30.915,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0594386 37.1832532, 46.059514 37.1834682, 46.0595208 37.1834859, 46.0595341 37.1835206)",,
815359837,residential,False,False,37.908,,آبرسان,30,"LINESTRING (46.0542688 37.1849795, 46.0541732 37.1853118)",,
815359837,residential,False,True,79.494,,آبرسان,30,"LINESTRING (46.0542688 37.1849795, 46.0544687 37.1848568, 46.054564 37.1846786, 46.0547117 37.184557, 46.0548164 37.1844312)",,
967016944,residential,False,False,76.247,,,,"LINESTRING (46.0542688 37.1849795, 46.0541531 37.1848732, 46.0541397 37.1843283)",,
815359849,residential,False,False,301.246,,,,"LINESTRING (46.0615045 37.1803227, 46.0593967 37.1813541, 46.0584763 37.1814405)",,
967012403,residential,False,False,101.82300000000001,,چای کنار شمالی,,"LINESTRING (46.0615045 37.1803227, 46.0618727 37.1806451, 46.06204 37.1807983, 46.0621832 37.1809494, 46.0622335 37.1810271)",,
967012403,residential,False,True,72.161,,چای کنار شمالی,,"LINESTRING (46.0615045 37.1803227, 46.0614889 37.1803095, 46.0609414 37.1798538)",,
815359837,residential,False,True,22.347,,آبرسان,30,"LINESTRING (46.0541169 37.1855077, 46.0541732 37.1853118)",,
963766677,residential,False,False,68.67,2,بسیج,30,"LINESTRING (46.06018 37.1794881, 46.0606182 37.1799975)",,
967016954,residential,False,False,23.803,,شهید کبیری,30,"LINESTRING (46.06018 37.1794881, 46.0603921 37.1793567)",,
967016954,residential,False,True,45.388,,شهید کبیری,30,"LINESTRING (46.06018 37.1794881, 46.0597756 37.1797387)",,
815359821,tertiary,False,False,233.501,2,خیابان امام خمینی (ره),40,"LINESTRING (46.0606182 37.1799975, 46.0584849 37.1812307)",,
815359821,tertiary,False,True,24.158,2,خیابان امام خمینی (ره),40,"LINESTRING (46.0606182 37.1799975, 46.0608389 37.1798699)",,
963766677,residential,False,True,68.67,2,بسیج,30,"LINESTRING (46.0606182 37.1799975, 46.06018 37.1794881)",,
965203387,residential,False,False,67.025,,,30,"LINESTRING (46.0543861 37.1808791, 46.0549851 37.1805109)",,
967012381,tertiary,False,False,63.334999999999994,,,40,"LINESTRING (46.0543861 37.1808791, 46.0542515 37.1808148, 46.0537433 37.1806313)",,
967012381,tertiary,False,True,21.512999999999998,,,40,"LINESTRING (46.0543861 37.1808791, 46.0544611 37.1809315, 46.0545845 37.1809892)",,
1065683839,residential,False,True,122.55000000000001,2,خیابان ولیعصر شمالی,50,"LINESTRING (46.0603926 37.1863435, 46.0601634 37.1854919, 46.0600996 37.1852664)",,
815359846,residential,False,False,7.433,,,40,"LINESTRING (46.0573951 37.1798581, 46.0574297 37.179919)",,
815359846,residential,False,True,92.096,,,40,"LINESTRING (46.0573951 37.1798581, 46.0569655 37.1791039)",,
965203407,residential,False,False,51.507,,,,"LINESTRING (46.0573951 37.1798581, 46.0579117 37.1796456)",,
967012374,residential,False,False,89.44800000000001,,,,"LINESTRING (46.0581635 37.181403, 46.0579717 37.1812702, 46.0578859 37.1810929, 46.0577196 37.1811484, 46.0574996 37.1812446, 46.0574138 37.1812446)",,
"[963762242, 1063988230]",tertiary,False,False,182.791,,,50,"LINESTRING (46.0581635 37.181403, 46.0579581 37.1814835, 46.0577647 37.1815553, 46.0574187 37.1816466, 46.0570111 37.1817329, 46.0561959 37.1818762)",,
1063988230,tertiary,False,True,26.586999999999996,,,50,"LINESTRING (46.0581635 37.181403, 46.0583287 37.1813148, 46.0583681 37.1812405)",,
967012374,residential,False,True,89.44800000000001,,,,"LINESTRING (46.0574138 37.1812446, 46.0574996 37.1812446, 46.0577196 37.1811484, 46.0578859 37.1810929, 46.0579717 37.1812702, 46.0581635 37.181403)",,
815359826,residential,False,False,160.022,,,30,"LINESTRING (46.0578907 37.1827032, 46.0575068 37.1829508, 46.0570612 37.1830851, 46.0563394 37.1834211)",,
815359826,residential,False,True,153.24,,,30,"LINESTRING (46.0578907 37.1827032, 46.0579785 37.1826619, 46.0586138 37.1831025, 46.0588902 37.1831531, 46.0593389 37.1829739)",,
967012375,residential,False,True,47.437,,,,"LINESTRING (46.0578907 37.1827032, 46.057792 37.1826315, 46.057733 37.1824691, 46.0576998 37.1823203)",,
815359850,tertiary,False,False,72.171,,,30,"LINESTRING (46.0581676 37.1837989, 46.0573576 37.1838683)",,
815359850,tertiary,False,True,128.914,,,30,"LINESTRING (46.0581676 37.1837989, 46.0584298 37.1837498, 46.0594386 37.1832532)",,
967012376,residential,False,False,42.655,,,,"LINESTRING (46.0581676 37.1837989, 46.0582185 37.1839008, 46.0583392 37.1841573)",,
967012376,residential,False,True,42.655,,,,"LINESTRING (46.0583392 37.1841573, 46.0582185 37.1839008, 46.0581676 37.1837989)",,
815359837,residential,False,False,60.766,,آبرسان,30,"LINESTRING (46.054758 37.1838867, 46.0548164 37.1844312)",,
815359837,residential,False,True,168.494,,آبرسان,30,"LINESTRING (46.054758 37.1838867, 46.0547919 37.1835365, 46.0548902 37.1832205, 46.0550151 37.1831567, 46.0552553 37.1831357, 46.0554983 37.1830355, 46.0557305 37.1829182, 46.0558167 37.1828589)",,
967016950,residential,False,False,77.029,,,,"LINESTRING (46.054758 37.1838867, 46.0545059 37.1839073, 46.0544522 37.1839308, 46.0540231 37.1838219, 46.0539319 37.1837813)",,
815359805,residential,False,False,7.825,,,30,"LINESTRING (46.0545569 37.1817951, 46.0544852 37.1818362)",,
967012378,residential,False,False,69.985,,,,"LINESTRING (46.0545569 37.1817951, 46.0543997 37.1811783)",,
815359805,residential,False,True,43.393,,,30,"LINESTRING (46.0545569 37.1817951, 46.0546978 37.1817144, 46.0550041 37.1816516)",,
967012381,tertiary,False,False,56.013000000000005,,,40,"LINESTRING (46.0537433 37.1806313, 46.0536433 37.1806079, 46.0531336 37.180498)",,
967012381,tertiary,False,True,63.334999999999994,,,40,"LINESTRING (46.0537433 37.1806313, 46.0542515 37.1808148, 46.0543861 37.1808791)",,
967012384,tertiary,False,False,113.65499999999999,,,,"LINESTRING (46.0537433 37.1806313, 46.0538173 37.1805636, 46.0538696 37.1804717, 46.0538844 37.1803948, 46.0538857 37.1802997, 46.0538736 37.1802174, 46.0539031 37.1801544, 46.0540319 37.1800967, 46.0543457 37.179993, 46.0544838 37.179945)",,
1020483766,residential,False,False,16.136,,,,"LINESTRING (46.0544838 37.179945, 46.0546659 37.1799423)",,
