osmid,lanes,name,highway,maxspeed,oneway,reversed,length,junction,geometry
295462550,2,خیابان امام خمینی,secondary,80,False,True,35.343,,"LINESTRING (60.7406342 26.2355651, 60.7404982 26.2352716)"
288076557,,,secondary,,True,False,20.57,roundabout,"LINESTRING (60.7406342 26.2355651, 60.7406742 26.2355561, 60.7407154 26.2355579, 60.7407542 26.2355704, 60.7407874 26.2355924, 60.740812 26.2356221)"
288078885,,,residential,,False,False,87.315,,"LINESTRING (60.740812 26.2356221, 60.7416314 26.2353457)"
288076557,,,secondary,,True,False,16.448999999999998,roundabout,"LINESTRING (60.740812 26.2356221, 60.740826 26.2356569, 60.7408281 26.2356938, 60.7408182 26.2357297, 60.7407971 26.2357615)"
288074681,,خیابان امام خمینی,secondary,70,True,False,142.82899999999998,,"LINESTRING (60.7407971 26.2357615, 60.740786 26.2358106, 60.7407858 26.2358484, 60.740807 26.2359173, 60.7409506 26.2361759, 60.741109 26.236452, 60.7413402 26.2368135, 60.7414006 26.236908)"
288076557,,,secondary,,True,False,16.758000000000003,roundabout,"LINESTRING (60.7407971 26.2357615, 60.7407666 26.2357865, 60.7407294 26.2358024, 60.7406871 26.235808, 60.7406449 26.235802)"
288076557,,,secondary,,True,False,4.258,roundabout,"LINESTRING (60.7406449 26.235802, 60.7406067 26.2357849)"
288078882,,,residential,40,False,False,87.596,,"LINESTRING (60.7406067 26.2357849, 60.7400163 26.2363681)"
288076557,,,secondary,,True,False,29.851,roundabout,"LINESTRING (60.7406067 26.2357849, 60.7405759 26.2357582, 60.7405555 26.2357245, 60.7405473 26.2356869, 60.7405521 26.2356488, 60.7405694 26.2356137, 60.7405976 26.2355849, 60.7406342 26.2355651)"
288076558,,میدان شهرداری,secondary,,True,False,17.127000000000002,roundabout,"LINESTRING (60.7435132 26.2401677, 60.7435986 26.2401594, 60.7436825 26.2401756)"
288076558,,میدان شهرداری,secondary,,True,False,25.674999999999997,roundabout,"LINESTRING (60.7436825 26.2401756, 60.7437565 26.2402146, 60.743813 26.2402725, 60.7438464 26.2403434)"
926109636,,,tertiary,,True,False,29.153000000000002,,"LINESTRING (60.7436825 26.2401756, 60.7437689 26.2401765, 60.7438575 26.2401753, 60.7439092 26.2401661, 60.7439692 26.2401447)"
288076558,,میدان شهرداری,secondary,,True,False,25.688000000000002,roundabout,"LINESTRING (60.7438464 26.2403434, 60.7438533 26.2404202, 60.7438329 26.240495, 60.7437873 26.2405602)"
288076558,,میدان شهرداری,secondary,,True,False,18.337,roundabout,"LINESTRING (60.7436351 26.2406383, 60.7435432 26.2406397, 60.7434561 26.2406133)"
1043674744,,,residential,,False,True,134.297,,"LINESTRING (60.7436351 26.2406383, 60.7436098 26.2407403, 60.7439509 26.2418003)"
288076558,,میدان شهرداری,secondary,,True,False,27.498000000000005,roundabout,"LINESTRING (60.7434561 26.2406133, 60.7433876 26.2405655, 60.7433351 26.2404923, 60.7433154 26.2404118)"
288076937,,بلوار معلم,tertiary,80,True,False,39.93899999999999,,"LINESTRING (60.7434561 26.2406133, 60.7433937 26.2406056, 60.7433382 26.2406069, 60.7432724 26.2406245, 60.7430893 26.2407226)"
288076558,,میدان شهرداری,secondary,,True,False,18.339,roundabout,"LINESTRING (60.7433154 26.2404118, 60.7433269 26.24033, 60.7433684 26.2402564)"
288074682,,خیابان امام خمینی,tertiary,,False,False,222.209,,"LINESTRING (60.7437873 26.2405602, 60.7445915 26.2411181, 60.745566 26.2417634)"
288076558,,میدان شهرداری,secondary,,True,False,17.733,roundabout,"LINESTRING (60.7437873 26.2405602, 60.7437212 26.2406093, 60.7436351 26.2406383)"
288076558,,میدان شهرداری,secondary,,True,False,17.732,roundabout,"LINESTRING (60.7433684 26.2402564, 60.7434351 26.2401996, 60.7435132 26.2401677)"
1043676157,,,secondary,,True,False,92.499,,"LINESTRING (60.7433684 26.2402564, 60.7433149 26.2401238, 60.7432643 26.2400348, 60.7431489 26.2398503, 60.7429416 26.2395196)"
288076560,,بلوار توحید,tertiary,,True,False,109.932,,"LINESTRING (60.7429368 26.2418714, 60.7420722 26.2412582)"
806888924,,,residential,,False,False,78.714,,"LINESTRING (60.7429368 26.2418714, 60.742521 26.2421602, 60.7423222 26.2423151)"
288076560,,بلوار توحید,tertiary,,True,False,13.817,,"LINESTRING (60.7420722 26.2412582, 60.7419837 26.2411626)"
288076937,,بلوار معلم,tertiary,80,True,False,145.05,,"LINESTRING (60.7420722 26.2412582, 60.7408112 26.2419081)"
288076937,,بلوار معلم,tertiary,80,True,False,11.105,,"LINESTRING (60.7421682 26.2412076, 60.7420722 26.2412582)"
288076561,,بلوار توحید,tertiary,,True,False,247.099,,"LINESTRING (60.7421682 26.2412076, 60.7427039 26.2415701, 60.7435002 26.2421602, 60.744094 26.2426049)"
288076562,2,,tertiary,30,False,False,49.097,,"LINESTRING (60.745566 26.2417634, 60.7459893 26.241538)"
288076562,2,,tertiary,30,False,True,174.093,,"LINESTRING (60.745566 26.2417634, 60.744094 26.2426049)"
288074682,,خیابان امام خمینی,tertiary,,False,True,222.209,,"LINESTRING (60.745566 26.2417634, 60.7445915 26.2411181, 60.7437873 26.2405602)"
288076562,2,,tertiary,30,False,False,174.093,,"LINESTRING (60.744094 26.2426049, 60.745566 26.2417634)"
288076562,2,,tertiary,30,False,True,8.394,,"LINESTRING (60.744094 26.2426049, 60.7440277 26.2426514)"
288076937,,بلوار معلم,tertiary,80,True,False,18.248,,"LINESTRING (60.7408112 26.2419081, 60.7406531 26.2419907)"
901452830,,,tertiary_link,,False,False,11.671,,"LINESTRING (60.7408112 26.2419081, 60.7407596 26.2418139)"
1043674743,,,tertiary,,False,False,49.086,,"LINESTRING (60.7439692 26.2401447, 60.7443759 26.2398961)"
926109637,,,tertiary,,True,False,25.677,,"LINESTRING (60.7439692 26.2401447, 60.7439102 26.2402044, 60.7438791 26.2402529, 60.7438575 26.2403074, 60.7438464 26.2403434)"
288077267,,,residential,,False,False,60.975,,"LINESTRING (60.7454925 26.2392723, 60.7457999 26.2397463)"
