osmid,oneway,ref,name,highway,reversed,length,junction,geometry,lanes
177360522,True,37,بلوار امام رضا,primary,False,65.461,,"LINESTRING (49.0331534 35.391888, 49.0333575 35.3924527)",
295767921,False,,حسین احمدی یزدان,residential,True,60.83,,"LINESTRING (49.0331534 35.391888, 49.0338241 35.3919061)",
549484980,True,37,میدان شهدا ( جهاد سابق ),primary,False,21.576,roundabout,"LINESTRING (49.0333575 35.3924527, 49.0333923 35.3925455, 49.0333933 35.3926425)",
549484980,True,37,میدان شهدا ( جهاد سابق ),primary,False,70.04,roundabout,"LINESTRING (49.033293 35.3928206, 49.0331937 35.3928873, 49.0330739 35.392926, 49.0329454 35.3929328, 49.0328206 35.3929071, 49.0327114 35.3928513, 49.0326286 35.3927709)",
549484980,True,37,میدان شهدا ( جهاد سابق ),primary,False,17.3,roundabout,"LINESTRING (49.0326286 35.3927709, 49.0325705 35.3926227)",
"[1261922950, 1261922949, 549484934]",True,37,بلوار امام رضا,primary,False,122.80199999999999,,"LINESTRING (49.032668 35.392378, 49.0328632 35.3918442, 49.0329463 35.3915969, 49.0329579 35.3913061)",
549484980,True,37,میدان شهدا ( جهاد سابق ),primary,False,74.516,roundabout,"LINESTRING (49.032668 35.392378, 49.0327729 35.3923061, 49.0329008 35.3922661, 49.0330377 35.3922623, 49.0331687 35.3922951, 49.0332793 35.392361, 49.0333575 35.3924527)",
295767772,False,,,residential,False,37.851,,"LINESTRING (49.0353764 35.384347, 49.03528 35.3840158)",
721793790,False,,,secondary_link,False,7.99,,"LINESTRING (49.0353764 35.384347, 49.0354014 35.3844159)",
1264110156,True,,جاده رزن - قروه - درجزین,primary,False,72.197,,"LINESTRING (49.0353764 35.384347, 49.0361421 35.3841685)",
721793790,False,,,secondary_link,True,7.99,,"LINESTRING (49.0354014 35.3844159, 49.0353764 35.384347)",
1264110157,True,,جاده رزن - قروه - درجزین,primary,False,183.12,,"LINESTRING (49.0354014 35.3844159, 49.0343574 35.3846655, 49.0334631 35.3848794)",
295767771,False,,شهید خانوردیلو,tertiary,True,25.497,,"LINESTRING (49.0301546 35.384008, 49.029881 35.3840611)",
1120028602,True,,شهید خانوردیلو,tertiary,False,26.156,,"LINESTRING (49.0301546 35.384008, 49.0304347 35.3839516)",
1261922963,False,,بسیج,tertiary,False,187.361,,"LINESTRING (49.0301546 35.384008, 49.0310164 35.3855395)",
