osmid,oneway,ref,name,highway,junction,reversed,length,geometry,lanes,maxspeed,bridge
300300029,True,79,میدان امام خمینی,trunk,roundabout,False,22.353,"LINESTRING (52.9735458 36.1794527, 52.9735548 36.179403, 52.9735815 36.1793576, 52.9736237 36.1793206, 52.9736775 36.1792953)",,,
300300029,True,79,میدان امام خمینی,trunk,roundabout,False,18.798,"LINESTRING (52.9736438 36.1795946, 52.9736032 36.1795678, 52.9735722 36.1795338, 52.9735527 36.1794946, 52.9735458 36.1794527)",,,
575183522,True,79,بلوار آزادی,trunk,,False,206.914,"LINESTRING (52.9736438 36.1795946, 52.9734606 36.1796689, 52.9730767 36.1798803, 52.9729172 36.1799657, 52.9725179 36.1801794, 52.97174 36.1806405)",2,50,
300300029,True,79,میدان امام خمینی,trunk,roundabout,False,20.389,"LINESTRING (52.9738605 36.1795968, 52.9738081 36.1796145, 52.9737518 36.1796202, 52.9736956 36.1796134, 52.9736438 36.1795946)",,,
1157367950,False,,قائم,tertiary,,False,85.38199999999999,"LINESTRING (52.9738605 36.1795968, 52.9739411 36.1796787, 52.9739923 36.1797327, 52.9741635 36.1800123, 52.974256 36.1801569, 52.9743092 36.180222, 52.9743332 36.18026)",,,
300300032,False,,,unclassified,,False,20.651,"LINESTRING (52.9736775 36.1792953, 52.9735843 36.1791255)",,,
300300029,True,79,میدان امام خمینی,trunk,roundabout,False,17.107,"LINESTRING (52.9736775 36.1792953, 52.9737394 36.1792838, 52.9738027 36.179288, 52.9738616 36.1793073)",,,
300300029,True,79,میدان امام خمینی,trunk,roundabout,False,16.64,"LINESTRING (52.9738616 36.1793073, 52.9739093 36.179339, 52.9739435 36.1793806, 52.973961 36.1794284)",,,
300300030,True,79,بلوار سرلشکر کمیل ایمانی,trunk,,False,19.258,"LINESTRING (52.9738616 36.1793073, 52.9739795 36.1792544, 52.9740511 36.1792262)",,60,
300300029,True,79,میدان امام خمینی,trunk,roundabout,False,21.958,"LINESTRING (52.973961 36.1794284, 52.9739606 36.1794778, 52.9739424 36.1795249, 52.9739081 36.1795657, 52.9738605 36.1795968)",,,
498262533,True,79,بلوار سرلشکر کمیل ایمانی,trunk,,False,101.363,"LINESTRING (52.9811372 36.1759316, 52.980964 36.1760133, 52.9803698 36.1762806, 52.9801548 36.1763811)",2,60,
931539317,False,,شهید خلیلی,living_street,,False,67.181,"LINESTRING (52.9811372 36.1759316, 52.981099 36.1762168, 52.9809267 36.176502)",1,20,
300300032,False,,,unclassified,,True,20.651,"LINESTRING (52.9735843 36.1791255, 52.9736775 36.1792953)",,,
"[300300035, 300300036]",False,,"['انقلاب', 'پل فجر']","['unclassified', 'residential']",,False,69.011,"LINESTRING (52.9735843 36.1791255, 52.973255 36.1786272, 52.9732159 36.1785811)",,,yes
930802321,False,,دلگشا,tertiary_link,,False,198.034,"LINESTRING (52.9735843 36.1791255, 52.9727738 36.1794407, 52.9716651 36.179999)",,,
579236217,True,,سید احمد میرحسینی,residential,,False,276.37300000000005,"LINESTRING (52.971451 36.177302, 52.971706 36.1771843, 52.971945 36.1770644, 52.9722529 36.176906, 52.9728301 36.176609, 52.9731373 36.1764562, 52.9734248 36.1763274, 52.9735 36.1762999, 52.9735832 36.1763049, 52.9736598 36.1762897, 52.9737357 36.1762597, 52.9738074 36.1762058, 52.9738678 36.1761411, 52.9739204 36.1760691, 52.9739387 36.176023, 52.9739707 36.1760156, 52.9740109 36.1760145)",,,
300300036,False,,انقلاب,residential,,True,58.513999999999996,"LINESTRING (52.9728194 36.1779264, 52.9728549 36.1779738, 52.9729921 36.1782064, 52.9731158 36.1783948)",,,
579236217,True,,سید احمد میرحسینی,residential,,False,12.41,"LINESTRING (52.9728194 36.1779264, 52.9727817 36.177876, 52.9727334 36.1778405)",,,
579236218,True,,شهید حمیدی,residential,,False,17.263,"LINESTRING (52.9729094 36.1777892, 52.9728194 36.1779264)",,,
584907874,True,,,residential,,False,16.795,"LINESTRING (52.9729094 36.1777892, 52.9727334 36.1778405)",1,20,
585734230,False,,,residential,,True,33.37,"LINESTRING (52.9740109 36.1760145, 52.9740276 36.1757147)",2,30,
579236218,True,,شهید حمیدی,residential,,False,54.765,"LINESTRING (52.9740109 36.1760145, 52.9740212 36.176226, 52.9739902 36.1763275, 52.9739144 36.1764666, 52.9738987 36.1764874)",,,
585734230,False,,,residential,,False,33.37,"LINESTRING (52.9740276 36.1757147, 52.9740109 36.1760145)",2,30,
