osmid,name,highway,oneway,reversed,length,junction,geometry,maxspeed,access
791639757,جمهوری اسلامی,secondary,False,True,58.41,,"LINESTRING (53.0584407 36.5658541, 53.0578546 36.565621)",,
119996674,میدان ساعت,secondary,True,False,15.507,roundabout,"LINESTRING (53.0584407 36.5658541, 53.0584673 36.5658265, 53.0585007 36.5658042, 53.0585393 36.5657882, 53.0585812 36.5657794)",,
119997369,۱۸ دی,secondary,False,False,28.753,,"LINESTRING (53.0587766 36.5660273, 53.0590303 36.5661865)",,
119996674,میدان ساعت,secondary,True,False,17.795,roundabout,"LINESTRING (53.0587766 36.5660273, 53.058731 36.5660661, 53.058672 36.5660906, 53.0586063 36.5660983)",,
119996674,میدان ساعت,secondary,True,False,37.266000000000005,roundabout,"LINESTRING (53.0586063 36.5660983, 53.0585487 36.5660903, 53.0584965 36.5660693, 53.058454 36.5660371, 53.058425 36.5659964, 53.0584117 36.5659484, 53.0584171 36.5658993, 53.0584407 36.5658541)",,
119996674,میدان ساعت,secondary,True,False,41.122,roundabout,"LINESTRING (53.0585812 36.5657794, 53.0586273 36.5657781, 53.0586724 36.5657854, 53.0587143 36.5658008, 53.0587507 36.5658233, 53.0587796 36.5658522, 53.0587995 36.5658855, 53.0588095 36.5659216, 53.0588089 36.5659586, 53.0587977 36.5659945, 53.0587766 36.5660273)",,
119997365,انقلاب اسلامی,secondary,True,False,132.87900000000002,,"LINESTRING (53.0585812 36.5657794, 53.0586196 36.5651926, 53.0586204 36.5645852)",,
119997369,۱۸ دی,secondary,False,False,89.986,,"LINESTRING (53.0620011 36.5676243, 53.0630025 36.567714)",,
119997369,۱۸ دی,secondary,False,True,68.224,,"LINESTRING (53.0620011 36.5676243, 53.0618893 36.5676093, 53.0616679 36.5675725, 53.0614978 36.5675458, 53.0612545 36.5674957)",,
120000307,قارن,secondary,True,False,46.173,,"LINESTRING (53.061245 36.564005, 53.0607281 36.5639971)",,
364239480,قارن ٩,residential,False,False,77.62700000000001,,"LINESTRING (53.061245 36.564005, 53.0613524 36.5643054, 53.061434 36.5645257, 53.0615772 36.5646307)",30,
475061764,بلوار امیر مازندرانی,primary,True,False,107.074,,"LINESTRING (53.0576239 36.5697564, 53.0583173 36.5701314, 53.0585039 36.5701842, 53.0586085 36.5701938, 53.0586684 36.570193)",,
508741720,بلوار امیر مازندرانی,primary,True,False,20.978,,"LINESTRING (53.0587465 36.5701786, 53.0588048 36.5701658, 53.0589788 36.5701555)",,
555503812,مدرس,secondary_link,True,False,35.515,,"LINESTRING (53.0587465 36.5701786, 53.0588246 36.5701349, 53.0588923 36.5700811, 53.0589475 36.5700189, 53.0590053 36.5699417)",,
529930784,بلوار امیر مازندرانی,primary,True,False,46.251999999999995,,"LINESTRING (53.0591669 36.5704424, 53.0589279 36.5703761, 53.0586737 36.5703158)",,
555501094,میدان شهیدان مستشرق,primary,True,False,38.208,roundabout,"LINESTRING (53.0591669 36.5704424, 53.0590819 36.5703747, 53.0590463 36.5703435, 53.0590144 36.5703053, 53.05899 36.5702714, 53.0589699 36.5702197, 53.0589694 36.5701723, 53.0589788 36.5701555)",,
481817114,بلوار امیر مازندرانی,primary,True,False,95.695,,"LINESTRING (53.058548 36.5702909, 53.0584234 36.5702563, 53.0583349 36.5702261, 53.0582337 36.5701863, 53.0576217 36.5698654)",,
119997365,انقلاب اسلامی,secondary,True,False,75.349,,"LINESTRING (53.0586231 36.5635046, 53.0586248 36.5633645, 53.0586311 36.562827)",,
120000307,قارن,secondary,True,False,41.338,,"LINESTRING (53.0607281 36.5639971, 53.0602661 36.5639745)",,
337970160,قارن ۱۶,residential,True,False,115.981,,"LINESTRING (53.0607281 36.5639971, 53.0606523 36.5635008, 53.0605046 36.5631013, 53.0604419 36.5629855)",30,
120000307,قارن,secondary,True,False,160.112,,"LINESTRING (53.0602661 36.5639745, 53.0600315 36.5639425, 53.0597283 36.5638976, 53.0596767 36.5638899, 53.0596346 36.5638837, 53.0596183 36.5638813, 53.0595606 36.5638727, 53.0591958 36.5637958, 53.0589222 36.563729, 53.0587479 36.5636278, 53.0586231 36.5635046)",,
429511814,قارن ۱۸,residential,False,False,60.468999999999994,,"LINESTRING (53.0602661 36.5639745, 53.0601747 36.5637444, 53.060144 36.563659, 53.0601133 36.5635668, 53.0601052 36.5634617, 53.0601094 36.5634495)",30,
204384263,قائمی,residential,True,False,87.541,,"LINESTRING (53.0542498 36.5665586, 53.0550382 36.5670264)",30,
414381275,شریف العلما,residential,True,False,93.797,,"LINESTRING (53.0542498 36.5665586, 53.053651 36.5662069, 53.0534168 36.5660457)",30,
204384263,قائمی,residential,True,False,188.082,,"LINESTRING (53.0550382 36.5670264, 53.0560175 36.5676074, 53.0564961 36.5679225, 53.0566684 36.5680891)",30,
119997369,۱۸ دی,secondary,False,False,23.163,,"LINESTRING (53.0610259 36.5673973, 53.0612545 36.5674957)",,
119997369,۱۸ دی,secondary,False,True,30.042,,"LINESTRING (53.0610259 36.5673973, 53.0607604 36.5672314)",,
835088460,گلها,residential,False,True,120.27,,"LINESTRING (53.0610259 36.5673973, 53.0612488 36.5671124, 53.0613535 36.5669862, 53.0614928 36.5667649, 53.0616045 36.5668236, 53.0615924 36.5669625, 53.061634 36.5670131, 53.0616809 36.5670207)",,
204384146,ملکی,residential,False,True,87.614,,"LINESTRING (53.0587752 36.5675296, 53.0578647 36.567823)",30,
567032677,شفاعت,residential,True,False,34.542,,"LINESTRING (53.0587752 36.5675296, 53.0591166 36.5673836)",20,
119997368,مدرس,secondary,True,False,159.86599999999999,,"LINESTRING (53.0587752 36.5675296, 53.058688 36.5667908, 53.0586321 36.5663171, 53.0586063 36.5660983)",,
204384288,بهرام اتر,residential,True,False,49.649,,"LINESTRING (53.0568141 36.5675927, 53.0569079 36.5680328)",30,
543380663,دادگر,residential,False,True,246.74600000000004,,"LINESTRING (53.0568141 36.5675927, 53.0572043 36.567542, 53.0572593 36.5675197, 53.0572848 36.5674871, 53.0573132 36.5673855, 53.0576402 36.5670002, 53.0576513 36.5669644, 53.0576348 36.5669291, 53.0574538 36.566844, 53.0574297 36.5668119, 53.0574404 36.566774, 53.0577054 36.5664804, 53.0578339 36.566081, 53.0578366 36.5659324)",,
204384146,ملکی,residential,False,False,87.614,,"LINESTRING (53.0578647 36.567823, 53.0587752 36.5675296)",30,
204384146,ملکی,residential,False,True,88.576,,"LINESTRING (53.0578647 36.567823, 53.0569079 36.5680328)",30,
835088456,,residential,False,False,64.30699999999999,,"LINESTRING (53.0578647 36.567823, 53.0577983 36.5681387, 53.0577866 36.568175, 53.0578103 36.5682144, 53.0580215 36.5682646)",,
204384146,ملکی,residential,False,False,88.576,,"LINESTRING (53.0569079 36.5680328, 53.0578647 36.567823)",30,
204384146,ملکی,residential,False,True,22.286,,"LINESTRING (53.0569079 36.5680328, 53.0566684 36.5680891)",30,
204384146,ملکی,residential,False,False,22.286,,"LINESTRING (53.0566684 36.5680891, 53.0569079 36.5680328)",30,
204384263,قائمی,residential,True,False,64.564,,"LINESTRING (53.0566684 36.5680891, 53.0571319 36.5685347)",30,
475061764,بلوار امیر مازندرانی,primary,True,False,52.332,,"LINESTRING (53.0546 36.5681388, 53.0550877 36.5683997)",,
204384064,تبریزی,residential,True,False,130.4,,"LINESTRING (53.0546 36.5681388, 53.054825 36.5673826, 53.0550382 36.5670264)",30,
204384014,وصال شیرازی,tertiary,True,False,71.767,,"LINESTRING (53.0564082 36.5691963, 53.0560795 36.5694289, 53.0558208 36.5696363)",,
481817114,بلوار امیر مازندرانی,primary,True,False,120.71600000000001,,"LINESTRING (53.0564082 36.5691963, 53.0559275 36.568936, 53.0552836 36.568594)",,
204383804,آرش,residential,False,True,91.938,,"LINESTRING (53.0607665 36.5697813, 53.0617026 36.5701254)",30,
421427859,خیام,secondary,False,True,56.945,,"LINESTRING (53.0607665 36.5697813, 53.0604956 36.5702449)",,
432420872,خیام,secondary,True,False,49.252,,"LINESTRING (53.0607665 36.5697813, 53.0610039 36.5693815)",,
204383761,شهید محسن پور,tertiary,False,False,65.881,,"LINESTRING (53.0576217 36.5698654, 53.0573682 36.5704218)",,
481817114,بلوار امیر مازندرانی,primary,True,False,93.396,,"LINESTRING (53.0576217 36.5698654, 53.0567526 36.5693982)",,
205596212,قارن ۱۱,residential,True,False,67.059,,"LINESTRING (53.0592561 36.5647456, 53.059634 36.5644756, 53.0597912 36.5643633, 53.0598167 36.5643444)",30,
694013815,آب انبار,residential,False,True,66.426,,"LINESTRING (53.0592561 36.5647456, 53.0593111 36.5647595, 53.0596249 36.5650053, 53.059785 36.5651572)",30,
641138408,انقلاب دوم,residential,True,False,59.51,,"LINESTRING (53.0586204 36.5645852, 53.0592561 36.5647456)",30,
119997365,انقلاب اسلامی,secondary,True,False,120.157,,"LINESTRING (53.0586204 36.5645852, 53.0586227 36.5636471, 53.0586231 36.5635046)",,
694013814,آب انبار,residential,False,False,66.96000000000001,,"LINESTRING (53.0639909 36.5655547, 53.0637716 36.5655396, 53.063742 36.5655326, 53.0635624 36.5654904, 53.0633505 36.5654405, 53.0632662 36.5654133)",30,
694013815,آب انبار,residential,False,False,66.426,,"LINESTRING (53.059785 36.5651572, 53.0596249 36.5650053, 53.0593111 36.5647595, 53.0592561 36.5647456)",30,
567034949,,residential,False,True,31.735,,"LINESTRING (53.0611488 36.5654742, 53.0611814 36.5657584)",,
205596188,آب انبار,residential,True,False,35.685,,"LINESTRING (53.0611488 36.5654742, 53.0608346 36.5655094, 53.0607544 36.5654945)",30,
446672246,چیتگر,residential,False,False,61.644000000000005,,"LINESTRING (53.0611488 36.5654742, 53.0612244 36.5653123, 53.0613934 36.5649558)",30,
