osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,tunnel
318052387,True,بولوار سرو,tertiary,False,37.865,"LINESTRING (54.2026584 32.003094, 54.2029663 32.0033126)",,,
318052388,False,طالقانی,tertiary,True,30.906,"LINESTRING (54.2026584 32.003094, 54.2028518 32.0028696)",,,
318052389,False,طالقانی,tertiary,False,10.452,"LINESTRING (54.2026584 32.003094, 54.202587 32.0031659)",,,
318052388,False,طالقانی,tertiary,True,54.673,"LINESTRING (54.2045816 32.0016541, 54.2050938 32.0014237)",,,
318052388,False,طالقانی,tertiary,False,122.81200000000001,"LINESTRING (54.2045816 32.0016541, 54.2040537 32.0018483, 54.2035402 32.0021475, 54.2034709 32.0022132)",,,
384474096,False,دهقانی,residential,True,173.92700000000002,"LINESTRING (54.2045816 32.0016541, 54.2045323 32.0017751, 54.2044331 32.0019774, 54.2043149 32.0020355, 54.2041802 32.0022018, 54.2039534 32.0025305, 54.2038353 32.0024683, 54.2034709 32.0022132)",30,,
384473994,False,شهید علی محمد دهقانی,residential,True,143.496,"LINESTRING (54.2045816 32.0016541, 54.2042163 32.001053, 54.2041178 32.0008462, 54.2038575 32.0005232)",30,,
318052389,False,طالقانی,tertiary,False,36.958,"LINESTRING (54.202587 32.0031659, 54.2023581 32.0034357)",,,
318052389,False,طالقانی,tertiary,True,10.452,"LINESTRING (54.202587 32.0031659, 54.2026584 32.003094)",,,
318052389,False,طالقانی,tertiary,True,36.958,"LINESTRING (54.2023581 32.0034357, 54.202587 32.0031659)",,,
318067620,False,,residential,True,37.142,"LINESTRING (54.2023581 32.0034357, 54.2019986 32.0032992)",30,,
318052388,False,طالقانی,tertiary,False,37.775,"LINESTRING (54.2069247 32.0001837, 54.2066858 32.0004564)",,,
973954432,True,,tertiary,False,53.063,"LINESTRING (54.2069247 32.0001837, 54.2071218 31.9998901, 54.207192 31.9997641)",,,
