osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,junction
376559681,True,بلوار امام خمینی,secondary,False,19.695,"LINESTRING (48.6911943 34.5034368, 48.6909794 34.5034397)",,,
376559727,False,ظفر,residential,False,124.83200000000001,"LINESTRING (48.6911943 34.5034368, 48.6911835 34.503689, 48.6912015 34.5040167, 48.6912557 34.5045571)",,,
476373388,False,شهدا,tertiary,False,39.422,"LINESTRING (48.6903853 34.5035866, 48.6907739 34.5034345)",30,,
376559682,False,حافظ,residential,True,135.263,"LINESTRING (48.6903853 34.5035866, 48.6903899 34.5038207, 48.6903844 34.5042817, 48.6904255 34.5048019)",30,,
"[376559651, 476373388, 376559821]",False,شهدا,tertiary,"[False, True]",28.282,"LINESTRING (48.6903853 34.5035866, 48.6903039 34.5035913, 48.6901371 34.503601, 48.6900775 34.5036053)",30,yes,
376559780,False,احسان ۱,residential,False,33.891,"LINESTRING (48.6904255 34.5048019, 48.6907945 34.5047812)",30,,
376559682,False,حافظ,residential,False,135.263,"LINESTRING (48.6904255 34.5048019, 48.6903844 34.5042817, 48.6903899 34.5038207, 48.6903853 34.5035866)",30,,
376559682,False,حافظ,residential,True,76.759,"LINESTRING (48.6904255 34.5048019, 48.6903982 34.5051952, 48.6903902 34.5052728, 48.6903678 34.5054905)",30,,
376559818,False,,residential,False,3.785,"LINESTRING (48.6886853 34.4999508, 48.688644 34.499951)",30,,
376559818,False,,residential,False,34.305,"LINESTRING (48.688644 34.499951, 48.6886413 34.5002595)",30,,
376559818,False,,residential,True,3.785,"LINESTRING (48.688644 34.499951, 48.6886853 34.4999508)",30,,
376559699,False,,residential,True,58.888999999999996,"LINESTRING (48.688644 34.499951, 48.6883083 34.4999446, 48.6880036 34.4999744)",30,,
376559699,False,,residential,False,58.888999999999996,"LINESTRING (48.6880036 34.4999744, 48.6883083 34.4999446, 48.688644 34.499951)",30,,
376559685,False,مولوی,residential,True,46.384,"LINESTRING (48.6937428 34.4999754, 48.693465 34.5003241)",30,,
376559809,False,شهید مدنی,residential,False,163.53,"LINESTRING (48.6937428 34.4999754, 48.6946952 34.5012191)",30,,
376559712,False,,residential,True,98.035,"LINESTRING (48.6924549 34.500036, 48.6932966 34.5002615, 48.693465 34.5003241)",30,,
376559729,False,,residential,True,99.06,"LINESTRING (48.6951973 34.5001195, 48.6942942 34.5006091)",30,,
376559798,False,شهید دستغیب,residential,False,78.744,"LINESTRING (48.6951973 34.5001195, 48.6956593 34.5007166)",30,,
376559818,False,,residential,True,34.305,"LINESTRING (48.6886413 34.5002595, 48.688644 34.499951)",30,,
376559610,False,,residential,False,22.743,"LINESTRING (48.6886413 34.5002595, 48.6888505 34.5002638, 48.6888894 34.5002645)",30,,
376559610,False,,residential,True,200.637,"LINESTRING (48.6886413 34.5002595, 48.6883239 34.5002531, 48.687699 34.5002404, 48.6874743 34.5003212, 48.687378 34.5011429)",30,,
376559610,False,,residential,False,128.238,"LINESTRING (48.6888894 34.5002645, 48.6893698 34.5002735, 48.6896484 34.5002787, 48.6902856 34.5003296)",30,,
376559610,False,,residential,True,22.743,"LINESTRING (48.6888894 34.5002645, 48.6888505 34.5002638, 48.6886413 34.5002595)",30,,
376559735,False,,residential,False,109.837,"LINESTRING (48.6888894 34.5002645, 48.6888738 34.5005404, 48.6887886 34.5008298, 48.68868 34.5012338)",30,,
