osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,junction
956401731,residential,40,False,True,29.706,,"LINESTRING (48.4384339 32.4405768, 48.4386588 32.4407648)",,
449545158,residential,,False,False,55.078,,"LINESTRING (48.4421318 32.4405815, 48.4417432 32.4409527)",,
901636229,residential,40,False,True,145.557,ساحلی ۵,"LINESTRING (48.4421318 32.4405815, 48.4432439 32.441494)",,
449545158,residential,,False,False,54.309,,"LINESTRING (48.4417432 32.4409527, 48.4413675 32.4413242)",,
449545158,residential,,False,True,55.078,,"LINESTRING (48.4417432 32.4409527, 48.4421318 32.4405815)",,
901636228,residential,40,False,False,141.963,ساحلی ۴,"LINESTRING (48.4417432 32.4409527, 48.4428382 32.4418336)",,
449545161,residential,40,False,True,66.764,ظفر ۱,"LINESTRING (48.440369 32.4411512, 48.4398919 32.4415966)",,
449545137,unclassified,,False,False,200.57099999999997,,"LINESTRING (48.437301 32.4414051, 48.4377496 32.4418534, 48.4382005 32.4422408, 48.4382375 32.4422529, 48.4384478 32.4421277, 48.4387335 32.4423221, 48.4388524 32.4423753)",,
956401731,residential,40,False,False,110.376,,"LINESTRING (48.4394084 32.4415287, 48.4392399 32.4413326, 48.4388221 32.4409206, 48.4386941 32.4407943, 48.4386588 32.4407648)",,
956401731,residential,40,False,True,96.986,,"LINESTRING (48.4394084 32.4415287, 48.4392174 32.441829, 48.4389105 32.442293)",,
449545031,residential,40,False,False,271.021,ساحلی ۲,"LINESTRING (48.4411458 32.4415329, 48.4432168 32.4432317)",,
449545158,residential,,False,True,31.167,,"LINESTRING (48.4411458 32.4415329, 48.4413675 32.4413242)",,
"[795890037, 449545158]",residential,40,False,False,54.623000000000005,ظفر ۲,"LINESTRING (48.4411458 32.4415329, 48.4409327 32.441364, 48.4407438 32.4415494)",,
449544982,residential,40,False,True,57.195,شهید حیدر اسکندری,"LINESTRING (48.4398919 32.4415966, 48.4403507 32.4419352)",,
449545161,residential,40,False,False,66.764,ظفر ۱,"LINESTRING (48.4398919 32.4415966, 48.440369 32.4411512)",,
449545161,residential,40,False,True,116.799,ظفر ۱,"LINESTRING (48.4398919 32.4415966, 48.4390776 32.442391)",,
449544982,residential,40,False,False,57.195,شهید حیدر اسکندری,"LINESTRING (48.4403507 32.4419352, 48.4398919 32.4415966)",,
449544982,residential,40,False,True,99.639,شهید حیدر اسکندری,"LINESTRING (48.4403507 32.4419352, 48.4411443 32.4425305)",,
795890037,residential,40,False,False,121.197,ظفر ۲,"LINESTRING (48.4403507 32.4419352, 48.4394973 32.4427533)",,
795890037,residential,40,False,True,56.579,ظفر ۲,"LINESTRING (48.4403507 32.4419352, 48.4407438 32.4415494)",,
449545161,residential,40,False,False,116.799,ظفر ۱,"LINESTRING (48.4390776 32.442391, 48.4398919 32.4415966)",,
956401731,residential,40,False,False,19.095,,"LINESTRING (48.4390776 32.442391, 48.4389105 32.442293)",,
1158185354,residential,,True,False,10.273,,"LINESTRING (48.4390776 32.442391, 48.4390729 32.4424833)",,
956401731,residential,40,False,True,19.095,,"LINESTRING (48.4389105 32.442293, 48.4390776 32.442391)",,
1158185355,residential,,False,True,10.652,,"LINESTRING (48.4389105 32.442293, 48.4388524 32.4423753)",,
956401731,residential,40,False,False,96.986,,"LINESTRING (48.4389105 32.442293, 48.4392174 32.441829, 48.4394084 32.4415287)",,
449544982,residential,40,False,False,99.639,شهید حیدر اسکندری,"LINESTRING (48.4411443 32.4425305, 48.4403507 32.4419352)",,
449544982,residential,40,False,True,63.752,شهید حیدر اسکندری,"LINESTRING (48.4411443 32.4425305, 48.4416527 32.4429108)",,
449545053,residential,40,False,True,116.119,ظفر ۳,"LINESTRING (48.4411443 32.4425305, 48.4403101 32.4433018)",,
449544982,residential,40,False,False,63.752,شهید حیدر اسکندری,"LINESTRING (48.4416527 32.4429108, 48.4411443 32.4425305)",,
449544982,residential,40,False,True,92.2,شهید حیدر اسکندری,"LINESTRING (48.4416527 32.4429108, 48.4423717 32.4434759)",,
953425351,residential,40,False,True,112.412,ظفر ۴,"LINESTRING (48.4416527 32.4429108, 48.4408458 32.443658)",,
449545069,residential,40,False,False,29.678,بهار ۱,"LINESTRING (48.4397075 32.4430216, 48.4394898 32.4432152)",,
