osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,junction
120604868,True,2,بلوار ملاسلیمان خمیری,secondary,60,False,8.506,,"LINESTRING (55.5852742 26.9533299, 55.5853135 26.9532619)",
175796364,True,2,بلوار امام خمینی,secondary,60,False,155.164,96,"LINESTRING (55.5852742 26.9533299, 55.5844582 26.9529259, 55.5838989 26.9526635)",
536051617,False,,فردوسی,tertiary,,True,113.52100000000002,,"LINESTRING (55.5852742 26.9533299, 55.5852255 26.9534108, 55.5851653 26.9534644, 55.5851051 26.9534928, 55.5850202 26.9535086, 55.5848432 26.9535086, 55.584461 26.9535212, 55.5842191 26.9535412)",
120604868,True,2,بلوار ملاسلیمان خمیری,secondary,60,False,88.701,,"LINESTRING (55.586903 26.9502392, 55.5872913 26.9495205)",
1232706398,False,,,residential,,False,53.284,,"LINESTRING (55.586903 26.9502392, 55.5863758 26.9501455)",
180247005,False,,فردوس,residential,30,False,26.318,,"LINESTRING (55.5878907 26.9481523, 55.5876314 26.9481014)",
175796359,True,,میدان آزادی,secondary,,False,6.215,96,"LINESTRING (55.5815825 26.9513745, 55.5816434 26.9513612)",roundabout
175796359,True,,میدان آزادی,secondary,,False,19.206000000000003,96,"LINESTRING (55.5817144 26.9517571, 55.5816499 26.9517612, 55.5815868 26.951749, 55.5815303 26.9517212)",roundabout
175796359,True,,میدان آزادی,secondary,,False,13.812000000000001,96,"LINESTRING (55.5815303 26.9517212, 55.5814818 26.9516766, 55.581451 26.9516209)",roundabout
536061629,False,,,residential,,False,34.373999999999995,,"LINESTRING (55.5815303 26.9517212, 55.5814087 26.9518303, 55.5813417 26.9519737)",
175796359,True,,میدان آزادی,secondary,,False,33.236999999999995,96,"LINESTRING (55.581451 26.9516209, 55.5814407 26.9515609, 55.581451 26.9515009, 55.581481 26.9514464, 55.5815278 26.9514024, 55.5815825 26.9513745)",roundabout
175796359,True,,میدان آزادی,secondary,,False,18.628999999999998,96,"LINESTRING (55.5816434 26.9513612, 55.581706 26.9513634, 55.5817655 26.9513809, 55.5818173 26.9514123)",roundabout
180247004,False,,حسابی,residential,30,True,97.231,,"LINESTRING (55.5816434 26.9513612, 55.5815881 26.9513072, 55.5815198 26.9512303, 55.5814657 26.9511104, 55.5813793 26.9505416)",
175796359,True,,میدان آزادی,secondary,,False,12.41,96,"LINESTRING (55.5818173 26.9514123, 55.5818574 26.9514552, 55.5818827 26.9515062)",roundabout
708410168,False,,,residential,,False,50.408,,"LINESTRING (55.5818173 26.9514123, 55.5821165 26.9513622, 55.5823006 26.9512836)",
120604868,True,2,بلوار ملاسلیمان خمیری,secondary,60,False,68.178,,"LINESTRING (55.5853135 26.9532619, 55.5856073 26.9527075)",
175796361,True,2,بلوار امام خمینی,secondary,,False,11.263,96,"LINESTRING (55.5853135 26.9532619, 55.5854138 26.9533095)",
180247006,False,,,residential,30,True,122.535,,"LINESTRING (55.5884089 26.9548334, 55.5880773 26.955895)",
536067664,False,,,secondary_link,,False,9.663,,"LINESTRING (55.5884089 26.9548334, 55.5884475 26.9547536)",
175796364,True,2,بلوار امام خمینی,secondary,60,False,154.454,96,"LINESTRING (55.5884089 26.9548334, 55.5877053 26.9544949, 55.5870376 26.9541736)",
180247004,False,,حسابی,residential,30,False,52.796,,"LINESTRING (55.5811947 26.9487122, 55.5812424 26.9491851)",
536061660,False,,دانش آموز,residential,30,False,113.76,,"LINESTRING (55.5811947 26.9487122, 55.581431 26.948734, 55.5818046 26.9488048, 55.5822342 26.9489047, 55.5823141 26.9489284)",
536061660,False,,دانش آموز,residential,30,True,33.522000000000006,,"LINESTRING (55.5811947 26.9487122, 55.5810293 26.9486841, 55.5808627 26.9486548)",
180247005,False,,فردوس,residential,30,True,47.681,,"LINESTRING (55.5861479 26.947835, 55.5866228 26.9479033)",
225174623,False,,,residential,30,False,39.675,,"LINESTRING (55.5861479 26.947835, 55.5860674 26.948107, 55.5860245 26.9481721)",
180247017,False,,پروین اعتصامی,tertiary,,True,11.121,,"LINESTRING (55.5875042 26.9491046, 55.5876155 26.9491172)",
120604868,True,2,بلوار ملاسلیمان خمیری,secondary,60,False,112.648,,"LINESTRING (55.5875042 26.9491046, 55.5876893 26.9486882, 55.5878907 26.9481523)",
225174623,False,,,residential,30,False,46.452,,"LINESTRING (55.5860245 26.9481721, 55.5859099 26.9483119, 55.5858347 26.9483782, 55.5857768 26.9484095, 55.5856787 26.9484306)",
225174623,False,,,residential,30,True,39.675,,"LINESTRING (55.5860245 26.9481721, 55.5860674 26.948107, 55.5861479 26.947835)",
909673695,False,,,residential,,False,50.081,,"LINESTRING (55.5860245 26.9481721, 55.5861774 26.9482313, 55.5864924 26.9483419)",
225174623,False,,,residential,30,False,17.225,,"LINESTRING (55.5839085 26.9487732, 55.583761 26.9488551)",
225174623,False,,,residential,30,True,56.035,,"LINESTRING (55.5839085 26.9487732, 55.5843227 26.9485871, 55.5844213 26.9485657)",
536061667,False,,,residential,30,False,54.161,,"LINESTRING (55.5839085 26.9487732, 55.5833982 26.9486626, 55.5833791 26.9486543)",
180247012,False,,مطهری,tertiary,,False,73.243,,"LINESTRING (55.5804683 26.9552499, 55.58118 26.9554272)",
536044566,False,,کارگر,tertiary,,True,69.351,,"LINESTRING (55.5804683 26.9552499, 55.5805081 26.9552082, 55.5806214 26.9550504, 55.5808439 26.9547244)",
180247017,False,,پروین اعتصامی,tertiary,,False,24.92,,"LINESTRING (55.5899381 26.9495479, 55.5897004 26.9494749)",
536058921,False,,سدار,tertiary,,True,58.587999999999994,,"LINESTRING (55.5899381 26.9495479, 55.5902535 26.9496688, 55.5902812 26.9496934, 55.5902891 26.949732, 55.5902546 26.9498755)",
1232706395,False,,,residential,,False,89.14699999999999,,"LINESTRING (55.5899381 26.9495479, 55.5899768 26.9492821, 55.5900063 26.9492391, 55.5900572 26.9492044, 55.5903348 26.9491148, 55.5904059 26.949055, 55.5904646 26.9490001)",
180247017,False,,پروین اعتصامی,tertiary,,False,26.263,,"LINESTRING (55.5891395 26.9493002, 55.5888787 26.9492585)",
180247017,False,,پروین اعتصامی,tertiary,,True,32.546,,"LINESTRING (55.5891395 26.9493002, 55.5894491 26.9493977)",
"[1232706393, 1232706388, 1232706389]",False,,,residential,,"[False, True]",122.646,,"LINESTRING (55.5891395 26.9493002, 55.5890804 26.9496279, 55.5890835 26.9496425, 55.5890994 26.9496498, 55.5896187 26.9497241, 55.5896424 26.9497191, 55.5896486 26.9497021, 55.5897004 26.9494749)",
175796364,True,2,بلوار امام خمینی,secondary,60,False,78.995,96,"LINESTRING (55.5860798 26.9537127, 55.5853765 26.9533785)",
180247012,False,,مطهری,tertiary,,True,29.282,,"LINESTRING (55.5860798 26.9537127, 55.5859432 26.9539462)",
175796364,True,2,بلوار امام خمینی,secondary,60,False,11.49,96,"LINESTRING (55.5853765 26.9533785, 55.5852742 26.9533299)",
769398619,False,,,tertiary,,True,43.018,,"LINESTRING (55.5853765 26.9533785, 55.5852814 26.9536634, 55.5852403 26.9537452)",
175796361,True,2,بلوار امام خمینی,secondary,,False,55.766,96,"LINESTRING (55.5854138 26.9533095, 55.5859103 26.9535454)",
1085684783,True,2,بلوار ملاسلیمان خمیری,secondary,60,False,8.517,,"LINESTRING (55.5854138 26.9533095, 55.5853765 26.9533785)",
180247017,False,,پروین اعتصامی,tertiary,,False,11.121,,"LINESTRING (55.5876155 26.9491172, 55.5875042 26.9491046)",
180247017,False,,پروین اعتصامی,tertiary,,True,37.416,,"LINESTRING (55.5876155 26.9491172, 55.58799 26.9491594)",
1085684783,True,2,بلوار ملاسلیمان خمیری,secondary,60,False,58.523,,"LINESTRING (55.5876155 26.9491172, 55.5875857 26.9491736, 55.587532 26.9492735, 55.5873603 26.9495918)",
536067656,False,,,residential,30,False,51.623999999999995,,"LINESTRING (55.5879243 26.9483265, 55.5879973 26.9483348, 55.5883114 26.9481689, 55.5883799 26.9481285)",
