osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access,bridge,lanes
312098837,اسدالله شیران,residential,30,False,False,2.548,"LINESTRING (51.6603938 32.668388, 51.6603795 32.6684075)",,,,
312098824,صراحی,residential,30,False,True,36.47,"LINESTRING (51.6603938 32.668388, 51.660444 32.668335, 51.6604667 32.6680755)",,,,
518868602,جامی شرقی,tertiary,40,False,False,95.162,"LINESTRING (51.6603938 32.668388, 51.6608986 32.6684761, 51.6613415 32.6686734)",,,,
495007739,شقایق,residential,30,False,True,18.723,"LINESTRING (51.6644912 32.6696854, 51.6645513 32.6695248)",,,,
518868602,جامی شرقی,tertiary,40,False,False,24.415,"LINESTRING (51.6644912 32.6696854, 51.6647454 32.6697346)",,,,
518868602,جامی شرقی,tertiary,40,False,True,66.743,"LINESTRING (51.6644912 32.6696854, 51.6637984 32.6695434)",,,,
518868602,جامی شرقی,tertiary,40,False,True,93.854,"LINESTRING (51.667407 32.6704983, 51.6664439 32.6702635)",,,,
518868605,علی قلی آقا,tertiary,40,True,False,31.42,"LINESTRING (51.667407 32.6704983, 51.6673456 32.6702205)",,,,
543513127,جامی شرقی,tertiary,40,False,False,34.216,"LINESTRING (51.667407 32.6704983, 51.6674546 32.6705065, 51.6675827 32.6704935, 51.6677644 32.6704531)",,,,
525373107,,tertiary,30,True,False,13.943000000000001,"LINESTRING (51.6674982 32.6712106, 51.6674767 32.6712279, 51.6674495 32.6712383, 51.6674199 32.6712405, 51.667391 32.6712343, 51.6673661 32.6712205)",roundabout,,,
474109480,شیرزاد,residential,30,False,False,23.282,"LINESTRING (51.6674344 32.6706767, 51.6671896 32.6707138)",,,,
525373102,علیرضا تگریان,tertiary,40,True,False,20.002,"LINESTRING (51.6674344 32.6706767, 51.667407 32.6704983)",,,,
312269381,پورعابدین,residential,30,False,True,48.991,"LINESTRING (51.6670476 32.6692697, 51.6666595 32.6693204, 51.6665293 32.6693294)",,,,
518868605,علی قلی آقا,tertiary,40,True,False,63.541,"LINESTRING (51.6670476 32.6692697, 51.6669166 32.6688019, 51.6668695 32.6687202)",,,,
