osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref
524870629,سجاد,tertiary,40,False,False,36.089,"LINESTRING (51.6177685 32.8081824, 51.6175763 32.8079009)",,
524870629,سجاد,tertiary,40,False,True,41.152,"LINESTRING (51.6177685 32.8081824, 51.6179973 32.8084986)",,
142598636,شهید جزی,residential,30,True,False,231.115,"LINESTRING (51.6210625 32.8071612, 51.6187424 32.8078805)",,
183502577,شهید مطهری,tertiary,30,False,False,55.77,"LINESTRING (51.6210625 32.8071612, 51.6216104 32.8069625)",,
336058143,فردوسی,tertiary,40,False,True,54.7,"LINESTRING (51.6210625 32.8071612, 51.6212806 32.8076177)",,
915347871,فردوسی,tertiary,40,False,False,30.451,"LINESTRING (51.6210625 32.8071612, 51.620944 32.8069061)",,
524870604,شیخ بهایی,tertiary,40,False,True,11.486,"LINESTRING (51.6190851 32.8035669, 51.6189713 32.8036059)",,
634350574,شیخ بهایی,tertiary,20,True,False,42.215,"LINESTRING (51.6190851 32.8035669, 51.619488 32.8033953)",,
527820869,,residential,30,False,True,77.553,"LINESTRING (51.6199354 32.8030427, 51.6207311 32.8028449)",,
634350576,خواجه نصیر,tertiary,20,True,False,30.628,"LINESTRING (51.6199354 32.8030427, 51.6200446 32.8033024)",,
183502567,خواجه نصیر,tertiary,40,False,True,140.27,"LINESTRING (51.6199354 32.8030427, 51.619724 32.8025614, 51.6194027 32.8018634)",,
915347864,میدان آیت الله گزی,trunk,60,True,False,7.056,"LINESTRING (51.6117402 32.8038984, 51.6116956 32.8039496)",roundabout,
915347866,معلم,trunk,60,True,False,45.518,"LINESTRING (51.6120256 32.8035667, 51.6117402 32.8038984)",,656
336060811,,trunk_link,30,True,False,28.964,"LINESTRING (51.6120256 32.8035667, 51.6119704 32.8035705, 51.6119151 32.8035537, 51.6118643 32.8035129, 51.6118511 32.8034702, 51.6118533 32.8034089)",,
524870612,شهدا,secondary,50,True,False,354.296,"LINESTRING (51.6117367 32.8043024, 51.6118123 32.8045414, 51.6119353 32.8049396, 51.6121612 32.8055593, 51.6124435 32.8063831, 51.6125424 32.8066676, 51.6127846 32.8073642)",,
524870612,شهدا,secondary,50,True,False,79.227,"LINESTRING (51.6133995 32.8091257, 51.613589 32.8096477, 51.6136436 32.809808)",,
