osmid,highway,oneway,reversed,length,ref,name,geometry,junction,lanes
1083430954,primary_link,False,True,10.261,,,"LINESTRING (61.6702176 27.1294919, 61.6701499 27.1295618)",,
245240095,primary,True,False,139.388,92,جمهوری اسلامی,"LINESTRING (61.6702176 27.1294919, 61.6704208 27.1296763, 61.671203 27.1303876)",,
245239983,tertiary,False,False,133.708,,,"LINESTRING (61.670735 27.1276643, 61.671421 27.1278692, 61.6716813 27.1279104, 61.6719541 27.1279322, 61.6720433 27.1279313)",,
245239846,tertiary,True,False,104.929,,بسیج,"LINESTRING (61.6696265 27.1289913, 61.6706858 27.1290322)",,
245240095,primary,True,False,80.755,92,جمهوری اسلامی,"LINESTRING (61.6696265 27.1289913, 61.6701491 27.1294298, 61.6702176 27.1294919)",,
245239842,tertiary,True,False,68.991,,بسیج,"LINESTRING (61.6706858 27.1290322, 61.6702176 27.1294919)",,
593498429,tertiary,False,True,84.04,,بسیج,"LINESTRING (61.6706858 27.1290322, 61.6715345 27.1290585)",,
245239941,tertiary,False,False,60.858999999999995,,امام خمینی,"LINESTRING (61.6723731 27.1290587, 61.6723884 27.129139, 61.6724256 27.1296037)",,
593498427,tertiary,True,False,11.306000000000001,,,"LINESTRING (61.6723731 27.1290587, 61.6723179 27.1290654, 61.6722611 27.1290528)",roundabout,
593498406,tertiary,False,False,18.702,,,"LINESTRING (61.6789326 27.1305941, 61.6791208 27.1306094)",,
593498406,tertiary,False,True,30.750999999999998,,,"LINESTRING (61.6789326 27.1305941, 61.6787248 27.1305154, 61.6786577 27.1304691)",,
593498416,residential,False,True,31.841,,,"LINESTRING (61.6789326 27.1305941, 61.6787502 27.1306055, 61.6786113 27.1306062)",,
245239941,tertiary,False,True,218.627,,امام خمینی,"LINESTRING (61.6725109 27.1315679, 61.6724938 27.1314482, 61.6724256 27.1296037)",,
245240085,primary,True,False,11.251999999999999,92,,"LINESTRING (61.6725109 27.1315679, 61.6725431 27.1315751, 61.6725659 27.1315876, 61.672584 27.1316053, 61.6725959 27.1316267)",roundabout,
245240057,primary,True,False,22.081,92,جمهوری,"LINESTRING (61.6725959 27.1316267, 61.6727416 27.1317771)",,3
245240085,primary,True,False,16.99,92,,"LINESTRING (61.6725959 27.1316267, 61.6726008 27.1316518, 61.6725972 27.1316771, 61.6725856 27.1317003, 61.6725667 27.1317195, 61.6725425 27.1317329, 61.6725148 27.1317395)",roundabout,
245240085,primary,True,False,15.894,92,,"LINESTRING (61.6724072 27.131656, 61.6724113 27.1316291, 61.6724245 27.1316047, 61.6724479 27.1315837, 61.6724779 27.1315709, 61.6725109 27.1315679)",roundabout,
245240093,primary,True,False,323.348,92,جمهوری اسلامی,"LINESTRING (61.6724072 27.131656, 61.6723361 27.1315337, 61.6703595 27.1297442, 61.6701499 27.1295618)",,
245240085,primary,True,False,12.652000000000001,92,,"LINESTRING (61.6725148 27.1317395, 61.6724829 27.131738, 61.6724533 27.1317273, 61.6724292 27.1317086, 61.6724133 27.1316839)",roundabout,
593500194,tertiary,True,False,108.313,,,"LINESTRING (61.6725148 27.1317395, 61.6724541 27.1317955, 61.6724046 27.1318366, 61.6716909 27.1323802)",,
245239852,primary_link,False,False,9.203,,,"LINESTRING (61.6739016 27.1328672, 61.6738346 27.1329246)",,
245240057,primary,True,False,125.747,92,جمهوری,"LINESTRING (61.6739016 27.1328672, 61.6748312 27.1336382)",,3
245239852,primary_link,False,True,9.203,,,"LINESTRING (61.6738346 27.1329246, 61.6739016 27.1328672)",,
245240060,primary,True,False,12.658,92,جمهوری,"LINESTRING (61.6738346 27.1329246, 61.6737445 27.1328438)",,3
245240057,primary,True,False,17.731,92,جمهوری,"LINESTRING (61.6748312 27.1336382, 61.6749539 27.1337544)",,3
593498438,tertiary,True,False,14.746,,,"LINESTRING (61.6748312 27.1336382, 61.6749698 27.1335895)",,
245239854,tertiary,True,False,9.947,,,"LINESTRING (61.6747582 27.1336997, 61.6748312 27.1336382)",,
245240060,primary,True,False,19.698,92,جمهوری,"LINESTRING (61.6747582 27.1336997, 61.6746213 27.1335711)",,3
593498422,residential,False,False,32.073,,,"LINESTRING (61.6763594 27.1351026, 61.6766707 27.1350223)",,
593498422,residential,False,True,32.073,,,"LINESTRING (61.6766707 27.1350223, 61.6763594 27.1351026)",,
593498437,residential,False,True,70.579,,,"LINESTRING (61.6766707 27.1350223, 61.67646 27.1344159)",,
593498422,residential,False,False,165.845,,,"LINESTRING (61.6766707 27.1350223, 61.6776776 27.1347626, 61.6782803 27.1346068)",,
593498438,tertiary,True,False,70.26,,,"LINESTRING (61.6767956 27.1329454, 61.6770493 27.1328801, 61.6774772 27.1327685)",,
593498439,residential,False,True,239.01299999999998,,,"LINESTRING (61.6767956 27.1329454, 61.6765123 27.1314342, 61.6763727 27.1310458, 61.6763803 27.1308363)",,
593498433,residential,False,False,14.385,,,"LINESTRING (61.6751261 27.1298818, 61.6752447 27.1299566)",,
593498413,residential,False,False,392.536,,,"LINESTRING (61.6751261 27.1298818, 61.6750968 27.1299486, 61.6750802 27.1300311, 61.6751115 27.1310141, 61.6752826 27.1319798, 61.67558 27.1333684)",,
593498433,residential,False,True,55.42400000000001,,,"LINESTRING (61.6751261 27.1298818, 61.6749826 27.1298019, 61.674646 27.1296252)",,
902227186,tertiary,True,False,9.952,,,"LINESTRING (61.6749539 27.1337544, 61.6748836 27.1338184)",,
245240057,primary,True,False,204.538,92,جمهوری,"LINESTRING (61.6749539 27.1337544, 61.6762328 27.1349648, 61.6763594 27.1351026)",,3
593498410,residential,False,False,137.068,,,"LINESTRING (61.6786114 27.1338082, 61.6783429 27.1325989)",,
593498410,residential,False,True,76.81,,,"LINESTRING (61.6786114 27.1338082, 61.6787275 27.1344912)",,
593498411,residential,False,False,223.363,,,"LINESTRING (61.6786114 27.1338082, 61.67646 27.1344159)",,
593498411,residential,False,True,41.573,,,"LINESTRING (61.6786114 27.1338082, 61.6790139 27.1337011)",,
593498438,tertiary,True,False,21.922,,,"LINESTRING (61.6753766 27.1334465, 61.67558 27.1333684)",,
593498436,residential,False,False,249.34699999999998,,,"LINESTRING (61.6753766 27.1334465, 61.6751112 27.1328488, 61.674669 27.1312982)",,
593498427,tertiary,True,False,9.483,,,"LINESTRING (61.6721285 27.1284636, 61.6721465 27.1284187, 61.6721794 27.1283951)",roundabout,
593498431,residential,False,False,165.283,,,"LINESTRING (61.6774772 27.1327685, 61.6773061 27.1312899)",,
593498438,tertiary,True,False,35.692,,,"LINESTRING (61.6774772 27.1327685, 61.6778223 27.1326752)",,
593498406,tertiary,False,False,56.002,,,"LINESTRING (61.6723665 27.1283917, 61.6724415 27.1283582, 61.6725269 27.1283315, 61.6729157 27.1282909)",,
593498427,tertiary,True,False,31.270000000000003,,,"LINESTRING (61.6723665 27.1283917, 61.6723904 27.1284555, 61.6723998 27.1286693)",roundabout,
593498412,residential,False,True,133.318,,,"LINESTRING (61.6762005 27.1332394, 61.67646 27.1344159)",,
902227185,tertiary_link,False,False,8.365,,,"LINESTRING (61.6762005 27.1332394, 61.6761841 27.1331656)",,
593498408,tertiary,True,False,125.797,,,"LINESTRING (61.6762005 27.1332394, 61.6759526 27.1333296, 61.6750209 27.1336611)",,
1153953846,tertiary,False,True,46.624,,بلوچستان,"LINESTRING (61.6721794 27.1283951, 61.6721153 27.1279797)",,
593498427,tertiary,True,False,19.034000000000002,,,"LINESTRING (61.6721794 27.1283951, 61.6722388 27.1283804, 61.6723208 27.128377, 61.6723665 27.1283917)",roundabout,
593498433,residential,False,False,117.134,,,"LINESTRING (61.6755091 27.1301232, 61.6763803 27.1308363)",,
593498433,residential,False,True,32.059,,,"LINESTRING (61.6755091 27.1301232, 61.6752447 27.1299566)",,
593498440,residential,False,True,344.837,,,"LINESTRING (61.6755091 27.1301232, 61.6756964 27.1309294, 61.6761841 27.1331656)",,
871700969,residential,False,True,67.81,,,"LINESTRING (61.675759 27.1289826, 61.6757647 27.1285164, 61.6757828 27.1283737)",,
593498419,residential,False,True,43.081,,,"LINESTRING (61.674669 27.1312982, 61.6742421 27.1313741)",,
593498436,residential,False,False,187.753,,,"LINESTRING (61.674669 27.1312982, 61.6745453 27.1306543, 61.6746086 27.1297484, 61.674646 27.1296252)",,
593498436,residential,False,True,249.34699999999998,,,"LINESTRING (61.674669 27.1312982, 61.6751112 27.1328488, 61.6753766 27.1334465)",,
593498433,residential,False,False,13.907,,,"LINESTRING (61.6734678 27.1290268, 61.673588 27.1290916)",,
593498409,residential,False,False,161.321,,,"LINESTRING (61.6734678 27.1290268, 61.6734244 27.1291949, 61.6733676 27.1296839, 61.6733503 27.12991, 61.6733737 27.1304697)",,
593498433,residential,False,True,113.295,,,"LINESTRING (61.6734678 27.1290268, 61.6730063 27.1288283, 61.6723998 27.1286693)",,
902227185,tertiary_link,False,True,8.365,,,"LINESTRING (61.6761841 27.1331656, 61.6762005 27.1332394)",,
593498438,tertiary,True,False,65.37299999999999,,,"LINESTRING (61.6761841 27.1331656, 61.6765123 27.1330305, 61.6767956 27.1329454)",,
593498440,residential,False,False,344.837,,,"LINESTRING (61.6761841 27.1331656, 61.6756964 27.1309294, 61.6755091 27.1301232)",,
593498410,residential,False,True,137.068,,,"LINESTRING (61.6783429 27.1325989, 61.6786114 27.1338082)",,
978514887,tertiary_link,False,False,8.004,,,"LINESTRING (61.6783429 27.1325989, 61.6783148 27.1325314)",,
593498408,tertiary,True,False,163.55100000000002,,,"LINESTRING (61.6783429 27.1325989, 61.6776963 27.1328027, 61.6768956 27.1330041, 61.6767663 27.1330377)",,
593498433,residential,False,True,117.134,,,"LINESTRING (61.6763803 27.1308363, 61.6755091 27.1301232)",,
593498433,residential,False,False,104.64099999999999,,,"LINESTRING (61.6763803 27.1308363, 61.6769216 27.1311066, 61.6771396 27.1312212, 61.6773061 27.1312899)",,
593498439,residential,False,False,239.01299999999998,,,"LINESTRING (61.6763803 27.1308363, 61.6763727 27.1310458, 61.6765123 27.1314342, 61.6767956 27.1329454)",,
593498411,residential,False,True,223.363,,,"LINESTRING (61.67646 27.1344159, 61.6786114 27.1338082)",,
593498412,residential,False,False,133.318,,,"LINESTRING (61.67646 27.1344159, 61.6762005 27.1332394)",,
593498437,residential,False,False,70.579,,,"LINESTRING (61.67646 27.1344159, 61.6766707 27.1350223)",,
593498413,residential,False,True,392.536,,,"LINESTRING (61.67558 27.1333684, 61.6752826 27.1319798, 61.6751115 27.1310141, 61.6750802 27.1300311, 61.6750968 27.1299486, 61.6751261 27.1298818)",,
593498438,tertiary,True,False,64.043,,,"LINESTRING (61.67558 27.1333684, 61.675985 27.1332128, 61.6761841 27.1331656)",,
593498406,tertiary,False,False,76.171,,,"LINESTRING (61.6748479 27.1283151, 61.6756176 27.1283157)",,
593498406,tertiary,False,True,115.987,,,"LINESTRING (61.6748479 27.1283151, 61.6736771 27.1282672)",,
593498421,residential,False,False,186.84900000000002,,,"LINESTRING (61.6748479 27.1283151, 61.6750486 27.1290805, 61.6752199 27.1297506, 61.6752447 27.1299566)",,
593498427,tertiary,True,False,44.251000000000005,,,"LINESTRING (61.6723998 27.1286693, 61.6724099 27.128931, 61.672409 27.1289743, 61.6724006 27.1290244, 61.6723731 27.1290587)",roundabout,
