osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,junction
228843783,residential,False,False,59.513999999999996,"LINESTRING (53.5427005 36.2342362, 53.5425851 36.2340383, 53.5425722 36.233889, 53.5426533 36.2337355)",,,,
477258792,tertiary,False,False,208.664,"LINESTRING (53.5427005 36.2342362, 53.5433822 36.2337705, 53.5437485 36.2336122, 53.5443817 36.2332941, 53.5445832 36.2331472)",2,امام خمینی,50,
477258792,tertiary,False,True,80.786,"LINESTRING (53.5427005 36.2342362, 53.542439 36.2344919, 53.5421802 36.2348273)",2,امام خمینی,50,
228843684,residential,False,True,53.922,"LINESTRING (53.5455361 36.2350364, 53.5451897 36.2350801, 53.5449607 36.2351622)",,امام حسن,,
228843684,residential,False,False,33.026,"LINESTRING (53.5445728 36.2353012, 53.5449093 36.2351806)",,امام حسن,,
228843684,residential,False,True,24.548,"LINESTRING (53.5445728 36.2353012, 53.5443258 36.2353963)",,امام حسن,,
228843687,residential,False,False,463.35100000000006,"LINESTRING (53.5445728 36.2353012, 53.5447424 36.2355485, 53.5447418 36.2357106, 53.5447039 36.2358667, 53.5447248 36.2361596, 53.5448349 36.2364985, 53.5449367 36.236801, 53.5451032 36.2369685, 53.5453099 36.2370856, 53.5457212 36.2371945, 53.5462188 36.2373114, 53.5463065 36.2373917, 53.5463279 36.237435, 53.5463306 36.2375042, 53.5462689 36.237554, 53.5461858 36.2375972, 53.5457969 36.2377422, 53.5456587 36.2378179, 53.5456078 36.2378752, 53.5455582 36.2379336, 53.5455139 36.2380688, 53.5454763 36.2382495, 53.545467 36.238352)",,,,
477258791,tertiary,False,False,14.011,"LINESTRING (53.5405623 36.2365568, 53.5406505 36.2364528)",2,شهید یوسفی,50,
228843716,tertiary,True,False,81.69,"LINESTRING (53.5405623 36.2365568, 53.5409506 36.23686, 53.5412156 36.2370687)",2,,40,
477258791,tertiary,False,True,244.804,"LINESTRING (53.5405623 36.2365568, 53.540064 36.2371997, 53.5395543 36.2376393, 53.5388914 36.2382891)",2,شهید یوسفی,50,
228843684,residential,False,False,168.75199999999998,"LINESTRING (53.5430524 36.2372883, 53.5429603 36.2367154, 53.5429675 36.2365757, 53.543018 36.2364477, 53.5431139 36.2363871, 53.5436336 36.2361004, 53.5436876 36.2360596)",,امام حسن,,
228843766,secondary,False,True,262.43999999999994,"LINESTRING (53.5430524 36.2372883, 53.5432208 36.2372961, 53.5434961 36.2373849, 53.5439139 36.2375443, 53.5441601 36.2376057, 53.5446216 36.2376853, 53.5447981 36.2377363, 53.5449617 36.237812, 53.5450702 36.2379427, 53.5452111 36.2382157, 53.5453034 36.2383136, 53.5453779 36.2383541, 53.545467 36.238352)",,استاد محمدنژاد,,
228843863,secondary,True,False,31.541000000000004,"LINESTRING (53.5430524 36.2372883, 53.5428937 36.237364, 53.5427526 36.2374365)",,,,
228843790,secondary,True,False,19.018,"LINESTRING (53.5415696 36.2373435, 53.5417816 36.2373473)",,بلوار امام رضا,,
228843793,tertiary,True,False,57.275,"LINESTRING (53.5418181 36.2373354, 53.5416911 36.2368306)",,,,
228843737,secondary,True,False,17.631999999999998,"LINESTRING (53.5418181 36.2373354, 53.5418573 36.2373332, 53.5418954 36.237341, 53.5419287 36.2373579, 53.5419538 36.2373823, 53.5419683 36.2374118)",,میدان ولی عصر,,roundabout
228843737,secondary,True,False,3.531,"LINESTRING (53.5417816 36.2373473, 53.5418181 36.2373354)",,میدان ولی عصر,,roundabout
228843737,secondary,True,False,14.017,"LINESTRING (53.5419683 36.2374118, 53.5419707 36.2374432, 53.541961 36.2374738, 53.5419401 36.2375004, 53.5419101 36.2375206)",,میدان ولی عصر,,roundabout
228843852,secondary,True,False,109.057,"LINESTRING (53.5419683 36.2374118, 53.5422084 36.2375459, 53.5422704 36.2375555, 53.5423309 36.2375407, 53.5426536 36.2373926, 53.5428408 36.2373109, 53.5430524 36.2372883)",,,,
