osmid,name,highway,junction,oneway,reversed,length,geometry,bridge,lanes
374794263,فلکه شهرداری,primary,roundabout,True,False,36.196,"LINESTRING (51.2941295 31.9685038, 51.2941891 31.9685736, 51.2941971 31.9686692, 51.2940902 31.9687804)",,
374794263,فلکه شهرداری,primary,roundabout,True,False,17.208,"LINESTRING (51.2938592 31.9687351, 51.2937366 31.9686205)",,
374794262,بلوار مدرس,primary,,True,False,228.42899999999997,"LINESTRING (51.2938592 31.9687351, 51.2934626 31.9692068, 51.2932186 31.9695299, 51.2929798 31.9698848, 51.2926096 31.9704908)",,
137136358,خیابان طالقانی میانی,secondary,,True,False,164.863,"LINESTRING (51.2907275 31.971793, 51.2900433 31.9716857, 51.2890064 31.9715352)",,
137136539,شتر خون,tertiary,,True,False,312.45799999999997,"LINESTRING (51.2907275 31.971793, 51.2906881 31.9719662, 51.2906771 31.9719961, 51.2906334 31.9721148, 51.2905176 31.9722077, 51.2903815 31.9722891, 51.29022 31.9723371, 51.2899934 31.9723681, 51.2896904 31.9723521, 51.2894904 31.9722937, 51.2893307 31.9722619, 51.2890632 31.9721674, 51.2878864 31.9718771)",,
137136373,فلکه شهید,secondary,roundabout,True,False,18.229,"LINESTRING (51.2879436 31.9713501, 51.2879287 31.9713891, 51.2879006 31.9714224, 51.2878617 31.9714467, 51.2878159 31.9714598)",,
137136409,بلوار مدرس,primary,,True,False,102.1,"LINESTRING (51.2916275 31.9718123, 51.2918129 31.9714833, 51.2920194 31.9711511, 51.2921144 31.9709924)",,
373357008,میدان مرکزی,primary,roundabout,True,False,12.891,"LINESTRING (51.2916275 31.9718123, 51.2916691 31.9718279, 51.2917026 31.9718542, 51.2917242 31.9718882)",,
137136369,خیابان طالقانی غربی,secondary,,True,False,65.84700000000001,"LINESTRING (51.2876353 31.9713129, 51.2871488 31.9712513, 51.2869454 31.9712227)",,
137136373,فلکه شهید,secondary,roundabout,True,False,19.096,"LINESTRING (51.2876353 31.9713129, 51.2876497 31.9712718, 51.287679 31.9712367, 51.28772 31.9712115, 51.2877683 31.9711988)",,
137136373,فلکه شهید,secondary,roundabout,True,False,18.573999999999998,"LINESTRING (51.2877251 31.9714498, 51.2876841 31.9714267, 51.2876537 31.9713939, 51.2876368 31.9713546, 51.2876353 31.9713129)",,
376479476,کوچه شهید فرهاد وفایی,residential,,True,False,191.86599999999999,"LINESTRING (51.2877251 31.9714498, 51.2876357 31.9717971, 51.287594 31.9718484, 51.2872574 31.9720531, 51.2871004 31.9722727, 51.2868657 31.9724411, 51.2864824 31.9727357)",,
137136549,خیابان پانزده خرداد جنوبی,tertiary,,False,False,107.614,"LINESTRING (51.2877683 31.9711988, 51.2877401 31.9702313)",,
137136373,فلکه شهید,secondary,roundabout,True,False,27.28,"LINESTRING (51.2877683 31.9711988, 51.2878165 31.9711995, 51.2878621 31.9712126, 51.2879008 31.971237, 51.2879289 31.9712703, 51.2879436 31.9713092, 51.2879436 31.9713501)",,
374794263,فلکه شهرداری,primary,roundabout,True,False,29.372,"LINESTRING (51.2937366 31.9686205, 51.2937143 31.9686009, 51.2936875 31.9684985, 51.2936875 31.9684416, 51.2937385 31.9683802)",,
374794261,بلوار مدرس,primary,,True,False,56.048,"LINESTRING (51.2940147 31.9683847, 51.2943832 31.9679893)",,
374794263,فلکه شهرداری,primary,roundabout,True,False,17.121000000000002,"LINESTRING (51.2940147 31.9683847, 51.2940979 31.9684666, 51.2941295 31.9685038)",,
313813066,بلوار آیت الله زاده (ساحلی),tertiary,,True,False,50.480000000000004,"LINESTRING (51.2876361 31.9744645, 51.2878916 31.97453, 51.2880418 31.974576, 51.2881439 31.9746073)",,
376479478,نیستان ۸ (حاج شیخ علی),residential,,False,False,63.147000000000006,"LINESTRING (51.2876361 31.9744645, 51.2876101 31.9742845, 51.2875456 31.9740227, 51.2875607 31.9739043)",,
