osmid,oneway,ref,highway,reversed,length,name,junction,geometry,lanes
1029500294,True,240,primary,False,132.097,,,"LINESTRING (51.8081805 36.1997405, 51.8093897 36.2004181)",
1029500292,True,,primary,False,15.604000000000001,میدان امام حسین (ع),roundabout,"LINESTRING (51.8081805 36.1997405, 51.8081753 36.1997682, 51.8081614 36.1997939, 51.8081396 36.1998159, 51.8081116 36.1998325, 51.8080792 36.1998427)",
1029500292,True,,primary,False,9.363,میدان امام حسین (ع),roundabout,"LINESTRING (51.8080792 36.1998427, 51.8080446 36.1998458, 51.8080103 36.1998416, 51.8079784 36.1998303)",
1029227917,False,,residential,False,86.549,گلستان 4,,"LINESTRING (51.8094216 36.2004294, 51.8099624 36.1997849)",
247546691,True,240,primary,False,6.246,میدان شیخ فضل الله نوری,roundabout,"LINESTRING (51.8094216 36.2004294, 51.8094488 36.2004469, 51.8094695 36.2004695)",
247546601,True,240,primary,False,72.573,,,"LINESTRING (51.8094695 36.2004695, 51.8101415 36.2008327)",
247546691,True,240,primary,False,31.245,میدان شیخ فضل الله نوری,roundabout,"LINESTRING (51.8094695 36.2004695, 51.8094822 36.2004957, 51.8094861 36.2005236, 51.8094808 36.2005514, 51.8094669 36.2005771, 51.8094452 36.2005991, 51.8094171 36.2006157, 51.8093847 36.200626, 51.8093501 36.2006291, 51.8093157 36.2006249, 51.8092838 36.2006136)",
1029500293,True,240,primary,False,34.58,,,"LINESTRING (51.8092838 36.2006136, 51.8089891 36.2004132)",
247546691,True,240,primary,False,34.306999999999995,میدان شیخ فضل الله نوری,roundabout,"LINESTRING (51.8092838 36.2006136, 51.8092582 36.2005943, 51.809236 36.2005735, 51.8092233 36.2005473, 51.8092194 36.2005194, 51.8092246 36.2004916, 51.8092386 36.2004659, 51.8092603 36.200444, 51.8092883 36.2004273, 51.8093207 36.200417, 51.8093553 36.2004139, 51.8093897 36.2004181)",
621952289,False,,residential,False,64.631,کوهستان ۹,,"LINESTRING (51.8092838 36.2006136, 51.809226 36.2008079, 51.809202 36.2009779, 51.8092006 36.2010576, 51.8092187 36.2011874)",
247546601,True,240,primary,False,26.924,,,"LINESTRING (51.8112559 36.2014204, 51.811514 36.2015439)",
1029228916,False,,residential,False,27.963,گلستان 2,,"LINESTRING (51.8112559 36.2014204, 51.8114305 36.2012121)",
1026018533,False,,residential,True,46.178,کوهستان ۸,,"LINESTRING (51.8115837 36.2017127, 51.8111171 36.2018879)",
247546598,True,240,primary,False,239.975,,,"LINESTRING (51.8115837 36.2017127, 51.8111962 36.201501, 51.8109567 36.2014034, 51.8092838 36.2006136)",
247546598,True,240,primary,False,75.437,,,"LINESTRING (51.8122558 36.2021198, 51.8119915 36.2019477, 51.8115837 36.2017127)",
782816062,False,,residential,True,64.034,کوهستان ۷,,"LINESTRING (51.8122558 36.2021198, 51.81217 36.2021724, 51.8119784 36.2022686, 51.8116535 36.202428)",
247546601,True,240,primary,False,68.364,,,"LINESTRING (51.8128928 36.202473, 51.8133853 36.2029421)",
247546640,True,,primary_link,False,10.427,,,"LINESTRING (51.8128928 36.202473, 51.8128074 36.2025366)",
247546598,True,240,primary,False,67.909,,,"LINESTRING (51.8128074 36.2025366, 51.81263 36.2023894, 51.8124502 36.2022452, 51.8122558 36.2021198)",
247546598,True,240,primary,False,26.901,,,"LINESTRING (51.8136942 36.2033448, 51.8134991 36.2031611)",
247546597,False,240,primary,False,49.364000000000004,جاده بلده- هراز,,"LINESTRING (51.8136942 36.2033448, 51.8139528 36.2036282, 51.8140285 36.203697)",2
247546597,False,240,primary,True,14.876,جاده بلده- هراز,,"LINESTRING (51.8141385 36.2037971, 51.8140285 36.203697)",2
621953582,False,,residential,False,41.632,کوهستان ۳,,"LINESTRING (51.8141385 36.2037971, 51.8141238 36.2038908, 51.8139862 36.2041478)",
621953582,False,,residential,False,51.199,کوهستان ۳,,"LINESTRING (51.8139862 36.2041478, 51.8137445 36.2045649)",
621953582,False,,residential,True,41.632,کوهستان ۳,,"LINESTRING (51.8139862 36.2041478, 51.8141238 36.2038908, 51.8141385 36.2037971)",
247546691,True,240,primary,False,3.126,میدان شیخ فضل الله نوری,roundabout,"LINESTRING (51.8093897 36.2004181, 51.8094216 36.2004294)",
621952277,True,,residential,False,15.103000000000002,,roundabout,"LINESTRING (51.8092687 36.2013046, 51.8092185 36.2013248, 51.8091635 36.2013157, 51.8091272 36.2012812)",
621952278,False,,residential,False,123.468,,,"LINESTRING (51.8092687 36.2013046, 51.8094099 36.2014212, 51.8094732 36.2014708, 51.8095346 36.2014903, 51.8095954 36.2014916, 51.8096367 36.2014922, 51.8096707 36.2015016, 51.8097069 36.2015189, 51.8102951 36.2020024)",
621952280,False,,residential,False,116.291,,,"LINESTRING (51.812078 36.2040485, 51.8114796 36.2039809, 51.8109799 36.2035948)",
621952280,False,,residential,True,279.77700000000004,,,"LINESTRING (51.812078 36.2040485, 51.811858 36.20502, 51.8116044 36.2060391, 51.8117883 36.2065051)",
621952288,False,,residential,True,86.325,,,"LINESTRING (51.812078 36.2040485, 51.8121489 36.203736, 51.8121223 36.2034653, 51.8121485 36.2032794)",
1028589713,False,,residential,False,122.79599999999999,,,"LINESTRING (51.812078 36.2040485, 51.8126647 36.2042327, 51.8129235 36.2045314, 51.8131653 36.2046567)",
621952282,False,,residential,True,155.39100000000002,کوهستان 15,,"LINESTRING (51.8049586 36.199298, 51.8051049 36.1994602, 51.805149 36.1994869, 51.8052068 36.1994689, 51.8059227 36.1990415, 51.8063385 36.1988553)",
621952283,False,,residential,True,5.517,کوهستان 11,,"LINESTRING (51.8070872 36.2016102, 51.8070856 36.2015606)",
621952283,False,,residential,False,216.87900000000002,کوهستان 11,,"LINESTRING (51.8070872 36.2016102, 51.8070737 36.2020078, 51.8070294 36.2021611, 51.8069556 36.2022999, 51.8067211 36.2025666, 51.8062631 36.2030376, 51.805974 36.2032545)",
621952286,False,,residential,False,450.808,,,"LINESTRING (51.8070872 36.2016102, 51.8067571 36.2015641, 51.8064118 36.2015026, 51.8061081 36.2013606, 51.8059713 36.2012719, 51.8058511 36.2011729, 51.8056308 36.2007829, 51.8051726 36.199956, 51.8048313 36.1995977, 51.8044339 36.1993312, 51.8038594 36.198765)",
621952280,False,,residential,False,279.777,,,"LINESTRING (51.8117883 36.2065051, 51.8116044 36.2060391, 51.811858 36.20502, 51.812078 36.2040485)",
621952277,True,,residential,False,12.094,,roundabout,"LINESTRING (51.8091272 36.2012812, 51.8091294 36.2012268, 51.8091795 36.2011905)",
782815516,False,,residential,False,132.64600000000002,,,"LINESTRING (51.8091272 36.2012812, 51.8088175 36.2015003, 51.8085234 36.2017437, 51.8081355 36.2021597)",
621952286,False,,residential,False,37.342,,,"LINESTRING (51.8038594 36.198765, 51.8035835 36.1986119, 51.8035224 36.1985686)",
