osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction,maxspeed
301390702,674,گلستان,primary,False,False,143.72899999999998,"LINESTRING (52.7532491 28.8709874, 52.7530647 28.8707346, 52.7528107 28.8704092, 52.752398 28.8699322)",,,
768848193,,,primary,False,False,22.251,"LINESTRING (52.752398 28.8699322, 52.75226 28.8697727)",yes,,
301390702,674,گلستان,primary,False,True,143.729,"LINESTRING (52.752398 28.8699322, 52.7528107 28.8704092, 52.7530647 28.8707346, 52.7532491 28.8709874)",,,
563719456,,خلیج فارس,secondary,False,False,51.263,"LINESTRING (52.75226 28.8697727, 52.7518691 28.8700815)",,,
768848193,,,primary,False,True,22.251,"LINESTRING (52.75226 28.8697727, 52.752398 28.8699322)",yes,,
563720836,,ساحلی غربی,primary,True,False,149.382,"LINESTRING (52.75226 28.8697727, 52.7525335 28.869428, 52.7526458 28.8692747, 52.7526907 28.8691901, 52.7527041 28.8691017, 52.7526368 28.8689404, 52.7524251 28.8686003)",,,
563718781,,ساحلی شرقی,primary,True,False,209.404,"LINESTRING (52.7523687 28.8683525, 52.7522012 28.867922, 52.7521518 28.8677135, 52.7520216 28.867281, 52.7519767 28.867102, 52.7519812 28.8669978, 52.7519789 28.8668602, 52.7519655 28.8667088, 52.7519408 28.8666105, 52.7518824 28.8665358)",,,
563718783,,میدان امام خمینی,primary,True,False,37.779,"LINESTRING (52.7523687 28.8683525, 52.7524138 28.8683118, 52.7524712 28.8682859, 52.7525351 28.8682773, 52.7525988 28.8682871, 52.7526556 28.868314, 52.7526997 28.8683555)",,roundabout,
301390711,,,primary,True,False,23.947,"LINESTRING (52.7518824 28.8665358, 52.7521283 28.8665384)",yes,,
301390819,,,residential,False,False,104.717,"LINESTRING (52.7518824 28.8665358, 52.7514852 28.866167, 52.7513101 28.8660043, 52.7511943 28.8659312, 52.7511052 28.8658946)",,,
301390714,,ساحلی شرقی,primary,True,False,211.931,"LINESTRING (52.7521283 28.8665384, 52.7521741 28.8666085, 52.7522148 28.8667095, 52.7522318 28.8667972, 52.7522341 28.8670171, 52.7522454 28.8671221, 52.7522748 28.8672548, 52.7524037 28.8676985, 52.7525642 28.868156, 52.7526997 28.8683555)",,,
301455152,,,residential,False,False,279.886,"LINESTRING (52.7521283 28.8665384, 52.7520119 28.8663886, 52.7518569 28.8662009, 52.7515034 28.8658574, 52.7511392 28.8655469, 52.7510972 28.8653558, 52.7513862 28.8651557, 52.7519869 28.8647257)",,,
912372972,674,محلات,primary,True,False,91.318,"LINESTRING (52.7521283 28.8665384, 52.7526166 28.8665436, 52.7529242 28.8665515, 52.7530656 28.8665594)",,,110
563720815,,,residential,False,False,107.62100000000001,"LINESTRING (52.7530656 28.8665594, 52.7531755 28.8667754, 52.7532432 28.8669254, 52.7527831 28.8673287)",,,
912372972,674,محلات,primary,True,False,35.319,"LINESTRING (52.7530656 28.8665594, 52.753142 28.8665495, 52.7532632 28.8665122, 52.7534013 28.8664468)",,,110
563720820,,,residential,False,False,27.135,"LINESTRING (52.7529036 28.8692397, 52.753158 28.8693393)",,,
563718782,,ساحلی غربی,primary,True,False,91.512,"LINESTRING (52.7529036 28.8692397, 52.7528539 28.8693329, 52.7526548 28.8695983, 52.752398 28.8699322)",,,
563725330,,,residential,False,False,88.05,"LINESTRING (52.749837 28.8650609, 52.7490294 28.865417)",,,
301390819,,,residential,False,False,156.714,"LINESTRING (52.749837 28.8650609, 52.7498128 28.8648062, 52.7498263 28.8645822, 52.7498586 28.8644312, 52.7498478 28.864351, 52.7497885 28.8642873, 52.7496754 28.8642024, 52.7493981 28.864002, 52.749239 28.8639089)",,,
301390819,,,residential,False,True,193.249,"LINESTRING (52.749837 28.8650609, 52.7498801 28.8654171, 52.7499259 28.8656529, 52.7499663 28.8657331, 52.7500794 28.8658133, 52.7502437 28.8658746, 52.7505049 28.8659241, 52.7506692 28.8659288, 52.7508146 28.8659029, 52.75096 28.8658746, 52.7510678 28.8658793, 52.7511052 28.8658946)",,,
301390822,,امام خمینی,secondary,False,True,12.09,"LINESTRING (52.750665 28.8689764, 52.7507839 28.8689451)",,,
301390852,,,secondary,False,True,23.453,"LINESTRING (52.750665 28.8689764, 52.7504246 28.8689636)",,,
301390822,,امام خمینی,secondary,False,False,106.75399999999999,"LINESTRING (52.750665 28.8689764, 52.750428 28.869049, 52.7502278 28.8691316, 52.7501013 28.869186, 52.7499172 28.8693008, 52.7497417 28.8694652)",,,
301390822,,امام خمینی,secondary,False,False,22.212,"LINESTRING (52.7497417 28.8694652, 52.7495859 28.8696111)",,,
301390822,,امام خمینی,secondary,False,True,106.75399999999999,"LINESTRING (52.7497417 28.8694652, 52.7499172 28.8693008, 52.7501013 28.869186, 52.7502278 28.8691316, 52.750428 28.869049, 52.750665 28.8689764)",,,
301390850,,ولیعصر,secondary,False,False,84.93,"LINESTRING (52.7497417 28.8694652, 52.7497895 28.8692827, 52.7497971 28.8691244, 52.7498021 28.868966, 52.7497468 28.8687109)",,,
301390822,,امام خمینی,secondary,False,False,54.769,"LINESTRING (52.7495859 28.8696111, 52.7491783 28.8699505)",,,
301390822,,امام خمینی,secondary,False,True,22.212,"LINESTRING (52.7495859 28.8696111, 52.7497417 28.8694652)",,,
563720818,,,residential,False,True,114.008,"LINESTRING (52.7495859 28.8696111, 52.750152 28.8701322, 52.7502709 28.87042)",,,
301390822,,امام خمینی,secondary,False,False,75.857,"LINESTRING (52.7491783 28.8699505, 52.7486084 28.8704156)",,,
301390822,,امام خمینی,secondary,False,True,54.769,"LINESTRING (52.7491783 28.8699505, 52.7495859 28.8696111)",,,
563725323,,,residential,False,True,115.126,"LINESTRING (52.7491783 28.8699505, 52.7486026 28.8694, 52.7485586 28.8691137)",,,
301390822,,امام خمینی,secondary,False,True,74.497,"LINESTRING (52.7480667 28.8708887, 52.7486084 28.8704156)",,,
563725367,,,residential,False,False,235.679,"LINESTRING (52.7480667 28.8708887, 52.7475389 28.8702004, 52.7475104 28.869896, 52.7481377 28.8695601, 52.7479617 28.8692558)",,,
301390850,,ولیعصر,secondary,False,False,54.719,"LINESTRING (52.7497468 28.8687109, 52.7493722 28.8683441)",,,
563725382,,,residential,False,True,124.069,"LINESTRING (52.7497468 28.8687109, 52.7485586 28.8691137)",,,
301390850,,ولیعصر,secondary,False,True,84.93,"LINESTRING (52.7497468 28.8687109, 52.7498021 28.868966, 52.7497971 28.8691244, 52.7497895 28.8692827, 52.7497417 28.8694652)",,,
301390852,,,secondary,False,False,72.638,"LINESTRING (52.7497468 28.8687109, 52.7500583 28.8688714, 52.7501989 28.8689286, 52.7503873 28.8689616, 52.7504246 28.8689636)",,,
301455148,,پاسداران,secondary,False,True,55.159,"LINESTRING (52.7473366 28.8671224, 52.7467956 28.8672694)",,,
301455148,,پاسداران,secondary,False,False,63.584,"LINESTRING (52.7473366 28.8671224, 52.7476977 28.8670505, 52.7479792 28.8670283)",,,
563725347,,,residential,False,False,171.687,"LINESTRING (52.7473366 28.8671224, 52.747575 28.8675819, 52.7481567 28.8684878)",,,
301455148,,پاسداران,secondary,False,True,63.584,"LINESTRING (52.7479792 28.8670283, 52.7476977 28.8670505, 52.7473366 28.8671224)",,,
301455149,,میدان بسیج,secondary,True,False,16.611,"LINESTRING (52.7479792 28.8670283, 52.7479845 28.8669893, 52.7480081 28.8669606, 52.7480369 28.8669318, 52.7480749 28.8669169)",,roundabout,
301390850,,ولیعصر,secondary,False,True,65.893,"LINESTRING (52.7481654 28.8671317, 52.74826 28.8672592, 52.7484258 28.8674176, 52.7485976 28.8675858)",,,
301455149,,میدان بسیج,secondary,True,False,25.712,"LINESTRING (52.7481654 28.8671317, 52.7481195 28.8671409, 52.7480749 28.8671409, 52.7480369 28.8671271, 52.7480081 28.8670961, 52.7479845 28.8670685, 52.7479792 28.8670283)",,roundabout,
301455150,,تختی,residential,False,False,79.458,"LINESTRING (52.7480749 28.8669169, 52.7478536 28.8662291)",,,
301455149,,میدان بسیج,secondary,True,False,12.641000000000002,"LINESTRING (52.7480749 28.8669169, 52.7481195 28.8669169, 52.7481654 28.8669273, 52.7481969 28.8669456)",,roundabout,
301455149,,میدان بسیج,secondary,True,False,24.541,"LINESTRING (52.7481969 28.8669456, 52.7482244 28.8669755, 52.7482362 28.8670088, 52.7482362 28.867049, 52.7482244 28.8670834, 52.7481969 28.8671122, 52.7481654 28.8671317)",,roundabout,
301455151,,پاسداران,residential,False,False,84.246,"LINESTRING (52.7481969 28.8669456, 52.7482764 28.8669058, 52.7484153 28.86686, 52.7487191 28.8668177, 52.7490352 28.8667913)",,,
301455150,,تختی,residential,False,False,41.664,"LINESTRING (52.7474811 28.8650167, 52.7473746 28.8646538)",,,
301455150,,تختی,residential,False,True,34.333,"LINESTRING (52.7474811 28.8650167, 52.7475721 28.865315)",,,
563725359,,,residential,False,True,190.709,"LINESTRING (52.7474811 28.8650167, 52.7458477 28.8659629)",,,
301455150,,تختی,residential,False,False,18.496,"LINESTRING (52.7473746 28.8646538, 52.7473273 28.8644927)",,,
301455150,,تختی,residential,False,True,41.664,"LINESTRING (52.7473746 28.8646538, 52.7474811 28.8650167)",,,
301455160,,امام حسین,residential,False,True,242.536,"LINESTRING (52.7473746 28.8646538, 52.7474339 28.8646439, 52.7474989 28.8646662, 52.7478261 28.8649752, 52.74797 28.8651418, 52.7481069 28.8653309, 52.7483089 28.8656113, 52.7488038 28.8663788)",,,
301455150,,تختی,residential,False,True,71.04,"LINESTRING (52.7469115 28.8631885, 52.7471178 28.8638013)",,,
563725339,,,residential,False,False,31.858,"LINESTRING (52.7469115 28.8631885, 52.74661 28.8632997)",,,
301455151,,پاسداران,residential,False,False,54.072,"LINESTRING (52.7490352 28.8667913, 52.7493729 28.8667631, 52.7495886 28.8667524)",,,
301455151,,پاسداران,residential,False,True,84.246,"LINESTRING (52.7490352 28.8667913, 52.7487191 28.8668177, 52.7484153 28.86686, 52.7482764 28.8669058, 52.7481969 28.8669456)",,,
301455160,,امام حسین,residential,False,False,51.439,"LINESTRING (52.7490352 28.8667913, 52.749019 28.866719, 52.7488751 28.8664894, 52.7488038 28.8663788)",,,
301455151,,پاسداران,residential,False,False,24.039,"LINESTRING (52.7495886 28.8667524, 52.749727 28.8667455, 52.7498337 28.8667296)",,,
301455151,,پاسداران,residential,False,True,54.072,"LINESTRING (52.7495886 28.8667524, 52.7493729 28.8667631, 52.7490352 28.8667913)",,,
301455162,,ثابتی,residential,False,True,62.867000000000004,"LINESTRING (52.7495886 28.8667524, 52.7495728 28.8668197, 52.7495201 28.8668659, 52.7491538 28.8671543)",,,
301455151,,پاسداران,residential,False,False,9.234,"LINESTRING (52.7498337 28.8667296, 52.7499255 28.8667088)",,,
301455151,,پاسداران,residential,False,True,24.039,"LINESTRING (52.7498337 28.8667296, 52.749727 28.8667455, 52.7495886 28.8667524)",,,
301455156,,مدرسه سعدی,residential,False,False,165.708,"LINESTRING (52.7498337 28.8667296, 52.7497624 28.8665861, 52.7495096 28.8661796, 52.7490294 28.865417)",,,
301455151,,پاسداران,residential,False,True,9.234,"LINESTRING (52.7499255 28.8667088, 52.7498337 28.8667296)",,,
301455151,,پاسداران,residential,False,False,67.065,"LINESTRING (52.7499255 28.8667088, 52.7500469 28.8666433, 52.7503769 28.8664019, 52.7504678 28.8663386)",,,
301455154,,اسلامی,residential,False,False,173.623,"LINESTRING (52.7499255 28.8667088, 52.750408 28.8674131, 52.7507733 28.8680107, 52.7508046 28.8680666)",,,
301455151,,پاسداران,residential,False,False,79.31,"LINESTRING (52.7504678 28.8663386, 52.7511052 28.8658946)",,,
