osmid,highway,oneway,reversed,length,geometry,tunnel,name,lanes,ref,maxspeed
97290065,residential,False,True,19.522,"LINESTRING (59.334052 36.5138611, 59.3342111 36.5139814)",,,,,
770571332,unclassified,False,True,111.481,"LINESTRING (59.334052 36.5138611, 59.3331091 36.5145175)",,,,,
97290065,residential,False,False,37.308,"LINESTRING (59.334052 36.5138611, 59.3338493 36.513693, 59.3338075 36.5135973)",,,,,
1230675547,residential,False,False,14.606,"LINESTRING (59.3338075 36.5135973, 59.3336445 36.5135877)",,,,,
97290065,residential,False,False,112.417,"LINESTRING (59.3338075 36.5135973, 59.3338396 36.513499, 59.3341357 36.513309, 59.3343902 36.513135, 59.3344894 36.5130078, 59.3345884 36.5128395)",,,,,
97290065,residential,False,True,37.308,"LINESTRING (59.3338075 36.5135973, 59.3338493 36.513693, 59.334052 36.5138611)",,,,,
97290065,residential,False,False,19.522,"LINESTRING (59.3342111 36.5139814, 59.334052 36.5138611)",,,,,
"[97290065, 879215138, 738123761]",residential,False,"[False, True]",175.46699999999998,"LINESTRING (59.3342111 36.5139814, 59.3347791 36.5145751, 59.3350647 36.5148876, 59.3353772 36.5151452, 59.3354469 36.5152045)",yes,زیرگذرکورده,,,
1230677607,residential,False,True,107.49100000000001,"LINESTRING (59.3342111 36.5139814, 59.3347156 36.5134736, 59.3349756 36.5132354)",,,,,
373234991,trunk,True,False,22.357,"LINESTRING (59.3362719 36.5142427, 59.3364606 36.5141107)",,بزرگراه قوچان - مشهد,2,22,110
683771207,residential,True,False,24.356,"LINESTRING (59.3362719 36.5142427, 59.3361385 36.5140517)",,جاده ساغشک,,,
683771208,residential,True,False,25.434,"LINESTRING (59.3362255 36.5139818, 59.3364606 36.5141107)",,جاده ساغشک,,,
1228410790,residential,True,False,14.533999999999999,"LINESTRING (59.3362255 36.5139818, 59.3362325 36.514, 59.3362308 36.5140189, 59.3362208 36.5140361, 59.3362043 36.5140489, 59.3361833 36.5140563, 59.3361604 36.5140572, 59.3361385 36.5140517)",,,,,
683771207,residential,True,False,138.596,"LINESTRING (59.3361385 36.5140517, 59.3359178 36.5138634, 59.335753 36.5137139, 59.3355843 36.5135887, 59.3349756 36.5132354)",,جاده ساغشک,,,
97290065,residential,False,True,112.41700000000002,"LINESTRING (59.3345884 36.5128395, 59.3344894 36.5130078, 59.3343902 36.513135, 59.3341357 36.513309, 59.3338396 36.513499, 59.3338075 36.5135973)",,,,,
683771207,residential,True,False,56.22,"LINESTRING (59.3349756 36.5132354, 59.3347916 36.5130834, 59.3345884 36.5128395)",,جاده ساغشک,,,
1230677607,residential,False,False,107.49100000000001,"LINESTRING (59.3349756 36.5132354, 59.3347156 36.5134736, 59.3342111 36.5139814)",,,,,
1230675545,residential,False,False,221.586,"LINESTRING (59.3350565 36.5131651, 59.3368685 36.5118049)",,,,,
683771208,residential,True,False,139.077,"LINESTRING (59.3350565 36.5131651, 59.335662 36.5135118, 59.335841 36.5136446, 59.3360086 36.5137967, 59.3362255 36.5139818)",,جاده ساغشک,,,
738123759,residential,False,False,13.823,"LINESTRING (59.341329 36.5153942, 59.3414695 36.5153422)",,,,,
738123759,residential,False,True,20.941,"LINESTRING (59.341329 36.5153942, 59.3411006 36.5154363)",,,,,
738123759,residential,False,True,69.658,"LINESTRING (59.3393442 36.5157844, 59.3385953 36.5159581)",,,,,
738123759,residential,False,False,70.956,"LINESTRING (59.3393442 36.5157844, 59.3398887 36.5156529, 59.3401089 36.5156141)",,,,,
768733073,residential,False,True,155.56099999999998,"LINESTRING (59.3393442 36.5157844, 59.3390492 36.5156162, 59.338392 36.5153856, 59.3377974 36.5151519)",,اندیشه5,,,
738123759,residential,False,False,69.658,"LINESTRING (59.3385953 36.5159581, 59.3393442 36.5157844)",,,,,
768733076,residential,False,True,71.631,"LINESTRING (59.3385953 36.5159581, 59.3393749 36.5161078)",,,,,
738123759,residential,False,True,143.312,"LINESTRING (59.3385953 36.5159581, 59.3382552 36.5159482, 59.3377322 36.5161853, 59.3373889 36.5162263, 59.3370777 36.5161832)",,,,,
1113460205,residential,False,True,111.03,"LINESTRING (59.3385953 36.5159581, 59.3385284 36.5159032, 59.3384618 36.5158685, 59.3378744 36.5156292, 59.3375285 36.515454)",,اندیشه ۳,,,
738123759,residential,False,True,66.478,"LINESTRING (59.3370777 36.5161832, 59.3364757 36.515832)",,,,,
738125260,residential,False,False,28.596,"LINESTRING (59.3370777 36.5161832, 59.3367902 36.5162961)",,امام رضا,,,
738123759,residential,False,False,143.312,"LINESTRING (59.3370777 36.5161832, 59.3373889 36.5162263, 59.3377322 36.5161853, 59.3382552 36.5159482, 59.3385953 36.5159581)",,,,,
738125257,residential,False,True,92.771,"LINESTRING (59.3370777 36.5161832, 59.3373567 36.515918, 59.3374935 36.5154934, 59.3375285 36.515454)",,حجاب,,,
46515481,trunk,True,False,148.72899999999998,"LINESTRING (59.3348036 36.5154411, 59.3343907 36.5157313, 59.3335507 36.5163215)",,بزرگراه مشهد - قوچان,2,22,110
738123758,residential,False,True,64.479,"LINESTRING (59.3348036 36.5154411, 59.3350875 36.5153834, 59.3353102 36.5153058, 59.3354469 36.5152045)",,,,,
738123758,residential,False,False,64.479,"LINESTRING (59.3354469 36.5152045, 59.3353102 36.5153058, 59.3350875 36.5153834, 59.3348036 36.5154411)",,,,,
738123759,residential,False,False,30.812,"LINESTRING (59.3354469 36.5152045, 59.335577 36.5153069, 59.3357044 36.5153882)",,,,,
"[97290065, 738123761, 879215138]",residential,False,"[False, True]",175.46699999999998,"LINESTRING (59.3354469 36.5152045, 59.3353772 36.5151452, 59.3350647 36.5148876, 59.3347791 36.5145751, 59.3342111 36.5139814)",yes,زیرگذرکورده,,,
738123762,residential,True,False,7.665,"LINESTRING (59.3355163 36.515164, 59.3354469 36.5152045)",,,,,
1113460208,residential,False,False,124.117,"LINESTRING (59.3355163 36.515164, 59.3356908 36.5152842, 59.3358514 36.5153575, 59.3360541 36.5154118, 59.3363836 36.5154444, 59.3366404 36.5154349, 59.336811 36.51542)",,,,,
738123762,residential,True,False,14.809,"LINESTRING (59.335636 36.5150719, 59.3355163 36.515164)",,,,,
738125264,residential,False,True,175.44799999999998,"LINESTRING (59.335636 36.5150719, 59.3358198 36.5148855, 59.3363535 36.5144953, 59.3368712 36.514118, 59.3370537 36.5139843)",,,,,
46515481,trunk,True,False,137.198,"LINESTRING (59.3359594 36.514629, 59.3348036 36.5154411)",,بزرگراه مشهد - قوچان,2,22,110
738123762,residential,True,False,57.693,"LINESTRING (59.3359594 36.514629, 59.3357232 36.5148811, 59.335636 36.5150719)",,,,,
738123759,residential,False,False,84.775,"LINESTRING (59.3357044 36.5153882, 59.3360504 36.5155839, 59.3364757 36.515832)",,,,,
738123759,residential,False,True,30.812,"LINESTRING (59.3357044 36.5153882, 59.335577 36.5153069, 59.3354469 36.5152045)",,,,,
738125258,residential,False,True,219.825,"LINESTRING (59.3357044 36.5153882, 59.3350164 36.5161377, 59.3348837 36.5162823, 59.3342063 36.5169556)",,امام رضا ۱,,,
738125260,residential,False,False,67.747,"LINESTRING (59.3342063 36.5169556, 59.3335801 36.5166122)",,امام رضا,,,
738125258,residential,False,False,219.825,"LINESTRING (59.3342063 36.5169556, 59.3348837 36.5162823, 59.3350164 36.5161377, 59.3357044 36.5153882)",,امام رضا ۱,,,
738125260,residential,False,True,59.188,"LINESTRING (59.3342063 36.5169556, 59.334484 36.517108, 59.3346477 36.5171036, 59.3347975 36.5170535)",,امام رضا,,,
1228640974,residential,False,True,102.698,"LINESTRING (59.3342063 36.5169556, 59.3341346 36.5169979, 59.3340801 36.5170315, 59.3340333 36.5170522, 59.3338609 36.5170876, 59.3335737 36.5171337, 59.3333641 36.5171908, 59.3331424 36.5172765)",,امام رضا ۲,,,
46515481,trunk,True,False,44.94,"LINESTRING (59.3335507 36.5163215, 59.3331721 36.5165875)",,بزرگراه مشهد - قوچان,2,22,110
46515481,trunk,True,False,49.625,"LINESTRING (59.3331721 36.5165875, 59.332754 36.5168812)",,بزرگراه مشهد - قوچان,2,22,110
738125260,residential,False,True,36.565,"LINESTRING (59.3331721 36.5165875, 59.3335801 36.5166122)",,امام رضا,,,
738125259,residential,True,False,32.431,"LINESTRING (59.3335801 36.5166122, 59.3335507 36.5163215)",,,,,
738125260,residential,False,False,36.565,"LINESTRING (59.3335801 36.5166122, 59.3331721 36.5165875)",,امام رضا,,,
738125260,residential,False,True,67.747,"LINESTRING (59.3335801 36.5166122, 59.3342063 36.5169556)",,امام رضا,,,
738125260,residential,False,False,18.256,"LINESTRING (59.3360107 36.5165928, 59.3358291 36.516668)",,امام رضا,,,
738125260,residential,False,True,16.034,"LINESTRING (59.3360107 36.5165928, 59.3361731 36.5165315)",,امام رضا,,,
1113460194,residential,False,True,118.866,"LINESTRING (59.3360107 36.5165928, 59.3371017 36.5172043)",,امام رضا ۸,,,
738125260,residential,False,False,10.806,"LINESTRING (59.3353236 36.5168773, 59.335212 36.5169147)",,امام رضا,,,
738125260,residential,False,True,50.817,"LINESTRING (59.3353236 36.5168773, 59.3355252 36.5167938, 59.3358291 36.516668)",,امام رضا,,,
738125261,residential,False,True,224.538,"LINESTRING (59.3353236 36.5168773, 59.3360397 36.5174076, 59.3366735 36.5178521, 59.3371991 36.5182208)",,امام رضا ۶,,,
738125261,residential,False,False,37.457,"LINESTRING (59.3375149 36.5184423, 59.3371991 36.5182208)",,امام رضا ۶,,,
738125261,residential,False,True,6.119,"LINESTRING (59.3375149 36.5184423, 59.3375719 36.5184728)",,امام رضا ۶,,,
1113460198,residential,False,False,111.60600000000001,"LINESTRING (59.3375149 36.5184423, 59.3378519 36.5180897, 59.3379263 36.5179539, 59.337977 36.5177883, 59.3380547 36.5176959, 59.3381618 36.5176003)",,گلستان 2- اروند 2,,,
738125257,residential,False,False,57.291,"LINESTRING (59.3383759 36.5145017, 59.338003 36.5149208)",,حجاب,,,
738125263,residential,False,True,131.74,"LINESTRING (59.3383759 36.5145017, 59.3373862 36.5141547, 59.3370537 36.5139843)",,,,,
738125263,residential,False,False,131.74,"LINESTRING (59.3370537 36.5139843, 59.3373862 36.5141547, 59.3383759 36.5145017)",,,,,
738125264,residential,False,False,175.448,"LINESTRING (59.3370537 36.5139843, 59.3368712 36.514118, 59.3363535 36.5144953, 59.3358198 36.5148855, 59.335636 36.5150719)",,,,,
768733071,residential,False,True,55.733,"LINESTRING (59.3358345 36.519685, 59.3362033 36.5192808)",,گلستان 3,,,
738125261,residential,False,True,37.457,"LINESTRING (59.3371991 36.5182208, 59.3375149 36.5184423)",,امام رضا ۶,,,
768733071,residential,False,False,66.185,"LINESTRING (59.3371991 36.5182208, 59.3367551 36.5186972)",,گلستان 3,,,
738125261,residential,False,False,224.538,"LINESTRING (59.3371991 36.5182208, 59.3366735 36.5178521, 59.3360397 36.5174076, 59.3353236 36.5168773)",,امام رضا ۶,,,
738125257,residential,False,False,17.47,"LINESTRING (59.3377974 36.5151519, 59.3376837 36.5152797)",,حجاب,,,
738125257,residential,False,True,31.59,"LINESTRING (59.3377974 36.5151519, 59.338003 36.5149208)",,حجاب,,,
768733073,residential,False,False,155.56099999999998,"LINESTRING (59.3377974 36.5151519, 59.338392 36.5153856, 59.3390492 36.5156162, 59.3393442 36.5157844)",,اندیشه5,,,
738123759,residential,False,False,20.941,"LINESTRING (59.3411006 36.5154363, 59.341329 36.5153942)",,,,,
768733074,residential,False,True,155.515,"LINESTRING (59.3411006 36.5154363, 59.3394569 36.5149771)",,اندیشه 9,,,
738123759,residential,False,True,58.955999999999996,"LINESTRING (59.3411006 36.5154363, 59.3407443 36.515502, 59.340457 36.5155527)",,,,,
768733074,residential,False,False,155.515,"LINESTRING (59.3394569 36.5149771, 59.3411006 36.5154363)",,اندیشه 9,,,
738123759,residential,False,True,31.849,"LINESTRING (59.340457 36.5155527, 59.3401089 36.5156141)",,,,,
738123759,residential,False,False,58.955999999999996,"LINESTRING (59.340457 36.5155527, 59.3407443 36.515502, 59.3411006 36.5154363)",,,,,
1113460196,residential,False,True,34.766,"LINESTRING (59.3416932 36.5165812, 59.3415538 36.5168731)",,,,,
768733076,residential,False,False,213.791,"LINESTRING (59.3416932 36.5165812, 59.3407336 36.5163686, 59.3393749 36.5161078)",,,,,
770571332,unclassified,False,False,111.481,"LINESTRING (59.3331091 36.5145175, 59.334052 36.5138611)",,,,,
770571332,unclassified,False,True,85.036,"LINESTRING (59.3331091 36.5145175, 59.3323839 36.5150126)",,,,,
1230675544,residential,False,False,122.988,"LINESTRING (59.3331091 36.5145175, 59.3323081 36.5137673, 59.332262 36.5136558)",,,,,
770571332,unclassified,False,False,85.036,"LINESTRING (59.3323839 36.5150126, 59.3331091 36.5145175)",,,,,
1230677614,residential,False,False,189.345,"LINESTRING (59.3323839 36.5150126, 59.3309394 36.5137669)",,,,,
770571332,unclassified,False,True,105.826,"LINESTRING (59.3323839 36.5150126, 59.3318796 36.5153856, 59.3315184 36.5156621)",,,,,
770571332,unclassified,False,True,62.097,"LINESTRING (59.3315184 36.5156621, 59.3310091 36.516042)",,,,,
770571332,unclassified,False,False,105.826,"LINESTRING (59.3315184 36.5156621, 59.3318796 36.5153856, 59.3323839 36.5150126)",,,,,
770571332,unclassified,False,False,62.097,"LINESTRING (59.3310091 36.516042, 59.3315184 36.5156621)",,,,,
770571332,unclassified,False,True,39.858,"LINESTRING (59.3310091 36.516042, 59.3306929 36.5162948)",,,,,
770571332,unclassified,False,False,39.858,"LINESTRING (59.3306929 36.5162948, 59.3310091 36.516042)",,,,,
1113460186,residential,False,True,70.783,"LINESTRING (59.3358779 36.5159408, 59.3361731 36.5165315)",,امام رضا ۹,,,
738125260,residential,False,False,16.034,"LINESTRING (59.3361731 36.5165315, 59.3360107 36.5165928)",,امام رضا,,,
1113460186,residential,False,False,70.783,"LINESTRING (59.3361731 36.5165315, 59.3358779 36.5159408)",,امام رضا ۹,,,
738125260,residential,False,True,61.044,"LINESTRING (59.3361731 36.5165315, 59.3364883 36.5164112, 59.3367902 36.5162961)",,امام رضا,,,
1113460187,residential,False,True,250.49,"LINESTRING (59.3417287 36.5171899, 59.3411708 36.5170864, 59.3403017 36.5168967, 59.3390574 36.5165196)",,,,,
1113460198,residential,False,False,28.608,"LINESTRING (59.3390574 36.5165196, 59.339226 36.5163009)",,گلستان 2- اروند 2,,,
1113460187,residential,False,False,250.49,"LINESTRING (59.3390574 36.5165196, 59.3403017 36.5168967, 59.3411708 36.5170864, 59.3417287 36.5171899)",,,,,
1113460198,residential,False,True,72.373,"LINESTRING (59.3390574 36.5165196, 59.3387745 36.5168866, 59.3386241 36.5170694)",,گلستان 2- اروند 2,,,
1113460189,residential,False,True,195.307,"LINESTRING (59.3401463 36.5183361, 59.3381618 36.5176003)",,مهر 6,,,
1113460191,residential,False,True,69.877,"LINESTRING (59.3355542 36.5160797, 59.3358291 36.516668)",,امام رضا ۷,,,
738125260,residential,False,True,18.256,"LINESTRING (59.3358291 36.516668, 59.3360107 36.5165928)",,امام رضا,,,
1113460191,residential,False,False,69.877,"LINESTRING (59.3358291 36.516668, 59.3355542 36.5160797)",,امام رضا ۷,,,
738125260,residential,False,False,50.817,"LINESTRING (59.3358291 36.516668, 59.3355252 36.5167938, 59.3353236 36.5168773)",,امام رضا,,,
768733071,residential,False,False,81.503,"LINESTRING (59.3367551 36.5186972, 59.3362033 36.5192808)",,گلستان 3,,,
768733071,residential,False,True,66.185,"LINESTRING (59.3367551 36.5186972, 59.3371991 36.5182208)",,گلستان 3,,,
1113460192,residential,False,True,254.75900000000001,"LINESTRING (59.3367551 36.5186972, 59.3354692 36.5178023, 59.335433 36.5177715, 59.3353947 36.5177219, 59.3350817 36.5173489, 59.3347975 36.5170535)",,امام رضا ۴ - گلستان ۳/۱,,,
738125260,residential,False,True,40.129,"LINESTRING (59.3347975 36.5170535, 59.335212 36.5169147)",,امام رضا,,,
738125260,residential,False,False,59.188,"LINESTRING (59.3347975 36.5170535, 59.3346477 36.5171036, 59.334484 36.517108, 59.3342063 36.5169556)",,امام رضا,,,
1113460192,residential,False,False,254.759,"LINESTRING (59.3347975 36.5170535, 59.3350817 36.5173489, 59.3353947 36.5177219, 59.335433 36.5177715, 59.3354692 36.5178023, 59.3367551 36.5186972)",,امام رضا ۴ - گلستان ۳/۱,,,
1113460194,residential,False,False,118.866,"LINESTRING (59.3371017 36.5172043, 59.3360107 36.5165928)",,امام رضا ۸,,,
738125260,residential,False,True,28.596,"LINESTRING (59.3367902 36.5162961, 59.3370777 36.5161832)",,امام رضا,,,
1113460195,residential,False,True,185.076,"LINESTRING (59.3367902 36.5162961, 59.3386241 36.5170694)",,امام رضا ۱۰,,,
