osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction
181772625,True,2,96,primary,False,43.212,"LINESTRING (50.1656643 30.0548906, 50.1657329 30.0549563, 50.1658904 30.0550215, 50.1660559 30.0550623)",,
181772627,True,,96,primary,False,37.469,"LINESTRING (50.1656643 30.0548906, 50.1656643 30.0550019, 50.1656161 30.0550993, 50.1655357 30.0551967)",میدان امام خمینی,roundabout
181772627,True,,96,primary,False,11.155,"LINESTRING (50.1655357 30.0551967, 50.1654393 30.0552524)",میدان امام خمینی,roundabout
181772627,True,,96,primary,False,49.099,"LINESTRING (50.1654393 30.0552524, 50.1653107 30.0552802, 50.1651821 30.0552663, 50.165131 30.0552474, 50.1650695 30.0552246, 50.1649731 30.055155)",میدان امام خمینی,roundabout
934917504,True,,96,primary,False,39.394000000000005,"LINESTRING (50.1654393 30.0552524, 50.1653669 30.0553541, 50.16532 30.0554936, 50.1653111 30.0555828)",بلوار امام خمینی شمالی,
181772627,True,,96,primary,False,15.679,"LINESTRING (50.1649731 30.055155, 50.1649088 30.0550576, 50.1649047 30.055029)",میدان امام خمینی,roundabout
181772627,True,,96,primary,False,29.680000000000003,"LINESTRING (50.1649047 30.055029, 50.1648927 30.0549463, 50.1649088 30.054835, 50.1649432 30.0547828, 50.1649497 30.054773)",میدان امام خمینی,roundabout
181772631,True,,,secondary,False,51.769999999999996,"LINESTRING (50.1649047 30.055029, 50.1648731 30.0549795, 50.1648002 30.0549345, 50.1647013 30.0549007, 50.1645367 30.0548611, 50.1644339 30.0548393)",بلوار پاسداران,
181772627,True,,96,primary,False,23.003,"LINESTRING (50.1649497 30.054773, 50.1649731 30.0547376, 50.1650695 30.054668, 50.1651305 30.0546454)",میدان امام خمینی,roundabout
181772627,True,,96,primary,False,37.511,"LINESTRING (50.1651305 30.0546454, 50.1651821 30.0546263, 50.1653107 30.0546124, 50.1654393 30.0546402, 50.1654988 30.0546745)",میدان امام خمینی,roundabout
181772628,True,,,secondary,False,20.5,"LINESTRING (50.1651305 30.0546454, 50.1652169 30.0545268, 50.1652319 30.0544846)",بلوار امام خمینی جنوبی,
181772627,True,,96,primary,False,29.362,"LINESTRING (50.1654988 30.0546745, 50.1655357 30.0546958, 50.1656161 30.0547932, 50.1656643 30.0548906)",میدان امام خمینی,roundabout
181772628,True,,,secondary,False,52.340999999999994,"LINESTRING (50.165267 30.0543866, 50.165316 30.0541725, 50.1653687 30.0539242)",بلوار امام خمینی جنوبی,
181772628,True,,,secondary,False,192.60000000000002,"LINESTRING (50.1661906 30.0504175, 50.1664536 30.04935, 50.166599 30.0487219)",بلوار امام خمینی جنوبی,
181772630,False,,,tertiary,True,338.659,"LINESTRING (50.1661906 30.0504175, 50.1648758 30.05019, 50.162745 30.0498007)",۲۰ متری فرهنگیان,
810650100,False,,,residential,True,68.316,"LINESTRING (50.1667132 30.048993, 50.1674087 30.0491156)",سهراب سپهری,
532656534,True,,,secondary,False,274.826,"LINESTRING (50.1667132 30.048993, 50.1664426 30.0500706, 50.1661058 30.051408)",بلوار امام خمینی جنوبی,
532656534,True,,,secondary,False,28.796,"LINESTRING (50.1654469 30.05442, 50.1654642 30.0545529, 50.1654988 30.0546745)",بلوار امام خمینی جنوبی,
1148721654,True,,,secondary_link,False,19.652,"LINESTRING (50.1654469 30.05442, 50.1653997 30.054437, 50.1653487 30.0544365, 50.165302 30.0544188, 50.165267 30.0543866)",,
181772630,False,,,tertiary,True,30.384,"LINESTRING (50.161493 30.0494581, 50.161206 30.0493443)",۲۰ متری فرهنگیان,
427394491,False,,,residential,True,124.981,"LINESTRING (50.161493 30.0494581, 50.1608919 30.0504544)",,
181772630,False,,,tertiary,False,127.06,"LINESTRING (50.161493 30.0494581, 50.1617667 30.0495797, 50.1619964 30.0496517, 50.1623925 30.049734, 50.162745 30.0498007)",۲۰ متری فرهنگیان,
181772630,False,,,tertiary,False,100.893,"LINESTRING (50.1593021 30.0486464, 50.1602716 30.0489914)",۲۰ متری فرهنگیان,
181772630,False,,,tertiary,True,41.823,"LINESTRING (50.1593021 30.0486464, 50.1588882 30.0485319)",۲۰ متری فرهنگیان,
330713464,False,,,residential,False,139.091,"LINESTRING (50.1652667 30.057004, 50.1659317 30.0569897, 50.1666084 30.0569709, 50.1667104 30.0569588)",,
934917505,True,,96,primary,False,62.67,"LINESTRING (50.1650876 30.0571383, 50.1650749 30.0565748)",بلوار امام خمینی شمالی,
