osmid,highway,oneway,reversed,length,geometry,name,maxspeed,lanes,bridge,junction
598982666,living_street,False,True,5.487,"LINESTRING (51.2507717 36.6978388, 51.2507106 36.6978447)",,,,,
598982666,living_street,False,False,245.63299999999998,"LINESTRING (51.2507717 36.6978388, 51.2515591 36.6977644, 51.2517705 36.6974123, 51.25075 36.6974775, 51.2507717 36.6978388)",,,,,
598982666,living_street,False,True,245.63299999999998,"LINESTRING (51.2507717 36.6978388, 51.25075 36.6974775, 51.2517705 36.6974123, 51.2515591 36.6977644, 51.2507717 36.6978388)",,,,,
598982667,living_street,False,False,94.226,"LINESTRING (51.2497377 36.6986412, 51.2507907 36.6985687)",,,,,
598982668,living_street,False,True,58.589,"LINESTRING (51.2514493 36.6985597, 51.2507937 36.698596)",,,,,
660430738,living_street,False,True,41.412,"LINESTRING (51.2511524 36.692769, 51.2516136 36.692725)",,,,,
660430738,living_street,False,False,340.18000000000006,"LINESTRING (51.2511524 36.692769, 51.2500902 36.6928734, 51.2499534 36.692783, 51.2498233 36.692896, 51.2497374 36.6932143, 51.25099 36.6932874, 51.2510759 36.6932551, 51.2511215 36.6931906, 51.2511524 36.692769)",,,,,
660430738,living_street,False,True,340.18,"LINESTRING (51.2511524 36.692769, 51.2511215 36.6931906, 51.2510759 36.6932551, 51.25099 36.6932874, 51.2497374 36.6932143, 51.2498233 36.692896, 51.2499534 36.692783, 51.2500902 36.6928734, 51.2511524 36.692769)",,,,,
447182293,residential,False,True,93.421,"LINESTRING (51.2566258 36.6992685, 51.2563061 36.6984684)",خیابان شهید علی اکبر قاضی,30,,,
660430739,living_street,False,True,6.306,"LINESTRING (51.2516607 36.6927673, 51.2516136 36.692725)",,,,,
"[660430742, 660430743]",living_street,True,False,31.023,"LINESTRING (51.2516607 36.6927673, 51.2517223 36.6927605, 51.2517584 36.6929878)",,,,,
120090753,tertiary,True,False,32.517,"LINESTRING (51.2519571 36.695686, 51.2521669 36.6959252)",بهشتی,40,2,,
120090754,tertiary,True,False,278.034,"LINESTRING (51.2519571 36.695686, 51.2508333 36.6946789, 51.2504888 36.6943298, 51.2498591 36.6938394)",بهشتی,40,2,,
660657694,living_street,False,False,62.922,"LINESTRING (51.2507764 36.6989584, 51.2500727 36.6990016)",,,,,
598982669,living_street,True,False,5.205,"LINESTRING (51.2507764 36.6989584, 51.2508119 36.6989483, 51.2508326 36.6989476)",,,,,roundabout
660430738,living_street,False,False,41.412,"LINESTRING (51.2516136 36.692725, 51.2511524 36.692769)",,,,,
660430739,living_street,False,False,6.306,"LINESTRING (51.2516136 36.692725, 51.2516607 36.6927673)",,,,,
660430744,living_street,False,False,22.715,"LINESTRING (51.2521669 36.6959252, 51.2521407 36.695722)",,,,,
120090753,tertiary,True,False,163.459,"LINESTRING (51.2521669 36.6959252, 51.2523216 36.6962134, 51.2524312 36.6965248, 51.252473 36.696697, 51.2525221 36.6969886, 51.2525182 36.6973516)",بهشتی,40,2,,
660430740,living_street,False,True,54.727,"LINESTRING (51.2525994 36.6943842, 51.2519903 36.694445)",,,,,
660430740,living_street,False,False,54.727,"LINESTRING (51.2519903 36.694445, 51.2525994 36.6943842)",,,,,
660430743,living_street,True,False,143.15699999999998,"LINESTRING (51.2519903 36.694445, 51.2521675 36.6955585, 51.2521407 36.695722)",,,,,
660430741,living_street,False,True,58.94,"LINESTRING (51.2524143 36.6929218, 51.2517584 36.6929878)",,,,,
660430741,living_street,False,False,58.94,"LINESTRING (51.2517584 36.6929878, 51.2524143 36.6929218)",,,,,
660430743,living_street,True,False,163.347,"LINESTRING (51.2517584 36.6929878, 51.2519903 36.694445)",,,,,
