osmid,ref,name,highway,junction,oneway,reversed,length,geometry,bridge
311466297,24,میدان امام خمینی (ره),secondary,roundabout,True,False,12.834,"LINESTRING (47.0498923 37.4760485, 47.0498635 37.4760516, 47.0498347 37.4760481, 47.0498084 37.4760383, 47.0497866 37.4760231, 47.0497711 37.4760035)",
1037947396,,شهید بهشتی شمالی,secondary,,False,True,12.005,"LINESTRING (47.0498923 37.4760485, 47.0499071 37.4760907, 47.0499288 37.4761525)",
311466297,24,میدان امام خمینی (ره),secondary,roundabout,True,False,11.337,"LINESTRING (47.0498825 37.475891, 47.0499128 37.4758995, 47.0499383 37.475915, 47.0499564 37.475936, 47.0499654 37.4759605)",
311737190,,امام خمینی (ره),secondary,,False,True,35.196,"LINESTRING (47.0499654 37.4759605, 47.0503511 37.4758799)",
311466297,24,میدان امام خمینی (ره),secondary,roundabout,True,False,12.718,"LINESTRING (47.0499654 37.4759605, 47.049965 37.4759834, 47.0499564 37.4760052, 47.0499406 37.4760243, 47.0499186 37.4760391, 47.0498923 37.4760485)",
311626348,,امام خمینی (ره),secondary,,False,True,29.05,"LINESTRING (47.0497711 37.4760035, 47.0494585 37.4760854)",
311466297,24,میدان امام خمینی (ره),secondary,roundabout,True,False,9.935,"LINESTRING (47.0497711 37.4760035, 47.0497633 37.4759821, 47.0497632 37.4759597, 47.0497708 37.4759382, 47.0497856 37.4759192)",
311466297,24,میدان امام خمینی (ره),secondary,roundabout,True,False,9.522,"LINESTRING (47.0497856 37.4759192, 47.0498053 37.4759046, 47.0498292 37.4758947, 47.0498556 37.47589, 47.0498825 37.475891)",
311466303,,بلوار شهید بهشتی جنوبی,secondary,,True,False,116.246,"LINESTRING (47.0497856 37.4759192, 47.0497447 37.4758229, 47.049362 37.4749293)",
311626348,,امام خمینی (ره),secondary,,False,False,36.991,"LINESTRING (47.0473151 37.476626, 47.0477151 37.4765265)",
"[311626349, 311626350, 311626351]",,"['پل شهید رجایی', 'بلوار شهید رجایی']",secondary,,True,False,75.971,"LINESTRING (47.0473151 37.476626, 47.047145 37.4767199, 47.04674 37.4768323, 47.0465306 37.4768969)",yes
429526682,,آغبلاغ جنوبی ۱,tertiary,,False,False,152.459,"LINESTRING (47.0473151 37.476626, 47.0475594 37.4760686, 47.0474741 37.4752906)",
751468530,,گنجه ای,residential,,False,False,35.891,"LINESTRING (47.0452111 37.4773384, 47.0454167 37.4776169)",
311737188,,میدان سپاه پاسداران,secondary,roundabout,True,False,14.484,"LINESTRING (47.0535737 37.4750922, 47.053583 37.4751157, 47.0535747 37.4751412, 47.0535542 37.4751694, 47.0535097 37.4752)",
585052885,,امام خمینی (ره),secondary,,False,True,121.91,"LINESTRING (47.0535737 37.4750922, 47.0542789 37.4748042, 47.0547923 37.4745761)",
311744848,,شهید واحدی شمالی,tertiary,,True,False,23.383,"LINESTRING (47.0533303 37.4752108, 47.0531606 37.4753723)",
311737188,,میدان سپاه پاسداران,secondary,roundabout,True,False,6.712,"LINESTRING (47.0533303 37.4752108, 47.0533148 37.4751997, 47.0533027 37.4751843, 47.0532992 37.4751588)",
311737190,,امام خمینی (ره),secondary,,False,False,17.763,"LINESTRING (47.0532992 37.4751588, 47.053109 37.4752111)",
311737188,,میدان سپاه پاسداران,secondary,roundabout,True,False,29.795,"LINESTRING (47.0532992 37.4751588, 47.0533034 37.475138, 47.0533121 37.475122, 47.0533435 37.4750964, 47.0533779 37.4750832, 47.0534141 37.4750763, 47.0534762 37.4750689, 47.0535113 37.4750678, 47.0535435 37.4750747, 47.0535737 37.4750922)",
814442971,,حیدری فرد,residential,,False,False,28.152,"LINESTRING (47.0535097 37.4752, 47.0536484 37.475428)",
311737188,,میدان سپاه پاسداران,secondary,roundabout,True,False,16.326999999999998,"LINESTRING (47.0535097 37.4752, 47.0534892 37.4752093, 47.0534664 37.4752157, 47.0534335 37.4752189, 47.0534 37.4752183, 47.0533597 37.4752162, 47.0533303 37.4752108)",
585052885,,امام خمینی (ره),secondary,,False,True,57.079,"LINESTRING (47.0547923 37.4745761, 47.0553435 37.4743075)",
1061266157,,,secondary,,True,False,48.98,"LINESTRING (47.0547923 37.4745761, 47.0546258 37.4741559)",
585052885,,امام خمینی (ره),secondary,,False,False,121.91,"LINESTRING (47.0547923 37.4745761, 47.0542789 37.4748042, 47.0535737 37.4750922)",
429526679,,آغبلاغ شمالی ۱,tertiary,,True,False,228.605,"LINESTRING (47.0475218 37.4785401, 47.0474072 37.4781612, 47.0473334 37.4780203, 47.0472473 37.477856, 47.0470737 37.4775247, 47.0469566 37.4773013, 47.0470103 37.4771395, 47.0473151 37.476626)",
429527565,,شهید مطهری,tertiary,,False,True,84.845,"LINESTRING (47.0475218 37.4785401, 47.0480475 37.4783528, 47.0483505 37.478164)",
311802009,,,secondary,,True,False,17.765,"LINESTRING (47.0544274 37.4736552, 47.0544443 37.473496)",
311745913,,دکتر شریعتی شرقی,secondary,,False,True,102.27100000000002,"LINESTRING (47.0544274 37.4736552, 47.0540692 37.473732, 47.0537674 37.4738023, 47.053312 37.4739047)",
311745911,,,secondary,,False,True,11.417,"LINESTRING (47.049362 37.4749293, 47.0494846 37.4748965)",
311746132,,دکتر شریعتی غربی,tertiary,,False,False,21.392,"LINESTRING (47.049362 37.4749293, 47.049129 37.4749824)",
311466303,,بلوار شهید بهشتی جنوبی,secondary,,True,False,358.577,"LINESTRING (47.049362 37.4749293, 47.0488237 37.4736479, 47.0480768 37.4718701)",
311745911,,,secondary,,False,False,11.417,"LINESTRING (47.0494846 37.4748965, 47.049362 37.4749293)",
311745910,,دکتر شریعتی شرقی,secondary,,True,False,46.979,"LINESTRING (47.0494846 37.4748965, 47.0499102 37.4747861, 47.0499906 37.4747652)",
311811800,,بلوار شهید بهشتی جنوبی,secondary,,True,False,116.024,"LINESTRING (47.0494846 37.4748965, 47.049846 37.4757993, 47.0498825 37.475891)",
1101901934,,,residential,,False,True,15.188,"LINESTRING (47.0518096 37.4723689, 47.0518658 37.4722398)",
311745912,,شهید واحدی جنوبی,residential,,False,False,200.916,"LINESTRING (47.0518096 37.4723689, 47.052297 37.47342, 47.052415 37.4736788, 47.0525914 37.4740659)",
881915800,,,residential,,False,True,152.37900000000002,"LINESTRING (47.0518096 37.4723689, 47.0513031 37.4728868, 47.051097 37.4729823, 47.0507731 37.4730343, 47.0506279 37.4730551, 47.0504468 37.4730808)",
311737190,,امام خمینی (ره),secondary,,False,False,51.517,"LINESTRING (47.053109 37.4752111, 47.0525507 37.4753465)",
311737190,,امام خمینی (ره),secondary,,False,True,17.763,"LINESTRING (47.053109 37.4752111, 47.0532992 37.4751588)",
815594405,,شهید واحدی جنوبی,residential,,True,False,75.918,"LINESTRING (47.053109 37.4752111, 47.0530935 37.4751735, 47.0528191 37.4745683)",
311745913,,دکتر شریعتی شرقی,secondary,,False,False,49.195,"LINESTRING (47.0525914 37.4740659, 47.053127 37.4739432)",
311745912,,شهید واحدی جنوبی,residential,,False,True,200.916,"LINESTRING (47.0525914 37.4740659, 47.052415 37.4736788, 47.052297 37.47342, 47.0518096 37.4723689)",
311746132,,دکتر شریعتی غربی,tertiary,,False,True,150.07,"LINESTRING (47.0474741 37.4752906, 47.047664 37.4752587, 47.0479972 37.4752026, 47.0480963 37.4751859, 47.0483176 37.4751487, 47.0484673 37.4751216, 47.048716 37.4750765, 47.0488844 37.4750381, 47.049129 37.4749824)",
429526682,,آغبلاغ جنوبی ۱,tertiary,,False,False,310.34099999999995,"LINESTRING (47.0474741 37.4752906, 47.0474306 37.4748936, 47.0473877 37.4746512, 47.0472937 37.474119, 47.0472547 37.4738597, 47.0472375 37.4736079, 47.0472912 37.4732588, 47.0473475 37.4728565, 47.0473555 37.4727309, 47.0474952 37.472547)",
429526682,,آغبلاغ جنوبی ۱,tertiary,,False,True,152.459,"LINESTRING (47.0474741 37.4752906, 47.0475594 37.4760686, 47.0473151 37.476626)",
311747083,,آغبلاغ جنوبی ۲,tertiary,,False,True,40.541,"LINESTRING (47.0470879 37.4757485, 47.0470399 37.4753859)",
1167683654,,,residential,,False,False,64.969,"LINESTRING (47.0470879 37.4757485, 47.0463659 37.4758628)",
311747083,,آغبلاغ جنوبی ۲,tertiary,,False,False,116.063,"LINESTRING (47.0470879 37.4757485, 47.0469747 37.476313, 47.046698 37.476731)",
429526678,,فیضیه,tertiary,,False,False,63.159,"LINESTRING (47.0469474 37.4782533, 47.0469171 37.4783235, 47.0468139 37.4783749, 47.0464723 37.478481, 47.0463422 37.478505)",
429526680,,آغبلاغ شمالی ۲,tertiary,,False,True,160.191,"LINESTRING (47.0469474 37.4782533, 47.0469234 37.478168, 47.0464982 37.4774881, 47.0464784 37.4772453, 47.0465067 37.4770378, 47.0465306 37.4768969)",
857707738,,,unclassified,,False,False,129.99800000000002,"LINESTRING (47.0469474 37.4782533, 47.0470847 37.4782309, 47.0471491 37.4783075, 47.047141 37.4785501, 47.0471732 37.4788205, 47.0472322 37.4789929, 47.0471853 37.4792632)",
429527564,,شهيد مدنی,tertiary,,False,False,111.26,"LINESTRING (47.053766 37.4765648, 47.0532952 37.4765067, 47.052812 37.4764471, 47.0525173 37.4764626)",
858389120,,,residential,,False,True,54.125,"LINESTRING (47.053766 37.4765648, 47.0538533 37.4765567, 47.0542288 37.4768484)",
858389121,,,residential,,False,True,115.84799999999998,"LINESTRING (47.053766 37.4765648, 47.0539646 37.4770292, 47.0537943 37.4769963, 47.0532927 37.4768888)",
311744848,,شهید واحدی شمالی,tertiary,,True,False,40.097,"LINESTRING (47.0532282 37.4755878, 47.0534079 37.475919)",
814442970,,,residential,,False,False,41.119,"LINESTRING (47.0532282 37.4755878, 47.0536484 37.475428)",
311744848,,شهید واحدی شمالی,tertiary,,True,False,16.706,"LINESTRING (47.0531606 37.4753723, 47.0532068 37.475518)",
311976123,,شهید قاضی طباطبایی,residential,,False,False,143.84300000000002,"LINESTRING (47.0531606 37.4753723, 47.0524523 37.4757035, 47.0518622 37.4758227, 47.0516652 37.4758451)",
311802011,,میدان حر,tertiary,roundabout,True,False,31.814,"LINESTRING (47.0442765 37.4761462, 47.0442735 37.4760852, 47.0442656 37.475923, 47.0442625 37.4758603)",
311802011,,میدان حر,tertiary,roundabout,True,False,20.964000000000002,"LINESTRING (47.0442625 37.4758603, 47.0442696 37.4758413, 47.0442825 37.4758245, 47.0443008 37.4758114, 47.0443231 37.475803, 47.0443475 37.4758, 47.0443757 37.4758035, 47.0444008 37.4758143, 47.04442 37.4758309, 47.0444306 37.4758517)",
"[1167682787, 311802015]",,تعاون,residential,,False,True,371.959,"LINESTRING (47.0442625 37.4758603, 47.0435063 37.4750106, 47.0433927 37.4748788, 47.0434141 37.4747708, 47.0435107 37.4746239, 47.0436636 37.4744281, 47.0438781 37.4742706, 47.0440149 37.4741897, 47.0444092 37.4740386, 47.044823 37.473893, 47.0454917 37.473697)",
311747083,,آغبلاغ جنوبی ۲,tertiary,,False,False,40.541,"LINESTRING (47.0470399 37.4753859, 47.0470879 37.4757485)",
311802012,,شهید باکری,tertiary,,False,True,79.031,"LINESTRING (47.0470399 37.4753859, 47.0461663 37.4755424)",
311747083,,آغبلاغ جنوبی ۲,tertiary,,False,True,128.697,"LINESTRING (47.0470399 37.4753859, 47.0470281 37.475338, 47.0468275 37.4742409)",
311802011,,میدان حر,tertiary,roundabout,True,False,32.587,"LINESTRING (47.0444306 37.4758517, 47.0444404 37.4759671, 47.0444493 37.4760713, 47.0444555 37.4761441)",
311802012,,شهید باکری,tertiary,,False,False,156.983,"LINESTRING (47.0444306 37.4758517, 47.0447538 37.4757955, 47.0454097 37.475678, 47.0456796 37.4756296, 47.0459408 37.4755828, 47.0461663 37.4755424)",
814445404,,تعاون,tertiary,,False,True,136.852,"LINESTRING (47.0444555 37.4761441, 47.0453698 37.4771382)",
311802011,,میدان حر,tertiary,roundabout,True,False,21.427999999999997,"LINESTRING (47.0444555 37.4761441, 47.0444453 37.4761651, 47.0444268 37.4761825, 47.0444024 37.4761945, 47.0443746 37.4762, 47.0443427 37.4761978, 47.0443137 37.4761871, 47.044291 37.4761692, 47.0442765 37.4761462)",
311802014,,,tertiary_link,,False,True,12.996,"LINESTRING (47.0453698 37.4771382, 47.0454452 37.4772386)",
814445404,,تعاون,tertiary,,False,False,136.852,"LINESTRING (47.0453698 37.4771382, 47.0444555 37.4761441)",
429525598,,بلوار شهید رجایی,secondary,,True,False,105.238,"LINESTRING (47.0453698 37.4771382, 47.0456675 37.4770261, 47.046203 37.4768727, 47.0464794 37.4767938)",
311626351,,بلوار شهید رجایی,secondary,,True,False,23.45,"LINESTRING (47.0454452 37.4772386, 47.0452111 37.4773384)",
311802014,,,tertiary_link,,False,False,12.996,"LINESTRING (47.0454452 37.4772386, 47.0453698 37.4771382)",
311804300,,,tertiary,,False,True,111.696,"LINESTRING (47.0447939 37.4786165, 47.044982 37.4793231, 47.0450795 37.4795946)",
429526678,,فیضیه,tertiary,,False,True,79.78399999999999,"LINESTRING (47.0447939 37.4786165, 47.0449689 37.4785376, 47.045208 37.4785187, 47.0456693 37.4785461)",
1227734586,,,secondary,,False,True,17.324,"LINESTRING (47.0545889 37.4721356, 47.0545899 37.4719798)",
311466294,,شهید بهشتی شمالی,secondary,,False,True,276.933,"LINESTRING (47.0515026 37.4799173, 47.0514192 37.4797183, 47.0513648 37.4795884, 47.0508267 37.478301, 47.0505805 37.477712, 47.0505143 37.4775535)",
311805705,,خیابان پارک,tertiary,,False,False,84.658,"LINESTRING (47.0515026 37.4799173, 47.0519837 37.479793, 47.0524142 37.47968)",
358243049,,قره چمن - هشترود,secondary,,False,False,54.917,"LINESTRING (47.0515026 37.4799173, 47.051638 37.4801846, 47.0517554 37.4803681)",
311805705,,خیابان پارک,tertiary,,False,False,29.820999999999998,"LINESTRING (47.0538659 37.4792005, 47.0540155 37.4791259, 47.0541458 37.4790505)",
311805705,,خیابان پارک,tertiary,,False,True,142.58399999999997,"LINESTRING (47.0538659 37.4792005, 47.053539 37.4793636, 47.0533039 37.479375, 47.0530814 37.4793858, 47.0526494 37.479623, 47.0524142 37.47968)",
