osmid,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry
197573773,47,میدان امام خمینی,primary,20,roundabout,True,False,9.246,"LINESTRING (49.0047883 34.8566305, 49.0047379 34.856626, 49.0046901 34.8566123)"
197573782,47,بلوار امام خمینی,primary,30,,True,False,82.34299999999999,"LINESTRING (49.0047883 34.8566305, 49.0047537 34.8566977, 49.0047197 34.8567735, 49.004704 34.856802, 49.0046344 34.8569821, 49.0045239 34.8573373)"
197573773,47,میدان امام خمینی,primary,20,roundabout,True,False,23.867000000000004,"LINESTRING (49.0046901 34.8566123, 49.0046358 34.8565823, 49.0045943 34.8565409, 49.0045689 34.8564914, 49.0045619 34.8564381)"
197573773,47,میدان امام خمینی,primary,20,roundabout,True,False,23.99,"LINESTRING (49.0048279 34.8562624, 49.0048902 34.8562796, 49.0049438 34.8563107, 49.0049843 34.8563532, 49.0050082 34.8564035)"
197573777,47,بلوار امام خمینی,primary,,,True,False,28.499000000000002,"LINESTRING (49.0048279 34.8562624, 49.0048869 34.856224, 49.004946 34.8561756, 49.0050286 34.8560694)"
197573773,47,میدان امام خمینی,primary,20,roundabout,True,False,13.764,"LINESTRING (49.0050082 34.8564035, 49.0050126 34.8564653, 49.0049919 34.8565248)"
350486123,,,residential,,,False,True,81.389,"LINESTRING (49.0045239 34.8573373, 49.005364 34.8575833)"
197573782,47,بلوار امام خمینی,primary,30,,True,False,169.938,"LINESTRING (49.0045239 34.8573373, 49.0044631 34.8576367, 49.0043057 34.8585979, 49.0042718 34.8588513)"
197573790,47,,primary,,,True,False,80.048,"LINESTRING (49.0051855 34.8634094, 49.0052166 34.8633015, 49.0052411 34.8631849, 49.0052429 34.8630337, 49.0052197 34.8628753, 49.0051702 34.8627)"
615368482,47,میدان امام حسین,primary,,roundabout,True,False,11.445,"LINESTRING (49.0051855 34.8634094, 49.0052469 34.8634201, 49.0053032 34.8634427)"
350486135,,,residential,,,False,True,131.783,"LINESTRING (49.0045543 34.8569579, 49.0032431 34.856461)"
615367271,47,بلوار امام خمینی,primary,30,,True,False,40.388,"LINESTRING (49.0045543 34.8569579, 49.0046163 34.8568137, 49.0046679 34.8566724, 49.0046901 34.8566123)"
615368482,47,میدان امام حسین,primary,,roundabout,True,False,18.643,"LINESTRING (49.0051889 34.8638255, 49.0051208 34.8638235, 49.0050558 34.8638068, 49.0049986 34.8637765)"
321607549,,بلوار شهید رجایی,secondary,,,True,False,8.016,"LINESTRING (49.0042615 34.8589284, 49.0041737 34.8589258)"
197573782,47,بلوار امام خمینی,primary,30,,True,False,109.791,"LINESTRING (49.0042615 34.8589284, 49.0042449 34.8590528, 49.0042449 34.859201, 49.0042503 34.8593082, 49.0042771 34.8594344, 49.00432 34.8595606, 49.004422 34.859898)"
615367271,47,بلوار امام خمینی,primary,30,,True,False,8.71,"LINESTRING (49.0041737 34.8589258, 49.0041858 34.8588481)"
"[321607549, 350486119]",,بلوار شهید رجایی,secondary,,,True,False,109.04700000000001,"LINESTRING (49.0041737 34.8589258, 49.0035751 34.8588842, 49.0030492 34.8588374, 49.002999 34.858803)"
350486119,,,secondary,,,True,False,56.915,"LINESTRING (49.002999 34.858803, 49.0023767 34.8587678)"
350486120,,بلوار شهید رجایی,secondary,,,True,False,109.074,"LINESTRING (49.002999 34.858803, 49.0030872 34.8587776, 49.0041858 34.8588481)"
863212445,,,secondary,,,True,False,15.983,"LINESTRING (49.0023767 34.8587678, 49.0023868 34.8586243)"
350486153,,مطهری,residential,,,False,False,57.92,"LINESTRING (49.0023767 34.8587678, 49.0023472 34.85901, 49.0023136 34.8592861)"
321607552,,شهید باهنر,secondary,30,,False,True,65.754,"LINESTRING (49.0024298 34.8579766, 49.0017116 34.8579279)"
863212446,,شهید باهنر,secondary,30,,True,False,60.108,"LINESTRING (49.0024298 34.8579766, 49.0030875 34.8580074)"
350486142,,امیرکبیر,residential,,,False,False,8.48,"LINESTRING (49.0006009 34.8578165, 49.0005918 34.8578924)"
350486142,,امیرکبیر,residential,,,False,True,287.066,"LINESTRING (49.0006009 34.8578165, 49.0009131 34.8552476)"
1009837981,,شهید باهنر,secondary,30,,True,False,12.533,"LINESTRING (49.0006009 34.8578165, 49.0007271 34.857861)"
321607553,,,tertiary,,,False,True,58.749,"LINESTRING (49.0030875 34.8580074, 49.003135 34.8574805)"
863212447,,شهید باهنر,secondary,,,True,False,88.835,"LINESTRING (49.0030875 34.8580074, 49.002999 34.858803)"
197573782,47,بلوار امام خمینی,primary,30,,True,False,8.624,"LINESTRING (49.0042718 34.8588513, 49.0042615 34.8589284)"
350486121,,بلوار شهید رجایی,tertiary,,,True,False,142.204,"LINESTRING (49.0042718 34.8588513, 49.0058253 34.858954)"
350486120,,بلوار شهید رجایی,secondary,,,True,False,7.855,"LINESTRING (49.0041858 34.8588481, 49.0042718 34.8588513)"
615367271,47,بلوار امام خمینی,primary,30,,True,False,141.342,"LINESTRING (49.0041858 34.8588481, 49.004227 34.8585818, 49.0043844 34.8576308, 49.0043935 34.8575885)"
350486127,,چمران,residential,,,False,False,49.016,"LINESTRING (49.0071545 34.8590999, 49.0070235 34.8595274)"
350486121,,بلوار شهید رجایی,tertiary,,,True,False,122.35,"LINESTRING (49.0071545 34.8590999, 49.0070595 34.8591233, 49.0058222 34.8590371)"
350486127,,چمران,residential,,,False,True,119.21200000000002,"LINESTRING (49.0071545 34.8590999, 49.0072725 34.8589149, 49.0077143 34.8583674, 49.0078071 34.8581753)"
350486129,,,residential,,,False,False,137.554,"LINESTRING (49.0071545 34.8590999, 49.0074625 34.8591469, 49.0080722 34.8591795, 49.0084477 34.859194, 49.0086332 34.8592701)"
350486122,,,residential,,,False,False,114.878,"LINESTRING (49.0049498 34.8568829, 49.006117 34.8572702)"
350486125,,,residential,,,False,False,89.794,"LINESTRING (49.0068865 34.8578899, 49.0078071 34.8581753)"
350486122,,,residential,,,False,True,103.541,"LINESTRING (49.0068865 34.8578899, 49.0066825 34.85753, 49.0065083 34.8574234, 49.0061947 34.857296, 49.006117 34.8572702)"
350486123,,,residential,,,False,False,84.399,"LINESTRING (49.0068865 34.8578899, 49.0062565 34.8579372, 49.0060091 34.8579734, 49.0059681 34.8579749)"
350486124,,,residential,,,False,False,109.648,"LINESTRING (49.0058253 34.858954, 49.0059681 34.8579749)"
350486121,,بلوار شهید رجایی,tertiary,,,True,False,124.795,"LINESTRING (49.0058253 34.858954, 49.007088 34.8590376, 49.0071545 34.8590999)"
350486124,,,residential,,,False,True,109.648,"LINESTRING (49.0059681 34.8579749, 49.0058253 34.858954)"
350486123,,,residential,,,False,False,82.33699999999999,"LINESTRING (49.0059681 34.8579749, 49.0059075 34.857977, 49.0058677 34.8579408, 49.0058677 34.857803, 49.0058544 34.8577269, 49.005364 34.8575833)"
350486123,,,residential,,,False,True,84.399,"LINESTRING (49.0059681 34.8579749, 49.0060091 34.8579734, 49.0062565 34.8579372, 49.0068865 34.8578899)"
350486125,,,residential,,,False,True,89.794,"LINESTRING (49.0078071 34.8581753, 49.0068865 34.8578899)"
350486127,,چمران,residential,,,False,True,85.481,"LINESTRING (49.0078071 34.8581753, 49.0083536 34.8575509)"
350486127,,چمران,residential,,,False,False,119.212,"LINESTRING (49.0078071 34.8581753, 49.0077143 34.8583674, 49.0072725 34.8589149, 49.0071545 34.8590999)"
197573773,47,میدان امام خمینی,primary,20,roundabout,True,False,23.111,"LINESTRING (49.0049919 34.8565248, 49.004957 34.8565681, 49.0049087 34.8566018, 49.004851 34.8566231, 49.0047883 34.8566305)"
350486126,,استقلال شرقی,residential,,,False,False,124.506,"LINESTRING (49.0049919 34.8565248, 49.0057044 34.8567423, 49.0062708 34.8569152)"
350486127,,چمران,residential,,,False,False,85.481,"LINESTRING (49.0083536 34.8575509, 49.0078071 34.8581753)"
350486126,,استقلال شرقی,residential,,,False,True,202.764,"LINESTRING (49.0083536 34.8575509, 49.0077156 34.8573562, 49.0062708 34.8569152)"
350486127,,چمران,residential,,,False,True,165.795,"LINESTRING (49.006676 34.8638089, 49.0067114 34.8636566, 49.0063889 34.8627794, 49.0064286 34.8625618, 49.0064686 34.8623648)"
350486128,,کشاورز,residential,,,False,True,118.993,"LINESTRING (49.006676 34.8638089, 49.0064905 34.8637364, 49.006244 34.8636682, 49.0060014 34.8636197, 49.0057588 34.8635943, 49.0054148 34.8635817)"
350486129,,,residential,,,False,True,137.554,"LINESTRING (49.0086332 34.8592701, 49.0084477 34.859194, 49.0080722 34.8591795, 49.0074625 34.8591469, 49.0071545 34.8590999)"
350486130,,,residential,,,False,False,161.469,"LINESTRING (49.0050286 34.8560694, 49.0035449 34.855278)"
197573777,47,بلوار امام خمینی,primary,,,True,False,54.785,"LINESTRING (49.0050286 34.8560694, 49.0052659 34.8558007, 49.0053666 34.8556627)"
