osmid,name,highway,oneway,reversed,length,lanes,ref,junction,geometry,maxspeed
303783631,پانزده خرداد,tertiary,False,True,17.635,,,,"LINESTRING (48.6419472 34.0183997, 48.6421275 34.0183466)",
359371417,میدان شهدا,primary,True,False,18.036,2,37,roundabout,"LINESTRING (48.6419472 34.0183997, 48.6419501 34.0184402, 48.6419413 34.0184801, 48.6419212 34.0185171, 48.6418911 34.018549)",
549572421,,tertiary,False,False,78.358,,,,"LINESTRING (48.6453476 34.0136092, 48.6454978 34.0143028)",
320993336,,tertiary,False,True,2.694,,,,"LINESTRING (48.6454978 34.0143028, 48.6455077 34.0143256)",
549572421,,tertiary,False,True,78.358,,,,"LINESTRING (48.6454978 34.0143028, 48.6453476 34.0136092)",
320993337,,residential,False,False,106.638,,,,"LINESTRING (48.6454978 34.0143028, 48.6449743 34.0139911, 48.6447919 34.0136976, 48.6446875 34.0136594)",
303783631,پانزده خرداد,tertiary,False,False,25.923,,,,"LINESTRING (48.644422 34.0178373, 48.6441504 34.0178979)",
303783628,میدان امام خمینی,tertiary,True,False,33.532,,,roundabout,"LINESTRING (48.644422 34.0178373, 48.644411 34.0177879, 48.6444138 34.0177377, 48.6444304 34.0176893, 48.6444597 34.0176454, 48.6445004 34.0176081, 48.6445503 34.0175795)",
320993337,,residential,False,False,29.358,,,,"LINESTRING (48.6444272 34.0135642, 48.6441589 34.0137065)",
320993337,,residential,False,True,26.223,,,,"LINESTRING (48.6444272 34.0135642, 48.6446875 34.0136594)",
320993341,,residential,False,False,71.848,,,,"LINESTRING (48.6444272 34.0135642, 48.6444181 34.0129181)",
320993337,,residential,False,True,29.358,,,,"LINESTRING (48.6441589 34.0137065, 48.6444272 34.0135642)",
320993581,احمدی,tertiary,False,False,21.462,,,,"LINESTRING (48.6441589 34.0137065, 48.6442084 34.0138951)",
1149566598,احمدی,tertiary,False,False,45.505,,,,"LINESTRING (48.6441589 34.0137065, 48.6440233 34.013313)",
320993339,,residential,False,True,105.677,,,,"LINESTRING (48.6437083 34.0123992, 48.6440233 34.013313)",
320993339,,residential,False,False,105.677,,,,"LINESTRING (48.6440233 34.013313, 48.6437083 34.0123992)",
320993343,,tertiary,False,False,11.932,,,,"LINESTRING (48.6440233 34.013313, 48.6438947 34.0133007)",
1149566598,احمدی,tertiary,False,True,45.505,,,,"LINESTRING (48.6440233 34.013313, 48.6441589 34.0137065)",
301111089,بلوار امام خمینی,primary,True,False,49.494,2,37,,"LINESTRING (48.6406528 34.0127183, 48.6406612 34.0127596, 48.6407415 34.0131573)",40
320993343,,tertiary,False,True,196.28400000000002,,,,"LINESTRING (48.6406528 34.0127183, 48.6421414 34.0130687, 48.6425603 34.0131729, 48.6426366 34.0131802, 48.6427041 34.0131867)",
491974062,دهخدا,tertiary,False,False,69.248,,,,"LINESTRING (48.6443602 34.0156725, 48.6450764 34.0154843)",
550205377,بهشتی,tertiary,False,True,54.537,,,,"LINESTRING (48.6443602 34.0156725, 48.6443178 34.0151833)",
320993582,امیرکبیر,tertiary,False,False,132.28,2,,,"LINESTRING (48.6443602 34.0156725, 48.6440933 34.0157998, 48.6438263 34.0159742, 48.6436877 34.0160832, 48.643612 34.0161426, 48.6435155 34.0162185, 48.6434787 34.0162474, 48.6432549 34.0164232)",
