osmid,highway,oneway,reversed,length,name,geometry,junction,maxspeed
287247409,residential,False,True,60.701,,"LINESTRING (51.1884776 32.3740796, 51.1885793 32.3746187)",,
753811996,secondary,False,False,49.994,شهید بهشتی,"LINESTRING (51.1884776 32.3740796, 51.1890079 32.3740402)",,
753811996,secondary,False,True,32.48,شهید بهشتی,"LINESTRING (51.1884776 32.3740796, 51.1881378 32.374134)",,
175376713,secondary,True,False,46.433,معلم,"LINESTRING (51.1884776 32.3740796, 51.1883819 32.3739359, 51.1883095 32.3736907)",,
175944705,secondary,True,False,13.595,میدان دورباط,"LINESTRING (51.1940036 32.3747414, 51.1939439 32.3747813, 51.1938794 32.3748011)",roundabout,
288285478,residential,False,False,15.626,,"LINESTRING (51.1889073 32.3802584, 51.1890719 32.3802378)",,
376820776,secondary,True,False,12.207,میدان بسیج,"LINESTRING (51.1889073 32.3802584, 51.1889124 32.3802948, 51.1889025 32.3803304, 51.188879 32.3803611)",roundabout,
175944705,secondary,True,False,8.426,میدان دورباط,"LINESTRING (51.1939263 32.3744366, 51.1939654 32.3744552, 51.1939993 32.37448)",roundabout,
287247410,residential,False,False,111.259,جامی,"LINESTRING (51.1897386 32.3739859, 51.1896 32.3729922)",,
287274992,residential,False,False,52.347,گلستان 3,"LINESTRING (51.1897386 32.3739859, 51.1897989 32.3744539)",,
175944696,secondary,True,False,260.55500000000006,,"LINESTRING (51.1897386 32.3739859, 51.1898363 32.373916, 51.1904639 32.3739417, 51.1913959 32.373977, 51.1920691 32.3740252, 51.1924774 32.3740519)",,20
753811996,secondary,False,True,68.887,شهید بهشتی,"LINESTRING (51.1897386 32.3739859, 51.1891925 32.3740265, 51.1890079 32.3740402)",,
175944696,secondary,True,False,21.34,,"LINESTRING (51.1930087 32.3741363, 51.1932255 32.3741938)",,20
"[288283956, 288283957]",residential,False,False,84.806,حکیم,"LINESTRING (51.1930087 32.3741363, 51.1930291 32.3740985, 51.1930433 32.3740208, 51.193061 32.3739311, 51.1930787 32.3738385, 51.1931176 32.3737339, 51.1931265 32.3736546, 51.19313 32.3735889, 51.1931442 32.3735127, 51.1931513 32.3734738, 51.1932415 32.3734334)",,
1136401865,secondary_link,False,True,13.02,,"LINESTRING (51.1887569 32.380603, 51.1888535 32.380519)",,
376820778,secondary,True,False,30.967,,"LINESTRING (51.1887569 32.380603, 51.1887123 32.3805145, 51.1886739 32.3803351)",,20
376820775,secondary,True,False,43.825,امام خمینی,"LINESTRING (51.1936353 32.375046, 51.1935505 32.3752137, 51.193457 32.3754102)",,
175944705,secondary,True,False,31.85,میدان دورباط,"LINESTRING (51.1939993 32.37448, 51.1940383 32.3745268, 51.1940592 32.3745813, 51.1940601 32.3746386, 51.194041 32.3746936, 51.1940036 32.3747414)",roundabout,
175944704,secondary,True,False,94.185,شهید بهشتی,"LINESTRING (51.1936143 32.3746615, 51.1935696 32.3745567, 51.1934837 32.3744797, 51.1933775 32.3744027, 51.1931898 32.3742985, 51.1929097 32.3742215, 51.1928271 32.3741995)",,20
