osmid,oneway,lanes,ref,name,highway,junction,reversed,length,maxspeed,geometry
229418970,True,3,18,میدان معلم,trunk,roundabout,False,5.704,,"LINESTRING (52.4516189 36.6744494, 52.4516597 36.6744889)"
229418834,False,,,بهار ۱۲,residential,,False,36.275,,"LINESTRING (52.4443275 36.668321, 52.4443389 36.6686471)"
229418898,True,3,,خیابان بهار,primary,,False,35.657,60,"LINESTRING (52.4443275 36.668321, 52.444044 36.6680949)"
229418834,False,,,بهار ۱۲,residential,,True,36.275,,"LINESTRING (52.4443389 36.6686471, 52.4443275 36.668321)"
229418834,False,,,بهار ۱۲,residential,,False,109.40700000000001,,"LINESTRING (52.4443389 36.6686471, 52.4443417 36.6689961, 52.4443469 36.669631)"
690117764,False,,,,residential,,False,19.617,,"LINESTRING (52.4443469 36.669631, 52.4444997 36.6697579)"
229418834,False,,,بهار ۱۲,residential,,False,47.622,,"LINESTRING (52.4443469 36.669631, 52.4443303 36.6697376, 52.4442945 36.6698354, 52.4442357 36.6699291, 52.4441507 36.6700205)"
229418834,False,,,بهار ۱۲,residential,,True,109.40700000000001,,"LINESTRING (52.4443469 36.669631, 52.4443417 36.6689961, 52.4443389 36.6686471)"
229418834,False,,,بهار ۱۲,residential,,True,47.622,,"LINESTRING (52.4441507 36.6700205, 52.4442357 36.6699291, 52.4442945 36.6698354, 52.4443303 36.6697376, 52.4443469 36.669631)"
543204521,False,,,,residential,,True,37.455,,"LINESTRING (52.4441507 36.6700205, 52.4443263 36.6701852, 52.4444615 36.6702369)"
229418855,False,,,,primary_link,,False,15.54,,"LINESTRING (52.4491591 36.6716871, 52.4490206 36.6717719)"
229418892,True,3,,خیابان بهار,primary,,False,58.211,60,"LINESTRING (52.4491591 36.6716871, 52.449555 36.6721033)"
229418855,False,,,,primary_link,,True,15.54,,"LINESTRING (52.4490206 36.6717719, 52.4491591 36.6716871)"
229418898,True,3,,خیابان بهار,primary,,False,86.274,60,"LINESTRING (52.4490206 36.6717719, 52.448431 36.6711568)"
229418891,False,,,بهار۲۰,residential,,True,197.358,,"LINESTRING (52.4498998 36.6726958, 52.4492867 36.6744012)"
229418898,True,3,,خیابان بهار,primary,,False,74.511,60,"LINESTRING (52.4498998 36.6726958, 52.4496177 36.6724063, 52.4493929 36.6721632)"
229418898,True,3,,خیابان بهار,primary,,False,139.324,60,"LINESTRING (52.450819 36.6737083, 52.4507814 36.6736615, 52.4504512 36.6732742, 52.4502199 36.6730327, 52.450051 36.6728549, 52.4498998 36.6726958)"
229418908,True,2,,,trunk_link,,False,51.837,,"LINESTRING (52.4513856 36.6740747, 52.4518331 36.6743722)"
960110711,True,1,,خیابان بهار,primary,,False,46.575,,"LINESTRING (52.4513856 36.6740747, 52.4514341 36.6741576, 52.4516189 36.6744494)"
229418891,False,,,بهار۲۰,residential,,False,197.358,,"LINESTRING (52.4492867 36.6744012, 52.4498998 36.6726958)"
229418980,True,2,18,,trunk,,False,91.637,60,"LINESTRING (52.4492867 36.6744012, 52.4503021 36.6745274)"
229418970,True,3,18,میدان معلم,trunk,roundabout,False,52.285000000000004,,"LINESTRING (52.451106 36.6745088, 52.4512263 36.674417, 52.4513243 36.6743866, 52.4514292 36.674382, 52.4515307 36.6744036, 52.4516189 36.6744494)"
960110701,True,,,خیابان بهار,primary,,False,90.48400000000001,,"LINESTRING (52.451106 36.6745088, 52.451118 36.6743212, 52.4511061 36.6741815, 52.4510397 36.6740359, 52.4508444 36.6737445)"
229418970,True,3,18,میدان معلم,trunk,roundabout,False,69.107,,"LINESTRING (52.4516597 36.6744889, 52.451723 36.6745933, 52.4517288 36.6746774, 52.4517018 36.6747588, 52.4516448 36.6748296, 52.4515633 36.6748827, 52.4514653 36.6749131, 52.4513605 36.6749177)"
229418978,True,2,18,بزرگراه سرخرود - فریدونکنار,trunk,,False,130.34900000000002,60,"LINESTRING (52.4516597 36.6744889, 52.4520452 36.6746586, 52.4523265 36.6747587, 52.4526646 36.6748296, 52.4530248 36.6748751)"
229418970,True,3,18,میدان معلم,trunk,roundabout,False,3.917,,"LINESTRING (52.4510879 36.6745409, 52.451106 36.6745088)"
229418980,True,2,18,,trunk,,False,14.634,60,"LINESTRING (52.4509273 36.6745679, 52.4510879 36.6745409)"
229418933,True,,,,trunk_link,,False,71.889,,"LINESTRING (52.4509273 36.6745679, 52.450967 36.6745965, 52.4509858 36.6746236, 52.4509949 36.6746564, 52.4509724 36.6746941, 52.4509318 36.674711, 52.4506892 36.6746837, 52.4503604 36.6746686)"
229292723,True,2,18,,trunk,,False,99.674,60,"LINESTRING (52.4503604 36.6746686, 52.4492565 36.6745285)"
229418978,True,2,18,بزرگراه سرخرود - فریدونکنار,trunk,,False,111.775,60,"LINESTRING (52.4530248 36.6748751, 52.454067 36.6750218, 52.45426 36.6750452)"
229292723,True,2,18,,trunk,,False,84.141,60,"LINESTRING (52.451259 36.674896, 52.4507053 36.6747365, 52.4503604 36.6746686)"
229418970,True,3,18,میدان معلم,trunk,roundabout,False,46.831,,"LINESTRING (52.451259 36.674896, 52.4511708 36.6748503, 52.4511045 36.674785, 52.4510666 36.6747064, 52.4510609 36.6746223, 52.4510879 36.6745409)"
229418970,True,3,18,میدان معلم,trunk,roundabout,False,9.368,,"LINESTRING (52.4513605 36.6749177, 52.451259 36.674896)"
376038927,False,,,گلزار,residential,,False,74.308,,"LINESTRING (52.4501807 36.6727611, 52.4508639 36.6723786)"
229418892,True,3,,خیابان بهار,primary,,False,126.201,60,"LINESTRING (52.4501807 36.6727611, 52.4509052 36.6735956, 52.4509976 36.6736875)"
376038927,False,,,گلزار,residential,,True,74.308,,"LINESTRING (52.4508639 36.6723786, 52.4501807 36.6727611)"
690141999,False,,,,residential,,False,32.126,,"LINESTRING (52.4508639 36.6723786, 52.450945 36.6720971)"
376038927,False,,,گلزار,residential,,False,173.861,,"LINESTRING (52.4508639 36.6723786, 52.4512119 36.6725942, 52.4522242 36.6725371, 52.4527101 36.6724617)"
376038927,False,,,گلزار,residential,,True,24.473,,"LINESTRING (52.4543636 36.6723868, 52.4540892 36.6723863)"
376038927,False,,,گلزار,residential,,False,36.892,,"LINESTRING (52.4527101 36.6724617, 52.4531145 36.6723919)"
376038927,False,,,گلزار,residential,,True,173.861,,"LINESTRING (52.4527101 36.6724617, 52.4522242 36.6725371, 52.4512119 36.6725942, 52.4508639 36.6723786)"
376038930,True,,,,residential,,False,57.047,,"LINESTRING (52.4527507 36.6729737, 52.4527101 36.6724617)"
690141991,False,,,,residential,,False,121.424,,"LINESTRING (52.4527507 36.6729737, 52.452974 36.6740509)"
376038932,False,,,شهرداری,residential,,True,175.602,,"LINESTRING (52.4527507 36.6729737, 52.4519691 36.6732476, 52.4512831 36.6735457, 52.4509976 36.6736875)"
963625796,False,,,بهار,residential,,False,124.52700000000002,,"LINESTRING (52.4527507 36.6729737, 52.4534592 36.6732033, 52.4540826 36.6732873)"
376038931,False,,,درمانگاه,residential,,False,50.84,,"LINESTRING (52.4540826 36.6732873, 52.4541223 36.6737434)"
963625796,False,,,بهار,residential,,True,124.52700000000002,,"LINESTRING (52.4540826 36.6732873, 52.4534592 36.6732033, 52.4527507 36.6729737)"
229418892,True,3,,خیابان بهار,primary,,False,13.471,60,"LINESTRING (52.4509976 36.6736875, 52.4510935 36.6737811)"
376038932,False,,,شهرداری,residential,,False,175.60199999999998,,"LINESTRING (52.4509976 36.6736875, 52.4512831 36.6735457, 52.4519691 36.6732476, 52.4527507 36.6729737)"
690117746,False,,,,residential,,False,48.396,,"LINESTRING (52.4508444 36.6737445, 52.4504107 36.6740061)"
960110701,True,,,خیابان بهار,primary,,False,4.619,,"LINESTRING (52.4508444 36.6737445, 52.450819 36.6737083)"
229418980,True,2,18,,trunk,,False,56.053,60,"LINESTRING (52.4503021 36.6745274, 52.4504108 36.6745409, 52.4506658 36.6745666, 52.4509273 36.6745679)"
