osmid,name,highway,maxspeed,oneway,reversed,length,junction,geometry,bridge
375341681,حجت,tertiary,40,False,False,34.286,,"LINESTRING (51.6634876 32.8033253, 51.6637671 32.803525)",
524823639,حجت,tertiary,40,True,False,24.158,,"LINESTRING (51.6634876 32.8033253, 51.6632636 32.8032169)",
524887297,,residential,30,False,True,21.935,,"LINESTRING (51.6634876 32.8033253, 51.6636856 32.8032194)",
375341675,بعثت,secondary,50,False,False,13.207,,"LINESTRING (51.6650233 32.799431, 51.6648826 32.7994201)",
375341675,بعثت,secondary,50,False,True,22.457,,"LINESTRING (51.6650233 32.799431, 51.6652602 32.7994647)",
524742846,نسیم,residential,30,False,True,65.614,,"LINESTRING (51.6650233 32.799431, 51.6648228 32.7988655)",
375341675,بعثت,secondary,50,False,True,22.631,,"LINESTRING (51.6646437 32.799387, 51.6648826 32.7994201)",
524742863,,secondary,50,True,False,14.386,,"LINESTRING (51.6646437 32.799387, 51.6644931 32.7994137)",
524742864,,tertiary,40,True,False,17.923,,"LINESTRING (51.6644258 32.7994864, 51.6644036 32.7996465)",
375341676,,secondary,30,True,False,14.056,roundabout,"LINESTRING (51.6644258 32.7994864, 51.6643895 32.7994945, 51.6643519 32.7994925, 51.6643171 32.7994806, 51.6642886 32.79946)",
375341676,,secondary,30,True,False,14.814,roundabout,"LINESTRING (51.6643229 32.7993102, 51.6643526 32.799301, 51.6643842 32.7992988, 51.6644154 32.7993038, 51.6644438 32.7993157, 51.6644673 32.7993335)",
375341676,,secondary,30,True,False,7.002000000000001,roundabout,"LINESTRING (51.6642886 32.79946, 51.6642694 32.7994329, 51.6642614 32.7994022)",
524742863,,secondary,50,True,False,6.364,,"LINESTRING (51.6644673 32.7993335, 51.6645338 32.7993458)",
375341676,,secondary,30,True,False,9.463999999999999,roundabout,"LINESTRING (51.6644673 32.7993335, 51.6644908 32.7993712, 51.6644931 32.7994137)",
375341676,,secondary,30,True,False,10.612,roundabout,"LINESTRING (51.6644931 32.7994137, 51.6644806 32.7994437, 51.6644574 32.7994688, 51.6644258 32.7994864)",
375341677,,secondary,50,False,True,30.767,,"LINESTRING (51.6625101 32.7990579, 51.6628316 32.7991173)",
524734060,,secondary,50,True,False,24.905,,"LINESTRING (51.6625101 32.7990579, 51.662244 32.7990695)",
375341678,بسیج,tertiary,40,False,False,39.122,,"LINESTRING (51.6621768 32.7993356, 51.6622279 32.7996848)",
524734061,,tertiary,40,True,False,29.847,,"LINESTRING (51.6621768 32.7993356, 51.6621355 32.7992275, 51.6620793 32.79908)",
375341679,میدان نورباران,secondary,30,True,False,8.806000000000001,roundabout,"LINESTRING (51.6622479 32.7989003, 51.6622759 32.7989321, 51.6622893 32.7989701)",
524734059,شهید قاسم سلیمانی,tertiary,40,True,False,35.829,,"LINESTRING (51.6620861 32.7988833, 51.6621119 32.7988394, 51.6620895 32.7985668)",
916528130,میدان نورباران,secondary,30,True,False,16.262,roundabout,"LINESTRING (51.6620861 32.7988833, 51.6621268 32.7988706, 51.6621703 32.7988693, 51.6622121 32.7988795, 51.6622479 32.7989003)",
"[916528129, 916528131]",میدان نورباران,secondary,30,True,False,6.720000000000001,roundabout,"LINESTRING (51.6620793 32.79908, 51.6620519 32.7990604, 51.6620316 32.7990355)",
524734062,,secondary,50,True,False,17.579,,"LINESTRING (51.6620316 32.7990355, 51.6618529 32.7989862)",
916528129,میدان نورباران,secondary,30,True,False,11.940000000000001,roundabout,"LINESTRING (51.6620316 32.7990355, 51.6620184 32.7990015, 51.6620183 32.7989657, 51.6620313 32.7989316)",
