osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed
402985957,49,میدان نماز,trunk,roundabout,True,False,16.79,"LINESTRING (49.1356446 37.5478014, 49.1356949 37.5478321, 49.1357334 37.5478722, 49.1357575 37.5479187)",,
403101030,,وزیری,tertiary,,False,True,86.054,"LINESTRING (49.1356446 37.5478014, 49.1356448 37.5477527, 49.1356609 37.5476633, 49.1358379 37.5474719, 49.1360117 37.5472808, 49.1361437 37.5471572)",,
267823659,49,امام خمینی,trunk,,False,True,12.118,"LINESTRING (49.1359548 37.5483244, 49.1360508 37.5484024)",4,40
402985962,49,,trunk,,True,False,37.71,"LINESTRING (49.1359548 37.5483244, 49.1355846 37.5481545)",,
267823659,49,امام خمینی,trunk,,False,False,64.414,"LINESTRING (49.1371426 37.5493054, 49.1366366 37.5488875)",4,40
459214011,,بسیج,residential,,False,False,33.557,"LINESTRING (49.1371426 37.5493054, 49.1368871 37.5495291)",,
267823659,49,امام خمینی,trunk,,False,True,139.46800000000002,"LINESTRING (49.1371426 37.5493054, 49.1377158 37.5497439, 49.1383078 37.5501532)",4,40
1095702445,,,residential,,False,False,9.621,"LINESTRING (49.1443999 37.5481084, 49.1443392 37.5480365)",,
402984706,,سردار جنگل,secondary,,True,False,78.138,"LINESTRING (49.1443999 37.5481084, 49.1439633 37.548425, 49.1437402 37.5485776)",2,40
540755739,,,residential,,False,False,80.826,"LINESTRING (49.1443999 37.5481084, 49.1447989 37.548439, 49.1449094 37.5485614, 49.1450281 37.5486339)",,
827538963,,,secondary_link,,False,True,8.051,"LINESTRING (49.1430434 37.5490545, 49.1429843 37.5489993)",,
402984706,,سردار جنگل,secondary,,True,False,78.749,"LINESTRING (49.1430434 37.5490545, 49.142468 37.5494483, 49.1423392 37.549475)",2,40
540755733,,آذرخش,tertiary,,False,False,396.369,"LINESTRING (49.1430434 37.5490545, 49.1435314 37.5495061, 49.145063 37.5512775, 49.144535 37.5519853)",,
990228704,,سردار جنگل,secondary,,False,False,16.601,"LINESTRING (49.1423392 37.549475, 49.1421928 37.5495689)",2,40
410094133,,سردار جنگل,secondary,,True,False,25.811,"LINESTRING (49.1423392 37.549475, 49.1423956 37.5493802, 49.14252 37.5492997)",2,40
410094133,,سردار جنگل,secondary,,True,False,22.365,"LINESTRING (49.1429843 37.5489993, 49.1431755 37.5488671)",2,40
827538963,,,secondary_link,,False,False,8.051,"LINESTRING (49.1429843 37.5489993, 49.1430434 37.5490545)",,
410094133,,سردار جنگل,secondary,,True,False,64.012,"LINESTRING (49.1444166 37.5479784, 49.1449395 37.547579)",2,40
"[540755744, 540755740, 540755742]",,,residential,,False,False,236.56,"LINESTRING (49.1444166 37.5479784, 49.144258 37.5478295, 49.1440392 37.5477049, 49.1435062 37.5475608, 49.143426 37.5475584, 49.1433614 37.5476048, 49.1430225 37.5480103, 49.1429553 37.5480209, 49.142283 37.5477477)",,
402984707,,۲۲ بهمن,secondary,,False,False,21.007,"LINESTRING (49.1390647 37.5517694, 49.1389061 37.5519104)",2,40
402984707,,۲۲ بهمن,secondary,,False,True,96.411,"LINESTRING (49.1390647 37.5517694, 49.1397833 37.5512242, 49.1398548 37.5511699)",2,40
402985956,49,,trunk,,True,False,38.21,"LINESTRING (49.1357571 37.5480186, 49.1359548 37.5483244)",,
402985957,49,میدان نماز,trunk,roundabout,True,False,22.386000000000003,"LINESTRING (49.1357571 37.5480186, 49.1357326 37.548065, 49.1356938 37.5481049, 49.1356433 37.5481354, 49.1355846 37.5481545)",,
402985957,49,میدان نماز,trunk,roundabout,True,False,16.799,"LINESTRING (49.1354601 37.5477816, 49.1355231 37.5477752, 49.1355861 37.5477819, 49.1356446 37.5478014)",,
402985957,49,میدان نماز,trunk,roundabout,True,False,22.394999999999996,"LINESTRING (49.1355846 37.5481545, 49.1355216 37.5481609, 49.1354587 37.5481542, 49.1354001 37.5481348, 49.1353498 37.548104)",,
402985965,,بهشتی شرقی,tertiary,,False,False,40.033,"LINESTRING (49.1353498 37.548104, 49.1350353 37.5483637)",,30
402985957,49,میدان نماز,trunk,roundabout,True,False,22.388,"LINESTRING (49.1353498 37.548104, 49.1353113 37.548064, 49.1352872 37.5480174, 49.1352791 37.5479675, 49.1352876 37.5479176)",,
402985957,49,میدان نماز,trunk,roundabout,True,False,22.392,"LINESTRING (49.1352876 37.5479176, 49.1353121 37.5478711, 49.1353509 37.5478313, 49.1354014 37.5478008, 49.1354601 37.5477816)",,
402985957,49,میدان نماز,trunk,roundabout,True,False,11.204,"LINESTRING (49.1357575 37.5479187, 49.1357656 37.5479687, 49.1357571 37.5480186)",,
403101028,,شهید باهنر,tertiary,,False,False,178.28699999999998,"LINESTRING (49.1357575 37.5479187, 49.1361195 37.5475953, 49.1365541 37.5472911, 49.1367633 37.5472189, 49.1374284 37.5471615)",,30
402985965,,بهشتی شرقی,tertiary,,False,True,72.646,"LINESTRING (49.1343073 37.5490329, 49.1345648 37.5487522, 49.1348323 37.5485313)",,30
766855800,,بختیاری,residential,,False,False,81.511,"LINESTRING (49.1343073 37.5490329, 49.1348559 37.5492856, 49.1350168 37.5490942)",,
403101028,,شهید باهنر,tertiary,,False,True,87.422,"LINESTRING (49.1405685 37.5462359, 49.1397405 37.5466685)",,30
459214005,,,residential,,False,True,31.184,"LINESTRING (49.1405685 37.5462359, 49.1407179 37.5464901)",,
403101028,,شهید باهنر,tertiary,,False,False,293.88,"LINESTRING (49.1405685 37.5462359, 49.1418506 37.5456639, 49.1433848 37.5448898, 49.1434166 37.544866)",,30
403101028,,شهید باهنر,tertiary,,False,False,215.63199999999998,"LINESTRING (49.1374284 37.5471615, 49.1379515 37.5471232, 49.1386971 37.5470764, 49.1391075 37.5469786, 49.1397405 37.5466685)",,30
403101028,,شهید باهنر,tertiary,,False,True,178.28699999999998,"LINESTRING (49.1374284 37.5471615, 49.1367633 37.5472189, 49.1365541 37.5472911, 49.1361195 37.5475953, 49.1357575 37.5479187)",,30
798522412,,,residential,,False,False,92.75899999999999,"LINESTRING (49.1374284 37.5471615, 49.1372377 37.5474185, 49.1372189 37.5474887, 49.1372752 37.5475418, 49.1376641 37.5477885)",,
403101031,,بهشتی غربی,tertiary,,False,False,113.50999999999999,"LINESTRING (49.1359183 37.5470594, 49.1361973 37.5463087, 49.1363475 37.5461024)",,
403101031,,بهشتی غربی,tertiary,,False,True,45.821,"LINESTRING (49.1359183 37.5470594, 49.1358312 37.5472991, 49.1357235 37.5474375)",,
540755738,,,tertiary_link,,False,False,22.682,"LINESTRING (49.1359183 37.5470594, 49.1360176 37.5471083, 49.1361437 37.5471572)",,
403101030,,وزیری,tertiary,,False,False,86.05400000000002,"LINESTRING (49.1361437 37.5471572, 49.1360117 37.5472808, 49.1358379 37.5474719, 49.1356609 37.5476633, 49.1356448 37.5477527, 49.1356446 37.5478014)",,
403101035,,وزیری,tertiary,,False,True,130.02499999999998,"LINESTRING (49.1361437 37.5471572, 49.1362488 37.5470776, 49.1364243 37.5469812, 49.1366609 37.546916, 49.1372755 37.546817, 49.1373607 37.5468001, 49.1375089 37.5467792)",,
540755738,,,tertiary_link,,False,True,22.682,"LINESTRING (49.1361437 37.5471572, 49.1360176 37.5471083, 49.1359183 37.5470594)",,
267824705,49,بلوار معلم,trunk,,True,False,16.584,"LINESTRING (49.1353102 37.5476915, 49.1354601 37.5477816)",,
403101031,,بهشتی غربی,tertiary,,False,False,48.634,"LINESTRING (49.1353102 37.5476915, 49.1355036 37.5476508, 49.1356182 37.5475728, 49.1357235 37.5474375)",,
403101031,,بهشتی غربی,tertiary,,False,True,9.228,"LINESTRING (49.136448 37.5460792, 49.1363475 37.5461024)",,
403101032,,,tertiary,roundabout,True,False,28.161999999999995,"LINESTRING (49.136448 37.5460792, 49.136448 37.546043, 49.1364626 37.5460088, 49.1364903 37.5459799, 49.136528 37.5459596, 49.136572 37.54595, 49.1366176 37.5459518, 49.13666 37.5459651)",,
403101032,,,tertiary,roundabout,True,False,21.132,"LINESTRING (49.1366284 37.5461686, 49.1365802 37.5461732, 49.1365329 37.5461647, 49.1364921 37.546144, 49.1364624 37.5461136, 49.136448 37.5460792)",,
540755737,,گلبرگ,tertiary,,False,False,103.886,"LINESTRING (49.1366284 37.5461686, 49.1370094 37.5464235, 49.1373659 37.5466241, 49.1374579 37.5467151, 49.1375089 37.5467792)",,
403101033,,بهشتی غربی,tertiary,,False,False,108.557,"LINESTRING (49.13666 37.5459651, 49.1372157 37.5450939)",,
403101032,,,tertiary,roundabout,True,False,28.653,"LINESTRING (49.13666 37.5459651, 49.1366948 37.5459883, 49.1367185 37.5460193, 49.1367287 37.5460546, 49.136724 37.5460905, 49.1367052 37.5461234, 49.1366717 37.5461513, 49.1366284 37.5461686)",,
403101031,,بهشتی غربی,tertiary,,False,False,9.228,"LINESTRING (49.1363475 37.5461024, 49.136448 37.5460792)",,
403101031,,بهشتی غربی,tertiary,,False,True,113.50999999999999,"LINESTRING (49.1363475 37.5461024, 49.1361973 37.5463087, 49.1359183 37.5470594)",,
403101034,,,residential,,False,False,56.311,"LINESTRING (49.1363475 37.5461024, 49.1359747 37.5460875, 49.1357164 37.546136)",,
403101033,,بهشتی غربی,tertiary,,False,False,19.596,"LINESTRING (49.1374365 37.5447477, 49.1373761 37.5445781)",,
403101033,,بهشتی غربی,tertiary,,False,True,43.138,"LINESTRING (49.1374365 37.5447477, 49.1372157 37.5450939)",,
459213975,,,tertiary,,False,False,75.391,"LINESTRING (49.1374365 37.5447477, 49.1380258 37.545239)",,
594092519,,,residential,,False,False,147.475,"LINESTRING (49.1374365 37.5447477, 49.1364816 37.5444276, 49.1363232 37.5444385, 49.1361236 37.5445122, 49.1359593 37.5446687)",,
403101033,,بهشتی غربی,tertiary,,False,True,114.703,"LINESTRING (49.1372353 37.5435611, 49.1372139 37.543846, 49.1372675 37.5442735, 49.1373761 37.5445781)",,
403101034,,,residential,,False,False,62.42400000000001,"LINESTRING (49.1357164 37.546136, 49.1353819 37.546196, 49.1350168 37.546196)",,
403101034,,,residential,,False,True,56.311,"LINESTRING (49.1357164 37.546136, 49.1359747 37.5460875, 49.1363475 37.5461024)",,
459213976,,وحدت,residential,,False,True,167.575,"LINESTRING (49.1357164 37.546136, 49.1360344 37.5450133, 49.1360344 37.5448134, 49.1359593 37.5446687)",,
